OnTime (ms), Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
1087, 1970-01-01 00:00:01,0,0,0,0.25,0,1,0.95,0,0,13.12,25.68,25.45,25.32,-9.75,0.48,16,10,0
2199, 1970-01-01 00:00:02,1.26,0.12,0,0.25,0,1,0.95,999,0,13.13,25.73,25.55,25.39,-9.75,0.47,16,10,0
3311, 1970-01-01 00:00:03,3.32,0.82,0,0.36,0,1,0.95,999,0,13.09,25.68,25.6,25.39,-9.75,0.47,16,10,0
4311, 1970-01-01 00:00:04,2.73,1.76,0,0.25,0,1,0.95,999,0,12.96,25.79,25.6,25.44,-9.75,0.47,16,10,0
5311, 1970-01-01 00:00:05,3.19,2.34,0,0.33,0,1,0.95,999,0,12.98,25.71,25.55,25.5,-9.75,0.46,16,10,0
6311, 1970-01-01 00:00:06,2.78,3.04,0,0.32,0,1,0.95,999,0,12.96,25.7,25.6,25.55,-9.75,0.46,16,10,0
7311, 1970-01-01 00:00:07,1.31,3.51,0,0.25,0,1,0.95,999,0,12.93,25.86,25.6,25.46,-9.75,0.46,16,10,0
8311, 1970-01-01 00:00:08,0,3.51,0,0.25,0,1,0.95,999,0,12.92,25.8,25.7,25.54,-9.75,0.46,16,10,0
9311, 1970-01-01 00:00:09,0,3.51,0,0.25,0,1,0.95,999,0,12.91,25.81,25.63,25.52,-9.75,0.46,16,10,0
10311, 1970-01-01 00:00:10,0,3.51,0,0.25,0,1,0.95,999,0,12.91,25.7,25.66,25.49,-9.75,0.46,16,10,0
11311, 1970-01-01 00:00:11,0,3.51,0,0.3,0,1,0.95,999,0,12.93,25.8,25.66,25.46,-9.75,0.46,16,10,0
12311, 1970-01-01 00:00:12,0,3.51,0,0.3,0,1,0.95,999,0,12.91,25.79,25.71,25.5,-9.75,0.46,16,10,0
13319, 1970-01-01 00:00:13,0,3.51,0,0.3,0,1,0.95,999,0,12.89,25.79,25.64,25.48,-9.75,0.46,16,10,0
14425, 1970-01-01 00:00:14,0,3.51,0,0.3,0,1,0.95,999,0,12.91,25.77,25.68,25.59,-9.75,0.46,16,10,0
15525, 1970-01-01 00:00:15,0,3.51,0,0.3,0,1,0.95,999,0,12.9,25.8,25.68,25.38,-9.75,0.46,16,10,0
16631, 1970-01-01 00:00:16,0,3.51,0,0.3,0,1,0.95,999,0,12.88,25.85,25.73,25.52,-9.75,0.46,16,10,0
17731, 1970-01-01 00:00:17,0,3.51,0,0.26,0,1,0.95,999,0,12.87,25.77,25.61,25.43,-9.75,0.46,16,10,0
18837, 1970-01-01 00:00:18,0,3.51,0,0.25,0,1,0.95,999,0,12.93,25.83,25.66,25.57,-9.75,0.46,16,10,0
19937, 1970-01-01 00:00:19,0,3.51,0,0.25,0,1,0.95,999,0,12.91,25.86,25.68,25.59,-9.75,0.46,16,10,0
