OnTime (ms), Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
302246, 2018-06-29 18:51:26,0,3.57,0,0.92,0,1,1.3,11.46,0.23,12.49,30.15,28.13,32.95,-9.75,-0.19,16,9128,-48
303298, 2018-06-29 18:51:27,0,3.57,0,0.91,0,1,1.3,11.46,0.23,12.49,30.16,28.12,32.96,-9.75,-0.19,16,9128,-48
304398, 2018-06-29 18:51:28,0,3.57,0,0.94,0,1,1.3,11.46,0.23,12.52,30.15,28.11,32.88,-9.75,-0.19,16,9128,-48
305504, 2018-06-29 18:51:29,0,3.57,0,0.94,0,1,1.3,11.46,0.23,12.52,30.16,28.16,32.84,-9.75,-0.19,16,9128,-48
306605, 2018-06-29 18:51:30,0,3.57,0,0.93,0,1,1.3,11.46,0.23,12.5,30.19,28.13,32.81,-9.75,-0.19,16,9128,-48
307711, 2018-06-29 18:51:31,0,3.57,0,0.92,0,1,1.3,11.46,0.23,12.49,30.15,28.07,32.83,-9.75,-0.19,16,9128,-48
308817, 2018-06-29 18:51:32,0,3.57,0,0.92,0,1,1.3,11.46,0.23,12.49,30.09,28.07,32.8,-9.75,-0.19,16,9128,-48
309922, 2018-06-29 18:51:33,0,3.57,0,0.94,0,1,1.03,11.46,0.23,12.52,30.08,28.16,32.79,-9.75,-0.18,16,9128,-48
311028, 2018-06-29 18:51:35,0,3.57,0,0.94,0,1,0.97,11.46,0.23,12.51,30.14,28.09,32.74,-9.75,-0.18,16,9128,-48
312135, 2018-06-29 18:51:36,0,3.57,0,0.92,0,1,0.97,11.46,0.23,12.49,30.08,28.12,32.77,-9.75,-0.19,16,9128,-48
313235, 2018-06-29 18:51:37,0,3.57,0,0.93,0,1,0.97,11.46,0.23,12.49,30.05,28.07,32.67,-9.75,-0.19,16,9128,-48
314335, 2018-06-29 18:51:38,0,3.57,0,0.94,0,1,0.97,11.46,0.23,12.52,30.04,28.09,32.73,-9.75,-0.21,16,9128,-48
315441, 2018-06-29 18:51:39,0,3.57,0,0.93,0,1,0.97,11.46,0.23,12.47,30.05,28.08,32.68,-9.75,-0.19,16,9128,-48
316553, 2018-06-29 18:51:40,0,3.63,0,0.93,0,1,0.97,11.64,0.23,12.5,30.1,28.12,32.63,-9.75,-0.19,16,9128,-48
317553, 2018-06-29 18:51:41,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.5,30.01,28.16,32.61,-9.75,-0.19,16,9128,-48
318553, 2018-06-29 18:51:42,0,3.63,0,0.93,0,1,0.97,11.64,0.23,12.48,29.91,28.09,32.63,-9.75,-0.19,16,9128,-48
319554, 2018-06-29 18:51:43,0,3.63,0,0.94,0,1,0.97,11.64,0.23,12.5,29.99,28.09,32.66,-9.75,-0.18,16,9128,-48
320554, 2018-06-29 18:51:44,0,3.63,0,0.94,0,1,0.97,11.64,0.23,12.48,30.08,28.05,32.58,-9.75,-0.19,16,9128,-48
321554, 2018-06-29 18:51:45,0,3.63,0,0.92,0,1,0.97,11.64,0.23,12.49,30.12,28.19,32.58,-9.75,-0.19,16,9128,-48
322554, 2018-06-29 18:51:46,0,3.63,0,0.93,0,1,0.97,11.64,0.23,12.46,30.05,28.08,32.6,-9.75,-0.2,16,9128,-48
323554, 2018-06-29 18:51:47,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.51,30.08,28.11,32.55,-9.75,-0.19,16,9128,-48
324554, 2018-06-29 18:51:48,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.51,30.03,28.18,32.58,-9.75,-0.19,16,9128,-48
325554, 2018-06-29 18:51:49,0,3.63,0,0.94,0,1,0.97,11.64,0.23,12.5,30.06,28.14,32.63,-9.75,-0.19,16,9128,-48
326567, 2018-06-29 18:51:50,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.49,30.03,28.16,32.49,-9.75,-0.19,16,9128,-48
327673, 2018-06-29 18:51:51,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.52,30.12,28.16,32.58,-9.75,-0.19,16,9128,-48
328000, 2018-06-29 18:51:52,0,3.63,0,0.95,0,1,0.97,11.64,0.23,12.5,29.95,28.14,32.6,-9.75,-0.19,16,9128,-48
328100, 2018-06-29 18:51:52,0,3.63,0,0.91,1,1,0.97,11.64,0.23,10.61,29.95,28.14,32.6,-9.75,-0.23,22,9128,-48
328200, 2018-06-29 18:51:52,0,3.63,0.37,0.94,1,1,0.97,11.35,0.24,11.35,30.02,28.19,32.61,-9.75,-0.24,22,6769,-20
328300, 2018-06-29 18:51:52,0,3.63,778.77,0.99,1,1,0.97,11.06,0.24,11.69,30.02,28.19,32.61,-9.75,-0.23,22,6769,-34
328400, 2018-06-29 18:51:52,0,3.63,1272.25,1.42,0,1,0.97,10.79,0.25,11.82,30.02,28.19,32.61,-9.75,-0.2,20,6769,-42
328500, 2018-06-29 18:51:52,0.91,3.69,1739.74,1.47,0,1,0.97,10.74,0.26,12.39,30.02,28.09,32.54,-9.75,-0.19,20,5841.7,-56
328601, 2018-06-29 18:51:52,0.91,3.69,1822.32,0.77,0,1,0.97,10.32,0.27,12.42,30.02,28.09,32.54,-9.75,-0.19,20,5662.13,-59
328792, 2018-06-29 18:51:52,0.91,3.69,1792.33,0.74,0,1,0.97,9.74,0.28,12.39,30.02,28.16,39.85,-9.75,-0.22,20,5720.14,-58
