OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1087,00:01.1,0,0,0,0.25,0,1,1,0,0,13.33,38.74,40.41,45.99,0,-0.15,17,10,0
2174,00:02.2,0,0,0,0.25,0,1,1,0,0,13.36,38.78,40.52,46.08,0,-0.16,17,10,0
3261,00:03.3,0,0,0,0.31,0,1,1,0,0,13.3,38.8,40.48,46.1,0,-0.15,17,10,0
4348,00:04.3,0,0,0,0.25,0,1,1,0,0,13.22,38.87,40.52,46.08,0,-0.16,17,10,0
5435,00:05.4,0,0,0,0.26,0,1,1,0,0,13.26,38.8,40.56,46.02,0,-0.15,17,10,0
6522,00:06.5,0,0,0,0.29,0,1,1,0,0,13.22,38.9,40.59,46.11,0,-0.15,17,10,0
7609,00:07.6,0,0,0,0.25,0,1,1,0,0,13.26,38.88,40.51,46.04,0,-0.16,17,10,0
8696,00:08.7,0,0,0,0.29,0,1,1,0,0,13.24,38.82,40.53,46.05,0,-0.16,17,10,0
9696,00:09.7,0,0,0,0.29,0,1,1,0,0,13.2,38.88,40.52,46.06,0,-0.16,17,10,0
10696,00:10.7,0,0.06,0,0.25,0,1,1,999,0,13.22,38.84,40.51,46.02,0,-0.15,17,10,0
11696,00:11.7,0,0.06,0,0.28,0,1,1,999,0,13.19,38.87,40.53,46.02,0,-0.16,17,10,0
12696,00:12.7,0,0.06,0,0.28,0,0,1,999,0,13.21,38.83,40.53,45.9,0,-0.16,1,10,0
13696,00:13.7,0,0.06,0,0.27,0,0,1,999,0,13.2,38.87,40.46,45.91,0,-0.16,1,10,0
14004,00:14.0,0,0.06,0,0.28,0,0,1,999,0,13.19,38.85,40.57,45.98,0,-0.16,5,10,0
14104,00:14.1,0,0.06,0,0.26,1,0,1,999,0,10.68,38.85,40.57,45.98,0,-0.14,7,10,0
14226,00:14.2,0.98,0.12,8.44,0.26,1,0,1,16.15,0.01,10.3,38.83,40.53,45.97,0,-0.17,7,10000,-20
14326,00:14.3,0.98,0.12,8.44,0.27,1,0,1,16.15,0.01,12.28,38.83,40.53,45.97,0,-0.17,7,10000,-20
14426,00:14.4,0.98,0.12,946.75,0.27,1,0,1,8.08,0.02,12.07,38.83,40.53,45.97,0,-0.16,7,10000,-37
14526,00:14.5,0.98,0.12,1012.93,0.25,1,0,1,5.38,0.03,11.93,38.83,40.53,45.92,0,-0.16,7,10000,-38
14626,00:14.6,0,0.12,1062.45,0.27,1,0,1,4.04,0.03,11.98,38.83,40.53,45.92,0,-0.15,7,10000,-39
14726,00:14.7,0,0.12,1147.26,0.27,1,0,1,3.23,0.04,12.48,38.83,40.53,45.92,0,-0.17,7,10000,-40
14826,00:14.8,0,0.12,1252.62,0.28,0,0,1,2.69,0.05,12.97,38.84,40.61,45.38,0,-0.15,5,10000,-42
14926,00:14.9,0,0.12,1364.83,0.27,0,0,1,2.31,0.06,13.03,38.84,40.61,45.38,0,-0.14,5,10000,-46
15026,00:15.0,0,0.12,1365.06,0.28,0,0,1,2.02,0.07,13.04,38.9,40.61,45.39,0,-0.14,5,10000,-46
15126,00:15.1,0,0.12,1656.57,0.28,0,0,1,1.62,0.09,13.01,38.9,40.61,45.39,0,-0.15,5,10000,-54
15351,00:15.4,0,0.12,2044.61,0.28,0,0,1,1.24,0.11,13.07,38.89,40.61,47.96,0,-0.16,5,10000,-71
15451,00:15.5,0,0.12,2432.84,0.28,0,0,1,1.08,0.13,13.05,38.89,40.61,47.96,0,-0.15,5,10000,-78
15551,00:15.6,0,0.12,2548.04,0.26,0,0,1,0.9,0.15,13.06,38.89,40.61,47.96,0,-0.17,5,10000,-80
15651,00:15.7,0,0.12,2276.31,0.27,0,0,1,0.81,0.17,13.06,38.96,40.53,60.26,0,-0.16,5,10000,-75
15751,00:15.8,0,0.12,2134.55,0.27,0,0,1,0.77,0.18,13.07,38.96,40.53,60.26,0,-0.16,5,10000,-73
15851,00:15.9,0,0.12,2294.81,0.27,0,0,1,0.7,0.2,13.06,38.96,40.53,60.26,0,-0.15,5,10000,-76
15951,00:16.0,0,0.12,2605.86,0.26,0,0,1,0.65,0.22,13.05,38.88,40.46,66.24,0,-0.16,5,10000,-81
16051,00:16.1,0,0.12,2353.63,0.27,0,0,1,0.6,0.23,13.05,38.88,40.46,66.24,0,-0.16,5,10000,-77
16151,00:16.2,0,0.12,2711.56,0.27,0,0,1,0.54,0.26,13.06,38.89,40.53,70.01,0,-0.16,5,10000,-83
16251,00:16.3,0,0.12,2443.84,0.27,0,0,1,0.5,0.28,13.05,38.89,40.53,70.01,0,-0.18,5,10000,-78
16476,00:16.5,0,0.12,2619.17,0.27,0,0,1,0.45,0.31,13.05,38.84,40.55,73.93,0,-0.15,5,10000,-82
16576,00:16.6,0,0.12,2373.14,0.27,0,0,1,0.43,0.33,13.05,38.84,40.55,73.93,0,-0.17,5,10000,-77
17601,00:17.6,0,0.12,1413.04,0.27,0,0,1,0.34,0.41,13.07,38.96,40.56,75.61,0,-0.15,1,6800,-48
18713,00:18.7,0,0.12,0,0.25,0,0,1,0.34,0.41,13.14,38.89,40.48,69.54,0,-0.16,1,6800,-48
19713,00:19.7,0.81,0.18,0,0.25,0,0,1,0.51,0.41,13.14,38.92,40.48,67.48,0,-0.16,1,6800,-48
20713,00:20.7,0,0.18,0,0.27,0,0,1,0.51,0.41,13.12,38.94,40.55,65.29,0,-0.16,1,6800,-48
21713,00:21.7,0,0.18,0,0.27,0,0,1,0.51,0.41,13.11,38.95,40.43,63.59,0,-0.15,1,6800,-48
22713,00:22.7,0,0.18,0,0.25,0,0,1,0.51,0.41,13.14,38.96,40.55,62.38,0,-0.15,1,6800,-48
23713,00:23.7,0,0.18,0,0.25,0,0,1,0.51,0.41,13.14,38.94,40.55,61.04,0,-0.15,1,6800,-48
24713,00:24.7,0,0.18,0,0.25,0,0,1,0.51,0.41,13.13,38.9,40.52,60.23,0,-0.15,1,6800,-48
25713,00:25.7,0,0.18,0,0.27,0,0,1,0.51,0.41,13.13,38.91,40.56,59.13,0,-0.15,1,6800,-48
26713,00:26.7,0,0.18,0,0.27,0,0,1,0.51,0.41,13.14,38.94,40.53,58.47,0,-0.15,1,6800,-48
27713,00:27.7,0,0.18,0,1.47,0,0,1,0.51,0.41,12.98,38.89,40.56,57.59,0,-0.15,1,6800,-48
28713,00:28.7,0,0.18,0,1.47,0,0,1,0.51,0.41,13,38.96,40.56,56.79,0,-0.15,1,6800,-48
29803,00:29.8,0,0.18,0,1.47,0,0,1,0.51,0.41,12.98,39,40.56,56.06,0,-0.15,1,6800,-48
30909,06:54.9,0,0.18,0,1.47,0,0,1,0.51,0.41,13.16,38.95,40.65,55.35,0,-0.15,1,6800,-48
32015,06:56.0,0,0.18,0,1.47,0,0,1,0.51,0.41,13.14,38.94,40.51,54.68,0,-0.15,1,6800,-48
33121,06:57.1,0,0.18,0,1.47,0,0,1,0.51,0.41,13,38.92,40.62,54.16,0,-0.15,1,6800,-48
34227,06:58.2,0,0.18,0,1.47,0,0,1,0.51,0.41,13.14,38.83,40.57,53.58,0,-0.16,1,6800,-48
35333,06:59.3,0,0.18,0,1.47,0,0,1,0.51,0.41,12.98,38.88,40.61,53.14,0,-0.15,1,6800,-48
36333,07:00.3,0,0.18,0,1.47,0,0,1,0.51,0.41,13.14,38.92,40.66,52.78,0,-0.15,1,6800,-48
37333,07:01.3,0,0.18,0,1.47,0,0,1,0.51,0.41,13.13,38.98,40.65,52.35,0,-0.15,1,6800,-48
38292,07:02.3,0,0,0,1.47,0,1,1,0,0,13.16,38.95,40.59,51.95,0,-0.15,17,6800,-48
38392,07:02.4,0,0,0,1.47,0,1,1,0,0,13.14,38.98,40.64,51.97,0,-0.16,21,6800,-48
