OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1087.00,1970-01-01 00:00:01.087,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,13.06,36.97,35.04,32.84,0.00,-0.16,16.00,10.00,0.00
2173.00,1970-01-01 00:00:02.173,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,13.05,37.02,35.20,32.88,0.00,-0.16,16.00,10.00,0.00
3173.00,1970-01-01 00:00:03.173,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,13.02,37.02,35.19,32.99,0.00,-0.16,16.00,10.00,0.00
4173.00,1970-01-01 00:00:04.173,0.00,0.00,0.00,0.34,0.00,1.00,1.00,0.00,0.00,12.95,37.02,35.32,32.97,0.00,-0.17,16.00,10.00,0.00
5173.00,1970-01-01 00:00:05.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.92,37.13,35.28,33.02,0.00,-0.17,16.00,10.00,0.00
6173.00,1970-01-01 00:00:06.173,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.95,37.09,35.33,33.02,0.00,-0.17,16.00,10.00,0.00
7173.00,1970-01-01 00:00:07.173,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.96,37.11,35.33,32.90,0.00,-0.16,16.00,10.00,0.00
8173.00,1970-01-01 00:00:08.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.94,37.05,35.34,32.97,0.00,-0.16,16.00,10.00,0.00
9173.00,1970-01-01 00:00:09.173,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.90,37.04,35.32,32.96,0.00,-0.17,16.00,10.00,0.00
10173.00,1970-01-01 00:00:10.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.90,37.09,35.32,32.97,0.00,-0.16,16.00,10.00,0.00
11173.00,1970-01-01 00:00:11.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.90,37.15,35.30,33.04,0.00,-0.16,16.00,10.00,0.00
12173.00,1970-01-01 00:00:12.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.93,37.00,35.30,33.15,0.00,-0.17,16.00,10.00,0.00
13173.00,1970-01-01 00:00:13.173,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.89,37.04,35.40,33.07,0.00,-0.16,16.00,10.00,0.00
14173.00,1970-01-01 00:00:14.173,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.89,37.07,35.30,33.10,0.00,-0.17,16.00,10.00,0.00
15212.00,1970-01-01 00:00:15.212,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.89,37.13,35.35,33.13,0.00,-0.16,16.00,10.00,0.00
16299.00,1970-01-01 00:00:16.299,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.88,37.10,35.32,33.13,0.00,-0.16,16.00,10.00,0.00
17385.00,1970-01-01 00:00:17.385,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.89,37.02,35.30,33.05,0.00,-0.17,16.00,10.00,0.00
18472.00,1970-01-01 00:00:18.472,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.88,37.02,35.39,32.98,0.00,-0.17,16.00,10.00,0.00
19556.00,1970-01-01 00:00:19.556,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.95,36.82,35.13,33.15,0.00,-0.16,16.00,10.00,0.00
