OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
790.00,1970-00-00 00:00:00.790,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,13.59,0.00,0.00,0.00,0.00,0.00,0.12,17.00,10.00,0.00,0.00,0.00
2307.00,1970-01-01 00:00:02.307,0.00,0.00,0.00,0.86,0.00,1.00,1.00,0.00,0.00,13.59,29.52,25.92,27.23,26.66,-0.18,0.12,17.00,10.00,0.00,0.00,0.00
2407.00,1970-01-01 00:00:02.407,0.00,0.00,0.00,0.88,0.00,1.00,1.00,0.00,0.00,13.55,29.52,25.92,27.23,26.66,-0.18,0.12,17.00,10.00,0.00,0.00,0.00
2507.00,1970-01-01 00:00:02.507,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.52,25.92,27.23,26.66,-0.18,0.11,17.00,10.00,0.00,0.00,0.00
2607.00,1970-01-01 00:00:02.607,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.41,25.96,27.20,26.66,-0.18,0.11,17.00,10.00,0.00,0.00,0.00
2707.00,1970-01-01 00:00:02.707,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.41,25.96,27.20,26.67,-0.18,0.12,17.00,10.00,0.00,0.00,0.00
2807.00,1970-01-01 00:00:02.807,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.41,25.94,27.20,26.67,-0.18,0.11,16.00,10.00,0.00,0.00,0.00
2907.00,1970-01-01 00:00:02.907,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.44,25.94,27.30,26.67,-0.18,0.11,16.00,10.00,0.00,0.00,0.00
3007.00,1970-01-01 00:00:03.007,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.44,25.94,27.30,26.67,-0.18,0.11,16.00,10.00,0.00,0.00,0.00
3107.00,1970-01-01 00:00:03.107,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.55,29.43,26.02,27.27,26.72,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
3207.00,1970-01-01 00:00:03.207,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.43,26.02,27.27,26.72,-0.19,0.13,16.00,10.00,0.00,0.00,0.00
3307.00,1970-01-01 00:00:03.307,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.43,25.95,27.27,26.72,-0.17,0.13,16.00,10.00,0.00,0.00,0.00
3407.00,1970-01-01 00:00:03.407,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.55,29.55,25.95,27.31,26.72,-0.18,0.13,16.00,10.00,0.00,0.00,0.00
3507.00,1970-01-01 00:00:03.507,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.55,25.95,27.31,26.78,-0.18,0.13,16.00,10.00,0.00,0.00,0.00
3607.00,1970-01-01 00:00:03.607,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.54,26.02,27.28,26.78,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
3707.00,1970-01-01 00:00:03.707,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.54,29.54,26.02,27.28,26.78,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
3807.00,1970-01-01 00:00:03.807,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.54,25.95,27.28,26.78,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
3907.00,1970-01-01 00:00:03.907,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.54,29.52,25.95,27.31,26.79,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4007.00,1970-01-01 00:00:04.007,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.52,25.95,27.31,26.79,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
4107.00,1970-01-01 00:00:04.107,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.52,26.03,27.31,26.79,-0.18,0.13,16.00,10.00,0.00,0.00,0.00
4207.00,1970-01-01 00:00:04.207,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.50,26.03,27.34,26.79,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4307.00,1970-01-01 00:00:04.307,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.53,29.50,26.03,27.34,26.68,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4407.00,1970-01-01 00:00:04.407,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.55,26.03,27.27,26.68,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4507.00,1970-01-01 00:00:04.507,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.58,29.55,26.03,27.27,26.68,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4607.00,1970-01-01 00:00:04.607,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.54,29.55,26.07,27.27,26.68,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
4707.00,1970-01-01 00:00:04.707,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.50,26.07,27.27,26.78,-0.18,0.13,16.00,10.00,0.00,0.00,0.00
4807.00,1970-01-01 00:00:04.807,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.50,26.07,27.27,26.78,-0.18,0.13,16.00,10.00,0.00,0.00,0.00
4907.00,1970-01-01 00:00:04.907,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.54,26.07,27.34,26.78,-0.17,0.12,16.00,10.00,0.00,0.00,0.00
5007.00,1970-01-01 00:00:05.007,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.54,26.07,27.34,26.78,-0.16,0.12,16.00,10.00,0.00,0.00,0.00
5107.00,1970-01-01 00:00:05.107,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.54,26.01,27.34,26.78,-0.16,0.12,16.00,10.00,0.00,0.00,0.00
5207.00,1970-01-01 00:00:05.207,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.57,26.01,27.38,26.78,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
5307.00,1970-01-01 00:00:05.307,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.55,29.57,26.12,27.38,26.78,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
5407.00,1970-01-01 00:00:05.407,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.57,26.12,27.38,26.78,-0.18,0.11,16.00,10.00,0.00,0.00,0.00
5507.00,1970-01-01 00:00:05.507,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.54,29.50,26.12,27.31,26.80,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
5607.00,1970-01-01 00:00:05.607,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.57,29.50,26.08,27.31,26.80,-0.18,0.12,16.00,10.00,0.00,0.00,0.00
5707.00,1970-01-01 00:00:05.707,0.00,0.00,0.00,0.89,0.00,1.00,1.00,0.00,0.00,13.56,29.55,26.08,27.32,26.80,-0.19,0.12,16.00,10.00,0.00,0.00,0.00
