time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
4030.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
4265.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
4608.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
4845.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5181.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5411.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5532.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5652.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5860.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
5981.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
6103.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
6225.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
845.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
966.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1158.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1273.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1389.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1505.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1621.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1738.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1855.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1972.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2089.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2288.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
898.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1013.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1128.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1244.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1359.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1475.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1653.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1769.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1884.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
2001.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2118.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2234.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
804.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
918.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1033.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1220.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1336.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1451.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1567.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1683.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1798.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1914.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2030.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2145.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
799.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
915.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1030.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1147.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1265.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1382.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1559.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1674.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1789.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1904.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2020.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2136.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
789.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
907.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1024.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1142.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1261.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1380.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1499.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1617.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1736.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1895.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2023.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2143.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
916.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1042.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1162.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1400.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1625.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1957.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
2183.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
2516.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
2744.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
2861.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2977.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
3094.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
910.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1095.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1210.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1326.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1442.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1558.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1674.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1791.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1909.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
2026.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2224.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2340.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
846.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
962.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1078.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1193.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1309.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1426.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1542.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1732.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1848.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1965.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2081.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2197.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
915.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1032.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1147.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1332.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1449.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1565.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1683.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1800.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1918.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
2035.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2151.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2267.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
846.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
962.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1078.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1194.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1310.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1426.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1542.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1658.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1775.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1988.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2104.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2220.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
793.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
907.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1022.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1189.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1304.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1418.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1536.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1664.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1791.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1919.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
2048.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2174.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
774.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
890.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1006.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1122.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1238.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1354.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
1471.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5371.33,5084.99,0.00,0.00,0.00,0.00,
1587.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5455.12,5194.88,0.00,0.00,0.00,0.00,
1703.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5495.41,5176.32,0.00,0.00,0.00,0.00,
1856.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5447.05,5084.02,0.00,0.00,0.00,0.00,
1970.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5408.70,5354.17,0.00,0.00,0.00,0.00,
2084.00,4000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5300.00,4010.25,0.00,0.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
792.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
908.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,7000.00,0.00,0.00,0.00,0.00,
1024.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6390.55,7000.00,0.00,0.00,0.00,0.00,
1141.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4064.24,6043.98,0.00,0.00,0.00,0.00,
1257.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5354.96,4984.34,0.00,0.00,0.00,0.00,
1436.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5189.32,4963.14,0.00,0.00,0.00,0.00,
