OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
2155.00,1970-01-01 00:00:02.155,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,12.61,0.00,0.00,0.00,0.00,-0.24,0.04,17.00,10.00,0.00,0.00,0.00
3581.00,1970-01-01 00:00:03.581,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.61,53.21,68.18,-89.80,31.31,-0.27,0.04,17.00,10.00,0.00,0.00,0.00
3681.00,1970-01-01 00:00:03.681,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.50,53.21,68.18,-89.80,31.31,-0.22,0.03,17.00,10.00,0.00,0.00,0.00
3781.00,1970-01-01 00:00:03.781,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.47,53.21,68.18,-89.80,31.31,-0.25,0.03,17.00,10.00,0.00,0.00,0.00
3881.00,1970-01-01 00:00:03.881,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.45,53.03,68.19,-88.30,31.31,-0.25,0.01,17.00,10.00,0.00,0.00,0.00
3981.00,1970-01-01 00:00:03.981,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.45,53.03,68.19,-88.30,31.19,-0.23,0.01,17.00,10.00,0.00,0.00,0.00
4081.00,1970-01-01 00:00:04.081,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.51,53.03,68.16,-88.30,31.19,-0.26,0.00,17.00,10.00,0.00,0.00,0.00
4181.00,1970-01-01 00:00:04.181,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.40,52.99,68.16,-88.06,31.19,-0.23,-0.02,17.00,10.00,0.00,0.00,0.00
4281.00,1970-01-01 00:00:04.281,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.43,52.99,68.16,-88.06,31.19,-0.27,-0.04,17.00,10.00,0.00,0.00,0.00
4381.00,1970-01-01 00:00:04.381,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.52,52.99,68.16,-87.79,31.27,-0.25,-0.06,17.00,10.00,0.00,0.00,0.00
4481.00,1970-01-01 00:00:04.481,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.41,52.99,68.16,-87.79,31.27,-0.26,-0.05,17.00,10.00,0.00,0.00,0.00
4581.00,1970-01-01 00:00:04.581,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.46,52.99,68.12,-87.79,31.27,-0.25,-0.04,17.00,10.00,0.00,0.00,0.00
4681.00,1970-01-01 00:00:04.681,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.47,53.03,68.12,-87.42,31.27,-0.23,-0.01,17.00,10.00,0.00,0.00,0.00
