0,0,0,0
0.05,-0.91,0.45,-2.33
0.02,-1.04,0.31,-2.33
0.02,-1.09,0.23,-2.33
-0.03,-1.05,0.06,-2.33
0.05,-1.1,0.05,-2.33
0.05,-1.05,0.09,-2.33
0.04,-1.1,0.1,-2.33
0.02,-1.13,0.18,-2.33
-0.04,-1.08,0.21,-2.33
-0.01,-1.11,0.2,-2.33
