time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
268357.00,2500.00,1.01,51.88,29.26,71.08,-199.92,1.01,52.20,28.49,71.74,-199.92,5961.38,5714.76,3.00,138.00,793.00,
268467.00,2750.00,1.00,51.85,29.23,71.08,-199.92,0.99,52.35,28.36,72.05,-199.92,5735.29,5677.04,3.00,233.00,740.00,
268577.00,3000.00,1.05,51.85,29.18,71.08,-199.92,0.99,52.42,28.29,72.38,-199.92,6323.38,5816.78,3.00,89.00,604.00,
268706.00,3250.00,1.03,51.88,29.10,71.08,-199.92,1.00,52.50,28.15,72.71,-199.92,5915.50,5827.79,3.00,113.00,603.00,
268818.00,3500.00,1.07,51.89,29.05,71.08,-199.92,0.98,52.61,28.04,73.04,-199.92,6009.02,5751.43,3.00,64.00,500.00,
268929.00,3750.00,1.06,51.89,29.05,71.08,-199.92,0.99,52.71,27.95,73.37,-199.92,6068.57,5802.56,3.00,68.00,590.00,
269041.00,4000.00,1.04,51.88,29.05,71.08,-199.92,0.99,52.81,27.91,73.61,-199.92,5776.91,5913.87,3.00,2.00,258.00,
326969.00,1500.00,nan,nan,nan,nan,nan,1.51,52.95,28.78,78.16,-199.92,6417.73,8025.60,4.00,0.00,67.00,
327078.00,1750.00,0.94,53.09,29.86,78.33,-196.83,1.36,52.97,28.78,78.22,-199.92,6210.72,7282.00,4.00,1346.00,104.00,
327188.00,2000.00,1.04,52.98,29.55,78.33,-194.15,0.85,52.96,28.57,78.28,-199.92,5969.06,7033.59,4.00,285.00,1159.00,
327299.00,2250.00,0.97,52.91,29.27,78.33,-199.92,0.89,53.09,28.24,78.41,-199.92,5890.56,5694.05,4.00,316.00,802.00,
327409.00,2500.00,0.97,52.89,29.19,78.33,-199.92,0.98,53.46,27.96,78.69,-199.92,5961.38,5714.76,4.00,117.00,960.00,
327519.00,2750.00,0.98,52.95,29.15,78.33,-199.92,0.94,53.77,27.56,79.03,-199.92,5735.29,5677.04,4.00,115.00,599.00,
327679.00,3000.00,1.01,52.96,29.06,78.23,-199.92,0.96,53.90,27.29,79.22,-199.92,6323.38,5816.78,4.00,98.00,545.00,
327789.00,3250.00,0.96,52.95,29.02,78.12,-199.92,0.96,54.04,26.99,79.52,-199.92,5915.50,5827.79,4.00,71.00,641.00,
327899.00,3500.00,0.97,52.97,28.96,78.13,-199.92,0.96,54.18,26.77,79.84,-199.92,6009.02,5751.43,4.00,102.00,583.00,
328009.00,3750.00,0.98,52.96,28.95,78.13,-199.92,0.96,54.37,26.67,80.14,-199.92,6068.57,5802.56,4.00,62.00,552.00,
328120.00,4000.00,nan,nan,nan,nan,nan,0.95,54.50,26.75,80.38,-199.92,5776.91,5913.87,4.00,0.00,265.00,
722158.00,1500.00,nan,nan,nan,nan,nan,1.51,51.14,31.44,64.88,-199.92,6417.73,8025.60,5.00,0.00,51.00,
722268.00,1750.00,1.18,51.02,32.79,64.88,-105.69,1.10,51.14,31.22,64.88,-199.92,6210.72,7282.00,5.00,1441.00,41.00,
722417.00,2000.00,1.03,51.04,32.36,64.88,-176.50,0.93,51.20,30.86,64.88,-199.92,5969.06,7033.59,5.00,290.00,1101.00,
722527.00,2250.00,1.11,51.05,32.13,64.88,-198.35,0.93,51.37,30.20,64.88,-199.92,5890.56,5694.05,5.00,151.00,809.00,
722637.00,2500.00,1.06,51.07,31.97,64.88,-199.92,1.10,51.53,29.80,64.88,-199.92,5961.38,5714.76,5.00,210.00,790.00,
722747.00,2750.00,1.10,51.10,31.87,64.88,-199.92,1.07,51.69,29.35,64.88,-199.92,5735.29,5677.04,5.00,132.00,715.00,
722858.00,3000.00,1.18,51.18,31.82,64.88,-199.92,1.08,51.79,29.03,64.96,-199.92,6323.38,5816.78,5.00,69.00,625.00,
722968.00,3250.00,1.17,51.16,31.78,64.88,-199.92,1.08,51.93,28.81,65.93,-199.92,5915.50,5827.79,5.00,69.00,490.00,
723078.00,3500.00,1.19,51.09,31.66,64.88,-199.92,1.06,52.01,28.71,66.41,-199.92,6009.02,5751.43,5.00,63.00,577.00,
723188.00,3750.00,1.19,51.16,31.62,64.88,-199.92,1.05,52.14,28.65,66.79,-199.92,6068.57,5802.56,5.00,112.00,441.00,
723299.00,4000.00,1.12,51.19,31.60,64.88,-199.92,1.07,52.22,28.72,67.03,-199.92,5776.91,5913.87,5.00,15.00,179.00,
770496.00,1500.00,nan,nan,nan,nan,nan,1.51,53.87,29.51,72.48,-199.92,6417.73,8025.60,6.00,0.00,44.00,
770670.00,1750.00,1.02,54.15,30.88,72.48,-180.17,1.43,53.98,29.38,72.48,-199.92,6210.72,7282.00,6.00,1352.00,93.00,
770779.00,2000.00,1.08,53.98,30.50,72.48,-187.08,0.95,54.04,29.17,72.48,-199.92,5969.06,7033.59,6.00,266.00,983.00,
770889.00,2250.00,1.01,53.85,30.11,72.48,-199.92,0.91,54.37,28.68,72.48,-199.92,5890.56,5694.05,6.00,287.00,913.00,
770999.00,2500.00,1.04,53.79,30.02,72.48,-199.92,1.02,54.48,28.38,72.48,-199.92,5961.38,5714.76,6.00,136.00,847.00,
771109.00,2750.00,1.01,53.83,30.02,72.48,-199.92,0.99,54.54,28.05,73.79,-199.92,5735.29,5677.04,6.00,129.00,587.00,
771219.00,3000.00,1.08,53.83,29.98,72.48,-199.92,1.00,54.56,27.95,74.31,-199.92,6323.38,5816.78,6.00,67.00,547.00,
771330.00,3250.00,1.00,53.80,29.77,72.48,-199.92,1.00,54.54,27.82,74.68,-199.92,5915.50,5827.79,6.00,73.00,567.00,
771440.00,3500.00,1.05,53.82,29.74,72.48,-199.92,0.99,54.58,27.69,74.92,-199.92,6009.02,5751.43,6.00,95.00,531.00,
771550.00,3750.00,1.08,53.86,29.64,72.48,-199.92,1.00,54.69,27.73,75.19,-199.92,6068.57,5802.56,6.00,52.00,517.00,
771661.00,4000.00,1.03,53.83,29.57,72.48,-199.92,1.00,54.73,27.71,75.46,-199.92,5776.91,5913.87,6.00,50.00,194.00,
1156150.00,1500.00,nan,nan,nan,nan,nan,1.51,51.12,32.16,63.84,-199.92,6417.73,8025.60,7.00,0.00,22.00,
1156260.00,1750.00,1.20,51.02,33.76,63.84,-97.77,1.23,51.18,33.60,63.84,-199.92,6210.72,7282.00,7.00,1384.00,44.00,
1156370.00,2000.00,1.02,51.06,33.24,63.84,-162.84,0.83,51.41,33.15,63.84,-199.92,5969.06,7033.59,7.00,318.00,1264.00,
1156480.00,2250.00,1.05,51.06,33.08,63.84,-186.18,0.98,51.81,31.89,63.84,-199.92,5890.56,5694.05,7.00,182.00,1499.00,
1156591.00,2500.00,1.07,51.06,32.94,63.84,-199.92,1.08,52.02,31.09,63.84,-199.93,5961.38,5714.76,7.00,209.00,1858.00,
1156701.00,2750.00,1.11,51.14,32.71,63.84,-199.92,1.07,52.15,30.42,64.06,-199.92,5735.29,5677.04,7.00,48.00,1493.00,
1156811.00,3000.00,1.12,51.09,32.66,63.84,-199.92,1.09,52.17,29.84,64.79,-199.92,6323.38,5816.78,7.00,191.00,447.00,
1156940.00,3250.00,1.15,51.05,32.64,63.84,-199.92,1.08,52.20,29.26,65.18,-199.92,5915.50,5827.79,7.00,53.00,689.00,
1157051.00,3500.00,1.21,51.10,32.55,63.84,-199.92,1.06,52.28,28.95,65.44,-199.92,6009.02,5751.43,7.00,56.00,271.00,
1157162.00,3750.00,1.19,51.11,32.49,63.84,-199.92,1.06,52.30,28.69,65.77,-199.92,6068.57,5802.56,7.00,33.00,288.00,
1157274.00,4000.00,1.20,51.12,32.43,63.84,-199.92,1.07,52.32,28.60,66.04,-199.92,5776.91,5913.87,7.00,1.00,103.00,
