time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
512374,3000,0.98,53.66,34.03,85.61,-199.92,1.01,57.9,32.74,86.3,-199.92,6411.19,5816.78,3,122,594,
512489,3250,0.96,53.77,33.91,85.63,-199.92,1,58.17,32.49,86.59,-199.92,6019.78,5827.79,3,134,663,
512603,3500,0.98,53.75,33.93,85.57,-199.92,1,59.18,32.24,86.94,-199.92,6110.89,5751.43,3,171,605,
512718,3750,0.97,53.77,33.84,85.54,-199.92,1,59.7,32.13,87.34,-199.92,6169.7,5802.56,3,76,614,
512831,4000,nan,nan,nan,nan,nan,1.01,60.09,32.02,87.56,-199.92,5866.47,5913.87,3,0,271,
636797,1500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6517.98,8025.6,4,0,0,
636907,1750,0.96,55.59,34.94,85.76,-178.45,1.51,55.75,34.32,85.36,-199.92,6296.11,7282,4,1399,34,
637016,2000,1.08,55.57,34.86,85.72,-176.23,1.2,56,34.36,85.39,-199.92,6072.27,7033.59,4,392,162,
637125,2250,0.99,55.56,34.68,85.5,-199.92,0.99,57.08,34.3,85.42,-199.92,5992.78,5694.05,4,225,1122,
637234,2500,0.97,55.58,34.59,85.48,-199.92,1.03,58.25,34.19,85.58,-199.92,6050.38,5714.76,4,192,913,
637362,2750,0.97,55.55,34.53,85.41,-199.92,1,58.91,34.15,85.88,-199.92,5823.03,5677.04,4,199,671,
637475,3000,1.01,55.56,34.57,85.36,-199.92,1,59.38,34.21,86.13,-199.92,6411.19,5816.78,4,245,709,
637602,3250,0.95,55.57,34.48,85.37,-199.92,0.99,60.69,34.33,86.4,-199.92,6019.78,5827.79,4,163,521,
637727,3500,0.99,55.58,34.45,85.36,-199.92,0.99,61.4,34.35,86.62,-199.92,6110.89,5751.43,4,98,694,
637852,3750,0.96,55.62,34.48,85.36,-199.92,1.01,62.33,34.32,86.86,-199.92,6169.7,5802.56,4,142,476,
637977,4000,nan,nan,nan,nan,nan,0.99,62.64,34.25,87,-199.92,5866.47,5913.87,4,0,309,
667532,1500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6517.98,8025.6,5,0,0,
667646,1750,0.97,59.94,34.73,89.66,-199.92,1.51,61.21,34.29,89.77,-199.92,6296.11,7282,5,1445,112,
667760,2000,0.99,59.93,34.52,89.57,-199.92,0.99,61.8,34.24,89.78,-199.92,6072.27,7033.59,5,284,192,
667874,2250,0.98,60.08,34.47,89.58,-199.92,1.03,62.23,34.2,89.88,-199.92,5992.78,5694.05,5,349,1064,
668054,2500,0.98,60.13,34.44,89.6,-199.92,1.01,62.73,34.05,90.11,-199.92,6050.38,5714.76,5,152,753,
668168,2750,0.96,60.24,34.39,89.62,-199.92,0.99,62.79,33.88,90.42,-199.92,5823.03,5677.04,5,173,743,
668284,3000,0.97,60.36,34.39,89.63,-199.92,1,63.01,33.78,90.76,-199.92,6411.19,5816.78,5,131,561,
668399,3250,0.94,60.52,34.42,89.68,-199.92,0.99,64.1,33.71,91.14,-199.92,6019.78,5827.79,5,138,707,
668514,3500,0.98,60.63,34.39,89.76,-199.92,1,64.71,33.53,91.48,-199.92,6110.89,5751.43,5,161,592,
668630,3750,0.96,60.79,34.41,89.68,-199.92,1,64.78,33.3,91.85,-199.92,6169.7,5802.56,5,95,613,
668745,4000,nan,nan,nan,nan,nan,0.99,65.17,33.22,92.12,-199.92,5866.47,5913.87,5,0,224,
812413,1500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6517.98,8025.6,6,0,0,
812538,1750,0.98,57.89,35.55,85.88,-172.29,1.51,58.17,34.58,85.55,-199.92,6296.11,7282,6,1408,37,
812663,2000,1.06,57.85,35.4,85.75,-186.98,1.19,58.32,34.5,85.5,-199.92,6072.27,7033.59,6,293,163,
812785,2250,1.01,57.83,35.27,85.62,-199.92,1.01,58.94,34.3,85.51,-199.92,5992.78,5694.05,6,272,1036,
812899,2500,1,57.83,35.17,85.57,-199.92,1.04,59.78,33.77,85.57,-199.92,6050.38,5714.76,6,261,742,
813013,2750,0.99,57.85,35.14,85.57,-199.92,1.02,60.45,33.34,85.75,-199.92,5823.03,5677.04,6,112,766,
813127,3000,1,57.86,35.09,85.49,-199.92,1.03,61.27,32.88,86.04,-199.92,6411.19,5816.78,6,102,527,
813261,3250,0.97,57.87,34.99,85.48,-199.92,1.02,61.87,32.45,86.32,-199.92,6019.78,5827.79,6,169,642,
813370,3500,0.99,57.93,34.9,85.53,-199.92,1.02,62.88,32,86.62,-199.92,6110.89,5751.43,6,115,565,
813479,3750,0.99,57.99,34.87,85.54,-199.92,1.03,64,31.61,86.99,-199.92,6169.7,5802.56,6,98,526,
813589,4000,nan,nan,nan,nan,nan,1.02,63.81,31.29,87.23,-199.92,5866.47,5913.87,6,0,175,
917665,1500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6517.98,8025.6,7,0,0,
917774,1750,1.01,59.1,32.62,85.68,-168.66,nan,nan,nan,nan,nan,6296.11,7282,7,1498,0,
917883,2000,1.05,59.06,32.33,85.46,-189.94,1.1,59.84,31.17,85.1,-199.92,6072.27,7033.59,7,285,250,
917992,2250,1.01,59.12,32.09,85.28,-199.92,1.04,60.77,31.06,85.11,-199.92,5992.78,5694.05,7,175,1036,
918102,2500,1.01,59.19,31.91,85.24,-199.92,1.04,61.96,30.84,85.31,-199.92,6050.38,5714.76,7,281,779,
918212,2750,1,59.15,31.84,85.19,-199.92,1.03,62.42,30.6,85.54,-199.92,5823.03,5677.04,7,225,767,
918322,3000,1,59.17,31.72,85.17,-199.92,1.03,62.72,30.51,85.81,-199.92,6411.19,5816.78,7,143,606,
918432,3250,0.97,59.27,31.68,85.18,-199.92,1.02,63.07,30.34,86.16,-199.92,6019.78,5827.79,7,99,557,
918542,3500,1.01,59.3,31.53,85.19,-199.92,1.03,63.32,30.09,86.52,-199.92,6110.89,5751.43,7,197,535,
918652,3750,0.97,59.35,31.47,85.17,-199.92,1.03,63.93,29.81,86.75,-199.92,6169.7,5802.56,7,61,535,
918781,4000,nan,nan,nan,nan,nan,1.03,64.48,29.55,86.91,-199.92,5866.47,5913.87,7,0,180,
1024898,1500,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6517.98,8025.6,8,0,0,
1025008,1750,0.98,59.77,32.14,85.84,-172.15,1.51,60.48,31.16,85.49,-199.92,6296.11,7282,8,1312,51,
1025118,2000,1.06,59.78,31.95,85.68,-182.81,1.12,60.68,31,85.48,-199.92,6072.27,7033.59,8,259,40,
1025228,2250,1.01,59.81,31.68,85.62,-199.92,1.02,61.44,30.92,85.55,-199.92,5992.78,5694.05,8,398,1121,
1025338,2500,1,59.82,31.61,85.6,-199.92,1.05,62.46,30.78,85.69,-199.92,6050.38,5714.76,8,169,760,
1025541,2750,1,59.84,31.49,85.53,-199.92,1.02,63.14,30.68,85.97,-199.92,5823.03,5677.04,8,151,710,
1025650,3000,1,59.9,31.45,85.53,-199.92,1.02,63.51,30.61,86.29,-199.92,6411.19,5816.78,8,142,723,
1025759,3250,0.98,59.98,31.44,85.54,-199.92,1.02,63.49,30.68,86.58,-199.92,6019.78,5827.79,8,112,541,
1025869,3500,1,59.98,31.36,85.52,-199.92,1.02,63.68,30.75,86.91,-199.92,6110.89,5751.43,8,150,544,
1025979,3750,0.99,60.06,31.27,85.56,-199.92,1.02,64.19,30.88,87.27,-199.92,6169.7,5802.56,8,126,560,
1026089,4000,nan,nan,nan,nan,nan,1.02,64.88,30.91,87.47,-199.92,5866.47,5913.87,8,0,308,
1165521,1500,nan,nan,nan,nan,nan,1.51,60.48,34.27,85.48,-199.92,6517.98,8025.6,9,0,16,
1165633,1750,0.98,60.25,35.53,85.88,-159.59,1.51,60.48,34.27,85.47,-199.92,6296.11,7282,9,1407,72,
1165795,2000,1.05,60.22,35.29,85.77,-186.52,1.26,60.62,34.15,85.49,-199.92,6072.27,7033.59,9,309,74,
1165909,2250,1.01,60.23,35.08,85.63,-199.92,1.06,61.68,33.93,85.53,-199.92,5992.78,5694.05,9,222,985,
1166023,2500,1.01,60.25,34.93,85.61,-199.92,1.04,62.74,33.53,85.58,-199.92,6050.38,5714.76,9,156,825,
1166138,2750,0.99,60.25,34.92,85.63,-199.92,1.03,63.18,33.28,85.71,-199.92,5823.03,5677.04,9,163,733,
1166252,3000,1,60.21,34.8,85.57,-199.92,1.04,63.78,33.11,85.91,-199.92,6411.19,5816.78,9,116,542,
1166366,3250,0.97,60.18,34.72,85.55,-199.92,1.02,63.96,33.03,86.23,-199.92,6019.78,5827.79,9,307,573,
1166480,3500,1.01,60.21,34.63,85.49,-199.92,1.03,64.19,32.88,86.55,-199.92,6110.89,5751.43,9,112,624,
1166595,3750,0.99,60.21,34.54,85.42,-199.92,1.03,64.35,32.68,86.91,-199.92,6169.7,5802.56,9,119,439,
1166709,4000,nan,nan,nan,nan,nan,1.02,64.5,32.55,87.07,-199.92,5866.47,5913.87,9,0,240,
1288173,1500,nan,nan,nan,nan,nan,1.51,61.43,33.99,85.33,-199.92,6517.98,8025.6,10,0,51,
1288282,1750,0.99,61.15,35.42,85.85,-168.18,nan,nan,nan,nan,nan,6296.11,7282,10,1434,0,
1288391,2000,1.07,61.13,35.15,85.62,-186.41,1.19,61.56,33.97,85.29,-199.92,6072.27,7033.59,10,295,286,
1288501,2250,1.02,61.16,34.93,85.56,-199.92,0.98,62.72,33.53,85.27,-199.92,5992.78,5694.05,10,186,1060,
1288610,2500,1.01,61.13,34.81,85.51,-199.92,1.05,63.57,32.87,85.3,-199.92,6050.38,5714.76,10,188,662,
1288720,2750,1.01,61.15,34.8,85.43,-199.92,1.03,64.04,32.37,85.52,-199.92,5823.03,5677.04,10,155,697,
1288830,3000,1.01,61.16,34.58,85.49,-199.92,1.03,64.46,32.03,85.81,-199.92,6411.19,5816.78,10,111,732,
1288940,3250,0.97,61.18,34.49,85.46,-199.92,1.03,64.78,31.58,86.1,-199.92,6019.78,5827.79,10,170,634,
1289050,3500,1.01,61.18,34.32,85.35,-199.92,1.03,65.5,31.22,86.32,-199.92,6110.89,5751.43,10,133,463,
1289183,3750,1,61.21,34.24,85.36,-199.92,1.05,66.58,30.97,86.76,-199.92,6169.7,5802.56,10,61,622,
1289292,4000,nan,nan,nan,nan,nan,1.14,66.66,30.93,87.06,-199.92,5866.47,5913.87,10,0,184,
