OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle, burning
2862.00,1970-01-01 00:00:02.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.93,66.59,-62.04,39.39,-0.40,-0.00,17.00,10.00,0.00,0.00
2962.00,1970-01-01 00:00:02.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.93,66.59,-62.04,39.39,-0.43,-0.01,17.00,10.00,0.00,0.00
3062.00,1970-01-01 00:00:03.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.88,66.63,-62.01,39.39,-0.40,-0.01,17.00,10.00,0.00,0.00
3162.00,1970-01-01 00:00:03.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.63,-62.01,39.40,-0.40,-0.01,17.00,10.00,0.00,0.00
3262.00,1970-01-01 00:00:03.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.84,66.61,-61.94,39.40,-0.41,-0.02,17.00,10.00,0.00,0.00
3362.00,1970-01-01 00:00:03.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.84,66.61,-61.94,39.40,-0.41,-0.03,17.00,10.00,0.00,0.00
3462.00,1970-01-01 00:00:03.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.84,66.61,-61.94,39.40,-0.42,-0.04,17.00,10.00,0.00,0.00
3562.00,1970-01-01 00:00:03.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.88,66.52,-61.93,39.39,-0.38,-0.05,17.00,10.00,0.00,0.00
3662.00,1970-01-01 00:00:03.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.52,-61.93,39.39,-0.44,-0.06,17.00,10.00,0.00,0.00
3762.00,1970-01-01 00:00:03.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.88,66.52,-61.93,39.39,-0.42,-0.05,17.00,10.00,0.00,0.00
3862.00,1970-01-01 00:00:03.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.95,66.56,-61.73,39.39,-0.41,-0.07,17.00,10.00,0.00,0.00
3962.00,1970-01-01 00:00:03.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.95,66.56,-61.73,39.41,-0.40,-0.07,17.00,10.00,0.00,0.00
4062.00,1970-01-01 00:00:04.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.95,66.56,-61.81,39.41,-0.40,-0.07,17.00,10.00,0.00,0.00
4162.00,1970-01-01 00:00:04.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.95,66.56,-61.81,39.41,-0.44,-0.07,17.00,10.00,0.00,0.00
4262.00,1970-01-01 00:00:04.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.95,66.56,-61.81,39.41,-0.42,-0.07,17.00,10.00,0.00,0.00
4362.00,1970-01-01 00:00:04.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.90,66.52,-61.63,39.32,-0.40,-0.07,17.00,10.00,0.00,0.00
4462.00,1970-01-01 00:00:04.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.52,-61.63,39.32,-0.42,-0.06,17.00,10.00,0.00,0.00
4562.00,1970-01-01 00:00:04.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.91,66.54,-61.62,39.32,-0.39,-0.04,17.00,10.00,0.00,0.00
4662.00,1970-01-01 00:00:04.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.91,66.54,-61.62,39.32,-0.42,-0.04,17.00,10.00,0.00,0.00
4762.00,1970-01-01 00:00:04.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.91,66.54,-61.62,39.28,-0.39,-0.01,17.00,10.00,0.00,0.00
4862.00,1970-01-01 00:00:04.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.95,66.49,-61.55,39.28,-0.44,-0.00,17.00,10.00,0.00,0.00
4962.00,1970-01-01 00:00:04.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.95,66.49,-61.55,39.28,-0.41,0.01,17.00,10.00,0.00,0.00
5062.00,1970-01-01 00:00:05.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.95,66.49,-61.55,39.28,-0.42,0.01,17.00,10.00,0.00,0.00
5162.00,1970-01-01 00:00:05.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.98,66.49,-61.53,39.24,-0.40,0.01,17.00,10.00,0.00,0.00
5262.00,1970-01-01 00:00:05.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.98,66.49,-61.53,39.24,-0.38,0.01,17.00,10.00,0.00,0.00
5362.00,1970-01-01 00:00:05.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,45.88,66.49,-61.48,39.24,-0.41,0.01,17.00,10.00,0.00,0.00
5462.00,1970-01-01 00:00:05.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.88,66.49,-61.48,39.24,-0.42,0.01,17.00,10.00,0.00,0.00
5562.00,1970-01-01 00:00:05.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.49,-61.48,39.24,-0.42,0.01,17.00,10.00,0.00,0.00
5662.00,1970-01-01 00:00:05.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.45,-61.39,39.24,-0.40,0.01,17.00,10.00,0.00,0.00
5762.00,1970-01-01 00:00:05.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.88,66.45,-61.39,39.24,-0.40,0.01,17.00,10.00,0.00,0.00
5862.00,1970-01-01 00:00:05.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.86,66.45,-61.27,39.24,-0.42,-0.00,17.00,10.00,0.00,0.00
5962.00,1970-01-01 00:00:05.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.86,66.45,-61.27,39.19,-0.39,0.01,17.00,10.00,0.00,0.00
6062.00,1970-01-01 00:00:06.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.86,66.45,-61.27,39.19,-0.44,0.00,17.00,10.00,0.00,0.00
6162.00,1970-01-01 00:00:06.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.98,66.45,-61.17,39.19,-0.42,0.01,17.00,10.00,0.00,0.00
6262.00,1970-01-01 00:00:06.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.98,66.45,-61.17,39.19,-0.41,0.01,17.00,10.00,0.00,0.00
6362.00,1970-01-01 00:00:06.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.98,66.45,-61.17,39.12,-0.43,0.01,17.00,10.00,0.00,0.00
6462.00,1970-01-01 00:00:06.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.91,66.38,-61.16,39.12,-0.40,0.01,17.00,10.00,0.00,0.00
6562.00,1970-01-01 00:00:06.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.91,66.38,-61.16,39.12,-0.41,0.01,17.00,10.00,0.00,0.00
6662.00,1970-01-01 00:00:06.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.50,-61.07,39.12,-0.42,0.01,17.00,10.00,0.00,0.00
6762.00,1970-01-01 00:00:06.762,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.18,45.88,66.50,-61.07,39.22,-0.40,0.01,17.00,10.00,0.00,0.00
6862.00,1970-01-01 00:00:06.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.50,-61.07,39.22,-0.43,0.00,17.00,10.00,0.00,0.00
6962.00,1970-01-01 00:00:06.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.85,66.41,-61.03,39.22,-0.41,0.01,17.00,10.00,0.00,0.00
7062.00,1970-01-01 00:00:07.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.85,66.41,-61.03,39.22,-0.44,-0.00,17.00,10.00,0.00,0.00
7162.00,1970-01-01 00:00:07.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.95,66.41,-60.87,39.16,-0.40,0.00,17.00,10.00,0.00,0.00
7262.00,1970-01-01 00:00:07.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.95,66.41,-60.87,39.16,-0.44,0.01,17.00,10.00,0.00,0.00
7362.00,1970-01-01 00:00:07.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.95,66.41,-60.87,39.16,-0.42,0.01,17.00,10.00,0.00,0.00
7462.00,1970-01-01 00:00:07.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.91,66.31,-60.90,39.16,-0.41,0.01,17.00,10.00,0.00,0.00
7562.00,1970-01-01 00:00:07.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.91,66.31,-60.90,39.05,-0.42,0.01,17.00,10.00,0.00,0.00
7662.00,1970-01-01 00:00:07.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.91,66.31,-60.90,39.05,-0.40,-0.00,17.00,10.00,0.00,0.00
7762.00,1970-01-01 00:00:07.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,45.92,66.34,-60.87,39.05,-0.43,0.01,17.00,10.00,0.00,0.00
7862.00,1970-01-01 00:00:07.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.92,66.34,-60.87,39.05,-0.41,0.00,17.00,10.00,0.00,0.00
7962.00,1970-01-01 00:00:07.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.92,66.38,-60.69,39.16,-0.40,0.00,17.00,10.00,0.00,0.00
8062.00,1970-01-01 00:00:08.062,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.92,66.38,-60.69,39.16,-0.42,0.01,17.00,10.00,0.00,0.00
8162.00,1970-01-01 00:00:08.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.92,66.38,-60.69,39.16,-0.41,0.01,17.00,10.00,0.00,0.00
8262.00,1970-01-01 00:00:08.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.90,66.40,-60.63,39.16,-0.44,0.01,17.00,10.00,0.00,0.00
8362.00,1970-01-01 00:00:08.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.90,66.40,-60.63,39.16,-0.39,0.01,17.00,10.00,0.00,0.00
8462.00,1970-01-01 00:00:08.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.86,66.35,-60.56,39.16,-0.44,0.01,17.00,10.00,0.00,0.00
8562.00,1970-01-01 00:00:08.562,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.23,45.86,66.35,-60.56,39.16,-0.42,0.01,17.00,10.00,0.00,0.00
8662.00,1970-01-01 00:00:08.662,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.21,45.86,66.35,-60.56,39.16,-0.41,0.01,17.00,10.00,0.00,0.00
8762.00,1970-01-01 00:00:08.762,0.00,0.00,0.00,1.49,0.00,1.00,1.00,0.00,0.00,12.19,45.90,66.34,-60.53,39.08,-0.43,0.01,17.00,10.00,0.00,0.00
8862.00,1970-01-01 00:00:08.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.90,66.34,-60.53,39.08,-0.40,0.01,17.00,10.00,0.00,0.00
8962.00,1970-01-01 00:00:08.962,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.20,45.90,66.34,-60.53,39.08,-0.44,0.01,17.00,10.00,0.00,0.00
9062.00,1970-01-01 00:00:09.062,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.31,-60.48,39.08,-0.41,0.00,17.00,10.00,0.00,0.00
9162.00,1970-01-01 00:00:09.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.31,-60.48,39.09,-0.41,-0.00,17.00,10.00,0.00,0.00
9262.00,1970-01-01 00:00:09.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.38,-60.37,39.09,-0.42,0.01,17.00,10.00,0.00,0.00
9362.00,1970-01-01 00:00:09.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.38,-60.37,39.09,-0.40,0.01,17.00,10.00,0.00,0.00
9462.00,1970-01-01 00:00:09.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.38,-60.37,39.09,-0.42,0.01,17.00,10.00,0.00,0.00
9562.00,1970-01-01 00:00:09.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.86,66.28,-60.28,38.95,-0.35,0.01,17.00,10.00,0.00,0.00
9662.00,1970-01-01 00:00:09.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,45.86,66.28,-60.28,38.95,-0.43,0.02,17.00,10.00,0.00,0.00
9762.00,1970-01-01 00:00:09.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.90,66.29,-60.23,38.95,-0.42,0.01,17.00,10.00,0.00,0.00
9862.00,1970-01-01 00:00:09.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.29,-60.23,38.95,-0.40,0.01,17.00,10.00,0.00,0.00
9962.00,1970-01-01 00:00:09.962,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.16,45.90,66.29,-60.23,39.05,-0.41,0.01,17.00,10.00,0.00,0.00
10062.00,1970-01-01 00:00:10.062,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.30,-60.27,39.05,-0.39,0.00,17.00,10.00,0.00,0.00
10162.00,1970-01-01 00:00:10.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.15,45.88,66.30,-60.27,39.05,-0.45,0.01,17.00,10.00,0.00,0.00
10262.00,1970-01-01 00:00:10.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.88,66.30,-60.27,39.05,-0.41,-0.00,17.00,10.00,0.00,0.00
10362.00,1970-01-01 00:00:10.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.28,-60.03,39.03,-0.41,-0.00,17.00,10.00,0.00,0.00
10462.00,1970-01-01 00:00:10.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.28,-60.03,39.03,-0.42,0.01,17.00,10.00,0.00,0.00
10562.00,1970-01-01 00:00:10.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.82,66.22,-60.13,39.03,-0.42,0.01,17.00,10.00,0.00,0.00
10662.00,1970-01-01 00:00:10.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,45.82,66.22,-60.13,39.03,-0.44,0.01,17.00,10.00,0.00,0.00
10762.00,1970-01-01 00:00:10.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.82,66.22,-60.13,39.01,-0.38,0.01,17.00,10.00,0.00,0.00
10862.00,1970-01-01 00:00:10.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.90,66.24,-59.95,39.01,-0.44,0.01,17.00,10.00,0.00,0.00
10962.00,1970-01-01 00:00:10.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.90,66.24,-59.95,39.01,-0.42,0.00,17.00,10.00,0.00,0.00
11062.00,1970-01-01 00:00:11.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.24,-59.95,39.01,-0.43,0.01,17.00,10.00,0.00,0.00
11162.00,1970-01-01 00:00:11.162,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.19,45.92,66.22,-59.89,38.94,-0.41,0.00,17.00,10.00,0.00,0.00
11262.00,1970-01-01 00:00:11.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.92,66.22,-59.89,38.94,-0.40,0.01,17.00,10.00,0.00,0.00
11362.00,1970-01-01 00:00:11.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,45.95,66.22,-59.86,38.94,-0.44,-0.00,17.00,10.00,0.00,0.00
11462.00,1970-01-01 00:00:11.462,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.21,45.95,66.22,-59.86,38.94,-0.41,-0.00,17.00,10.00,0.00,0.00
11562.00,1970-01-01 00:00:11.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.95,66.22,-59.86,38.88,-0.43,-0.01,17.00,10.00,0.00,0.00
11662.00,1970-01-01 00:00:11.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.86,66.20,-59.86,38.88,-0.41,-0.01,17.00,10.00,0.00,0.00
11762.00,1970-01-01 00:00:11.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.86,66.20,-59.86,38.88,-0.41,-0.02,17.00,10.00,0.00,0.00
11862.00,1970-01-01 00:00:11.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.15,-59.80,38.88,-0.42,-0.01,17.00,10.00,0.00,0.00
11962.00,1970-01-01 00:00:11.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.15,-59.80,38.88,-0.39,-0.01,17.00,10.00,0.00,0.00
12062.00,1970-01-01 00:00:12.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.90,66.15,-59.80,38.88,-0.45,-0.02,17.00,10.00,0.00,0.00
12162.00,1970-01-01 00:00:12.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.88,66.21,-59.66,38.88,-0.40,-0.04,17.00,10.00,0.00,0.00
12262.00,1970-01-01 00:00:12.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.16,45.88,66.21,-59.66,38.88,-0.40,-0.04,17.00,10.00,0.00,0.00
12362.00,1970-01-01 00:00:12.362,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.21,-59.66,38.89,-0.44,-0.06,17.00,10.00,0.00,0.00
12462.00,1970-01-01 00:00:12.462,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.23,45.90,66.15,-59.73,38.89,-0.41,-0.06,17.00,10.00,0.00,0.00
12562.00,1970-01-01 00:00:12.562,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,45.90,66.15,-59.73,38.89,-0.44,-0.08,17.00,10.00,0.00,0.00
12662.00,1970-01-01 00:00:12.662,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.19,45.90,66.16,-59.48,38.89,-0.42,-0.05,17.00,10.00,0.00,0.00
12762.00,1970-01-01 00:00:12.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.90,66.16,-59.48,38.80,-0.40,-0.06,17.00,10.00,0.00,0.00
12862.00,1970-01-01 00:00:12.862,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.90,66.16,-59.48,38.80,-0.40,-0.02,17.00,10.00,0.00,0.00
12962.00,1970-01-01 00:00:12.962,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.82,66.10,-59.45,38.80,-0.41,-0.01,17.00,10.00,0.00,0.00
13062.00,1970-01-01 00:00:13.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.82,66.10,-59.45,38.80,-0.43,0.00,17.00,10.00,0.00,0.00
13162.00,1970-01-01 00:00:13.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.86,66.07,-59.50,38.82,-0.39,0.01,17.00,10.00,0.00,0.00
13262.00,1970-01-01 00:00:13.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,45.86,66.07,-59.50,38.82,-0.43,0.02,17.00,10.00,0.00,0.00
13362.00,1970-01-01 00:00:13.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.86,66.07,-59.50,38.82,-0.42,0.01,17.00,10.00,0.00,0.00
13462.00,1970-01-01 00:00:13.462,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.20,45.85,66.09,-59.34,38.82,-0.41,0.01,17.00,10.00,0.00,0.00
13562.00,1970-01-01 00:00:13.562,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.13,45.85,66.09,-59.34,38.72,-0.43,0.01,17.00,10.00,0.00,0.00
13662.00,1970-01-01 00:00:13.662,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.22,45.85,66.09,-59.34,38.72,-0.40,-0.01,17.00,10.00,0.00,0.00
13762.00,1970-01-01 00:00:13.762,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.07,-59.39,38.72,-0.44,0.01,17.00,10.00,0.00,0.00
13862.00,1970-01-01 00:00:13.862,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.07,-59.39,38.72,-0.42,0.00,17.00,10.00,0.00,0.00
13962.00,1970-01-01 00:00:13.962,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.03,-59.18,38.80,-0.40,0.00,17.00,10.00,0.00,0.00
14062.00,1970-01-01 00:00:14.062,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.03,-59.18,38.80,-0.44,0.01,17.00,10.00,0.00,0.00
14162.00,1970-01-01 00:00:14.162,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.88,66.03,-59.18,38.80,-0.41,0.01,17.00,10.00,0.00,0.00
14262.00,1970-01-01 00:00:14.262,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.14,45.88,66.07,-59.09,38.80,-0.43,0.00,17.00,10.00,0.00,0.00
14362.00,1970-01-01 00:00:14.362,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.88,66.07,-59.09,38.77,-0.39,0.01,17.00,10.00,0.00,0.00
14462.00,1970-01-01 00:00:14.462,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.05,-59.18,38.77,-0.44,0.02,17.00,10.00,0.00,0.00
14562.00,1970-01-01 00:00:14.562,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.18,45.88,66.05,-59.18,38.77,-0.42,0.01,17.00,10.00,0.00,0.00
14662.00,1970-01-01 00:00:14.662,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.05,-59.18,38.77,-0.42,0.01,17.00,10.00,0.00,0.00
14762.00,1970-01-01 00:00:14.762,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.88,66.05,-59.09,38.76,-0.42,0.01,17.00,10.00,0.00,0.00
14862.00,1970-01-01 00:00:14.862,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.18,45.88,66.05,-59.09,38.76,-0.42,0.01,17.00,10.00,0.00,0.00
14962.00,1970-01-01 00:00:14.962,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.17,45.88,66.05,-59.09,38.76,-0.44,0.01,17.00,10.00,0.00,0.00
15062.00,1970-01-01 00:00:15.062,0.00,0.00,0.00,1.50,0.00,1.00,1.00,0.00,0.00,12.22,45.95,66.03,-59.04,38.76,-0.41,0.01,17.00,10.00,0.00,0.00
