time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, lambda_2,oil_temp2, air_temp2, water_temp2, t_inj_1, t_inj_2, sweep,
1788340.00,750.00,0.69,51.07,0.00,69.02,nan,nan,nan,nan,6750.68,7000.00,13.00,
1788426.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,13.00,
1788511.00,1250.00,1.14,51.09,0.00,68.79,nan,nan,nan,nan,6948.94,7000.00,13.00,
1788597.00,1500.00,nan,nan,nan,nan,0.42,51.19,0.00,69.46,7000.00,6976.49,13.00,
1788683.00,1750.00,0.75,51.18,0.00,69.01,0.95,51.20,0.00,68.61,5752.92,6398.34,13.00,
1788769.00,2000.00,0.76,51.21,0.00,69.00,1.14,51.62,0.00,69.23,5283.80,5787.79,13.00,
1788855.00,2250.00,0.90,51.23,0.00,68.99,0.94,51.73,0.00,68.79,5193.62,5401.78,13.00,
1788941.00,2500.00,0.77,51.17,0.00,68.93,0.81,52.34,0.00,69.07,5074.39,5346.57,13.00,
1789027.00,2750.00,0.93,51.36,0.00,69.15,0.81,52.78,0.00,69.28,5166.14,5321.28,13.00,
1789112.00,3000.00,0.90,51.17,0.00,69.06,0.86,53.25,0.00,69.55,5197.56,5350.94,13.00,
1789229.00,3250.00,0.93,51.30,0.00,69.05,0.84,53.76,0.00,69.87,5142.77,5363.22,13.00,
1789314.00,3500.00,0.90,51.28,0.00,68.96,0.82,54.44,0.00,70.23,5161.93,5345.88,13.00,
1789399.00,3750.00,1.06,51.23,0.00,68.78,0.82,55.32,0.00,70.53,5642.27,5356.93,13.00,
1789484.00,4000.00,0.26,51.05,0.00,70.46,0.88,55.98,0.00,70.91,5225.56,5377.48,13.00,
1789568.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,13.00,
1789654.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,13.00,
1789740.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,13.00,
1789825.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,13.00,
1789911.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,13.00,
1789997.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,13.00,
1790082.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,13.00,
1790168.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,13.00,
1943819.00,0.00,1.10,51.08,0.00,68.96,nan,nan,nan,nan,6857.41,7000.00,14.00,
1943905.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,14.00,
1943991.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7187.08,7000.00,14.00,
1944076.00,750.00,0.67,51.07,0.00,69.02,nan,nan,nan,nan,6717.74,7000.00,14.00,
1944162.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,14.00,
1944248.00,1250.00,1.13,51.09,0.00,68.79,nan,nan,nan,nan,6948.94,7000.00,14.00,
1944334.00,1500.00,nan,nan,nan,nan,0.42,51.19,0.00,69.46,7000.00,6918.21,14.00,
1944419.00,1750.00,0.71,51.17,0.00,69.00,0.95,51.20,0.00,68.61,5724.08,6398.34,14.00,
1944505.00,2000.00,0.73,51.20,0.00,69.00,1.11,51.61,0.00,69.23,5256.62,5787.79,14.00,
1944591.00,2250.00,0.88,51.22,0.00,68.99,0.90,51.71,0.00,68.80,5193.62,5401.78,14.00,
1944677.00,2500.00,0.72,51.16,0.00,68.93,0.79,52.32,0.00,69.06,5046.76,5325.26,14.00,
1944763.00,2750.00,0.89,51.34,0.00,69.14,0.78,52.75,0.00,69.27,5166.14,5299.42,14.00,
1944849.00,3000.00,0.86,51.17,0.00,69.05,0.83,53.22,0.00,69.53,5197.56,5350.94,14.00,
1944962.00,3250.00,0.88,51.29,0.00,69.04,0.80,53.72,0.00,69.85,5142.77,5363.22,14.00,
1945045.00,3500.00,0.85,51.26,0.00,68.95,0.78,54.37,0.00,70.21,5161.93,5324.38,14.00,
1945129.00,3750.00,1.04,51.23,0.00,68.78,0.78,55.25,0.00,70.51,5642.27,5335.25,14.00,
1945213.00,4000.00,0.26,51.05,0.00,70.46,0.85,56.00,0.00,70.89,5151.13,5377.48,14.00,
1945297.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,14.00,
1945382.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,14.00,
1945467.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,14.00,
1945557.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,14.00,
1945652.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,14.00,
1945747.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,14.00,
1945842.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,14.00,
1945938.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,14.00,
2100338.00,0.00,1.07,51.07,0.00,68.87,nan,nan,nan,nan,6857.41,7000.00,15.00,
2100436.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,15.00,
2100529.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7233.85,7000.00,15.00,
2100618.00,750.00,0.64,51.07,0.00,68.94,nan,nan,nan,nan,6681.54,7000.00,15.00,
2100707.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,15.00,
2100795.00,1250.00,1.09,51.09,0.00,68.76,nan,nan,nan,nan,6948.94,7000.00,15.00,
2100885.00,1500.00,nan,nan,nan,nan,0.40,51.19,0.00,69.29,7000.00,6857.84,15.00,
2100974.00,1750.00,0.69,51.17,0.00,68.95,0.93,51.20,0.00,68.59,5692.61,6398.34,15.00,
2101063.00,2000.00,0.71,51.19,0.00,68.96,1.03,51.58,0.00,69.12,5227.22,5787.79,15.00,
2101152.00,2250.00,0.84,51.21,0.00,68.92,0.85,51.72,0.00,68.75,5193.62,5401.78,15.00,
2101241.00,2500.00,0.71,51.15,0.00,68.90,0.76,52.33,0.00,69.01,5017.35,5300.87,15.00,
2101330.00,2750.00,0.83,51.31,0.00,69.04,0.74,52.76,0.00,69.19,5166.14,5273.79,15.00,
2101419.00,3000.00,0.83,51.16,0.00,69.01,0.79,53.22,0.00,69.49,5197.56,5330.27,15.00,
2101561.00,3250.00,0.85,51.28,0.00,69.00,0.76,53.72,0.00,69.80,5142.77,5338.98,15.00,
2101650.00,3500.00,0.80,51.24,0.00,68.88,0.76,54.34,0.00,70.18,5141.71,5300.12,15.00,
2101738.00,3750.00,0.98,51.22,0.00,68.73,0.74,55.16,0.00,70.45,5642.27,5309.10,15.00,
2101826.00,4000.00,0.26,51.05,0.00,70.46,0.81,55.89,0.00,70.84,5076.69,5377.48,15.00,
2101916.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,15.00,
2102005.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,15.00,
2102094.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,15.00,
2102183.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,15.00,
2102272.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,15.00,
2102361.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,15.00,
2102451.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,15.00,
2102540.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,15.00,
2225030.00,0.00,1.04,51.07,0.00,68.95,nan,nan,nan,nan,6857.41,7000.00,16.00,
2225116.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,16.00,
2225200.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7280.62,7000.00,16.00,
2225286.00,750.00,0.62,51.06,0.00,69.00,nan,nan,nan,nan,6643.40,7000.00,16.00,
2225372.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,16.00,
2225458.00,1250.00,1.03,51.09,0.00,68.85,nan,nan,nan,nan,6948.94,7000.00,16.00,
2225543.00,1500.00,nan,nan,nan,nan,0.40,51.19,0.00,69.29,7000.00,6797.47,16.00,
2225629.00,1750.00,0.66,51.15,0.00,69.02,0.82,51.21,0.00,68.77,5658.40,6398.34,16.00,
2225715.00,2000.00,0.69,51.18,0.00,68.99,1.01,51.58,0.00,69.14,5196.25,5787.79,16.00,
2225801.00,2250.00,0.79,51.19,0.00,69.00,0.81,51.73,0.00,68.82,5172.84,5401.78,16.00,
2225887.00,2500.00,0.68,51.14,0.00,68.96,0.73,52.34,0.00,69.05,4985.14,5273.66,16.00,
2225973.00,2750.00,0.80,51.29,0.00,69.08,0.71,52.77,0.00,69.25,5166.14,5245.25,16.00,
2226133.00,3000.00,0.80,51.15,0.00,69.07,0.77,53.22,0.00,69.53,5177.38,5306.86,16.00,
2226218.00,3250.00,0.83,51.26,0.00,69.05,0.73,53.73,0.00,69.84,5142.77,5311.90,16.00,
2226303.00,3500.00,0.77,51.23,0.00,68.95,0.72,54.38,0.00,70.23,5118.29,5272.59,16.00,
2226387.00,3750.00,0.93,51.21,0.00,68.82,0.71,55.17,0.00,70.51,5642.27,5279.85,16.00,
2226473.00,4000.00,0.26,51.05,0.00,70.46,0.79,55.87,0.00,70.87,5002.25,5356.60,16.00,
2226559.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,16.00,
2226644.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,16.00,
2226730.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,16.00,
2226816.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,16.00,
2226901.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,16.00,
2226987.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,16.00,
2227073.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,16.00,
2227222.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,16.00,
2367518.00,0.00,1.05,51.06,0.00,69.01,nan,nan,nan,nan,6857.41,7000.00,17.00,
2367603.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,17.00,
2367689.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7327.39,7000.00,17.00,
2367775.00,750.00,0.66,51.07,0.00,69.07,nan,nan,nan,nan,6609.28,7000.00,17.00,
2367861.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,17.00,
2367946.00,1250.00,1.03,51.09,0.00,68.85,nan,nan,nan,nan,6948.94,7000.00,17.00,
2368032.00,1500.00,nan,nan,nan,nan,0.61,51.20,0.00,69.49,7000.00,6758.23,17.00,
2368118.00,1750.00,0.69,51.15,0.00,69.11,0.82,51.21,0.00,68.77,5627.79,6398.34,17.00,
2368204.00,2000.00,0.72,51.18,0.00,69.06,1.02,51.57,0.00,69.16,5168.68,5787.79,17.00,
2368289.00,2250.00,0.82,51.19,0.00,69.05,0.84,51.74,0.00,68.92,5172.84,5401.78,17.00,
2368374.00,2500.00,0.73,51.14,0.00,69.05,0.75,52.36,0.00,69.14,4957.94,5248.67,17.00,
2368537.00,2750.00,0.83,51.28,0.00,69.14,0.74,52.78,0.00,69.32,5166.14,5219.02,17.00,
2368621.00,3000.00,0.82,51.15,0.00,69.11,0.78,53.22,0.00,69.59,5177.38,5285.31,17.00,
2368706.00,3250.00,0.86,51.26,0.00,69.12,0.76,53.72,0.00,69.92,5142.77,5287.77,17.00,
2368792.00,3500.00,0.79,51.23,0.00,68.99,0.74,54.35,0.00,70.28,5097.19,5246.75,17.00,
2368877.00,3750.00,0.98,51.20,0.00,68.95,0.74,55.11,0.00,70.59,5642.27,5254.10,17.00,
2368963.00,4000.00,0.26,51.05,0.00,70.46,0.82,55.81,0.00,70.93,4927.81,5356.60,17.00,
2369049.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,17.00,
2369134.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,17.00,
2369220.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,17.00,
2369306.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,17.00,
2369391.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,17.00,
2369477.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,17.00,
2369614.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,17.00,
2369699.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,17.00,
2514517.00,0.00,1.06,51.06,0.00,69.06,nan,nan,nan,nan,6857.41,7000.00,18.00,
2514604.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,18.00,
2514690.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7374.16,7000.00,18.00,
2514775.00,750.00,0.65,51.07,0.00,69.08,nan,nan,nan,nan,6574.47,7000.00,18.00,
2514861.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,18.00,
2514947.00,1250.00,0.97,51.08,0.00,68.91,nan,nan,nan,nan,6948.94,7000.00,18.00,
2515032.00,1500.00,nan,nan,nan,nan,0.57,51.20,0.00,69.52,7000.00,6715.55,18.00,
2515118.00,1750.00,0.68,51.14,0.00,69.13,0.81,51.21,0.00,68.77,5595.48,6398.34,18.00,
2515204.00,2000.00,0.70,51.17,0.00,69.09,0.97,51.56,0.00,69.18,5139.09,5787.79,18.00,
2515289.00,2250.00,0.78,51.18,0.00,69.09,0.81,51.75,0.00,68.95,5151.27,5401.78,18.00,
2515413.00,2500.00,0.71,51.13,0.00,69.08,0.72,52.36,0.00,69.17,4929.08,5221.10,18.00,
2515497.00,2750.00,0.79,51.26,0.00,69.19,0.72,52.78,0.00,69.35,5144.82,5190.93,18.00,
2515582.00,3000.00,0.80,51.15,0.00,69.13,0.75,53.23,0.00,69.63,5177.38,5260.70,18.00,
2515667.00,3250.00,0.82,51.25,0.00,69.16,0.74,53.73,0.00,69.95,5142.77,5261.35,18.00,
2515752.00,3500.00,0.76,51.22,0.00,69.04,0.72,54.37,0.00,70.32,5073.16,5218.32,18.00,
2515838.00,3750.00,0.93,51.19,0.00,69.01,0.72,55.14,0.00,70.63,5642.27,5226.03,18.00,
2515924.00,4000.00,0.26,51.05,0.00,70.46,0.77,55.90,0.00,71.00,4853.38,5333.76,18.00,
2516009.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,18.00,
2516095.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,18.00,
2516180.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,18.00,
2516266.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,18.00,
2516351.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,18.00,
2516437.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,18.00,
2516575.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,18.00,
2516662.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,18.00,
2662622.00,0.00,1.03,51.05,0.00,69.10,nan,nan,nan,nan,6857.41,7000.00,19.00,
2662711.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,19.00,
2662798.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7420.93,7000.00,19.00,
2662886.00,750.00,0.63,51.06,0.00,69.12,nan,nan,nan,nan,6537.42,7000.00,19.00,
2662973.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,19.00,
2663061.00,1250.00,0.94,51.07,0.00,68.96,nan,nan,nan,nan,6948.94,7000.00,19.00,
2663149.00,1500.00,nan,nan,nan,nan,0.57,51.20,0.00,69.52,7000.00,6672.87,19.00,
2663237.00,1750.00,0.65,51.14,0.00,69.17,0.81,51.21,0.00,68.77,5560.72,6398.34,19.00,
2663326.00,2000.00,0.69,51.17,0.00,69.11,0.92,51.56,0.00,69.20,5108.46,5787.79,19.00,
2663458.00,2250.00,0.75,51.18,0.00,69.14,0.77,51.76,0.00,68.99,5126.60,5378.95,19.00,
2663548.00,2500.00,0.69,51.14,0.00,69.12,0.70,52.37,0.00,69.20,4897.82,5191.51,19.00,
2663636.00,2750.00,0.77,51.26,0.00,69.21,0.69,52.79,0.00,69.38,5121.43,5160.21,19.00,
2663725.00,3000.00,0.77,51.15,0.00,69.17,0.73,53.23,0.00,69.66,5154.17,5233.89,19.00,
2663814.00,3250.00,0.81,51.24,0.00,69.18,0.71,53.73,0.00,69.99,5142.77,5232.23,19.00,
2663903.00,3500.00,0.72,51.22,0.00,69.10,0.69,54.36,0.00,70.35,5044.81,5187.38,19.00,
2663992.00,3750.00,0.91,51.20,0.00,69.03,0.70,55.16,0.00,70.66,5642.27,5196.17,19.00,
2664081.00,4000.00,0.26,51.05,0.00,70.46,0.75,55.97,0.00,71.02,4778.94,5308.48,19.00,
2664170.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,19.00,
2664258.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,19.00,
2664346.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,19.00,
2664434.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,19.00,
2664522.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,19.00,
2664664.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,19.00,
2664752.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,19.00,
2664841.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,19.00,
2807712.00,0.00,1.04,51.05,0.00,69.14,nan,nan,nan,nan,6857.41,7000.00,20.00,
2807801.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,20.00,
2807890.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7467.70,7000.00,20.00,
2807979.00,750.00,0.62,51.06,0.00,69.13,nan,nan,nan,nan,6499.47,7000.00,20.00,
2808069.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,20.00,
2808158.00,1250.00,0.91,51.07,0.00,68.99,nan,nan,nan,nan,6948.94,7000.00,20.00,
2808248.00,1500.00,nan,nan,nan,nan,0.51,51.21,0.00,69.52,7000.00,6624.19,20.00,
2808337.00,1750.00,0.63,51.13,0.00,69.19,0.81,51.21,0.00,68.77,5524.00,6398.34,20.00,
2808474.00,2000.00,0.68,51.17,0.00,69.13,0.87,51.54,0.00,69.23,5076.03,5787.79,20.00,
2808559.00,2250.00,0.74,51.18,0.00,69.15,0.75,51.77,0.00,69.02,5100.22,5353.58,20.00,
2808644.00,2500.00,0.66,51.13,0.00,69.15,0.68,52.37,0.00,69.23,4863.77,5159.62,20.00,
2808729.00,2750.00,0.75,51.25,0.00,69.22,0.67,52.80,0.00,69.42,5096.80,5127.33,20.00,
2808815.00,3000.00,0.73,51.15,0.00,69.21,0.71,53.24,0.00,69.69,5127.43,5204.85,20.00,
2808901.00,3250.00,0.79,51.24,0.00,69.19,0.69,53.72,0.00,70.02,5121.81,5200.93,20.00,
2808987.00,3500.00,0.70,51.22,0.00,69.12,0.67,54.33,0.00,70.39,5015.25,5154.10,20.00,
2809073.00,3750.00,0.88,51.19,0.00,69.06,0.68,55.13,0.00,70.69,5642.27,5164.19,20.00,
2809158.00,4000.00,0.26,51.06,0.00,70.30,0.73,55.93,0.00,71.05,4704.53,5281.07,20.00,
2809245.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,20.00,
2809330.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,20.00,
2809416.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,20.00,
2809502.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,20.00,
2809662.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,20.00,
2809747.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,20.00,
2809831.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,20.00,
2809916.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,20.00,
2971129.00,0.00,1.03,51.05,0.00,69.11,nan,nan,nan,nan,6857.41,7000.00,21.00,
2971214.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,21.00,
2971299.00,500.00,1.47,50.95,0.00,69.00,nan,nan,nan,nan,7514.47,7000.00,21.00,
2971385.00,750.00,0.61,51.06,0.00,69.12,nan,nan,nan,nan,6460.15,7000.00,21.00,
2971471.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,21.00,
2971557.00,1250.00,0.91,51.07,0.00,68.99,nan,nan,nan,nan,6948.94,7000.00,21.00,
2971643.00,1500.00,nan,nan,nan,nan,0.49,51.20,0.00,69.43,7000.00,6573.52,21.00,
2971777.00,1750.00,0.61,51.13,0.00,69.17,0.81,51.21,0.00,68.77,5485.47,6398.34,21.00,
2971862.00,2000.00,0.65,51.16,0.00,69.11,0.85,51.53,0.00,69.21,5041.49,5787.79,21.00,
2971947.00,2250.00,0.73,51.17,0.00,69.15,0.72,51.74,0.00,69.00,5072.81,5325.99,21.00,
2972032.00,2500.00,0.64,51.13,0.00,69.13,0.66,52.33,0.00,69.21,4827.58,5125.73,21.00,
2972118.00,2750.00,0.73,51.25,0.00,69.20,0.65,52.76,0.00,69.40,5070.14,5092.56,21.00,
2972204.00,3000.00,0.71,51.15,0.00,69.18,0.69,53.20,0.00,69.67,5098.20,5173.65,21.00,
2972290.00,3250.00,0.77,51.23,0.00,69.17,0.67,53.70,0.00,70.01,5098.56,5167.97,21.00,
2972375.00,3500.00,0.68,51.21,0.00,69.09,0.65,54.33,0.00,70.36,4983.03,5118.92,21.00,
2972462.00,3750.00,0.86,51.19,0.00,69.05,0.66,55.12,0.00,70.67,5642.27,5129.92,21.00,
2972547.00,4000.00,0.26,51.06,0.00,70.30,0.70,55.88,0.00,71.02,4630.13,5251.39,21.00,
2972633.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,21.00,
2972719.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,21.00,
2972882.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,21.00,
2972966.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,21.00,
2973051.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,21.00,
2973136.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,21.00,
2973222.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,21.00,
2973307.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,21.00,
