OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1081.00,1970-01-01 00:00:01.081,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.09,25.92,25.95,26.10,-0.37,0.08,17.00,10.00,0.00,0.00
2174.00,1970-01-01 00:00:02.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.09,26.02,25.99,26.18,-0.37,0.08,17.00,10.00,0.00,0.00
3174.00,1970-01-01 00:00:03.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.92,26.01,26.01,26.20,-0.31,0.07,17.00,10.00,0.00,0.00
4174.00,1970-01-01 00:00:04.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.92,26.08,26.10,26.14,-0.34,0.08,17.00,10.00,0.00,0.00
5174.00,1970-01-01 00:00:05.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.94,26.08,26.08,26.32,-0.43,0.08,17.00,10.00,0.00,0.00
6174.00,1970-01-01 00:00:06.174,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.91,26.05,26.05,26.25,-0.43,0.08,17.00,10.00,0.00,0.00
7174.00,1970-01-01 00:00:07.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.86,26.14,26.08,26.23,-0.46,0.08,17.00,10.00,0.00,0.00
8174.00,1970-01-01 00:00:08.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.91,26.07,26.07,26.23,-0.41,0.08,17.00,10.00,0.00,0.00
9174.00,1970-01-01 00:00:09.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.85,26.16,26.18,26.29,-0.38,0.06,17.00,10.00,0.00,0.00
10174.00,2019-06-18 11:48:26.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.86,26.21,26.05,26.27,-0.47,0.08,17.00,10.00,0.00,0.00
11174.00,2019-06-18 11:48:27.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.87,26.10,26.08,26.23,-0.43,0.08,17.00,10.00,0.00,0.00
12174.00,2019-06-18 11:48:28.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.83,26.12,26.16,26.27,-0.40,0.08,17.00,10.00,0.00,0.00
13174.00,2019-06-18 11:48:29.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.84,26.07,26.10,26.27,-0.42,0.08,17.00,10.00,0.00,0.00
14188.00,2019-06-18 11:48:30.188,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.81,26.16,26.16,26.19,-0.46,0.08,17.00,10.00,0.00,0.00
15188.00,2019-06-18 11:48:31.188,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.81,26.13,26.10,26.29,-0.38,0.08,17.00,10.00,0.00,0.00
16188.00,2019-06-18 11:48:32.188,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.80,26.21,26.21,26.29,-0.42,0.08,17.00,10.00,0.00,0.00
17188.00,2019-06-18 11:48:33.188,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.79,26.16,26.05,26.30,-0.46,0.08,17.00,10.00,0.00,0.00
18188.00,2019-06-18 11:48:34.188,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.78,26.16,26.20,26.23,-0.41,0.08,17.00,10.00,0.00,0.00
19188.00,2019-06-18 11:48:35.188,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.78,26.14,26.18,26.21,-0.37,0.08,17.00,10.00,0.00,0.00
