time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
44973.00,1750.00,0.86,51.71,38.86,86.58,-191.87,1.51,54.02,39.94,86.40,-199.92,6210.72,7282.00,1.00,3765.00,52.00,
44973.00,1750.00,0.86,51.71,38.86,86.58,-191.87,1.51,54.02,39.94,86.40,-199.92,6210.72,7282.00,1.00,3765.00,52.00,
45083.00,2000.00,0.95,51.89,39.00,86.41,-191.87,0.94,54.30,40.02,86.49,-199.92,5969.06,7033.59,1.00,816.00,515.00,
45193.00,2250.00,0.90,52.05,39.17,86.39,-199.92,0.88,54.93,40.42,86.70,-199.93,5890.56,5694.05,1.00,561.00,2634.00,
45303.00,2500.00,0.88,52.35,39.20,86.34,-199.92,0.92,55.32,41.02,86.93,-199.93,5961.38,5714.76,1.00,503.00,1978.00,
45413.00,2750.00,0.89,52.52,39.30,86.32,-199.92,0.88,55.49,41.57,87.21,-199.93,5735.29,5677.04,1.00,377.00,1778.00,
45523.00,3000.00,0.88,52.77,39.33,86.35,-199.92,0.89,55.79,42.08,87.50,-199.92,6323.38,5816.78,1.00,348.00,1629.00,
45633.00,3250.00,0.82,52.98,39.43,86.31,-199.92,0.89,56.34,42.60,87.81,-199.92,5915.50,5827.79,1.00,357.00,1540.00,
45801.00,3500.00,0.86,53.19,39.52,86.34,-199.92,0.90,57.97,42.98,88.12,-199.92,6009.02,5751.43,1.00,398.00,1527.00,
45910.00,3750.00,0.87,53.33,39.63,86.43,-199.92,0.90,58.82,43.26,88.41,-199.92,6068.57,5802.56,1.00,280.00,1420.00,
46019.00,4000.00,0.85,53.42,39.69,86.41,-199.92,0.89,59.84,43.46,88.64,-199.92,5776.91,5913.87,1.00,10.00,653.00,
522681.00,1500.00,nan,nan,nan,nan,nan,1.51,51.30,41.03,64.20,-199.92,6417.73,8025.60,2.00,0.00,68.00,
522791.00,1750.00,1.16,51.03,41.39,64.41,-90.11,1.51,51.30,41.03,64.20,-199.92,6210.72,7282.00,2.00,3859.00,55.00,
522954.00,2000.00,0.99,50.99,41.28,64.09,-159.65,1.43,51.30,40.98,64.28,-199.92,5969.06,7033.59,2.00,633.00,401.00,
523065.00,2250.00,1.04,50.98,41.27,64.09,-182.23,1.08,51.58,40.86,64.52,-199.93,5890.56,5694.05,2.00,618.00,2494.00,
523175.00,2500.00,1.02,51.02,41.24,64.09,-199.14,1.05,51.95,40.68,65.03,-199.93,5961.38,5714.76,2.00,505.00,2127.00,
523285.00,2750.00,1.07,51.08,41.21,64.09,-199.92,1.04,52.25,40.39,65.53,-199.93,5735.29,5677.04,2.00,421.00,1685.00,
523395.00,3000.00,1.07,51.10,41.14,64.09,-199.92,1.04,52.50,40.14,66.00,-199.92,6323.38,5816.78,2.00,381.00,1591.00,
