time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, lambda_2, ,oil_temp2, air_temp2, water_temp2, t_inj_1, t_inj_2, sweep,
653036.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,5.00,
653122.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,5.00,
653208.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,5.00,
653294.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,5.00,
653380.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,5.00,
715715.00,0.00,1.32,47.60,0.00,62.49,nan,nan,nan,nan,7181.32,7000.00,6.00,
715802.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,6.00,
715888.00,500.00,1.47,48.35,0.00,71.13,nan,nan,nan,nan,7093.54,7000.00,6.00,
715973.00,750.00,1.29,47.91,0.00,62.35,nan,nan,nan,nan,7168.89,7000.00,6.00,
716059.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,6.00,
716225.00,1250.00,1.05,46.90,0.00,59.31,nan,nan,nan,nan,7093.54,7000.00,6.00,
716311.00,1500.00,1.47,47.72,0.00,46.53,nan,nan,nan,nan,7280.62,7000.00,6.00,
716397.00,1750.00,0.98,47.84,0.00,61.74,1.11,47.70,0.00,62.12,6111.65,6093.54,6.00,
716483.00,2000.00,0.86,47.25,0.00,61.78,1.39,47.01,0.00,60.33,5554.39,5737.63,6.00,
716569.00,2250.00,0.92,47.41,0.00,61.77,1.14,47.35,0.00,61.16,5277.89,5393.34,6.00,
716655.00,2500.00,1.00,47.35,0.00,62.70,0.97,47.87,0.00,63.06,5300.00,5385.29,6.00,
716741.00,2750.00,1.03,47.19,0.00,61.82,0.96,48.09,0.00,62.32,5372.16,5381.46,6.00,
716826.00,3000.00,1.15,47.54,0.00,62.63,1.01,48.71,0.00,61.77,5393.54,5386.35,6.00,
716912.00,3250.00,1.15,47.48,0.00,63.81,1.04,50.04,0.00,62.43,5393.54,5386.75,6.00,
