OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1081.00,1970-01-01 00:00:01.081,1.30,0.12,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.22,53.45,75.02,-107.70,-0.44,-0.01,17.00,10.00,0.00,0.00
2193.00,1970-01-01 00:00:02.193,0.00,0.12,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.17,53.33,75.02,-105.60,-0.42,0.01,17.00,10.00,0.00,0.00
3193.00,1970-01-01 00:00:03.193,0.00,0.12,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.21,53.35,75.02,-104.15,-0.43,0.02,17.00,10.00,0.00,0.00
4193.00,1970-01-01 00:00:04.193,0.00,0.12,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.11,53.25,74.97,-102.28,-0.40,0.01,17.00,10.00,0.00,0.00
5193.00,1970-01-01 00:00:05.193,0.00,0.12,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.07,53.10,74.98,-100.81,-0.42,-0.05,17.00,10.00,0.00,0.00
5710.00,1970-01-01 00:00:05.710,0.00,0.12,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.14,53.14,74.96,-100.22,-0.41,-0.01,17.00,10.00,0.00,1.00
5810.00,1970-01-01 00:00:05.810,0.00,0.12,0.00,0.81,1.00,1.00,1.00,999.00,0.00,8.90,53.13,74.95,-99.72,-0.39,0.00,23.00,10.00,0.00,1.00
5910.00,1970-01-01 00:00:05.910,0.00,0.12,0.00,0.81,1.00,1.00,1.00,999.00,0.00,6.03,53.13,74.95,-99.72,-0.61,-0.29,23.00,10.00,0.00,1.00
6010.00,1970-01-01 00:00:06.010,0.00,0.12,0.00,0.81,1.00,1.00,1.00,999.00,0.00,6.06,53.13,74.95,-99.72,-0.60,-0.28,23.00,10.00,0.00,1.00
6110.00,1970-01-01 00:00:06.110,0.00,0.12,0.00,0.81,1.00,1.00,1.00,999.00,0.00,6.63,53.04,74.97,-99.27,-0.49,-0.16,23.00,10.00,0.00,1.00
6210.00,1970-01-01 00:00:06.210,0.00,0.12,0.00,0.81,1.00,1.00,1.00,999.00,0.00,9.36,53.04,74.97,-99.27,-0.43,-0.03,23.00,10.00,0.00,1.00
6310.00,1970-01-01 00:00:06.310,0.00,0.12,19.06,0.80,1.00,1.00,1.00,22.18,0.01,10.26,53.04,74.97,-99.27,-0.39,-0.04,23.00,7000.00,-20.00,1.00
6410.00,1970-01-01 00:00:06.410,0.00,0.12,19.06,0.81,1.00,1.00,1.00,22.18,0.01,10.15,53.04,74.97,-99.02,-0.45,-0.04,23.00,7000.00,-20.00,1.00
6510.00,1970-01-01 00:00:06.510,0.00,0.12,756.12,0.81,1.00,1.00,1.00,11.09,0.01,9.31,53.04,74.97,-99.02,-0.38,-0.05,23.00,7000.00,-33.00,1.00
6656.00,1970-01-01 00:00:06.656,1.06,0.23,1767.51,0.82,0.00,1.00,1.00,11.34,0.02,9.93,53.09,74.97,-98.25,-0.43,-0.03,23.00,6280.42,-56.00,1.00
