time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
22697.00,1500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6367.27,7000.00,1.00,69.00,0.00,
22818.00,1750.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5281.65,6000.00,1.00,61.00,0.00,
22974.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4854.16,5500.00,1.00,112.00,0.00,
23095.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4642.56,5300.00,1.00,97.00,0.00,
23209.00,2500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4641.97,5300.00,1.00,89.00,0.00,
23319.00,2750.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4501.50,5300.00,1.00,83.00,0.00,
23429.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4887.65,5300.00,1.00,113.00,0.00,
23539.00,3250.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4697.38,5300.00,1.00,104.00,0.00,
23649.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4592.52,5300.00,1.00,98.00,0.00,
23759.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4715.15,5300.00,1.00,92.00,0.00,
23869.00,4000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5312.55,5300.00,1.00,30.00,0.00,
33419.00,1500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6380.38,7000.00,2.00,70.00,0.00,
33529.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5294.63,6000.00,2.00,120.00,0.00,
33659.00,2000.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4866.63,5500.00,2.00,54.00,0.00,
33770.00,2250.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4654.70,5300.00,2.00,97.00,0.00,
33881.00,2500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4654.46,5300.00,2.00,90.00,0.00,
33992.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4514.36,5300.00,2.00,82.00,0.00,
34102.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4900.68,5300.00,2.00,113.00,0.00,
34213.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4710.22,5300.00,2.00,104.00,0.00,
34323.00,3500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4604.82,5300.00,2.00,98.00,0.00,
34432.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4728.47,5300.00,2.00,90.00,0.00,
34542.00,4000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5325.44,5300.00,2.00,29.00,0.00,
42703.00,1500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6393.54,7000.00,3.00,72.00,0.00,
42832.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5307.44,6000.00,3.00,123.00,0.00,
42943.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4879.56,5500.00,3.00,55.00,0.00,
43054.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4667.35,5300.00,3.00,98.00,0.00,
