time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
43165.00,2500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4666.85,5300.00,3.00,91.00,0.00,
43275.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4527.28,5300.00,3.00,123.00,0.00,
43386.00,3000.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4912.70,5300.00,3.00,74.00,0.00,
43496.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4723.44,5300.00,3.00,105.00,0.00,
43606.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4617.37,5300.00,3.00,97.00,0.00,
43716.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4741.72,5300.00,3.00,90.00,0.00,
43826.00,4000.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5337.83,5300.00,3.00,59.00,0.00,
52954.00,1500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6406.00,7000.00,4.00,92.00,0.00,
53104.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5320.40,6000.00,4.00,59.00,0.00,
53213.00,2000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4892.88,5500.00,4.00,109.00,0.00,
53321.00,2250.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4681.50,5300.00,4.00,5.00,0.00,
53431.00,2500.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4680.45,5300.00,4.00,49.00,0.00,
53541.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4540.04,5300.00,4.00,9.00,0.00,
53651.00,3000.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4926.76,5300.00,4.00,14.00,0.00,
53761.00,3250.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4737.01,5300.00,4.00,65.00,0.00,
53871.00,3500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4630.61,5300.00,4.00,87.00,0.00,
53981.00,3750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4754.22,5300.00,4.00,2.00,0.00,
54091.00,4000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5350.69,5300.00,4.00,55.00,0.00,
62148.00,1500.00,1.12,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,6417.73,7000.00,5.00,16.00,0.00,
62257.00,1750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,5333.56,6000.00,5.00,51.00,0.00,
62366.00,2000.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4892.88,5500.00,5.00,0.00,0.00,
62474.00,2250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4694.86,5300.00,5.00,73.00,0.00,
62585.00,2500.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4693.74,5300.00,5.00,84.00,0.00,
62695.00,2750.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4553.46,5300.00,5.00,27.00,0.00,
62805.00,3000.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4939.69,5300.00,5.00,39.00,0.00,
62915.00,3250.00,1.13,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4750.38,5300.00,5.00,38.00,0.00,
63025.00,3500.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4644.45,5300.00,5.00,12.00,0.00,
63135.00,3750.00,1.14,0.00,0.00,0.00,0.00,nan,nan,nan,nan,nan,4768.03,5300.00,5.00,49.00,0.00,
63245.00,4000.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5350.69,5300.00,5.00,0.00,0.00,
