OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1081.00,1970-01-01 00:00:01.081,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.95,26.03,26.09,25.99,-0.38,0.07,17.00,10.00,0.00,0.00
2174.00,1970-01-01 00:00:02.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.93,26.03,26.20,26.08,-0.38,0.08,17.00,10.00,0.00,0.00
3174.00,1970-01-01 00:00:03.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.86,26.12,26.23,26.05,-0.32,0.07,17.00,10.00,0.00,0.00
4174.00,1970-01-01 00:00:04.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.84,26.14,26.21,26.08,-0.36,0.05,17.00,10.00,0.00,0.00
5174.00,1970-01-01 00:00:05.174,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.80,26.14,26.29,26.12,-0.37,0.07,17.00,10.00,0.00,0.00
6174.00,1970-01-01 00:00:06.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.82,26.08,26.19,26.10,-0.37,0.06,17.00,10.00,0.00,0.00
7174.00,1970-01-01 00:00:07.174,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.82,26.13,26.20,26.10,-0.41,0.07,17.00,10.00,0.00,0.00
8174.00,1970-01-01 00:00:08.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.77,26.20,26.27,26.12,-0.40,0.05,17.00,10.00,0.00,0.00
9174.00,1970-01-01 00:00:09.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.78,26.16,26.23,26.09,-0.33,0.07,17.00,10.00,0.00,0.00
10174.00,1970-01-01 00:00:10.174,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.79,26.21,26.32,26.09,-0.37,0.05,17.00,10.00,0.00,0.00
11174.00,1970-01-01 00:00:11.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.74,26.16,26.21,26.09,-0.37,0.08,17.00,10.00,0.00,0.00
12174.00,1970-01-01 00:00:12.174,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.72,26.16,26.32,26.18,-0.39,0.08,17.00,10.00,0.00,0.00
13174.00,1970-01-01 00:00:13.174,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.74,26.23,26.37,26.13,-0.37,0.05,17.00,10.00,0.00,0.00
14184.00,1970-01-01 00:00:14.184,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.75,26.23,26.29,26.12,-0.41,0.05,17.00,10.00,0.00,0.00
15277.00,1970-01-01 00:00:15.277,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.73,26.16,26.29,26.18,-0.38,0.07,17.00,10.00,0.00,0.00
16370.00,1970-01-01 00:00:16.370,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.70,26.16,26.27,26.14,-0.36,0.07,17.00,10.00,0.00,0.00
