OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle, burning
59395.00,1970-01-01 00:00:59.395,0.00,0.00,0.00,1.51,1.00,1.00,1.00,0.00,0.00,6.75,42.30,60.55,-66.13,30.87,-0.55,-0.20,23.00,10.00,0.00,1.00
59495.00,1970-01-01 00:00:59.495,0.00,0.00,0.00,1.51,1.00,1.00,1.00,0.00,0.00,6.69,42.32,60.57,-66.02,30.87,-0.55,-0.20,23.00,10.00,0.00,1.00
59595.00,1970-01-01 00:00:59.595,0.00,0.00,0.00,1.51,1.00,1.00,1.00,0.00,0.00,6.77,42.32,60.57,-66.02,30.92,-0.43,-0.11,23.00,10.00,0.00,1.00
59695.00,1970-01-01 00:00:59.695,0.00,0.00,0.00,1.51,1.00,1.00,1.00,0.00,0.00,8.31,42.32,60.57,-66.02,30.92,-0.32,-0.11,23.00,10.00,0.00,1.00
59795.00,1970-01-01 00:00:59.795,0.00,0.00,0.00,1.51,1.00,1.00,1.00,0.00,0.00,9.99,42.23,60.58,-65.93,30.92,-0.49,-0.07,23.00,10.00,0.00,1.00
59895.00,1970-01-01 00:00:59.895,0.00,0.00,2.01,1.51,1.00,1.00,1.00,0.00,0.01,8.83,42.23,60.58,-65.93,30.92,-0.43,-0.03,23.00,7000.00,-20.00,1.00
59995.00,1970-01-01 00:00:59.995,0.00,0.00,2.01,1.51,1.00,1.00,1.00,0.00,0.01,10.76,42.27,60.52,-65.83,30.81,-0.45,-0.08,23.00,7000.00,-20.00,1.00
60095.00,1970-01-01 00:01:00.095,0.00,0.00,756.17,1.51,1.00,1.00,1.00,0.00,0.01,10.46,42.27,60.52,-65.83,30.81,-0.46,-0.07,23.00,7000.00,-33.00,1.00
60195.00,1970-01-01 00:01:00.195,1.89,0.12,1727.74,1.51,0.00,1.00,1.00,5.66,0.02,11.04,42.27,60.52,-65.83,30.81,-0.36,-0.04,21.00,6315.86,-56.00,1.00
60295.00,1970-01-01 00:01:00.295,1.89,0.12,1820.03,1.51,0.00,1.00,1.00,4.60,0.03,12.01,42.33,60.55,-65.56,30.81,-0.45,-0.01,21.00,6233.40,-59.00,1.00
60395.00,1970-01-01 00:01:00.395,1.89,0.12,1807.77,1.51,0.00,1.00,1.00,3.35,0.04,12.00,42.33,60.55,-65.56,30.81,-0.43,-0.01,21.00,6244.38,-59.00,1.00
60495.00,1970-01-01 00:01:00.495,1.89,0.12,1798.35,1.51,0.00,1.00,1.00,2.94,0.05,12.04,42.35,60.51,-65.56,30.81,-0.41,-0.04,21.00,6252.82,-58.00,1.00
60595.00,1970-01-01 00:01:00.595,0.00,0.12,1789.42,1.51,0.00,1.00,1.00,2.37,0.06,12.04,42.35,60.51,-74.20,30.81,-0.47,-0.02,21.00,6260.81,-58.00,1.00
60695.00,1970-01-01 00:01:00.695,0.00,0.12,1790.72,1.45,0.00,1.00,1.00,2.16,0.06,12.04,42.35,60.51,-74.20,30.81,-0.41,-0.04,21.00,6259.64,-58.00,1.00
60795.00,1970-01-01 00:01:00.795,1.53,0.23,1766.39,1.43,0.00,1.00,1.00,3.67,0.08,12.09,42.37,60.46,-86.02,30.82,-0.44,-0.03,21.00,6281.43,-56.00,1.00
60895.00,1970-01-01 00:01:00.895,1.53,0.23,1777.30,1.40,0.00,1.00,1.00,3.41,0.08,12.05,42.37,60.46,-86.02,30.82,-0.39,-0.03,21.00,6271.66,-57.00,1.00
60995.00,1970-01-01 00:01:00.995,1.61,0.35,1780.71,1.35,0.00,1.00,1.00,4.49,0.09,12.10,42.37,60.46,-86.02,30.82,-0.45,-0.03,21.00,6268.61,-58.00,1.00
61095.00,1970-01-01 00:01:01.095,1.61,0.35,1780.42,1.30,0.00,1.00,1.00,4.23,0.10,12.08,42.32,60.51,-97.45,30.82,-0.42,-0.01,21.00,6268.87,-58.00,1.00
61195.00,1970-01-01 00:01:01.195,1.97,0.47,1783.11,1.28,0.00,1.00,1.00,5.06,0.11,12.07,42.32,60.51,-97.45,30.75,-0.43,0.00,21.00,6266.46,-58.00,1.00
61295.00,1970-01-01 00:01:01.295,1.97,0.47,1781.47,1.22,0.00,1.00,1.00,4.81,0.12,12.12,42.33,60.51,-108.62,30.75,-0.43,-0.00,21.00,6267.93,-58.00,1.00
61395.00,1970-01-01 00:01:01.395,2.33,0.59,1771.45,1.23,0.00,1.00,1.00,5.47,0.13,11.96,42.33,60.51,-108.62,30.75,-0.42,0.02,21.00,6276.90,-56.00,1.00
61495.00,1970-01-01 00:01:01.495,2.64,0.70,1760.38,1.18,0.00,1.00,1.00,6.28,0.13,12.13,42.33,60.51,-108.62,30.75,-0.44,0.01,21.00,6286.81,-56.00,1.00
61595.00,1970-01-01 00:01:01.595,2.64,0.70,1745.18,1.16,0.00,1.00,1.00,5.79,0.14,12.09,42.32,60.39,-119.86,30.77,-0.42,0.00,21.00,6300.39,-56.00,1.00
61695.00,1970-01-01 00:01:01.695,2.92,0.82,1751.59,1.14,0.00,1.00,1.00,6.49,0.15,12.12,42.32,60.39,-119.86,30.77,-0.41,-0.02,21.00,6294.68,-56.00,1.00
61795.00,1970-01-01 00:01:01.795,2.92,0.82,1753.21,1.11,0.00,1.00,1.00,6.03,0.16,12.07,42.33,60.52,-119.86,30.77,-0.43,-0.03,21.00,6293.23,-56.00,1.00
61895.00,1970-01-01 00:01:01.895,2.92,0.82,1762.45,1.10,0.00,1.00,1.00,5.83,0.17,12.09,42.33,60.52,-131.34,30.77,-0.42,-0.08,21.00,6284.96,-56.00,1.00
61995.00,1970-01-01 00:01:01.995,2.92,0.82,1751.82,1.10,0.00,1.00,1.00,5.45,0.18,12.16,42.33,60.52,-131.34,30.77,-0.45,-0.00,21.00,6294.47,-56.00,1.00
62095.00,1970-01-01 00:01:02.095,0.00,0.82,1726.97,1.11,0.00,1.00,1.00,5.28,0.18,12.10,42.34,60.45,-142.16,30.77,-0.39,0.00,21.00,6316.55,-56.00,1.00
62195.00,1970-01-01 00:01:02.195,0.00,0.82,1725.35,1.11,0.00,1.00,1.00,5.12,0.19,12.14,42.34,60.45,-142.16,30.77,-0.42,0.00,21.00,6317.98,-56.00,1.00
62295.00,1970-01-01 00:01:02.295,0.00,0.82,1720.16,1.08,0.00,1.00,1.00,4.83,0.20,12.12,42.34,60.45,-142.16,30.77,-0.43,-0.01,21.00,6322.59,-55.00,1.00
62395.00,1970-01-01 00:01:02.395,0.00,0.82,1732.45,1.06,0.00,1.00,1.00,4.70,0.21,12.10,42.32,60.36,-152.45,30.77,-0.42,-0.03,21.00,6311.68,-56.00,1.00
62495.00,1970-01-01 00:01:02.495,1.73,0.94,1739.58,1.06,0.00,1.00,1.00,5.09,0.22,12.04,42.32,60.36,-152.45,30.77,-0.45,0.02,21.00,6305.35,-56.00,1.00
62595.00,1970-01-01 00:01:02.595,2.93,1.05,1741.55,1.07,0.00,1.00,1.00,5.58,0.22,12.11,42.32,60.46,-161.82,30.77,-0.41,0.02,21.00,6303.60,-56.00,1.00
62695.00,1970-01-01 00:01:02.695,3.75,1.17,1731.60,1.04,0.00,1.00,1.00,5.90,0.24,12.12,42.32,60.46,-161.82,30.77,-0.43,-0.03,21.00,6312.43,-56.00,1.00
62795.00,1970-01-01 00:01:02.795,4.80,1.40,1731.78,1.03,0.00,1.00,1.00,6.91,0.24,12.12,42.32,60.46,-161.82,30.68,-0.42,-0.06,21.00,6312.28,-56.00,1.00
62895.00,1970-01-01 00:01:02.895,5.14,1.52,1718.41,1.03,0.00,1.00,1.00,7.14,0.25,12.14,42.30,60.41,-171.21,30.68,-0.43,-0.01,21.00,6324.14,-55.00,1.00
62995.00,1970-01-01 00:01:02.995,5.43,1.64,1725.95,1.01,0.00,1.00,1.00,7.52,0.26,12.15,42.30,60.41,-171.21,30.68,-0.43,-0.01,21.00,6317.45,-56.00,1.00
63095.00,1970-01-01 00:01:03.095,5.82,1.87,1733.15,1.03,0.00,1.00,1.00,8.41,0.26,12.12,42.32,60.28,-171.21,30.68,-0.41,-0.02,21.00,6311.06,-56.00,1.00
63195.00,1970-01-01 00:01:03.195,5.82,1.87,1733.55,1.01,0.00,1.00,1.00,8.06,0.28,12.18,42.32,60.28,-180.09,30.73,-0.45,-0.03,21.00,6310.70,-56.00,1.00
63295.00,1970-01-01 00:01:03.295,5.82,1.87,1744.34,1.03,0.00,1.00,1.00,7.90,0.28,12.13,42.32,60.28,-180.09,30.73,-0.40,-0.03,21.00,6301.13,-56.00,1.00
63395.00,1970-01-01 00:01:03.395,5.82,1.87,1763.95,1.03,0.00,1.00,1.00,7.59,0.29,12.07,42.33,60.37,-188.55,30.73,-0.43,-0.01,21.00,6283.61,-56.00,1.00
63495.00,1970-01-01 00:01:03.495,1.27,1.99,1779.04,1.04,0.00,1.00,1.00,7.91,0.30,12.15,42.33,60.37,-188.55,30.73,-0.42,-0.01,21.00,6270.10,-58.00,1.00
63595.00,1970-01-01 00:01:03.595,3.95,2.22,1792.03,1.04,0.00,1.00,1.00,8.52,0.31,11.99,42.33,60.37,-188.55,30.74,-0.39,0.02,21.00,6258.47,-58.00,1.00
63695.00,1970-01-01 00:01:03.695,5.51,2.46,1788.03,1.03,0.00,1.00,1.00,9.24,0.32,12.17,42.35,60.34,-198.09,30.74,-0.43,-0.01,21.00,6262.06,-58.00,1.00
63795.00,1970-01-01 00:01:03.795,6.48,2.69,1858.91,1.02,0.00,1.00,1.00,9.77,0.33,12.12,42.35,60.34,-198.09,30.74,-0.41,0.02,21.00,6198.59,-62.00,1.00
63895.00,1970-01-01 00:01:03.895,7.09,2.93,1887.65,1.00,0.00,1.00,1.00,10.44,0.33,12.18,42.29,60.34,-199.92,30.74,-0.44,-0.03,21.00,6172.86,-63.00,1.00
63995.00,1970-01-01 00:01:03.995,7.32,3.04,1888.69,1.01,0.00,1.00,1.00,10.51,0.34,12.14,42.29,60.34,-199.92,30.63,-0.42,0.02,21.00,6171.93,-63.00,1.00
64095.00,1970-01-01 00:01:04.095,7.32,3.04,1989.52,1.01,0.00,1.00,1.00,10.18,0.36,12.10,42.29,60.34,-199.92,30.63,-0.42,-0.03,21.00,6081.65,-69.00,1.00
64195.00,1970-01-01 00:01:04.195,7.32,3.04,1981.57,1.03,0.00,1.00,1.00,10.02,0.36,12.16,42.30,60.34,-199.92,30.63,-0.43,-0.02,21.00,6088.77,-69.00,1.00
64295.00,1970-01-01 00:01:04.295,3.68,3.28,1985.87,1.06,0.00,1.00,1.00,10.47,0.37,12.13,42.30,60.34,-199.92,30.63,-0.42,-0.04,21.00,6084.92,-69.00,1.00
64395.00,1970-01-01 00:01:04.395,5.69,3.51,2079.15,1.07,0.00,1.00,1.00,10.89,0.38,12.15,42.27,60.23,-199.92,30.75,-0.44,-0.04,21.00,6047.10,-72.00,1.00
64495.00,1970-01-01 00:01:04.495,7.03,3.75,2070.07,1.09,0.00,1.00,1.00,11.45,0.39,12.13,42.27,60.23,-199.92,30.75,-0.39,-0.00,21.00,6049.99,-72.00,1.00
64595.00,1970-01-01 00:01:04.595,8.21,4.10,2121.57,1.08,0.00,1.00,1.00,12.18,0.40,12.17,42.27,60.23,-199.92,30.75,-0.41,-0.02,21.00,6033.61,-73.00,1.00
64695.00,1970-01-01 00:01:04.695,8.51,4.21,2182.89,1.06,0.00,1.00,1.00,12.19,0.41,12.16,42.38,60.30,-199.92,30.75,-0.39,0.02,21.00,6014.12,-74.00,1.00
64795.00,1970-01-01 00:01:04.795,8.51,4.21,2179.01,1.08,0.00,1.00,1.00,11.87,0.42,12.12,42.38,60.30,-199.92,30.66,-0.43,-0.03,21.00,6015.35,-74.00,1.00
64895.00,1970-01-01 00:01:04.895,3.21,4.33,2278.21,1.06,0.00,1.00,1.00,11.89,0.43,12.16,42.38,60.30,-199.92,30.66,-0.42,-0.02,21.00,5999.28,-76.00,1.00
64995.00,1970-01-01 00:01:04.995,5.63,4.56,2257.68,1.06,0.00,1.00,1.00,12.23,0.44,12.11,42.32,60.31,-199.92,30.66,-0.40,0.02,21.00,5994.55,-75.00,1.00
65095.00,1970-01-01 00:01:05.095,7.90,4.92,2355.76,1.06,0.00,1.00,1.00,12.85,0.45,12.20,42.32,60.31,-199.92,30.66,-0.45,0.00,21.00,6017.15,-77.00,1.00
65195.00,1970-01-01 00:01:05.195,8.91,5.15,2400.91,1.05,0.00,1.00,1.00,13.14,0.47,12.15,42.34,60.23,-199.92,30.63,-0.41,-0.03,21.00,6027.55,-78.00,1.00
65295.00,1970-01-01 00:01:05.295,9.60,5.38,2403.36,1.03,0.00,1.00,1.00,13.42,0.48,12.15,42.34,60.23,-199.92,30.63,-0.41,-0.02,21.00,6028.12,-78.00,1.00
65395.00,1970-01-01 00:01:05.395,9.60,5.38,2513.67,1.02,0.00,1.00,1.00,13.12,0.49,12.15,42.34,60.23,-199.92,30.63,-0.41,-0.03,21.00,6037.95,-80.00,1.00
65495.00,1970-01-01 00:01:05.495,5.43,5.62,2522.55,1.03,0.00,1.00,1.00,13.39,0.50,12.10,42.32,60.28,-199.92,30.63,-0.41,0.00,21.00,6029.88,-80.00,1.00
65595.00,1970-01-01 00:01:05.595,7.39,5.85,2546.69,1.02,0.00,1.00,1.00,13.64,0.51,12.16,42.32,60.28,-199.92,30.77,-0.45,-0.03,21.00,6007.92,-80.00,1.00
65695.00,1970-01-01 00:01:05.695,9.39,6.20,2654.05,1.05,0.00,1.00,1.00,14.16,0.52,12.14,42.35,60.26,-199.92,30.77,-0.41,0.00,21.00,5910.29,-82.00,1.00
65795.00,1970-01-01 00:01:05.795,10.66,6.55,2700.45,1.08,0.00,1.00,1.00,14.66,0.53,12.18,42.35,60.26,-199.92,30.77,-0.41,-0.01,21.00,5868.09,-83.00,1.00
65895.00,1970-01-01 00:01:05.895,10.66,6.55,2768.74,1.09,0.00,1.00,1.00,14.22,0.55,12.17,42.35,60.26,-199.92,30.77,-0.42,-0.03,21.00,5867.12,-84.00,1.00
65995.00,1970-01-01 00:01:05.995,6.36,6.79,2816.44,1.09,0.00,1.00,1.00,14.44,0.56,12.15,42.37,60.38,-199.92,30.71,-0.41,-0.01,21.00,5979.34,-85.00,1.00
66095.00,1970-01-01 00:01:06.095,8.92,7.14,2229.24,1.10,0.00,2.00,1.00,14.90,0.57,12.11,42.37,60.38,-199.92,30.71,-0.42,-0.04,21.00,5805.28,-75.00,1.00
66195.00,1970-01-01 00:01:06.195,10.60,7.49,2100.77,1.20,0.00,2.00,1.00,15.48,0.58,12.01,42.37,60.38,-199.92,30.71,-0.41,-0.02,21.00,6493.66,-72.00,1.00
66295.00,1970-01-01 00:01:06.295,9.49,7.61,1320.51,1.28,0.00,2.00,1.00,15.37,0.59,12.22,42.38,60.31,-199.92,30.71,-0.43,0.00,21.00,7289.26,-44.00,1.00
66395.00,1970-01-01 00:01:06.395,9.49,7.61,1228.05,1.51,0.00,2.00,1.00,15.21,0.59,12.17,42.38,60.31,-199.92,30.66,-0.41,0.00,21.00,7000.00,-42.00,1.00
66495.00,1970-01-01 00:01:06.495,5.96,7.84,1406.06,1.51,0.00,2.00,1.00,15.50,0.60,12.07,42.35,60.26,-199.92,30.66,-0.41,-0.01,21.00,7640.21,-48.00,1.00
66595.00,1970-01-01 00:01:06.595,9.52,8.31,1785.90,1.51,0.00,2.00,1.00,16.25,0.61,12.18,42.35,60.26,-199.92,30.66,-0.42,-0.01,21.00,7246.33,-58.00,1.00
66695.00,1970-01-01 00:01:06.695,9.22,8.54,1820.11,1.23,0.00,2.00,1.00,16.36,0.62,12.16,42.35,60.26,-199.92,30.66,-0.40,0.01,21.00,7212.33,-59.00,1.00
66795.00,1970-01-01 00:01:06.795,9.80,8.66,1746.72,1.02,0.00,2.00,1.00,16.42,0.63,12.19,42.41,60.27,-199.92,30.69,-0.43,-0.02,21.00,7291.74,-56.00,1.00
66895.00,1970-01-01 00:01:06.895,9.80,8.66,1760.43,1.01,0.00,2.00,1.00,16.08,0.64,12.15,42.41,60.27,-199.92,30.69,-0.42,-0.02,21.00,7271.63,-56.00,1.00
67033.00,1970-01-01 00:01:07.033,9.08,9.25,1784.89,1.01,0.00,2.00,1.00,16.83,0.65,12.17,42.34,60.26,-199.92,30.69,-0.40,0.01,21.00,7247.33,-58.00,1.00
67133.00,1970-01-01 00:01:07.133,10.74,9.60,1474.91,0.99,0.00,2.00,1.00,17.28,0.66,12.17,42.34,60.26,-199.92,30.69,-0.45,0.01,21.00,7922.66,-50.00,1.00
67233.00,1970-01-01 00:01:07.233,11.50,9.83,1506.93,0.97,0.00,2.00,1.00,17.52,0.67,12.19,42.34,60.26,-199.92,30.73,-0.40,-0.02,21.00,8004.98,-52.00,1.00
67333.00,1970-01-01 00:01:07.333,11.50,9.83,1834.05,1.51,0.00,2.00,1.00,17.18,0.68,12.20,42.39,60.28,-199.92,30.73,-0.44,-0.03,21.00,7198.49,-61.00,1.00
67433.00,1970-01-01 00:01:07.433,6.23,10.06,1797.30,1.18,0.00,2.00,1.00,17.43,0.69,12.22,42.39,60.28,-199.92,30.73,-0.38,-0.04,21.00,7235.01,-58.00,1.00
67533.00,1970-01-01 00:01:07.533,9.09,10.42,1749.50,1.01,0.00,2.00,1.00,17.70,0.70,12.14,42.37,60.23,-199.92,30.73,-0.40,-0.01,21.00,7283.49,-56.00,1.00
67633.00,1970-01-01 00:01:07.633,10.97,10.77,1765.43,0.96,0.00,2.00,1.00,18.13,0.71,12.17,42.37,60.23,-199.92,30.70,-0.46,-0.02,21.00,7266.67,-56.00,1.00
67733.00,1970-01-01 00:01:07.733,10.97,10.77,1786.70,0.94,0.00,2.00,1.00,17.80,0.72,12.10,42.37,60.23,-199.92,30.70,-0.41,0.01,21.00,7245.54,-58.00,1.00
67833.00,1970-01-01 00:01:07.833,7.41,11.12,1797.73,0.89,0.00,2.00,1.00,18.22,0.72,12.16,42.33,60.23,-199.92,30.70,-0.45,-0.01,21.00,7234.58,-58.00,1.00
67933.00,1970-01-01 00:01:07.933,9.92,11.47,1777.86,0.90,0.00,2.00,1.00,18.47,0.74,12.06,42.33,60.23,-199.92,30.70,-0.39,0.02,21.00,7254.32,-58.00,1.00
68033.00,1970-01-01 00:01:08.033,11.64,11.82,1794.31,0.91,0.00,2.00,1.00,18.87,0.74,12.17,42.45,60.27,-199.92,30.73,-0.42,-0.02,21.00,7237.97,-58.00,1.00
68133.00,1970-01-01 00:01:08.133,10.53,11.94,1803.62,0.89,0.00,2.00,1.00,18.73,0.76,12.03,42.45,60.27,-199.92,30.73,-0.43,0.01,21.00,7228.73,-59.00,1.00
68233.00,1970-01-01 00:01:08.233,10.53,11.94,1792.60,0.88,0.00,2.00,1.00,18.57,0.76,12.20,42.45,60.27,-199.92,30.73,-0.41,-0.01,21.00,7239.67,-58.00,1.00
68333.00,1970-01-01 00:01:08.333,7.39,12.29,1817.71,0.87,0.00,2.00,1.00,18.80,0.78,11.99,42.40,60.32,-199.92,30.73,-0.44,0.02,21.00,7214.72,-59.00,1.00
68433.00,1970-01-01 00:01:08.433,10.70,12.76,1811.70,0.87,0.00,2.00,1.00,19.36,0.78,12.21,42.40,60.32,-199.92,30.62,-0.41,-0.02,21.00,7220.69,-59.00,1.00
68533.00,1970-01-01 00:01:08.533,11.77,12.99,1826.85,0.87,0.00,2.00,1.00,19.39,0.80,12.13,42.48,60.27,-199.92,30.62,-0.42,0.02,21.00,7205.64,-60.00,1.00
68633.00,1970-01-01 00:01:08.633,11.77,12.99,1848.00,0.86,0.00,2.00,1.00,19.24,0.80,12.18,42.48,60.27,-199.92,30.62,-0.39,-0.01,21.00,7184.62,-61.00,1.00
68733.00,1970-01-01 00:01:08.733,8.48,13.34,1823.49,0.82,0.00,2.00,1.00,19.45,0.82,12.18,42.48,60.27,-199.92,30.62,-0.42,-0.01,21.00,7208.98,-59.00,1.00
68833.00,1970-01-01 00:01:08.833,11.46,13.81,1863.27,0.82,0.00,2.00,1.00,19.97,0.82,12.13,42.46,60.41,-199.92,30.66,-0.42,-0.02,21.00,7169.45,-62.00,1.00
68933.00,1970-01-01 00:01:08.933,12.78,14.16,1852.02,0.80,0.00,2.00,1.00,20.16,0.83,12.20,42.46,60.41,-199.92,30.66,-0.43,0.01,21.00,7180.63,-62.00,1.00
69033.00,1970-01-01 00:01:09.033,12.78,14.16,1875.67,0.81,0.00,2.00,1.00,20.01,0.84,12.15,42.42,60.28,-199.92,30.66,-0.43,0.00,21.00,7157.13,-63.00,1.00
69133.00,1970-01-01 00:01:09.133,9.01,14.51,1863.73,0.82,0.00,2.00,1.00,20.20,0.85,12.20,42.42,60.28,-199.92,30.66,-0.38,-0.02,21.00,7168.99,-62.00,1.00
69233.00,1970-01-01 00:01:09.233,11.85,14.98,1853.31,0.85,0.00,2.00,1.00,20.54,0.87,12.12,42.42,60.28,-199.92,30.69,-0.42,-0.01,21.00,7179.35,-62.00,1.00
69333.00,1970-01-01 00:01:09.333,11.30,15.21,1890.39,0.83,0.00,2.00,1.00,20.71,0.87,12.16,42.48,60.39,-199.92,30.69,-0.42,-0.00,21.00,7142.50,-64.00,1.00
69433.00,1970-01-01 00:01:09.433,11.30,15.21,1875.12,0.84,0.00,2.00,1.00,20.41,0.89,12.09,42.48,60.39,-199.92,30.69,-0.42,-0.02,21.00,7157.68,-63.00,1.00
69533.00,1970-01-01 00:01:09.533,6.91,15.45,1914.18,0.84,0.00,2.00,1.00,20.58,0.89,12.15,42.55,60.36,-199.92,30.69,-0.45,-0.01,21.00,7118.86,-65.00,1.00
69633.00,1970-01-01 00:01:09.633,10.73,15.92,1907.61,0.85,0.00,2.00,1.00,20.90,0.90,12.21,42.55,60.36,-199.92,30.74,-0.40,-0.01,21.00,7125.39,-65.00,1.00
69733.00,1970-01-01 00:01:09.733,12.50,16.27,1887.45,0.84,0.00,2.00,1.00,21.07,0.92,12.17,42.55,60.36,-199.92,30.74,-0.41,-0.01,21.00,7145.43,-63.00,1.00
69833.00,1970-01-01 00:01:09.833,12.50,16.27,1957.87,0.80,0.00,2.00,1.00,20.92,0.92,12.21,42.53,60.37,-199.92,30.74,-0.40,-0.04,21.00,7075.45,-68.00,1.00
69933.00,1970-01-01 00:01:09.933,10.07,16.74,1921.26,0.81,0.00,2.00,1.00,21.23,0.94,12.05,42.53,60.37,-199.92,30.74,-0.43,-0.01,21.00,7111.83,-65.00,1.00
70033.00,1970-01-01 00:01:10.033,12.69,17.20,1956.09,0.80,0.00,2.00,1.00,21.68,0.94,12.20,42.53,60.41,-199.92,30.69,-0.43,0.01,21.00,7077.23,-68.00,1.00
70133.00,1970-01-01 00:01:10.133,13.18,17.32,1970.02,0.84,0.00,2.00,1.00,21.54,0.96,12.18,42.53,60.41,-199.92,30.69,-0.42,0.03,21.00,7063.38,-68.00,1.00
70233.00,1970-01-01 00:01:10.233,6.56,17.44,1973.91,0.86,0.00,2.00,1.00,21.40,0.97,12.13,42.53,60.41,-199.92,30.69,-0.45,-0.02,21.00,7059.51,-68.00,1.00
70333.00,1970-01-01 00:01:10.333,10.65,17.91,1950.81,0.84,0.00,2.00,1.00,21.83,0.97,12.16,42.60,60.41,-199.92,30.69,-0.40,-0.02,21.00,7082.47,-68.00,1.00
70433.00,1970-01-01 00:01:10.433,13.14,18.37,1978.63,0.86,0.00,2.00,1.00,22.12,0.99,12.21,42.60,60.41,-199.92,30.62,-0.41,-0.00,21.00,7054.82,-69.00,1.00
70533.00,1970-01-01 00:01:10.533,13.57,18.49,1996.94,0.86,0.00,2.00,1.00,21.98,1.00,12.14,42.53,60.48,-199.92,30.62,-0.42,-0.04,21.00,7036.63,-69.00,1.00
70633.00,1970-01-01 00:01:10.633,8.89,18.73,1987.91,0.85,0.00,2.00,1.00,22.12,1.01,12.17,42.53,60.48,-199.92,30.62,-0.41,-0.00,21.00,7045.61,-69.00,1.00
70733.00,1970-01-01 00:01:10.733,12.16,19.19,1982.26,0.85,0.00,2.00,1.00,22.39,1.02,12.18,42.53,60.48,-199.92,30.62,-0.43,0.00,21.00,7051.22,-69.00,1.00
70833.00,1970-01-01 00:01:10.833,13.74,19.54,2054.79,0.82,0.00,2.00,1.00,22.52,1.03,12.14,42.57,60.63,-199.92,30.64,-0.40,-0.02,21.00,6739.99,-71.00,1.00
70933.00,1970-01-01 00:01:10.933,13.74,19.54,1995.58,0.82,0.00,2.00,1.00,22.39,1.04,12.16,42.57,60.63,-199.92,30.64,-0.41,-0.01,21.00,7037.99,-69.00,1.00
71033.00,1970-01-01 00:01:11.033,10.28,20.01,2043.14,0.80,0.00,2.00,1.00,22.65,1.05,12.16,42.62,60.59,-199.92,30.64,-0.41,-0.01,21.00,6802.42,-71.00,1.00
71133.00,1970-01-01 00:01:11.133,13.06,20.48,2034.73,0.83,0.00,2.00,1.00,22.91,1.06,12.15,42.62,60.59,-199.92,30.64,-0.41,-0.02,21.00,6847.52,-71.00,1.00
71233.00,1970-01-01 00:01:11.233,14.07,20.72,2048.59,0.83,0.00,2.00,1.00,23.04,1.07,12.19,42.62,60.59,-199.92,30.64,-0.42,-0.02,21.00,6773.26,-71.00,1.00
71333.00,1970-01-01 00:01:11.333,8.25,20.83,2043.91,0.86,0.00,2.00,1.00,22.91,1.08,12.19,42.64,60.57,-199.92,30.64,-0.40,0.01,21.00,6798.31,-71.00,1.00
71433.00,1970-01-01 00:01:11.433,12.58,21.42,2054.02,0.85,0.00,2.00,1.00,23.29,1.09,12.09,42.64,60.57,-199.92,30.64,-0.44,-0.04,21.00,6744.14,-71.00,1.00
71533.00,1970-01-01 00:01:11.533,12.75,21.77,2051.14,0.84,0.00,2.00,1.00,23.54,1.10,12.21,42.68,60.60,-199.92,30.64,-0.39,-0.01,21.00,6759.56,-71.00,1.00
71633.00,1970-01-01 00:01:11.633,12.75,21.77,2078.03,0.87,0.00,2.00,1.00,23.29,1.11,12.21,42.68,60.60,-199.92,30.64,-0.41,-0.01,21.00,6615.49,-72.00,1.00
71733.00,1970-01-01 00:01:11.733,10.88,22.24,2096.95,0.87,0.00,2.00,1.00,23.54,1.12,12.21,42.68,60.60,-199.92,30.64,-0.45,0.01,21.00,6514.12,-72.00,1.00
71833.00,1970-01-01 00:01:11.833,13.62,22.70,2103.79,0.90,0.00,2.00,1.00,23.79,1.13,12.10,42.71,60.67,-199.92,30.64,-0.42,0.01,21.00,6477.48,-72.00,1.00
71933.00,1970-01-01 00:01:11.933,12.70,22.82,2101.61,0.89,0.00,2.00,1.00,23.79,1.14,12.18,42.71,60.67,-199.92,30.64,-0.42,0.01,21.00,6489.13,-72.00,1.00
72033.00,1970-01-01 00:01:12.033,8.97,23.06,2125.10,0.87,0.00,2.00,1.00,23.79,1.15,12.19,42.70,60.70,-199.92,30.73,-0.41,-0.00,21.00,6363.30,-73.00,1.00
72133.00,1970-01-01 00:01:12.133,12.55,23.52,2124.42,0.86,0.00,2.00,1.00,24.03,1.16,12.20,42.70,60.70,-199.92,30.73,-0.42,0.01,21.00,6366.93,-73.00,1.00
72233.00,1970-01-01 00:01:12.233,14.78,23.99,2142.86,0.88,0.00,2.00,1.00,24.27,1.17,12.02,42.70,60.70,-199.92,30.73,-0.39,-0.01,21.00,6268.14,-73.00,1.00
72333.00,1970-01-01 00:01:12.333,14.78,23.99,2149.92,0.89,0.00,2.00,1.00,24.04,1.19,12.20,42.73,60.64,-199.92,30.73,-0.43,-0.02,21.00,6230.29,-73.00,1.00
72433.00,1970-01-01 00:01:12.433,12.63,24.58,2164.03,0.92,0.00,2.00,1.00,24.51,1.19,12.17,42.73,60.64,-199.92,30.66,-0.44,-0.03,21.00,6154.67,-73.00,1.00
