OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1114.00,1970-01-01 00:00:01.114,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.09,0.00,0.00,0.00,-0.37,0.07,17.00,10.00,0.00,0.00
2207.00,1970-01-01 00:00:02.207,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,13.08,26.03,26.02,26.12,-0.38,0.06,17.00,10.00,0.00,0.00
3300.00,1970-01-01 00:00:03.300,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.89,26.08,26.03,26.18,-0.35,0.08,17.00,10.00,0.00,0.00
4393.00,1970-01-01 00:00:04.393,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.90,26.09,26.10,26.16,-0.38,0.08,17.00,10.00,0.00,0.00
5480.00,1970-01-01 00:00:05.480,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.94,26.03,26.08,26.25,-0.44,0.07,17.00,10.00,0.00,0.00
6573.00,1970-01-01 00:00:06.573,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.88,26.08,26.13,26.21,-0.35,0.07,17.00,10.00,0.00,0.00
7666.00,1970-01-01 00:00:07.666,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.85,26.16,26.20,26.27,-0.38,0.08,17.00,10.00,0.00,0.00
8759.00,1970-01-01 00:00:08.759,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.85,26.10,26.09,26.21,-0.36,0.07,17.00,10.00,0.00,0.00
9759.00,1970-01-01 00:00:09.759,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.85,26.07,26.05,26.27,-0.36,0.07,17.00,10.00,0.00,0.00
10759.00,1970-01-01 00:00:10.759,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.88,26.20,26.14,26.19,-0.39,0.08,17.00,10.00,0.00,0.00
11759.00,1970-01-01 00:00:11.759,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.85,26.19,26.08,26.18,-0.38,0.07,17.00,10.00,0.00,0.00
12759.00,1970-01-01 00:00:12.759,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.86,26.16,26.08,26.29,-0.35,0.07,17.00,10.00,0.00,0.00
13759.00,1970-01-01 00:00:13.759,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.85,26.19,26.13,26.27,-0.37,0.08,17.00,10.00,0.00,0.00
14759.00,1970-01-01 00:00:14.759,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.80,26.16,26.16,26.27,-0.37,0.08,17.00,10.00,0.00,0.00
15759.00,1970-01-01 00:00:15.759,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.82,26.16,26.09,26.29,-0.38,0.07,17.00,10.00,0.00,0.00
16759.00,1970-01-01 00:00:16.759,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.81,26.16,26.13,26.32,-0.36,0.07,17.00,10.00,0.00,0.00
17759.00,1970-01-01 00:00:17.759,0.00,0.00,0.00,0.82,0.00,1.00,1.00,0.00,0.00,12.78,26.13,26.16,26.29,-0.40,0.07,17.00,10.00,0.00,0.00
18759.00,1970-01-01 00:00:18.759,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.77,26.20,26.19,26.23,-0.36,0.07,17.00,10.00,0.00,0.00
19759.00,1970-01-01 00:00:19.759,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.86,26.18,26.19,26.37,-0.39,0.06,17.00,10.00,0.00,0.00
20787.00,1970-01-01 00:00:20.787,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.89,26.10,26.20,26.30,-0.37,0.08,17.00,10.00,0.00,0.00
21874.00,1970-01-01 00:00:21.874,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.90,26.16,26.18,26.34,-0.36,0.07,17.00,10.00,0.00,0.00
22967.00,1970-01-01 00:00:22.967,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.88,26.16,26.21,26.27,-0.36,0.08,17.00,10.00,0.00,0.00
24060.00,1970-01-01 00:00:24.060,0.00,0.00,0.00,0.83,0.00,1.00,1.00,0.00,0.00,12.84,26.10,26.16,26.23,-0.40,0.08,17.00,10.00,0.00,0.00
25153.00,1970-01-01 00:00:25.153,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.85,26.23,26.21,26.30,-0.36,0.08,17.00,10.00,0.00,0.00
