Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 23:55:43.659,-9555.3,0.0,0.0,1.4677,false,A1,1.0,0.0,0.0,12.24537,58.32813,43.53125,114.5625,-9.75,-0.229645,TEST_STOPPED
2018-06-27 23:55:43.796,-9555.3,0.0,0.0,1.4677,true,A1,1.0,0.0,0.0,9.314488,58.32813,43.53125,114.5625,-9.75,-0.250131,TEST_BURNING
2018-06-27 23:55:43.897,-9555.3,0.0,0.0,1.4677,true,A1,1.0,0.0,0.0,10.18723,58.39063,43.57813,114.375,-9.75,-0.343981,TEST_BURNING
2018-06-27 23:55:44.007,11.92,0.0,1.455947,1.4677,true,A1,1.0,0.0,0.00627,11.27832,58.39063,43.57813,114.375,-9.747244,-0.309613,TEST_BURNING
2018-06-27 23:55:44.114,11.92,0.0,1169.716,1.4677,false,A1,1.0,0.0,0.01254,11.42687,58.33594,43.64063,114.3359,-9.747244,-0.227,TEST_BURNING
2018-06-27 23:55:44.214,11.92,0.0,1509.168,1.4677,false,A1,1.0,0.0,0.018781,12.07027,58.33594,43.64063,114.3359,-9.75,-0.232949,TEST_BURNING
2018-06-27 23:55:44.314,11.92,0.0,1823.791,1.4677,false,A1,1.0,0.0,0.02974,12.0737,58.33594,43.64063,114.3359,-9.75,-0.238896,TEST_BURNING
2018-06-27 23:55:44.424,-0.01,0.0,1831.781,1.4677,false,A1,1.0,0.0,0.035102,12.11238,58.33594,43.59375,115.6094,-9.75,-0.302343,TEST_BURNING
2018-06-27 23:55:44.516,-0.01,0.0,1824.623,1.4677,false,A1,1.0,0.0,0.045848,12.11948,58.33594,43.59375,115.6094,-9.75,-0.294413,TEST_BURNING
2018-06-27 23:55:44.665,-0.01,0.0,1835.564,1.4677,false,A1,1.0,0.0,0.056572,12.10094,58.35156,43.60156,124.6094,-9.747244,-0.252775,TEST_BURNING
2018-06-27 23:55:44.714,-0.01,0.0,1831.474,1.4677,false,A1,1.0,0.0,0.061935,12.12222,58.35156,43.60156,124.6094,-9.75,-0.292429,TEST_BURNING
2018-06-27 23:55:44.824,1.06,0.117035,1830.412,1.4677,false,A1,1.0,2.117141,0.0673,12.12085,58.35156,43.60156,124.6094,-9.75,-0.315561,TEST_BURNING
2018-06-27 23:55:44.917,1.06,0.117035,1810.2,1.4677,false,A1,1.0,1.824968,0.078074,12.1268,58.32813,43.59375,135.1875,-9.75,-0.281195,TEST_BURNING
2018-06-27 23:55:45.018,1.53,0.23407,1830.803,1.4677,false,A1,1.0,3.415293,0.083438,12.12039,58.32813,43.59375,135.1875,-9.75,-0.297056,TEST_BURNING
2018-06-27 23:55:45.124,1.53,0.23407,1840.208,1.4677,false,A1,1.0,3.026442,0.094159,12.12451,58.32813,43.59375,135.1875,-9.75,-0.347285,TEST_BURNING
2018-06-27 23:55:45.207,1.53,0.23407,1838.432,1.449472,false,A1,1.0,2.863668,0.099511,12.09247,58.30469,43.71094,143.5781,-9.747244,-0.340676,TEST_BURNING
2018-06-27 23:55:45.308,1.97,0.351104,1840.66,1.4677,false,A1,1.0,3.878331,0.110214,12.09384,58.30469,43.71094,143.5781,-9.748622,-0.367773,TEST_BURNING
2018-06-27 23:55:45.410,2.36,0.468139,1827.012,1.419873,false,A1,1.0,4.930867,0.115584,12.13481,58.30469,43.71094,143.5781,-9.75,-0.35852,TEST_BURNING
2018-06-27 23:55:45.510,2.72,0.585174,1833.489,1.388601,false,A1,1.0,5.639653,0.126322,12.12222,58.28125,43.64844,151.9297,-9.75,-0.372399,TEST_BURNING
2018-06-27 23:55:45.609,2.72,0.585174,1828.934,1.230868,false,A1,1.0,5.409814,0.131689,12.1014,58.28125,43.64844,151.9297,-9.75,-0.37372,TEST_BURNING
2018-06-27 23:55:45.776,3.33,0.819244,1822.49,1.161895,false,A1,1.0,6.748073,0.147802,12.12543,58.28125,43.66406,159.4375,-9.75,-0.406766,TEST_BURNING
2018-06-27 23:55:45.850,3.58,0.936278,1835.003,1.192684,false,A1,1.0,7.442321,0.153159,12.13664,58.28125,43.66406,159.4375,-9.75,-0.423289,TEST_BURNING
2018-06-27 23:55:45.957,3.83,1.053313,1814.361,1.191662,false,A1,1.0,7.822657,0.163927,12.14969,58.28125,43.66406,159.4375,-9.747244,-0.437168,TEST_BURNING
2018-06-27 23:55:46.058,4.05,1.170348,1810.528,1.151973,false,A1,1.0,8.414869,0.169322,12.12886,58.30469,43.60156,168.4375,-9.75,-0.390905,TEST_BURNING
2018-06-27 23:55:46.153,4.26,1.287383,1817.521,1.110222,false,A1,1.0,8.702072,0.180108,12.11078,58.30469,43.60156,168.4375,-9.747244,-0.398836,TEST_BURNING
2018-06-27 23:55:46.274,4.49,1.404418,1811.102,1.0618,false,A1,1.0,9.217093,0.185502,12.13893,58.30469,43.60156,168.4375,-9.748622,-0.367111,TEST_BURNING
2018-06-27 23:55:46.373,4.65,1.521452,1800.828,1.170145,false,A1,1.0,9.434975,0.19632,12.10666,58.3125,43.64844,174.8828,-9.75,-0.383635,TEST_BURNING
2018-06-27 23:55:46.474,5.03,1.755522,1803.399,1.155875,false,A1,1.0,10.59473,0.201727,12.13893,58.3125,43.64844,174.8828,-9.75,-0.376365,TEST_BURNING
2018-06-27 23:55:46.547,5.21,1.872557,1802.776,1.114737,false,A1,1.0,10.72666,0.212529,12.13001,58.3125,43.64844,174.8828,-9.75,-0.390244,TEST_BURNING
2018-06-27 23:55:46.648,5.38,1.989592,1793.99,1.124845,false,A1,1.0,11.11358,0.21795,12.04738,58.35156,43.67969,180.8203,-9.75,-0.404123,TEST_BURNING
2018-06-27 23:55:46.757,5.6,2.106626,1802.126,1.118695,false,A1,1.0,11.21143,0.228757,12.15793,58.35156,43.67969,180.8203,-9.75,-0.391567,TEST_BURNING
2018-06-27 23:55:46.891,6.1,2.457731,1815.514,0.955053,false,A1,1.0,12.49074,0.239548,12.08972,58.28125,43.64844,185.8125,-9.75,-0.361164,TEST_BURNING
2018-06-27 23:55:46.964,6.26,2.574766,1806.875,0.981809,false,A1,1.0,12.79699,0.24495,12.07141,58.28125,43.64844,185.8125,-9.75,-0.375043,TEST_BURNING
2018-06-27 23:55:47.064,6.43,2.6918,1814.47,0.968803,false,A1,1.0,13.09065,0.250339,12.14534,58.28125,43.64844,185.8125,-9.75,-0.36513,TEST_BURNING
2018-06-27 23:55:47.174,6.67,2.92587,1830.775,0.972909,false,A1,1.0,13.64271,0.261097,12.14099,58.19531,43.625,191.5234,-9.748622,-0.350589,TEST_BURNING
2018-06-27 23:55:47.273,6.93,3.15994,1833.937,0.912279,false,A1,1.0,14.43778,0.266456,12.1442,58.19531,43.625,191.5234,-9.75,-0.367773,TEST_BURNING
2018-06-27 23:55:47.383,7.19,3.394009,1861.908,0.850182,false,A1,1.0,14.91181,0.277096,12.17144,58.19531,43.625,191.5234,-9.75,-0.339355,TEST_BURNING
2018-06-27 23:55:47.457,7.33,3.511044,1875.205,0.859658,false,A1,1.0,15.13678,0.28239,12.10735,58.23438,43.75,196.0234,-9.75,-0.334067,TEST_BURNING
2018-06-27 23:55:47.558,7.56,3.745114,1926.968,0.947527,false,A1,1.0,15.56882,0.292857,12.11032,58.23438,43.75,196.0234,-9.75,-0.377686,TEST_BURNING
2018-06-27 23:55:47.658,7.87,3.979183,1966.407,0.903639,false,A1,1.0,15.9783,0.303187,12.07507,58.23438,43.75,196.0234,-9.75,-0.332084,TEST_BURNING
2018-06-27 23:55:47.758,8.15,4.213253,1974.236,0.886824,false,A1,1.0,16.63615,0.308327,12.13848,58.26563,43.71094,200.8125,-9.75,-0.282517,TEST_BURNING
2018-06-27 23:55:47.859,8.51,4.564357,2028.089,0.934131,false,A1,1.0,17.44623,0.318511,12.12291,58.26563,43.71094,200.8125,-9.75,-0.343321,TEST_BURNING
2018-06-27 23:55:48.009,8.87,4.915461,2100.693,1.130977,false,A1,1.0,17.93489,0.333666,12.18448,58.25781,43.75781,205.9375,-9.75,-0.315561,TEST_BURNING
2018-06-27 23:55:48.091,8.97,5.032496,2131.022,1.052547,false,A1,1.0,18.08985,0.338685,12.09957,58.25781,43.75781,205.9375,-9.75,-0.327458,TEST_BURNING
2018-06-27 23:55:48.177,9.3,5.383601,2164.854,1.07646,false,A1,1.0,18.79653,0.348692,12.03067,58.25781,43.75781,205.9375,-9.75,-0.384295,TEST_BURNING
2018-06-27 23:55:48.278,9.56,5.61767,2231.23,1.101953,false,A1,1.0,19.07048,0.358626,12.07897,58.35156,43.66406,211.6328,-9.75,-0.301682,TEST_BURNING
2018-06-27 23:55:48.391,9.97,5.968774,2262.913,1.066352,false,A1,1.0,19.98685,0.36357,12.0325,58.35156,43.66406,211.6328,-9.748622,-0.297056,TEST_BURNING
2018-06-27 23:55:48.507,10.38,6.319879,2344.254,1.239564,false,A1,1.0,20.33305,0.378402,12.0071,58.35156,43.66406,211.6328,-9.75,-0.287142,TEST_BURNING
2018-06-27 23:55:48.567,10.56,6.553948,2361.275,1.211172,false,A1,1.0,20.81418,0.383346,12.03502,58.21875,43.66406,217.0156,-9.75,-0.331422,TEST_BURNING
2018-06-27 23:55:48.674,10.77,6.788019,2415.508,1.213866,false,A1,1.0,21.01547,0.393234,12.09064,58.21875,43.66406,217.0156,-9.75,-0.211799,TEST_BURNING
2018-06-27 23:55:48.773,11.05,7.139123,2469.237,1.148573,false,A1,1.0,21.56034,0.403122,12.06294,58.21875,43.66406,217.0156,-9.74311,-0.345963,TEST_BURNING
2018-06-27 23:55:48.874,11.42,7.490227,2527.966,1.094651,false,A1,1.0,22.07911,0.41301,12.03777,58.21875,43.64844,222.7656,-9.75,-0.259385,TEST_BURNING
2018-06-27 23:55:48.974,11.8,7.841332,2611.989,1.130141,false,A1,1.0,22.31278,0.427842,12.08492,58.21875,43.64844,222.7656,-9.75,-0.282517,TEST_BURNING
2018-06-27 23:55:49.140,12.22,8.426505,2676.122,1.131776,false,A1,1.0,23.17452,0.442674,12.12589,58.1875,43.67969,228.4375,-9.75,-0.312918,TEST_BURNING
2018-06-27 23:55:49.190,12.36,8.54354,2699.602,1.220853,false,A1,1.0,23.23686,0.447618,12.11742,58.1875,43.67969,228.4375,-9.75,-0.228322,TEST_BURNING
2018-06-27 23:55:49.290,12.57,8.894645,2768.358,1.232559,false,A1,1.0,23.41591,0.46245,12.13733,58.1875,43.67969,228.4375,-9.75,-0.215766,TEST_BURNING
2018-06-27 23:55:49.384,12.9,9.245749,2807.28,1.320446,false,A1,1.0,23.83068,0.472338,12.07942,58.1875,43.57813,235.9531,-9.75,-0.269299,TEST_BURNING
2018-06-27 23:55:49.494,13.32,9.713888,2919.779,1.368942,false,A1,1.0,24.27503,0.48717,12.01282,58.1875,43.57813,235.9531,-9.75,-0.283838,TEST_BURNING
2018-06-27 23:55:49.593,13.63,10.06499,2977.372,1.4677,false,A1,1.0,24.65208,0.497058,12.10803,58.1875,43.57813,235.9531,-9.75,-0.27062,TEST_BURNING
2018-06-27 23:55:49.707,13.86,10.53313,3013.485,1.407182,false,A1,1.0,25.05117,0.51189,12.06752,58.19531,43.55469,241.8047,-9.75,-0.257402,TEST_BURNING
2018-06-27 23:55:49.794,14.21,10.88424,3084.912,1.298874,false,A1,1.0,25.39565,0.521778,12.10964,58.19531,43.55469,241.8047,-9.75,-0.304987,TEST_BURNING
2018-06-27 23:55:49.897,14.63,11.35238,3185.897,1.326206,false,A1,1.0,25.7558,0.53661,12.19432,58.19531,43.64844,248.1719,-9.75,-0.250131,TEST_BURNING
2018-06-27 23:55:49.974,14.95,11.70348,3223.9,1.350622,false,A1,1.0,26.07195,0.546498,12.1989,58.19531,43.64844,248.1719,-9.75,-0.250131,TEST_BURNING
