Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 17:21:53.131,-175.25,0.468139,0.0,1.4677,false,A1,1.279,-1.0,0.0,12.14191,55.3125,42.86719,186.125,-7.0,-7.0,TEST_STOPPED
2018-06-27 17:21:53.281,-76.86,1.053313,0.0,1.4677,true,A1,1.279,-1.0,0.0,9.401464,55.3125,42.86719,186.125,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.380,-44.34,1.404418,575.8099,1.4677,true,A1,1.279,3.803169,8.1E-4,10.24971,55.375,42.86719,183.1719,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.480,-18.27,1.872557,887.5,1.4677,true,A1,1.279,0.477422,0.008603,11.38247,55.375,42.86719,183.1719,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.581,-6.65,2.223661,1697.124,1.4677,false,A1,1.279,0.346548,0.014075,11.95857,55.27344,42.79688,181.1875,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.670,0.81,2.574766,2375.216,1.4677,false,A1,1.279,0.294683,0.019165,12.0341,55.27344,42.79688,181.1875,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.772,6.81,3.042905,2723.485,1.4677,false,A1,1.279,0.228312,0.029234,12.0428,55.27344,42.79688,181.1875,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.890,9.44,3.394009,2987.5,1.4677,false,A1,1.279,0.168017,0.044309,12.04967,55.27344,42.78125,180.1719,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:53.981,11.78,3.862148,3079.545,1.4677,false,A1,1.279,0.142657,0.059384,12.0444,55.27344,42.78125,180.1719,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.169,13.82,4.681392,3133.333,1.4677,false,A1,1.279,0.129191,0.079484,12.07393,55.27344,42.75781,189.5391,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.215,13.91,4.798427,3094.697,1.4677,false,A1,1.279,0.117557,0.089534,12.02975,55.27344,42.75781,189.5391,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.319,14.47,5.266566,3312.5,1.4677,false,A1,1.279,0.116004,0.099584,12.0618,55.27344,42.75781,189.5391,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.432,15.07,5.734705,3216.201,1.4677,false,A1,1.279,0.109708,0.114658,12.03914,55.27344,42.71094,202.1016,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.521,15.47,6.202844,3246.508,1.4677,false,A1,1.279,0.104875,0.129733,12.04784,55.27344,42.71094,202.1016,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.620,15.69,6.670983,3340.909,1.4677,false,A1,1.279,0.101049,0.144808,12.02563,55.27344,42.71094,202.1016,-7.0,-7.0,TEST_BURNING
2018-06-27 17:21:54.731,16.02,7.139123,3409.401,1.4677,false,A1,1.279,0.097944,0.159883,11.98695,55.3125,42.66406,213.0625,-7.0,-7.0,TEST_BURNING
