Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 23:23:51.760,0.0,0.0,0.0,1.4677,false,A1,1.343,0.0,0.0,12.33303,43.02344,36.23438,96.82031,-9.75,-0.357859,TEST_STOPPED
2018-06-27 23:23:51.911,-4224.82,0.0,0.0,1.4677,true,A1,1.343,0.0,0.0,9.560998,43.02344,36.23438,96.82031,-9.75,-0.435185,TEST_BURNING
2018-06-27 23:23:51.997,-4224.82,0.0,0.0,1.4677,true,A1,1.343,0.0,0.0,10.51865,42.97656,36.11719,96.71875,-9.75,-0.37306,TEST_BURNING
2018-06-27 23:23:52.098,-4224.82,0.0,1.559227,1.4677,true,A1,1.343,0.0,0.008143,11.37675,42.97656,36.11719,96.71875,-9.75,-0.371077,TEST_BURNING
2018-06-27 23:23:52.210,5.27,0.0,1229.433,1.4677,false,A1,1.343,0.0,0.016286,11.47929,42.97656,36.22656,96.64063,-9.75,-0.316884,TEST_BURNING
2018-06-27 23:23:52.311,5.27,0.0,1694.437,1.233172,false,A1,1.343,0.0,0.02231,12.12909,42.97656,36.22656,96.64063,-9.75,-0.369757,TEST_BURNING
2018-06-27 23:23:52.404,5.27,0.0,1773.888,0.624814,false,A1,1.343,0.0,0.033122,12.18906,42.97656,36.22656,96.64063,-9.75,-0.371077,TEST_BURNING
2018-06-27 23:23:52.510,5.27,0.0,1786.911,1.4677,false,A1,1.343,0.0,0.038525,12.21538,42.97656,36.09375,98.57031,-9.75,-0.40941,TEST_BURNING
2018-06-27 23:23:52.610,0.0,0.0,1757.881,1.4677,false,A1,1.343,0.0,0.049348,12.206,42.97656,36.09375,98.57031,-9.75,-0.419323,TEST_BURNING
2018-06-27 23:23:52.761,1.53,0.117035,1746.623,1.4677,false,A1,1.343,2.366063,0.060219,12.20966,42.96094,36.07813,108.6719,-9.748622,-0.425272,TEST_BURNING
2018-06-27 23:23:52.812,1.53,0.117035,1746.445,1.4677,false,A1,1.343,2.169438,0.065677,12.22316,42.96094,36.07813,108.6719,-9.737597,-0.377686,TEST_BURNING
2018-06-27 23:23:52.913,1.53,0.117035,1742.54,1.4677,false,A1,1.343,2.001789,0.071178,12.23735,42.96094,36.07813,108.6719,-9.75,-0.379669,TEST_BURNING
2018-06-27 23:23:53.027,1.53,0.117035,1702.393,1.4677,false,A1,1.343,1.714749,0.083092,12.22454,42.95313,36.11719,118.7969,-9.75,-0.380329,TEST_BURNING
2018-06-27 23:23:53.124,1.41,0.23407,1734.906,1.4677,false,A1,1.343,3.213555,0.088676,12.22133,42.95313,36.11719,118.7969,-9.748622,-0.382313,TEST_BURNING
2018-06-27 23:23:53.227,1.41,0.23407,1727.489,1.4677,false,A1,1.343,2.856101,0.099774,12.20096,42.95313,36.11719,118.7969,-9.75,-0.360502,TEST_BURNING
2018-06-27 23:23:53.328,1.71,0.351104,1720.8,1.4677,false,A1,1.343,4.051197,0.105512,12.23301,42.97656,36.09375,126.0625,-9.75,-0.360502,TEST_BURNING
2018-06-27 23:23:53.429,1.71,0.351104,1745.734,1.4677,false,A1,1.343,3.669777,0.116478,12.22499,42.97656,36.09375,126.0625,-9.75,-0.356539,TEST_BURNING
2018-06-27 23:23:53.530,2.03,0.468139,1766.42,1.4677,false,A1,1.343,4.67577,0.12189,12.26001,42.97656,36.09375,126.0625,-9.75,-0.343321,TEST_BURNING
2018-06-27 23:23:53.631,2.03,0.468139,1740.013,1.4677,false,A1,1.343,4.472915,0.127418,12.2401,42.95313,36.10156,133.1484,-9.75,-0.333406,TEST_BURNING
2018-06-27 23:23:53.731,2.33,0.585174,1762.995,1.4677,false,A1,1.343,5.153086,0.13825,12.25269,42.95313,36.10156,133.1484,-9.75,-0.326136,TEST_BURNING
2018-06-27 23:23:53.899,2.61,0.702209,1767.175,1.4677,false,A1,1.343,5.734623,0.149076,12.24857,42.92969,36.07031,139.7266,-9.75,-0.330763,TEST_BURNING
2018-06-27 23:23:53.949,2.86,0.819244,1777.83,1.4677,false,A1,1.343,6.456204,0.154484,12.25795,42.92969,36.07031,139.7266,-9.75,-0.354555,TEST_BURNING
2018-06-27 23:23:54.052,3.11,0.936278,1768.112,1.4677,false,A1,1.343,6.895348,0.165309,12.27123,42.92969,36.07031,139.7266,-9.75,-0.320188,TEST_BURNING
