Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 23:34:09.144,0.0,0.0,0.0,1.4677,false,A1,1.019,0.0,0.0,12.3415,46.17188,37.60156,78.00781,-9.75,-0.20519,TEST_STOPPED
2018-06-27 23:34:09.277,0.0,0.0,0.0,1.4677,true,A1,1.019,0.0,0.0,9.561227,46.17188,37.60156,78.00781,-9.75,-0.237574,TEST_BURNING
2018-06-27 23:34:09.394,-11318.89,0.0,0.0,1.4677,true,A1,1.019,0.0,0.0,10.53536,46.10938,37.58594,78.00781,-9.75,-0.334728,TEST_BURNING
2018-06-27 23:34:09.479,-11318.89,0.0,0.410316,1.4677,true,A1,1.019,0.0,0.006374,11.43053,46.10938,37.58594,78.00781,-9.75,-0.274585,TEST_BURNING
2018-06-27 23:34:09.582,-11318.89,0.0,1217.125,1.4677,false,A1,1.019,0.0,0.012747,11.59876,46.10938,37.58594,78.00781,-9.75,-0.219731,TEST_BURNING
2018-06-27 23:34:09.694,-1451.62,0.117035,1343.033,1.4677,false,A1,1.019,7.451547,0.019121,12.16754,46.07813,37.58594,78.03125,-9.75,-0.221052,TEST_BURNING
2018-06-27 23:34:09.794,-1451.62,0.117035,1259.591,1.4677,false,A1,1.019,5.58866,0.025495,12.20829,46.07813,37.58594,78.03125,-9.745866,-0.207833,TEST_BURNING
2018-06-27 23:34:09.885,-1451.62,0.117035,1325.132,1.4677,false,A1,1.019,4.470928,0.031869,12.22843,46.07813,37.53906,79.3125,-9.75,-0.211138,TEST_BURNING
2018-06-27 23:34:09.995,-1451.62,0.117035,1394.846,1.4677,false,A1,1.019,3.725773,0.038242,12.25292,46.07813,37.53906,79.3125,-9.745866,-0.213121,TEST_BURNING
2018-06-27 23:34:10.159,1.81,0.117035,1715.094,1.4677,false,A1,1.019,2.558152,0.055697,12.24651,46.07813,37.57813,81.34375,-9.75,-0.201885,TEST_BURNING
2018-06-27 23:34:10.209,1.81,0.117035,1715.094,1.4677,false,A1,1.019,2.558152,0.055697,12.24216,46.07813,37.57813,81.34375,-9.74311,-0.197259,TEST_BURNING
2018-06-27 23:34:10.311,1.81,0.117035,1742.261,1.4677,false,A1,1.019,2.165903,0.065784,12.2401,46.07813,37.57813,81.34375,-9.75,-0.226339,TEST_BURNING
2018-06-27 23:34:10.410,0.0,0.117035,1747.717,1.4677,false,A1,1.019,2.011919,0.070819,12.252,46.07813,37.57813,81.34375,-9.741732,-0.207174,TEST_BURNING
2018-06-27 23:34:10.511,0.0,0.117035,1617.97,1.4677,false,A1,1.019,1.745308,0.081638,12.24216,46.21875,37.57813,87.875,-9.75,-0.223695,TEST_BURNING
2018-06-27 23:34:10.627,0.0,0.117035,1663.432,1.4677,false,A1,1.019,1.635326,0.087128,12.26551,46.21875,37.57813,87.875,-9.75,-0.244183,TEST_BURNING
2018-06-27 23:34:10.701,1.24,0.23407,1711.523,1.4677,false,A1,1.019,3.085427,0.092358,12.28107,46.21875,37.64844,95.76563,-9.75,-0.203868,TEST_BURNING
2018-06-27 23:34:10.810,1.24,0.23407,1748.328,1.4677,false,A1,1.019,2.781706,0.102443,12.26963,46.21875,37.64844,95.76563,-9.745866,-0.222373,TEST_BURNING
2018-06-27 23:34:10.910,1.24,0.23407,1755.541,1.4677,false,A1,1.019,2.651698,0.107465,12.25315,46.21875,37.64844,95.76563,-9.747244,-0.205851,TEST_BURNING
2018-06-27 23:34:11.009,1.35,0.351104,1753.463,1.4677,false,A1,1.019,3.637031,0.117527,12.25635,46.10938,37.54688,102.7422,-9.75,-0.224356,TEST_BURNING
2018-06-27 23:34:11.109,1.35,0.351104,1765.251,1.4677,false,A1,1.019,3.487971,0.122549,12.23964,46.10938,37.54688,102.7422,-9.75,-0.197259,TEST_BURNING
2018-06-27 23:34:11.295,1.73,0.468139,1755.823,1.4677,false,A1,1.019,4.140841,0.137636,12.25658,46.0625,37.58594,110.9453,-9.75,-0.252114,TEST_BURNING
2018-06-27 23:34:11.344,1.73,0.468139,1766.602,1.4677,false,A1,1.019,3.995056,0.142659,12.17533,46.0625,37.58594,110.9453,-9.75,-0.211138,TEST_BURNING
2018-06-27 23:34:11.420,2.09,0.585174,1782.69,1.4677,false,A1,1.019,4.823984,0.147682,12.21653,46.0625,37.58594,110.9453,-9.747244,-0.217086,TEST_BURNING
2018-06-27 23:34:11.528,2.09,0.585174,1777.646,1.4677,false,A1,1.019,4.665319,0.152704,12.23827,46.0625,37.58594,110.9453,-9.748622,-0.215766,TEST_BURNING
2018-06-27 23:34:11.627,2.39,0.702209,1758.628,1.4677,false,A1,1.019,5.252845,0.162749,12.22431,46.0625,37.57813,120.4063,-9.75,-0.207833,TEST_BURNING
2018-06-27 23:34:11.727,2.66,0.819244,1766.238,1.4677,false,A1,1.019,5.944857,0.167772,12.25017,46.0625,37.57813,120.4063,-9.75,-0.227661,TEST_BURNING
2018-06-27 23:34:11.813,2.66,0.819244,1786.751,1.4677,false,A1,1.019,5.609025,0.177817,12.24537,46.10156,37.63281,127.2734,-9.75,-0.207833,TEST_BURNING
2018-06-27 23:34:11.913,2.94,0.936278,1791.606,1.4677,false,A1,1.019,6.234225,0.182839,12.23507,46.10156,37.63281,127.2734,-9.75,-0.172805,TEST_BURNING
2018-06-27 23:34:12.013,3.17,1.053313,1794.5,1.4677,false,A1,1.019,6.648251,0.192884,12.22271,46.10156,37.63281,127.2734,-9.75,-0.209156,TEST_BURNING
2018-06-27 23:34:12.127,3.41,1.170348,1793.159,1.4677,false,A1,1.019,7.199478,0.197907,12.22751,46.07813,37.67969,133.8203,-9.75,-0.236913,TEST_BURNING
2018-06-27 23:34:12.216,3.63,1.287383,1781.367,1.4677,false,A1,1.019,7.53688,0.207952,12.23507,46.07813,37.67969,133.8203,-9.75,-0.209817,TEST_BURNING
2018-06-27 23:34:12.400,4.06,1.521452,1795.87,1.4677,false,A1,1.019,8.496786,0.217997,12.1854,46.07813,37.625,140.1953,-9.747244,-0.208494,TEST_BURNING
2018-06-27 23:34:12.509,4.25,1.638487,1790.777,1.4677,false,A1,1.019,8.747316,0.228042,12.26574,46.07813,37.625,140.1953,-9.75,-0.182058,TEST_BURNING
2018-06-27 23:34:12.610,4.46,1.755522,1792.49,1.4677,false,A1,1.019,9.170157,0.233065,12.252,46.07813,37.625,140.1953,-9.747244,-0.193956,TEST_BURNING
2018-06-27 23:34:12.703,4.87,1.989592,1795.466,1.4677,false,A1,1.019,9.96342,0.24311,12.25612,46.10156,37.58594,147.2969,-9.75,-0.18272,TEST_BURNING
2018-06-27 23:34:12.813,5.04,2.106626,1802.289,1.4677,false,A1,1.019,10.1309,0.253155,12.20279,46.10156,37.58594,147.2969,-9.75,-0.225678,TEST_BURNING
2018-06-27 23:34:12.927,5.24,2.223661,1796.192,1.4677,false,A1,1.019,10.4857,0.258177,12.22797,46.08594,37.63281,152.2266,-9.75,-0.213121,TEST_BURNING
2018-06-27 23:34:13.026,5.6,2.457731,1801.802,1.4677,false,A1,1.019,11.15542,0.268223,12.21584,46.08594,37.63281,152.2266,-9.75,-0.194615,TEST_BURNING
2018-06-27 23:34:13.119,5.75,2.574766,1801.045,1.4677,false,A1,1.019,11.47182,0.273245,12.23987,46.08594,37.63281,152.2266,-9.744488,-0.203207,TEST_BURNING
2018-06-27 23:34:13.227,6.02,2.808835,1796.219,1.4677,false,A1,1.019,12.07096,0.28329,12.23003,46.10156,37.50781,157.2578,-9.75,-0.201885,TEST_BURNING
2018-06-27 23:34:13.313,6.15,2.92587,1792.168,1.4677,false,A1,1.019,12.35487,0.288313,12.22774,46.10156,37.50781,157.2578,-9.748622,-0.154301,TEST_BURNING
2018-06-27 23:34:13.510,6.68,3.394009,1817.218,1.4677,false,A1,1.019,13.61985,0.30338,12.2369,46.0625,37.625,161.7813,-9.75,-0.185363,TEST_BURNING
2018-06-27 23:34:13.609,6.83,3.511044,1822.683,1.4677,false,A1,1.019,13.63794,0.313426,12.23438,46.0625,37.625,161.7813,-9.75,-0.230965,TEST_BURNING
2018-06-27 23:34:13.710,7.13,3.745114,1851.623,1.4677,false,A1,1.019,14.3177,0.318448,12.23919,46.0625,37.625,161.7813,-9.741732,-0.176111,TEST_BURNING
2018-06-27 23:34:13.813,7.38,3.979183,1872.455,1.4677,false,A1,1.019,14.74737,0.328493,12.10872,46.10156,37.625,166.9375,-9.75,-0.200564,TEST_BURNING
2018-06-27 23:34:13.915,7.68,4.213253,1895.106,1.4677,false,A1,1.019,15.37971,0.333516,12.19867,46.10156,37.625,166.9375,-9.75,-0.197259,TEST_BURNING
2018-06-27 23:34:14.017,7.91,4.447322,1924.156,1.4677,false,A1,1.019,15.75948,0.343561,12.22133,46.10156,37.625,166.9375,-9.75,-0.261367,TEST_BURNING
2018-06-27 23:34:14.126,8.09,4.681392,1967.826,1.4677,false,A1,1.019,16.11767,0.353606,12.20439,46.03906,37.60156,170.8438,-9.75,-0.205851,TEST_BURNING
2018-06-27 23:34:14.227,8.32,4.915461,1990.281,1.4677,false,A1,1.019,16.68654,0.358629,12.18471,46.03906,37.60156,170.8438,-9.75,-0.215104,TEST_BURNING
2018-06-27 23:34:14.313,8.49,5.149531,2020.168,1.4677,false,A1,1.019,17.00863,0.368591,12.16594,46.10156,37.625,175.7656,-9.75,-0.195276,TEST_BURNING
2018-06-27 23:34:14.413,8.75,5.383601,2093.437,1.4677,false,A1,1.019,17.33088,0.378181,12.18265,46.10156,37.625,175.7656,-9.75,-0.242201,TEST_BURNING
2018-06-27 23:34:14.614,9.41,5.968774,2157.924,1.4677,false,A1,1.019,18.5402,0.391938,12.22614,46.0625,37.65625,180.6875,-9.75,-0.181397,TEST_BURNING
2018-06-27 23:34:14.715,9.63,6.202844,2190.7,1.4677,false,A1,1.019,18.83882,0.400852,12.21447,46.0625,37.65625,180.6875,-9.745866,-0.24154,TEST_BURNING
