Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 17:03:51.312,0.0,0.0,0.0,1.4677,false,A1,2.019,0.0,0.0,12.22545,35.32031,34.72656,40.00781,-7.0,-7.0,TEST_STOPPED
2018-06-27 17:03:51.463,-1.05,0.0,0.0,1.4677,true,A1,2.019,0.0,0.0,12.16548,35.21875,34.8125,39.94531,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:51.564,-1.05,0.0,0.0,1.4677,true,A1,2.019,0.0,0.0,10.93019,35.21875,34.8125,39.94531,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:51.678,-1.05,0.0,958.4205,1.4677,true,A1,2.019,0.0,8.1E-4,11.1648,35.21875,34.8125,39.94531,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:51.764,-1.05,0.0,783.3333,1.4677,true,A1,2.019,0.0,0.012644,10.97414,35.29688,34.78125,39.96094,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:51.866,0.0,0.0,931.903,1.4677,true,A1,2.019,0.0,0.024477,11.60723,35.29688,34.78125,39.96094,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:51.960,0.0,0.0,1479.167,1.4677,false,A1,2.019,0.0,0.036311,12.03891,35.29688,34.78125,39.84375,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.062,0.0,0.0,1387.5,1.4677,false,A1,2.019,0.0,0.048145,12.06592,35.29688,34.78125,39.84375,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.158,0.0,0.0,1958.511,1.4677,false,A1,2.019,0.0,0.058,12.10826,35.29688,34.78125,39.84375,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.261,0.0,0.0,1697.124,1.4677,false,A1,2.019,0.0,0.074481,12.10666,35.29688,34.85938,40.80469,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.360,0.0,0.0,1362.5,1.4677,false,A1,2.019,0.0,0.08297,12.11627,35.29688,34.85938,40.80469,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.510,0.0,0.0,1325.878,1.4677,false,A1,2.019,0.0,0.099597,12.08766,35.29688,34.75781,47.14063,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.558,0.0,0.0,1621.212,1.4677,false,A1,2.019,0.0,0.10845,12.0911,35.29688,34.75781,47.14063,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.660,0.0,0.0,1943.359,1.4677,false,A1,2.019,0.0,0.116807,12.11948,35.29688,34.75781,47.14063,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.761,0.0,0.0,1806.818,1.4677,false,A1,2.019,0.0,0.132523,12.12451,35.29688,34.75781,47.14063,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.877,1.37,0.117035,1780.303,1.4677,false,A1,2.019,0.00183,0.140244,12.13367,35.24219,34.83594,56.64063,-7.0,-7.0,TEST_BURNING
2018-06-27 17:03:52.965,1.37,0.117035,1795.618,1.4677,false,A1,2.019,0.00165,0.155603,12.11879,35.24219,34.83594,56.64063,-7.0,-7.0,TEST_BURNING
