Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 17:05:13.400,-152.16,0.23407,0.0,1.4677,false,A1,2.019,-1.0,0.0,12.15495,41.77344,35.64844,120.3281,-7.0,-7.0,TEST_STOPPED
2018-06-27 17:05:13.564,-55.95,0.819244,0.0,1.4677,true,A1,2.019,-1.0,0.0,9.697185,41.75781,35.70313,119.1406,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:13.667,-35.83,1.053313,829.1667,1.4677,true,A1,2.019,-1.0,0.0,10.59854,41.75781,35.70313,119.1406,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:13.766,-16.06,1.404418,818.1817,1.4677,true,A1,2.019,0.260321,0.011834,11.39597,41.72656,35.66406,118.0547,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:13.866,-4.46,1.755522,1554.167,1.4677,false,A1,2.019,0.196895,0.019557,11.95171,41.72656,35.66406,118.0547,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.053,5.19,2.340696,2766.667,1.4677,false,A1,2.019,0.103702,0.04951,12.03342,41.72656,35.64844,116.7891,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.102,7.35,2.574766,2570.833,0.877923,false,A1,2.019,0.099128,0.056974,11.94255,41.72656,35.64844,116.7891,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.152,8.94,2.808835,2558.333,1.4677,false,A1,2.019,0.095615,0.064437,11.9968,41.72656,35.64844,116.7891,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.253,10.4,3.15994,2654.167,1.4677,false,A1,2.019,0.087335,0.079364,12.02037,41.72656,35.64844,116.7891,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.365,11.32,3.511044,2821.97,1.4677,false,A1,2.019,0.081677,0.094292,12.03594,41.71094,35.64063,128.25,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.455,12.03,3.862148,2795.709,1.4677,false,A1,2.019,0.072604,0.116683,11.9588,41.71094,35.64063,128.25,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.570,12.8,4.330287,3000.273,1.4677,false,A1,2.019,0.068298,0.139073,12.03754,41.71094,35.64063,128.25,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.682,13.24,4.681392,2750.0,1.4677,false,A1,2.019,0.066679,0.154001,12.05516,41.6875,35.61719,142.3906,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.782,13.58,5.032496,3058.333,1.4677,false,A1,2.019,0.065346,0.168928,12.06752,41.6875,35.61719,142.3906,-7.0,-7.0,TEST_BURNING
2018-06-27 17:05:14.872,14.06,5.500636,3000.0,0.867704,false,A1,2.019,0.063065,0.191319,12.06203,41.67188,35.55469,156.1641,-7.0,-7.0,TEST_BURNING
