Time,Speed [km/h],Distance [m],RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption [km/l],Fuel consumed [g],Battery voltage [V],Oil temperature [°C],Water temperature [°C],Exhaust temperature [°C],Brake front [bar],Brake rear [bar],TestState
2018-06-27 17:53:58.686,0.0,0.0,0.0,1.4677,false,A1,1.493,0.0,0.0,12.16434,50.46875,42.55469,71.74219,-7.0,-7.0,TEST_STOPPED
2018-06-27 17:53:58.844,-3653.59,0.0,0.0,1.4677,true,A1,1.493,0.0,0.0,9.732891,50.46875,42.55469,71.74219,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:58.946,-3653.59,0.0,803.1033,1.4677,true,A1,1.493,0.0,0.0,10.70977,50.47656,42.61719,71.74219,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.040,-3653.59,0.0,810.6797,1.4677,true,A1,1.493,0.0,0.008962,11.4152,50.47656,42.61719,71.74219,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.212,4.56,0.0,1428.16,1.4677,false,A1,1.493,0.0,0.017924,11.14191,50.45313,42.64063,71.72656,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.277,4.56,0.0,1572.113,1.4677,false,A1,1.493,0.0,0.024865,11.98352,50.45313,42.64063,71.72656,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.350,4.56,0.0,1447.101,1.4677,false,A1,1.493,0.0,0.030771,12.01717,50.45313,42.64063,71.72656,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.437,4.56,0.0,1890.323,1.4677,false,A1,1.493,0.0,0.036659,12.03479,50.45313,42.65625,71.78906,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.538,1.59,0.117035,1492.56,1.4677,false,A1,1.493,0.005299,0.048449,12.04921,50.45313,42.65625,71.78906,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.646,1.59,0.117035,1962.3,1.4677,false,A1,1.493,0.004723,0.054351,12.0602,50.45313,42.65625,71.78906,-7.0,-7.0,TEST_BURNING
2018-06-27 17:53:59.735,1.59,0.117035,1450.89,1.4677,false,A1,1.493,0.003883,0.06611,12.06912,50.45313,42.65625,80.02344,-7.0,-7.0,TEST_BURNING
