OnTime_(ms),Time_(UTC),Speed_(km/h),Distance_(m),RPM,Lambda,Starter,Gear,Fuel_correction,Fuel_consumption_(km/l),Fuel_consumed_(g),Battery_voltage_(V),Oil_temperature_(C),Water_temperature_(C),Exhaust_temperature_(C), Air_Temperature_(C), Brake_front_(bar),Brake_rear_(bar),ecu_state, injection_duration_(us), injection_angle, burning, tuning_state
810.00,1970-00-00 00:00:00.810,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.00,12.71,0.00,0.00,0.00,0.00,-9.75,9.49,17.00,10.00,0.00,0.00,0.00
4010.00,1970-01-01 00:00:04.010,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.71,67.29,78.05,-199.92,37.91,-9.75,9.49,17.00,10.00,0.00,0.00,0.00
4110.00,1970-01-01 00:00:04.110,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.64,67.29,78.05,-199.92,37.91,-9.75,0.14,17.00,10.00,0.00,0.00,0.00
4210.00,1970-01-01 00:00:04.210,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.65,67.29,78.05,-199.92,37.91,-9.75,0.14,17.00,10.00,0.00,0.00,0.00
4310.00,1970-01-01 00:00:04.310,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.61,66.43,78.42,-199.92,37.91,-9.75,0.15,17.00,10.00,0.00,0.00,0.00
4410.00,1970-01-01 00:00:04.410,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.66,66.43,78.42,-199.92,37.76,-9.75,0.14,17.00,10.00,0.00,0.00,0.00
4510.00,1970-01-01 00:00:04.510,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.62,66.43,78.53,-199.92,37.76,-9.75,0.15,17.00,10.00,0.00,0.00,0.00
4610.00,1970-01-01 00:00:04.610,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.62,66.26,78.53,-199.92,37.76,-9.75,0.13,17.00,10.00,0.00,0.00,0.00
4710.00,1970-01-01 00:00:04.710,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.63,66.26,78.53,-199.92,37.76,-9.75,0.15,17.00,10.00,0.00,0.00,0.00
4810.00,1970-01-01 00:00:04.810,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.63,66.36,78.54,-199.92,37.94,-9.75,0.15,17.00,10.00,0.00,0.00,0.00
4910.00,1970-01-01 00:00:04.910,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.61,66.36,78.54,-199.92,37.94,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5010.00,1970-01-01 00:00:05.010,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.61,66.36,78.56,-199.92,37.94,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5110.00,1970-01-01 00:00:05.110,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.66,66.26,78.56,-199.92,37.94,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5210.00,1970-01-01 00:00:05.210,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.62,66.26,78.56,-199.92,38.06,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5310.00,1970-01-01 00:00:05.310,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.64,66.17,78.59,-199.92,38.06,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5410.00,1970-01-01 00:00:05.410,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.64,66.17,78.59,-199.92,38.06,-9.75,0.15,17.00,10.00,0.00,0.00,0.00
5510.00,1970-01-01 00:00:05.510,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.60,66.17,78.68,-199.92,38.06,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5610.00,1970-01-01 00:00:05.610,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.66,66.16,78.68,-199.92,38.21,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5710.00,1970-01-01 00:00:05.710,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.61,66.16,78.68,-199.92,38.21,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5810.00,1970-01-01 00:00:05.810,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.62,66.16,78.60,-199.92,38.21,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
5910.00,1970-01-01 00:00:05.910,0.00,3.39,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.64,66.09,78.60,-199.92,38.21,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
6010.00,1970-01-01 00:00:06.010,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.61,66.09,78.70,-199.92,38.41,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
6110.00,1970-01-01 00:00:06.110,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.65,66.02,78.70,-199.92,38.41,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
6210.00,1970-01-01 00:00:06.210,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.61,66.02,78.70,-199.92,38.41,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
6310.00,1970-01-01 00:00:06.310,0.00,3.39,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.66,66.02,78.77,-199.92,38.41,-9.75,0.16,17.00,10.00,0.00,0.00,0.00
