OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1107,1970-01-01 00:00:01,22.46,5.44,0,0.36,0,2,1,999,0,12.59,44.3,55.61,142.63,0,-0.23,17,10,0
2213,1970-01-01 00:00:02,22.89,12.46,0,0.36,0,2,1,999,0,12.59,44.42,55.77,140.88,0,-0.18,17,10,0
3043,1970-01-01 00:00:03,22.67,17.67,0,0.36,0,2,1,999,0,12.58,44.39,55.84,139.57,0,-0.21,21,10,0
3143,1970-01-01 00:00:03,22.85,18.32,0,0.35,1,2,1,999,0,10.03,44.39,55.84,139.57,0,-0.25,23,10,0
3319,1970-01-01 00:00:03,22.85,19.43,36.51,0.34,1,2,1,999,0.01,10.63,44.41,55.84,139.1,0,-0.24,23,7100,-20
3419,1970-01-01 00:00:03,22.97,20.07,1196.32,0.32,1,2,1,999,0.01,11.55,44.41,55.84,139.1,0,-0.25,23,7100,-41
3519,1970-01-01 00:00:03,22.88,20.72,1458.06,0.35,0,2,1,999,0.02,12.33,44.41,55.84,139.1,0,-0.2,21,7100,-50
3619,1970-01-01 00:00:03,22.98,21.36,1772.11,0.35,0,2,1,825.35,0.03,12.4,44.5,55.84,139.08,0,-0.24,21,6142.52,-56
3719,1970-01-01 00:00:03,22.78,22,2064.73,0.35,0,2,1,729.91,0.04,12.42,44.5,55.84,139.08,0,-0.22,21,5459.38,-72
3819,1970-01-01 00:00:03,23.13,22.65,2590.39,0.36,0,2,1,534.24,0.05,12.43,44.5,55.84,139.08,0,-0.21,21,5186.16,-81
3919,1970-01-01 00:00:03,22.96,23.29,2442.6,0.35,0,2,1,460.9,0.06,12.42,44.46,55.84,144.59,0,-0.17,21,5161.48,-78
4019,1970-01-01 00:00:04,23.23,23.93,2510.57,0.35,0,2,1,407.93,0.07,12.4,44.46,55.84,144.59,0,-0.18,21,5154.23,-80
4119,1970-01-01 00:00:04,23.3,24.58,2547.12,0.36,0,2,1,367.85,0.08,12.4,44.4,55.84,155.67,0,-0.21,21,5168.85,-80
4219,1970-01-01 00:00:04,23.55,25.22,2524.46,0.35,0,2,1,336.45,0.09,12.43,44.4,55.84,155.67,0,-0.22,21,5159.78,-80
4437,1970-01-01 00:00:04,23.7,26.68,2585.09,0.35,0,2,1,279.81,0.11,12.45,44.47,55.84,166.77,0,-0.21,21,5184.04,-81
4537,1970-01-01 00:00:04,23.88,27.33,2574.89,0.35,0,2,1,263.95,0.12,12.46,44.47,55.84,166.77,0,-0.19,21,5179.95,-81
4637,1970-01-01 00:00:04,24.18,28.03,2637.65,0.33,0,2,1,250.89,0.13,12.36,44.47,55.84,166.77,0,-0.17,21,5205.06,-82
4737,1970-01-01 00:00:04,24.26,28.73,2610.06,0.34,0,2,1,239.62,0.14,12.45,44.35,55.93,180.27,0,-0.19,21,5194.02,-81
4837,1970-01-01 00:00:04,24.33,29.38,2624.44,0.34,0,2,1,229.31,0.15,12.45,44.35,55.93,180.27,0,-0.17,21,5199.78,-82
