OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
3436,1970-01-01 00:00:03,0.97,0.64,35.13,0.26,1,1,1.3,60.47,0.01,11.69,27.36,26.77,30.48,-9.75,-0.31,22,9128,-20
3536,1970-01-01 00:00:03,1.09,0.7,1078.53,0.26,1,1,1.3,32.99,0.02,11.73,27.36,26.77,30.48,-9.75,-0.32,22,9128,-39
3636,1970-01-01 00:00:03,1.09,0.7,1423.62,0.27,0,1,1.3,21.99,0.02,11.93,27.36,26.68,30.39,-9.75,-0.28,20,9128,-48
3736,1970-01-01 00:00:03,1.04,0.76,1686.27,0.28,0,1,1.3,18.3,0.03,12.41,27.36,26.68,30.39,-9.75,-0.26,20,8156.42,-55
3836,1970-01-01 00:00:03,1.25,0.82,1783.88,0.3,0,1,1.3,13.65,0.04,12.41,27.36,26.68,30.39,-9.75,-0.23,20,7735.63,-58
4236,1970-01-01 00:00:04,1.76,0.99,1803.53,0.28,0,1,1.3,8.67,0.09,12.41,27.36,26.66,47.04,-9.75,-0.26,20,7684.38,-59
4554,1970-01-01 00:00:04,2.44,1.23,1794.18,0.27,0,1,1.3,7.65,0.12,12.46,27.36,26.66,57.27,-9.75,-0.26,20,7708.78,-58
4654,1970-01-01 00:00:04,2.71,1.35,1788.54,0.27,0,1,1.3,7.93,0.13,12.44,27.36,26.66,57.27,-9.75,-0.3,20,7723.5,-58
4754,1970-01-01 00:00:04,2.91,1.4,1785.02,0.26,0,1,1.3,7.47,0.14,12.42,27.36,26.7,69.65,-9.75,-0.25,20,7732.66,-58
4954,1970-01-01 00:00:04,3.4,1.64,1771.01,0.26,0,1,1.3,7.93,0.15,12.41,27.36,26.7,69.65,-9.75,-0.26,20,7769.21,-56
5772,1970-01-01 00:00:05,4.95,2.69,1777.12,0.26,0,1,1.3,8.25,0.24,12.41,27.36,26.76,92.59,-9.75,-0.27,20,7753.27,-57
6790,1970-01-01 00:00:06,6.88,4.45,1770.9,0.26,0,1,1.3,9.57,0.35,12.41,27.36,26.63,116.38,-9.75,-0.24,20,7769.48,-56
6890,1970-01-01 00:00:06,6.96,4.62,1770.54,0.26,0,1,1.3,9.76,0.35,12.41,27.36,26.63,116.38,-9.75,-0.23,20,7770.44,-56
9526,1970-01-01 00:00:09,12.16,11.94,2648.36,0.26,0,1,1.3,13.52,0.66,12.35,27.36,26.67,158.88,-9.75,-0.33,20,6911.2,-82
10544,1970-01-01 00:00:10,14.15,15.8,3048.32,0.26,0,1,1.3,14.59,0.81,12.45,27.36,26.63,164.44,-9.75,-0.31,20,6911.2,-89
12677,1970-01-01 00:00:12,18.15,25.63,3423.39,0.27,0,1,1.3,16.2,1.18,12.47,27.36,26.5,207.06,-9.75,-0.27,20,6911.2,-96
18664,1970-01-01 00:00:18,22.15,59.16,2347.69,0.26,0,2,1.3,23.46,1.88,12.46,27.36,27.06,218.33,-9.75,-0.41,20,6911.2,-77
18982,1970-01-01 00:00:18,22.35,61.15,2407.22,0.26,0,2,1.3,23.7,1.92,12.45,27.36,27.03,219.35,-9.75,-0.4,20,6911.2,-78
