OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1093,1970-01-01 00:00:01.093,0,0,0,0.37,0,1,1,0,0,12.79,37.18,37.91,38.64,-5.98,-0.14,17,10,0
2186,1970-01-01 00:00:02.186,0,0,0,0.37,0,1,1,0,0,12.82,37.27,37.97,38.6,-5.95,-0.15,17,10,0
3279,1970-01-01 00:00:03.279,0,0,0,0.37,0,1,1,0,0,12.81,37.31,37.96,38.65,-5.97,-0.15,17,10,0
4372,1970-01-01 00:00:04.372,0,0,0,0.37,0,1,1,0,0,12.81,37.38,38.02,38.72,-5.97,-0.15,17,10,0
5372,1970-01-01 00:00:05.372,0,0,0,0.37,0,1,1,0,0,12.8,37.42,38.02,38.69,-5.96,-0.16,17,10,0
6372,1970-01-01 00:00:06.372,0,0,0,0.37,0,1,1,0,0,12.74,37.42,38.03,38.71,-5.93,-0.16,17,10,0
7372,1970-01-01 00:00:07.372,0,0,0,0.37,0,1,1,0,0,12.74,37.38,38.02,38.63,0.96,1.12,17,10,0
8372,1970-01-01 00:00:08.372,0,0,0,0.37,0,1,1,0,0,12.75,37.38,38.04,38.72,-2.91,0.5,17,10,0
9372,1970-01-01 00:00:09.372,0,0,0,0.37,0,1,1,0,0,12.72,37.33,37.99,38.67,-5.98,-0.29,17,10,0
10372,1970-01-01 00:00:10.372,0,0,0,0.37,0,1,1,0,0,12.7,37.41,38.04,38.65,-5.97,-0.23,17,10,0
11372,1970-01-01 00:00:11.372,0,0,0,0.37,0,1,1,0,0,12.68,37.31,38.04,38.63,-5.98,-0.22,17,10,0
12372,1970-01-01 00:00:12.372,0,0,0,0.37,0,1,1,0,0,12.72,37.41,38.09,38.66,-5.96,-0.21,17,10,0
13372,1970-01-01 00:00:13.372,0,0,0,0.37,0,1,1,0,0,12.73,37.4,38.06,38.6,-5.97,-0.19,17,10,0
14372,1970-01-01 00:00:14.372,0,0,0,0.37,0,1,1,0,0,12.68,37.38,38.13,38.64,-5.97,-0.19,17,10,0
15372,1970-01-01 00:00:15.372,0,0,0,0.36,0,1,1,0,0,12.72,37.42,38.15,38.65,-5.97,-0.19,17,10,0
16405,1970-01-01 00:00:16.405,0,0,0,0.37,0,1,1,0,0,12.71,37.41,38.16,38.6,-5.97,-0.21,17,10,0
17498,1970-01-01 00:00:17.498,0,0,0,0.36,0,1,1,0,0,12.68,37.38,38.08,38.66,-5.97,-0.18,17,10,0
18498,1970-01-01 00:00:18.498,0,0,0,0.37,0,1,1,0,0,12.67,37.43,38.09,38.71,-5.97,-0.21,17,10,0
19498,1970-01-01 00:00:19.498,0,0,0,0.36,0,1,1,0,0,12.68,37.4,38.1,38.64,-5.98,-0.18,17,10,0
20498,1970-01-01 00:00:20.498,0,0,0,0.37,0,1,1,0,0,12.65,37.47,38.06,38.59,-5.98,-0.18,17,10,0
21498,1970-01-01 00:00:21.498,0.84,0.06,0,0.37,0,1,1,999,0,12.64,37.38,38.05,38.62,-5.97,-0.17,17,10,0
22498,1970-01-01 00:00:22.498,-0,0.06,0,0.37,0,1,1,999,0,12.66,37.41,38.08,38.58,-5.96,-0.17,17,10,0
23498,1970-01-01 00:00:23.498,-0,0.06,0,0.37,0,1,1,999,0,12.65,37.4,38.05,38.58,-3.39,0.55,17,10,0
24498,1970-01-01 00:00:24.498,0,0.06,0,0.37,0,1,1,999,0,12.66,37.51,38.09,38.65,-3.51,0.47,17,10,0
25498,1970-01-01 00:00:25.498,0,0.06,0,0.36,0,1,1,999,0,12.65,37.36,38.12,38.62,-3.7,0.47,17,10,0
26498,1970-01-01 00:00:26.498,-0,0.06,0,0.36,0,1,1,999,0,12.63,37.43,38.06,38.51,-3.8,0.45,17,10,0
27498,1970-01-01 00:00:27.498,-0,0.06,0,0.37,0,1,1,999,0,12.63,37.38,38.08,38.64,-3.89,0.41,17,10,0
28594,1970-01-01 00:00:28.594,0,0.06,0,0.36,0,1,1,999,0,12.63,37.38,38.15,38.54,-4,0.42,17,10,0
29594,1970-01-01 00:00:29.594,0,0.06,0,0.37,0,1,1,999,0,12.63,37.41,38.04,38.63,-4.03,0.41,17,10,0
30594,1970-01-01 00:00:30.594,0,0.06,0,0.37,0,1,1,999,0,12.63,37.41,37.99,38.54,-4.22,0.36,17,10,0
31594,1970-01-01 00:00:31.594,0,0.06,0,0.37,0,1,1,999,0,12.61,37.43,38.08,38.56,-4.43,0.34,17,10,0
32594,1970-01-01 00:00:32.594,0,0.06,0,0.37,0,1,1,999,0,12.64,37.4,38.06,38.51,-4.48,0.33,17,10,0
33594,1970-01-01 00:00:33.594,0,0.06,0,0.37,0,1,1,999,0,12.62,37.42,38.02,38.49,-4.49,0.32,17,10,0
34594,1970-01-01 00:00:34.594,0,0.06,0,0.37,0,1,1,999,0,12.63,37.38,38.13,38.48,-4.57,0.31,17,10,0
35594,1970-01-01 00:00:35.594,0,0.06,0,0.37,0,1,1,999,0,12.62,37.36,38.09,38.55,-4.58,0.32,17,10,0
36594,1970-01-01 00:00:36.594,0,0.06,0,0.37,0,1,1,999,0,12.63,37.41,38.13,38.58,-4.57,0.32,17,10,0
37594,1970-01-01 00:00:37.594,0,0.06,0,0.37,0,1,1,999,0,12.58,37.46,38.09,38.55,-4.57,0.3,17,10,0
38594,1970-01-01 00:00:38.594,0,0.06,0,0.37,0,1,1,999,0,12.59,37.48,38.05,38.62,-4.57,0.32,17,10,0
