OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1087,1970-01-01 00:00:01,0,0,0,0.35,0,1,1,0,0,12.56,39.26,49.04,79.26,0,-0.18,17,10,0
3310,1970-01-01 00:00:01,0,0.06,0,0.26,0,1,1,999,0,12.6,39.32,49.09,79.09,0,-0.17,17,10,0
7422,1970-01-01 00:00:01,0,0.06,0,0.33,0,1,1,999,0,12.59,39.45,48.97,78.6,0,-0.17,17,10,0
8422,1970-01-01 00:00:01,0,0.06,0,0.33,0,1,1,999,0,12.59,39.38,48.97,78.53,0,-0.17,17,10,0
9422,1970-01-01 00:00:01,0,0.06,0,0.32,0,1,1,999,0,12.58,39.39,48.92,78.42,0,-0.17,17,10,0
10422,1970-01-01 00:00:01,0,0.06,0,0.32,0,1,1,999,0,12.58,39.3,48.94,78.33,0,-0.17,17,10,0
11422,1970-01-01 00:00:01,0,0.06,0,0.31,0,1,1,999,0,12.57,39.32,48.96,78.15,0,-0.17,17,10,0
12422,1970-01-01 00:00:01,0,0.06,0,0.31,0,1,1,999,0,12.57,39.32,48.86,77.95,0,-0.17,17,10,0
13422,1970-01-01 00:00:01,0,0.06,0,0.31,0,1,1,999,0,12.57,39.39,48.83,77.9,0,-0.17,17,10,0
14422,1970-01-01 00:00:01,0,0.06,0,0.31,0,1,1,999,0,12.56,39.37,48.78,77.87,0,-0.17,17,10,0
16561,1970-01-01 00:00:01,0,0.06,0,0.3,0,1,1,999,0,12.56,39.38,48.66,77.57,0,-0.17,17,10,0
17661,1970-01-01 00:00:01,0,0.06,0,0.3,0,1,1,999,0,12.54,39.39,48.76,77.43,0,-0.17,17,10,0
18761,1970-01-01 00:00:01,0,0.06,0,0.3,0,1,1,999,0,12.55,39.32,48.7,77.41,0,-0.17,17,10,0
19861,1970-01-01 00:00:01,0,0.06,0,0.3,0,1,1,999,0,12.55,39.4,48.64,77.29,0,-0.17,17,10,0
20386,1970-01-01 00:00:01,0,0,0,0.26,1,1,1,0,0,9.81,39.41,48.56,77.13,0,-0.24,23,10,0
20486,1970-01-01 00:00:01,0,0,0,0.26,1,1,1,0,0,10.97,39.41,48.56,77.13,0,-0.25,23,10,0
21354,1970-01-01 00:00:01,0.73,0.06,1644.22,0.28,0,1,1,1.28,0.05,12.28,39.41,48.69,76.84,0,-0.17,21,6028.91,-54
21754,1970-01-01 00:00:01,0.54,0.12,1728.81,0.31,0,1,1,1.62,0.09,12.27,39.4,48.69,87.69,0,-0.17,21,5605.96,-56
21854,1970-01-01 00:00:01,0.54,0.12,1728.73,0.31,0,1,1,1.53,0.09,12.33,39.4,48.69,87.69,0,-0.17,21,5606.33,-56
