OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1109,1970-01-01 00:00:01,27.79,6.55,0,0.36,0,2,1,999,0,12.53,56.72,76.6,201.65,0,-0.16,17,10,0
2215,1970-01-01 00:00:02,28.68,15.33,0,0.37,0,2,1,999,0,12.51,56.62,76.86,198.63,0,-0.2,17,10,0
3321,1970-01-01 00:00:03,28.73,24.11,0,0.36,0,2,1,999,0,12.52,56.58,76.91,195.71,0,-0.16,17,10,0
3421,1970-01-01 00:00:03,28.74,24.93,0,0.35,1,2,1,999,0,9.44,56.58,76.91,195.71,0,-0.17,23,10,0
3741,1970-01-01 00:00:03,28.71,27.5,34.05,0.36,0,2,1,999,0.01,12.43,56.48,76.88,194.99,0,-0.17,21,7100,-20
3841,1970-01-01 00:00:03,28.53,28.26,34.05,0.36,1,2,1,999,0.01,10.17,56.46,76.84,193.72,0,-0.22,23,7100,-20
3941,1970-01-01 00:00:03,28.54,29.08,34.05,0.34,1,2,1,999,0.01,10.77,56.46,76.84,193.72,0,-0.2,23,7100,-20
4041,1970-01-01 00:00:04,28.66,29.84,245.54,0.34,1,2,1,999,0.01,11.41,56.46,76.84,193.72,0,-0.22,23,7100,-24
4141,1970-01-01 00:00:04,28.68,30.66,245.54,0.33,1,2,1,999,0.01,11.5,56.45,76.91,192.95,0,-0.23,23,7100,-24
4241,1970-01-01 00:00:04,28.4,31.42,1362.23,0.34,0,2,1,999,0.03,11.36,56.45,76.91,192.95,0,-0.18,21,7100,-46
4442,1970-01-01 00:00:04,28.45,33.06,2929.4,0.35,0,2,1,863.4,0.05,12.26,56.45,76.91,191.13,0,-0.15,21,5321.76,-87
4542,1970-01-01 00:00:04,28.83,33.82,3222.34,0.33,0,2,1,723.68,0.06,12.31,56.45,76.91,191.13,0,-0.2,21,5394.47,-93
4642,1970-01-01 00:00:04,28.78,34.64,3112.92,0.35,0,2,1,584,0.07,12.37,56.45,76.91,191.13,0,-0.17,21,5372.58,-91
4742,1970-01-01 00:00:04,29.09,35.46,3082.38,0.33,0,2,1,523.48,0.08,12.32,56.3,76.91,200.99,0,-0.17,21,5366.48,-90
4842,1970-01-01 00:00:04,29.17,36.28,3155.32,0.33,0,2,1,451.44,0.1,12.26,56.3,76.91,200.99,0,-0.23,21,5381.06,-91
4942,1970-01-01 00:00:04,29.35,37.1,3071.17,0.35,0,2,1,417.92,0.11,12.37,56.3,76.91,200.99,0,-0.2,21,5364.23,-90
5042,1970-01-01 00:00:05,29.41,37.92,3150.35,0.35,0,2,1,373.86,0.12,12.36,56.32,76.91,214.98,0,-0.13,21,5380.07,-91
5142,1970-01-01 00:00:05,29.7,38.74,3217.24,0.35,0,2,1,339.61,0.14,12.36,56.32,76.91,214.98,0,-0.07,21,5393.45,-92
5242,1970-01-01 00:00:05,29.88,39.56,3167.65,0.35,0,2,1,322.9,0.15,12.38,56.3,76.91,228.04,0,-0.14,21,5383.53,-92
5342,1970-01-01 00:00:05,29.85,40.44,3206.5,0.34,0,2,1,299.15,0.16,12.36,56.3,76.91,228.04,0,-0.21,21,5391.3,-92
5560,1970-01-01 00:00:05,30.45,42.31,3294.44,0.34,0,2,1,263.57,0.19,12.35,56.3,76.91,240.23,0,-0.16,21,5396.44,-94
