OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1112,2018-07-06 14:43:13.112,11.22,2.22,0,0.37,0,1,1,999,0,12.42,65.21,88.9,176.02,-9.75,-0.02,17,10,0
2223,2018-07-06 14:43:14.223,11.24,5.56,0,0.37,0,1,1,999,0,12.35,65.15,88.98,175.41,-9.75,-0.09,17,10,0
3223,2018-07-06 14:43:15.223,18.63,9.77,0,0.36,0,2,1,999,0,12.35,65.17,88.88,174.89,-9.75,-0.09,17,10,0
4223,2018-07-06 14:43:16.223,20.6,15.45,0,0.37,0,2,1,999,0,12.42,65.04,88.86,174.21,-9.75,-0.02,17,10,0
5223,2018-07-06 14:43:17.223,20.71,21.24,0,0.37,0,2,1,999,0,12.43,65.02,88.76,173.73,-9.75,-0.05,17,10,0
6223,2018-07-06 14:43:18.223,21.18,27.04,0,0.37,0,2,1,999,0,12.42,64.95,88.63,173.08,-9.75,-0.05,17,10,0
7223,2018-07-06 14:43:19.223,18.97,32.71,0,0.37,0,2,1,999,0,12.43,64.95,88.64,172.45,-9.75,-0.05,17,10,0
8223,2018-07-06 14:43:20.223,20.7,38.45,0,0.37,0,2,1,999,0,12.43,64.9,88.58,172.02,-9.75,-0.03,17,10,0
9223,2018-07-06 14:43:21.223,19.51,44.06,0,0.37,0,2,1,999,0,12.43,64.84,88.57,171.41,-9.75,-0.04,17,10,0
10223,2018-07-06 14:43:22.223,20.69,49.21,0,0.37,0,2,1,999,0,12.42,64.91,88.45,170.99,-9.75,-0.06,17,10,0
11223,2018-07-06 14:43:23.223,20.38,54.89,0,0.37,0,2,1,999,0,12.42,64.9,88.41,170.48,-9.75,-0.06,17,10,0
12239,2018-07-06 14:43:24.239,19.7,60.57,0,0.37,0,2,1,999,0,12.43,64.77,88.46,169.84,-9.75,-0.02,17,10,0
13239,2018-07-06 14:43:25.239,20.2,66.12,0,0.37,0,2,1,999,0,12.41,64.75,88.31,169.42,-9.75,-0.03,17,10,0
14239,2018-07-06 14:43:26.239,19.72,71.68,0,0.37,0,2,1,999,0,12.43,64.72,88.27,168.88,-9.75,-0.03,17,10,0
15239,2018-07-06 14:43:27.239,19.55,77.18,0,0.37,0,2,1,999,0,12.41,64.66,88.23,168.38,-9.75,-0.05,17,10,0
16239,2018-07-06 14:43:28.239,19.24,82.45,0,0.37,0,2,1,999,0,12.43,64.65,88.1,167.95,-9.75,-0.03,17,10,0
17239,2018-07-06 14:43:29.239,18.36,87.6,0,0.37,0,2,1,999,0,12.41,64.59,88.08,167.51,-9.75,-0.05,17,10,0
18239,2018-07-06 14:43:30.239,18.94,92.87,0,0.37,0,2,1,999,0,12.42,64.53,88.02,167.05,-9.75,-0.06,17,10,0
19239,2018-07-06 14:43:31.239,16,97.9,0,0.37,0,2,1,999,0,12.42,64.56,87.95,166.52,-9.75,-0.04,17,10,0
20239,2018-07-06 14:43:32.239,18.66,102.93,0,0.37,0,2,1,999,0,12.41,64.49,87.96,166.19,-9.75,-0.05,17,10,0
21239,2018-07-06 14:43:33.239,16.92,107.79,0,0.37,0,2,1,999,0,12.43,64.49,87.91,165.65,-9.75,-0.07,17,10,0
22244,2018-07-06 14:43:34.244,17.84,112.76,0,0.37,0,2,1,999,0,12.43,64.44,87.75,165.24,-9.75,-0.03,17,10,0
23356,2018-07-06 14:43:35.356,14.2,117.62,0,0.37,0,2,1,999,0,12.43,64.4,87.73,164.8,-9.75,-0.05,17,10,0
24356,2018-07-06 14:43:36.356,16.24,122.18,0,0.37,0,2,1,999,0,12.42,64.35,87.66,164.37,-9.75,-0.03,17,10,0
