OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1093,1970-01-01 00:00:00,0,0,0,0.37,0,1,1,0,0,12.38,44.41,66.03,164.8,-5.74,-0.09,17,10,0
2186,1970-01-01 00:00:00,0,0,0,0.39,0,1,1,0,0,12.39,44.42,66.05,164.13,-5.76,-0.1,17,10,0
3279,1970-01-01 00:00:00,0,0,0,0.39,0,1,1,0,0,12.39,44.48,66.07,163.52,-5.76,-0.09,17,10,0
4397,1970-01-01 00:00:00,1.02,0.12,0,0.39,0,1,1,999,0,12.39,44.35,66.05,162.83,-5.84,-0.17,17,10,0
5397,1970-01-01 00:00:00,0.7,0.29,0,0.38,0,1,1,999,0,12.37,44.35,66.05,162.34,-5.61,-0.06,17,10,0
6397,1970-01-01 00:00:00,1.09,0.59,0,0.39,0,1,1,999,0,12.38,44.32,65.98,161.68,-5.52,-0.03,17,10,0
7397,1970-01-01 00:00:00,1.53,0.99,0,0.39,0,1,1,999,0,12.38,44.35,65.87,161.11,-5.57,-0.07,17,10,0
8397,1970-01-01 00:00:00,2.16,1.58,0,0.39,0,1,1,999,0,12.38,44.29,65.89,160.48,-5.85,-0.21,17,10,0
9397,1970-01-01 00:00:00,2.97,2.34,0,0.39,0,1,1,999,0,12.36,44.35,65.89,159.84,-5.85,-0.19,17,10,0
10397,1970-01-01 00:00:00,3.58,3.28,0,0.39,0,1,1,999,0,12.37,44.29,65.84,159.39,-5.84,-0.18,17,10,0
11397,1970-01-01 00:00:00,4.1,4.39,0,0.39,0,1,1,999,0,12.37,44.29,65.86,158.83,-5.83,-0.18,17,10,0
12397,1970-01-01 00:00:00,4.6,5.62,0,0.39,0,1,1,999,0,12.36,44.33,65.8,158.38,-5.84,-0.18,17,10,0
13397,1970-01-01 00:00:00,4.92,6.91,0,0.38,0,1,1,999,0,12.38,44.33,65.74,157.74,-6.03,-0.36,17,10,0
