OnTime_ms_,Time_UTC_,Speed_km_h_,Distance_m_,RPM,Lambda,Starter,Gear,FuelCorrection,FuelConsumption_km_l_,FuelConsumed_g_,BatteryVoltage_V_,OilTemperature_C_,WaterTemperature_C_,ExhaustTemperature_C_,BrakeFront_bar_,BrakeRear_bar_,State,InjectionDuration_us_,InjectionAngle
1109,1970-01-01 00:00:01,20.92,5.09,0,0.36,0,2,1,999,0,12.42,51.73,71.81,162.77,0,-0.18,17,10,0
2221,1970-01-01 00:00:02,20.92,11.59,0,0.37,0,2,1,999,0,12.53,51.73,71.94,161.55,0,-0.17,17,10,0
3327,1970-01-01 00:00:03,20.46,17.91,0,0.37,0,2,1,999,0,12.53,51.75,71.86,160.27,0,-0.31,17,10,0
4433,1970-01-01 00:00:04,20.04,24.11,0,0.32,0,2,1,999,0,12.46,51.83,71.81,159.2,0,-0.17,17,10,0
5433,1970-01-01 00:00:05,19.95,29.67,0,0.36,0,2,1,999,0,12.27,51.8,71.87,158.33,0,-0.22,17,10,0
6433,1970-01-01 00:00:06,19.45,35.11,0,0.34,0,2,1,999,0,12.49,51.82,71.82,157.27,0,-0.22,17,10,0
7433,1970-01-01 00:00:07,19.32,40.44,0,0.35,0,2,1,999,0,12.48,51.82,71.82,156.55,0,-0.18,17,10,0
8433,1970-01-01 00:00:08,18.92,45.76,0,0.36,0,2,1,999,0,12.48,51.78,71.77,155.61,0,-0.25,17,10,0
9433,1970-01-01 00:00:09,18.83,50.97,0,0.3,0,2,1,999,0,12.28,51.88,71.66,154.7,0,-0.27,17,10,0
10433,1970-01-01 00:00:10,18.5,56.18,0,0.34,0,2,1,999,0,12.44,51.85,71.68,154.02,0,-0.21,17,10,0
11433,1970-01-01 00:00:11,18.54,61.27,0,0.35,0,2,1,999,0,12.33,51.8,71.66,153.31,0,-0.17,17,10,0
12433,1970-01-01 00:00:12,18.23,66.36,0,0.36,0,2,1,999,0,12.3,51.85,71.66,152.73,0,-0.26,17,10,0
13433,1970-01-01 00:00:13,18.18,71.45,0,0.33,0,2,1,999,0,12.49,51.84,71.6,151.93,0,-0.18,17,10,0
14433,1970-01-01 00:00:14,17.89,76.42,0,0.33,0,2,1,999,0,12.5,51.85,71.58,151.21,0,-0.18,17,10,0
15520,1970-01-01 00:00:15,17.79,81.81,0,0.35,0,2,1,999,0,12.32,51.8,71.49,150.52,0,-0.25,17,10,0
16629,1970-01-01 00:00:16,17.65,87.31,0,0.3,0,2,1,999,0,12.52,51.89,71.46,149.86,0,-0.16,17,10,0
17735,1970-01-01 00:00:17,17.7,92.75,0,0.28,0,2,1,999,0,12.25,51.87,71.42,149.12,0,-0.2,17,10,0
18847,1970-01-01 00:00:18,17.65,98.13,0,0.36,0,2,1,999,0,12.27,51.87,71.39,148.48,0,-0.2,17,10,0
19959,1970-01-01 00:00:19,17.49,103.52,0,0.37,0,2,1,999,0,12.49,51.93,71.3,147.98,0,-0.38,17,10,0
21071,1970-01-01 00:00:21,17.26,108.84,0,0.36,0,2,1,999,0,12.49,51.83,71.26,147.33,0,-0.17,17,10,0
22183,1970-01-01 00:00:22,17.03,114.17,0,0.37,0,2,1,999,0,12.3,51.8,71.22,146.68,0,-0.28,17,10,0
23295,1970-01-01 00:00:23,16.11,119.26,0,0.34,0,2,1,999,0,12.28,51.83,71.25,146.2,0,-0.28,17,10,0
24404,1970-01-01 00:00:24,15.78,124.12,0,0.31,0,2,1,999,0,12.48,51.85,71.17,145.66,0,-0.21,17,10,0
25510,1970-01-01 00:00:25,15.1,128.86,0,0.32,0,2,1,999,0,12.27,51.76,71.15,145.12,0,-0.21,17,10,0
26622,1970-01-01 00:00:26,15.06,133.54,0,0.36,0,2,1,999,0,12.25,51.87,71.13,144.57,0,-0.2,17,10,0
27728,1970-01-01 00:00:27,14.74,138.1,0,0.37,0,2,1,999,0,12.52,51.77,71.04,144.06,0,-0.24,17,10,0
28834,1970-01-01 00:00:28,14.31,142.55,0,0.3,0,2,1,999,0,12.53,51.77,71.05,143.59,0,0.05,17,10,0
29940,1970-01-01 00:00:29,13.7,146.82,0,0.37,0,2,1,999,0,12.41,51.75,70.96,143.12,0,1.53,17,10,0
31046,1970-01-01 00:00:31,10.27,150.33,0,0.37,0,1,1,999,0,12.58,51.83,70.9,142.63,0,3.4,17,10,0
32156,1970-01-01 00:00:32,5.19,152.38,0,0.36,0,1,1,999,0,12.54,51.8,70.85,142.21,0,2.29,1,10,0
33262,1970-01-01 00:00:33,2.3,153.14,0,0.36,0,1,1,999,0,12.54,51.7,70.85,141.78,0,3.15,1,10,0
33902,1970-01-01 00:00:33,0,153.14,0,0.36,0,1,1,999,0,12.54,51.77,70.77,141.56,0,-0.57,5,10,0
34002,1970-01-01 00:00:34,0,153.14,0,0.37,1,1,1,999,0,10.33,51.77,70.77,141.56,0,-0.46,7,10,0
34102,1970-01-01 00:00:34,0.65,153.2,3.53,0.36,1,1,1,999,0.01,10.78,51.8,70.76,141.44,0,-0.44,7,7100,-20
34202,1970-01-01 00:00:34,0.65,153.2,777.57,0.36,1,1,1,999,0.01,11.69,51.8,70.76,141.44,0,-0.39,7,7077.94,-33
34380,1970-01-01 00:00:34,0.65,153.2,1782.35,0.36,0,1,1,999,0.02,11.44,51.73,70.76,141.33,0,-0.38,7,5493.53,-58
34480,1970-01-01 00:00:34,-0,153.2,1877.99,0.36,0,1,1,999,0.03,12.42,51.73,70.76,141.33,0,-0.33,5,5474.4,-63
34580,1970-01-01 00:00:34,-0,153.2,1832.79,0.36,0,1,1,999,0.04,12.42,51.73,70.76,141.33,0,-0.33,5,5483.44,-60
34680,1970-01-01 00:00:34,0.79,153.26,1848.66,0.37,0,1,1,999,0.05,12.42,51.78,70.8,146.93,0,-0.32,5,5480.27,-61
34780,1970-01-01 00:00:34,0.79,153.26,1840.1,0.37,0,1,1,999,0.05,12.46,51.78,70.8,146.93,0,-0.27,5,5481.98,-61
34880,1970-01-01 00:00:34,0.97,153.32,1826.76,0.37,0,1,1,999,0.06,12.42,51.78,70.8,146.93,0,-0.3,5,5484.65,-60
34980,1970-01-01 00:00:34,1.39,153.37,1837.7,0.36,0,1,1,999,0.07,12.45,51.68,70.8,156.2,0,-0.25,5,5482.46,-61
35080,1970-01-01 00:00:35,1.54,153.43,1821.3,0.36,0,1,1,999,0.08,12.46,51.68,70.8,156.2,0,-0.26,5,5485.74,-59
35180,1970-01-01 00:00:35,1.92,153.49,1804.16,0.37,0,1,1,999,0.08,12.48,51.71,70.74,164.94,0,-0.29,5,5489.17,-59
35280,1970-01-01 00:00:35,2.38,153.61,1789.9,0.37,0,1,1,999,0.1,12.47,51.71,70.74,164.94,0,-0.3,5,5492.02,-58
35501,1970-01-01 00:00:35,2.78,153.78,1802.23,0.37,0,1,1,999,0.11,12.48,51.68,70.78,172.86,0,-0.23,5,5489.55,-59
35601,1970-01-01 00:00:35,3.09,153.9,1801.4,0.36,0,1,1,999,0.12,12.48,51.68,70.78,172.86,0,-0.29,5,5489.72,-59
35701,1970-01-01 00:00:35,3.4,154.02,1789.47,0.36,0,1,1,999,0.13,12.46,51.68,70.78,172.86,0,-0.26,5,5492.11,-58
35801,1970-01-01 00:00:35,3.69,154.13,1798,0.37,0,1,1,999,0.14,12.47,51.71,70.78,181.95,0,-0.29,5,5490.4,-58
35901,1970-01-01 00:00:35,3.93,154.25,1788.94,0.36,0,1,1,999,0.14,12.48,51.71,70.78,181.95,0,-0.26,5,5492.21,-58
36001,1970-01-01 00:00:36,4.16,154.37,1787.74,0.37,0,1,1,999,0.15,12.46,51.71,70.78,181.95,0,-0.24,5,5492.45,-58
36101,1970-01-01 00:00:36,4.36,154.49,1775.86,0.36,0,1,1,999,0.16,12.48,51.84,70.73,188.26,0,-0.2,5,5494.83,-57
36201,1970-01-01 00:00:36,4.8,154.66,1776.25,0.35,0,1,1,999,0.17,12.4,51.84,70.73,188.26,0,-0.28,5,5494.75,-57
36301,1970-01-01 00:00:36,4.98,154.78,1784.33,0.35,0,1,1,999,0.17,12.46,52.02,70.78,194.19,0,-0.28,5,5493.13,-58
36492,1970-01-01 00:00:36,5.22,155.07,1464.86,0.36,0,1,1,981.31,0.19,12.45,52.02,70.78,194.19,0,-0.28,5,6752.81,-50
36619,1970-01-01 00:00:36,5.42,155.31,1165.47,0.36,1,1,1,951.75,0.19,12.47,52.18,70.73,199.62,0,-0.28,5,6813.96,-40
36719,1970-01-01 00:00:36,5.5,155.42,1165.47,0.36,1,1,1,952.46,0.19,11.52,52.18,70.73,199.62,0,-0.28,7,6813.96,-40
36819,1970-01-01 00:00:36,5.71,155.6,771.06,0.35,1,1,1,923.37,0.2,11.15,52.18,70.73,199.62,0,-0.26,7,7083.15,-33
36919,1970-01-01 00:00:36,5.65,155.77,1796.19,0.36,0,1,1,875.51,0.21,12.31,52.23,70.67,199.52,0,-0.24,5,5490.76,-58
37019,1970-01-01 00:00:37,5.96,155.95,1899.4,0.36,0,1,1,836.37,0.22,12.39,52.23,70.67,199.52,0,-0.25,5,5470.12,-64
37119,1970-01-01 00:00:37,5.99,156.12,1828.96,0.36,0,1,1,818.52,0.23,12.38,52.23,70.67,199.52,0,-0.23,5,5484.21,-60
37219,1970-01-01 00:00:37,6.29,156.3,1784.55,0.35,0,1,1,784.16,0.24,12.39,52.34,70.7,198.76,0,-0.23,5,5493.09,-58
37319,1970-01-01 00:00:37,6.32,156.48,1795.68,0.35,0,1,1,768.52,0.24,12.38,52.34,70.7,198.76,0,-0.25,5,5490.86,-58
37419,1970-01-01 00:00:37,6.64,156.65,1823.57,0.35,0,1,1,738.32,0.25,12.39,52.35,70.69,204.1,0,-0.22,5,5485.29,-59
37519,1970-01-01 00:00:37,6.9,156.89,1817.33,0.35,0,1,1,724.79,0.26,12.39,52.35,70.69,204.1,0,-0.28,5,5486.53,-59
37619,1970-01-01 00:00:37,6.94,157.06,1821.3,0.35,0,1,1,697.97,0.27,12.4,52.35,70.69,204.1,0,-0.27,5,5485.74,-59
37737,1970-01-01 00:00:37,7.45,157.35,1868.31,0.35,0,1,1,686.23,0.27,12.4,52.38,70.62,208.94,0,-0.27,5,5476.34,-62
38737,1970-01-01 00:00:38,7.74,159.46,2296.12,0.36,0,1,1,593.03,0.32,12.45,52.67,70.53,207.05,0,-0.24,1,5381.55,-76
39442,1970-01-01 00:00:39,7.33,160.92,0,0.36,0,1,1,598.48,0.32,12.46,53.04,70.59,197.59,0,-0.25,5,5381.55,-76
39542,1970-01-01 00:00:39,7.49,161.1,0,0.33,1,1,1,599.13,0.32,9.82,53.04,70.59,197.59,0,-0.25,7,5381.55,-76
39642,1970-01-01 00:00:39,7.45,161.33,0,0.32,1,1,1,600,0.32,10.92,53.1,70.59,195.67,0,-0.3,7,5381.55,-76
