OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1000.00,1970-01-01 00:00:01.000,9.68,1.70,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.46,51.34,71.82,152.81,-5.94,-0.16,17.00,10.00,0.00
2000.00,1970-01-01 00:00:02.000,10.50,4.62,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.44,51.39,71.89,152.45,-5.94,-0.15,17.00,10.00,0.00
3000.00,1970-01-01 00:00:03.000,10.45,7.55,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.41,51.34,71.88,152.03,-5.93,-0.16,17.00,10.00,0.00
4000.00,1970-01-01 00:00:04.000,10.33,10.42,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.43,51.33,71.89,151.66,-5.94,-0.20,17.00,10.00,0.00
5000.00,1970-01-01 00:00:05.000,10.27,13.28,0.00,0.28,0.00,1.00,1.00,999.00,0.00,12.37,51.32,71.80,151.18,-5.93,-0.21,17.00,10.00,0.00
6000.00,1970-01-01 00:00:06.000,10.43,16.15,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.35,51.33,71.77,150.80,-5.93,-0.18,17.00,10.00,0.00
7000.00,1970-01-01 00:00:07.000,10.26,19.02,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.33,51.38,71.73,150.38,-5.93,-0.17,17.00,10.00,0.00
8000.00,1970-01-01 00:00:08.000,10.50,21.89,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.37,51.40,71.66,150.02,-5.95,-0.24,17.00,10.00,0.00
9000.00,1970-01-01 00:00:09.000,10.66,24.87,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.38,51.39,71.67,149.59,-5.92,-0.15,17.00,10.00,0.00
10049.00,1970-01-01 00:00:10.049,10.45,27.91,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.36,51.35,71.60,149.12,-5.93,-0.18,17.00,10.00,0.00
11167.00,1970-01-01 00:00:11.167,10.25,31.13,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.34,51.33,71.63,148.77,-5.93,-0.21,17.00,10.00,0.00
12285.00,1970-01-01 00:00:12.285,10.06,34.35,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.33,51.43,71.47,148.27,-5.94,-0.15,17.00,10.00,0.00
13285.00,1970-01-01 00:00:13.285,9.90,37.10,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.36,51.30,71.48,148.01,-5.94,-0.16,17.00,10.00,0.00
14285.00,1970-01-01 00:00:14.285,9.73,39.79,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.42,51.35,71.44,147.53,-5.93,-0.19,17.00,10.00,0.00
15285.00,1970-01-01 00:00:15.285,9.68,42.48,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.40,51.35,71.35,147.15,-5.93,-0.17,17.00,10.00,0.00
16285.00,1970-01-01 00:00:16.285,9.54,45.12,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.38,51.30,71.34,146.72,-5.92,-0.18,17.00,10.00,0.00
17285.00,1970-01-01 00:00:17.285,9.48,47.75,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.37,51.28,71.26,146.42,-5.94,-0.21,17.00,10.00,0.00
18285.00,1970-01-01 00:00:18.285,9.42,50.38,0.00,0.25,0.00,1.00,1.00,999.00,0.00,12.39,51.28,71.22,146.02,-5.94,-0.26,17.00,10.00,0.00
19285.00,1970-01-01 00:00:19.285,9.34,52.96,0.00,0.26,0.00,1.00,1.00,999.00,0.00,12.35,51.33,71.13,145.70,-5.95,-0.17,17.00,10.00,0.00
20285.00,1970-01-01 00:00:20.285,9.21,55.53,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.33,51.30,71.20,145.32,-5.95,-0.16,17.00,10.00,0.00
21285.00,1970-01-01 00:00:21.285,9.08,58.11,0.00,0.29,0.00,1.00,1.00,999.00,0.00,12.33,51.39,71.05,144.98,-5.92,-0.19,17.00,10.00,0.00
22336.00,1970-01-01 00:00:22.336,9.01,60.74,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.35,51.26,71.02,144.59,-5.93,-0.15,17.00,10.00,0.00
23336.00,1970-01-01 00:00:23.336,8.98,63.26,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.27,51.34,70.98,144.29,-5.93,-0.16,17.00,10.00,0.00
24336.00,1970-01-01 00:00:24.336,8.93,65.72,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.37,51.28,70.91,143.80,-5.93,-0.15,17.00,10.00,0.00
25336.00,1970-01-01 00:00:25.336,8.84,68.17,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.34,51.30,70.88,143.57,-5.95,-0.23,17.00,10.00,0.00
26336.00,1970-01-01 00:00:26.336,8.78,70.63,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.23,51.28,70.96,143.16,-5.94,-0.20,17.00,10.00,0.00
27336.00,1970-01-01 00:00:27.336,8.65,73.03,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.40,51.30,70.83,142.78,-5.94,-0.14,1.00,10.00,0.00
28336.00,1970-01-01 00:00:28.336,8.52,75.43,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.39,51.30,70.81,142.52,-5.92,-0.16,1.00,10.00,0.00
29336.00,1970-01-01 00:00:29.336,8.44,77.77,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.37,51.25,70.67,142.25,-5.93,-0.14,1.00,10.00,0.00
30336.00,2018-07-06 20:33:34.336,8.21,80.11,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.34,51.30,70.64,141.92,-5.95,-0.17,1.00,10.00,0.00
31336.00,2018-07-06 20:33:35.336,7.91,82.33,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.39,51.23,70.57,141.48,-5.93,-0.16,1.00,10.00,0.00
32368.00,2018-07-06 20:33:36.368,7.78,84.56,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.19,51.32,70.55,141.15,-5.94,-0.15,1.00,10.00,0.00
33368.00,2018-07-06 20:33:37.368,7.76,86.72,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.39,51.28,70.44,140.95,-5.93,-0.16,1.00,10.00,0.00
34368.00,2018-07-06 20:33:38.368,7.76,88.89,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.27,51.28,70.46,140.55,-5.93,-0.17,1.00,10.00,0.00
35368.00,2018-07-06 20:33:39.368,7.59,90.99,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.35,51.19,70.46,140.17,-5.92,-0.11,1.00,10.00,0.00
36368.00,2018-07-06 20:33:40.368,7.25,93.04,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.36,51.25,70.39,139.95,-5.26,0.91,1.00,10.00,0.00
37368.00,2018-07-06 20:33:41.368,5.96,94.86,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.38,51.25,70.37,139.51,-3.52,2.39,1.00,10.00,0.00
38368.00,2018-07-06 20:33:42.368,2.97,95.85,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.25,51.19,70.27,139.23,-2.04,4.55,1.00,10.00,0.00
39133.00,2018-07-06 20:33:43.133,-0.00,95.91,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.25,51.16,70.23,139.10,-6.07,-0.33,5.00,10.00,0.00
39233.00,2018-07-06 20:33:43.233,0.00,95.91,0.00,1.47,1.00,1.00,1.00,999.00,0.00,10.06,51.16,70.23,139.10,-5.99,-0.68,7.00,10.00,0.00
39333.00,2018-07-06 20:33:43.333,0.00,95.91,3.06,1.47,1.00,1.00,1.00,999.00,0.01,10.54,51.27,70.24,138.93,-6.04,-0.59,7.00,7100.00,-20.00
39433.00,2018-07-06 20:33:43.433,0.00,95.91,776.01,1.47,1.00,1.00,1.00,999.00,0.01,11.39,51.27,70.24,138.93,-5.97,-0.54,7.00,7079.20,-33.00
39533.00,2018-07-06 20:33:43.533,0.00,95.91,1314.97,1.47,0.00,1.00,1.00,999.00,0.02,12.08,51.27,70.24,138.93,-6.01,-0.42,5.00,6764.80,-44.00
