OnTime (ms), Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
1088, 1970-01-01 00:00:01,0,0,0,0.25,0,1,0.95,0,0,13.13,25.6,25.46,25.32,-9.75,0.46,16,10,0
2175, 1970-01-01 00:00:02,0,0,0,0.25,0,1,0.95,0,0,13.12,25.64,25.52,25.3,-9.75,0.46,16,10,0
3175, 1970-01-01 00:00:03,0,0,0,0.35,0,1,0.95,0,0,13.08,25.71,25.54,25.41,-9.75,0.46,16,10,0
4175, 1970-01-01 00:00:04,0,0,0,0.25,0,1,0.95,0,0,12.98,25.7,25.56,25.39,-9.75,0.45,16,10,0
5175, 1970-01-01 00:00:05,0,0,0,0.25,0,1,0.95,0,0,12.99,25.74,25.63,25.38,-9.75,0.45,16,10,0
6175, 1970-01-01 00:00:06,0,0,0,0.32,0,1,0.95,0,0,13,25.66,25.6,25.39,-9.75,0.45,16,10,0
7175, 1970-01-01 00:00:07,0,0,0,0.25,0,1,0.95,0,0,12.96,25.7,25.55,25.38,-9.75,0.45,16,10,0
8175, 1970-01-01 00:00:08,0,0,0,0.3,0,1,0.95,0,0,12.94,25.75,25.68,25.39,-9.75,0.46,16,10,0
9175, 1970-01-01 00:00:09,10.42,1.05,0,0.31,0,1,0.95,999,0,12.94,25.71,25.52,25.44,-9.75,0.46,16,10,0
10175, 1970-01-01 00:00:10,15.93,5.62,0,0.29,0,1,0.95,999,0,12.93,25.71,25.66,25.41,-9.75,0.45,16,10,0
11175, 1970-01-01 00:00:11,13.85,9.71,0,0.25,0,1,0.95,999,0,12.92,25.77,25.7,25.44,-9.75,0.45,16,10,0
12175, 1970-01-01 00:00:12,11.92,13.22,0,0.3,0,1,0.95,999,0,12.94,25.77,25.63,25.43,-9.75,0.46,16,10,0
13175, 1970-01-01 00:00:13,10.37,16.15,0,0.25,0,1,0.95,999,0,12.9,25.71,25.59,25.48,-9.75,0.45,16,10,0
14253, 1970-01-01 00:00:14,8.34,18.84,0,0.28,0,1,0.95,999,0,12.9,25.77,25.63,25.44,-9.75,0.46,16,10,0
15359, 1970-01-01 00:00:15,6.05,20.95,0,0.3,0,1,0.95,999,0,12.91,25.77,25.7,25.39,-9.75,0.46,16,10,0
16466, 1970-01-01 00:00:16,4.52,22.47,0,0.29,0,1,0.95,999,0,12.9,25.77,25.63,25.48,-9.75,0.45,16,10,0
17466, 1970-01-01 00:00:17,1.24,23.06,0,0.29,0,1,0.95,999,0,12.88,25.66,25.66,25.41,-9.75,0.46,16,10,0
18466, 1970-01-01 00:00:18,0,23.06,0,0.29,0,1,0.95,999,0,12.88,25.75,25.63,25.48,-9.75,0.46,16,10,0
19466, 1970-01-01 00:00:19,0,23.06,0,0.25,0,1,0.95,999,0,12.94,25.79,25.66,25.44,-9.75,0.46,16,10,0
20466, 2018-06-29 13:39:32,0,23.06,0,0.25,0,1,0.95,999,0,12.92,25.66,25.57,25.38,-9.75,0.46,16,10,0
21466, 2018-06-29 13:39:33,0,23.06,0,0.25,0,1,0.95,999,0,12.93,25.75,25.6,25.41,-9.75,0.46,16,10,0
22466, 2018-06-29 13:39:34,0,23.06,0,0.26,0,1,0.95,999,0,12.93,25.77,25.49,25.41,-9.75,0.46,16,10,0
23466, 2018-06-29 13:39:35,0,23.06,0,1.47,0,1,0.95,999,0,12.88,25.74,25.66,25.41,-9.75,0.46,16,10,0
24466, 2018-06-29 13:39:36,0,23.06,0,1.47,0,1,0.95,999,0,12.91,25.73,25.66,25.41,-9.75,0.46,16,10,0
25466, 2018-06-29 13:39:37,0,23.06,0,1.47,0,1,0.95,999,0,12.91,25.71,25.6,25.44,-9.75,0.46,16,10,0
26466, 2018-06-29 13:39:38,0,23.06,0,1.47,0,1,0.95,999,0,12.89,25.8,25.68,25.41,-9.75,0.46,16,10,0
27538, 2018-06-29 13:39:39,0,23.06,0,1.47,0,1,0.95,999,0,12.89,25.77,25.6,25.41,-9.75,0.46,16,10,0
28638, 2018-06-29 13:39:40,0,23.06,0,1.47,0,1,0.95,999,0,12.87,25.73,25.63,25.41,-9.75,0.46,16,10,0
29738, 2018-06-29 13:39:41,0,23.06,0,1.47,0,1,0.95,999,0,12.87,25.73,25.68,25.46,-9.75,0.46,16,10,0
30839, 2018-06-29 13:39:42,0,23.06,0,1.47,0,1,0.95,999,0,12.88,25.8,25.61,25.45,-9.75,0.46,16,10,0
31939, 2018-06-29 13:39:43,0,23.06,0,1.47,0,1,0.95,999,0,12.88,25.75,25.63,25.46,-9.74,0.46,16,10,0
32939, 2018-06-29 13:39:44,0,23.06,0,1.47,0,1,0.95,999,0,12.86,25.8,25.59,25.49,-9.75,0.46,16,10,0
33940, 2018-06-29 13:39:45,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.84,25.64,25.48,-9.75,0.46,16,10,0
34940, 2018-06-29 13:39:46,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.84,25.63,25.43,-9.75,0.46,16,10,0
35940, 2018-06-29 13:39:47,0,23.06,0,1.47,0,1,0.95,999,0,12.88,25.77,25.66,25.44,-9.75,0.46,16,10,0
36941, 2018-06-29 13:39:48,0,23.06,0,1.47,0,1,0.95,999,0,12.87,25.7,25.66,25.48,-9.75,0.46,16,10,0
37941, 2018-06-29 13:39:49,0,23.06,0,1.47,0,1,0.95,999,0,12.86,25.8,25.64,25.5,-9.75,0.46,16,10,0
38941, 2018-06-29 13:39:50,0,23.06,0,1.47,0,1,0.95,999,0,12.83,25.77,25.63,25.48,-9.75,0.46,16,10,0
39941, 2018-06-29 13:39:51,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.79,25.61,25.45,-9.75,0.46,16,10,0
40941, 2018-06-29 13:39:52,0,23.06,0,1.47,0,1,0.95,999,0,12.87,25.79,25.71,25.52,-9.75,0.46,16,10,0
41942, 2018-06-29 13:39:53,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.8,25.59,25.43,-9.75,0.46,16,10,0
42942, 2018-06-29 13:39:54,0,23.06,0,1.47,0,1,0.95,999,0,12.86,25.86,25.66,25.44,-9.75,0.46,16,10,0
44033, 2018-06-29 13:39:56,0,23.06,0,1.47,0,1,0.95,999,0,12.84,25.85,25.66,25.48,-9.75,0.46,16,10,0
45139, 2018-06-29 13:39:57,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.83,25.66,25.52,-9.75,0.46,16,10,0
46239, 2018-06-29 13:39:58,0,23.06,0,1.47,0,1,0.95,999,0,12.83,25.8,25.69,25.5,-9.75,0.46,16,10,0
47239, 2018-06-29 13:39:59,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.8,25.69,25.44,-9.75,0.46,16,10,0
48240, 2018-06-29 13:40:00,0,23.06,0,1.47,0,1,0.95,999,0,12.86,25.79,25.66,25.46,-9.75,0.46,16,10,0
49240, 2018-06-29 13:40:01,0,23.06,0,1.47,0,1,0.95,999,0,12.84,25.77,25.61,25.5,-9.75,0.46,16,10,0
50240, 2018-06-29 13:40:02,0,23.06,0,1.47,0,1,0.95,999,0,12.85,25.77,25.66,25.49,-9.75,0.46,16,10,0
