OnTime (ms), Time (UTC), Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us), Injection angle
10, 1970-01-01 00:00:00,16,1.09,-9.75,23.59,24.07,24,12.63,0,0,1.3,1,0,0.25,0,0,0,8094, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.52,24.14,23.98,12.63,0,0,1.3,1,0,0.31,0,0,0,7094, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.59,24.09,24.05,12.66,0,0,1.3,0,0,0.32,0,0,0,6094, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.6,24.09,23.96,12.7,0,0,1.3,0,0,0.33,0,0,0,5094, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.54,24.06,24,12.72,0,0,1.3,0,0,0.25,0,0,0,4094, 999
10, 1970-01-01 00:00:00,16,1.15,-9.75,23.61,24.05,23.99,12.79,0,0,1.3,0,0,0.37,0,0,0,3094, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.49,24.04,23.94,12.8,0,0,1.3,0,0,0.25,0,0,0,2094, 999
10, 1970-01-01 00:00:00,16,1.15,-9.75,23.48,24.02,23.95,12.81,0,0,1.3,0,0,0.25,0,0,0,1094, 999
10, 1970-01-01 00:00:00,16,1.13,-9.74,23.58,24.11,24.06,12.57,0,0,1.3,1,0,0.29,0,0,0,18234, 999
10, 1970-01-01 00:00:00,16,1.1,-9.75,23.6,24.18,24,12.58,0,0,1.3,1,0,0.29,0,0,0,17234, 999
10, 1970-01-01 00:00:00,16,1.13,-9.75,23.58,24.11,24.02,12.58,0,0,1.3,1,0,0.29,0,0,0,16234, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.54,24.13,24.02,12.61,0,0,1.3,1,0,0.27,0,0,0,15234, 999
10, 1970-01-01 00:00:00,16,1.11,-9.75,23.61,24.09,24.05,12.6,0,0,1.3,1,0,0.29,0,0,0,14234, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.63,24.06,24.02,12.63,0,0,1.3,1,0,0.29,0,0,0,13141, 999
10, 1970-01-01 00:00:00,16,1.08,-9.74,23.56,24.12,24.05,12.62,0,0,1.3,1,0,0.29,0,0,0,12095, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.59,24.11,24.04,12.63,0,0,1.3,1,0,0.3,0,0,0,11095, 999
10, 1970-01-01 00:00:00,16,1.15,-9.75,23.47,24.2,24,12.69,0,0,1.3,1,0,0.29,0,0,0,10094, 999
10, 1970-01-01 00:00:00,16,1.11,-9.75,23.59,24.12,24.07,12.66,0,0,1.3,1,0,1.47,0,0,0,28262, 999
10, 1970-01-01 00:00:00,16,1.13,-9.73,23.63,24.19,24.06,12.6,0,0,1.3,1,0,1.47,0,0,0,27262, 999
10, 1970-01-01 00:00:00,16,1.13,-9.75,23.58,24.13,24.09,12.61,0,0,1.3,1,0,1.47,0,0,0,26262, 999
10, 1970-01-01 00:00:00,16,1.13,-9.75,23.56,24.12,24.07,12.61,0,0,1.3,1,0,1.47,0,0,0,25235, 999
10, 1970-01-01 00:00:00,16,1.13,-9.75,23.61,24.18,24.02,12.6,0,0,1.3,1,0,1.47,0,0,0,24235, 999
10, 1970-01-01 00:00:00,16,1.07,-9.75,23.58,24.16,24.04,12.62,0,0,1.3,1,0,1.47,0,0,0,23235, 999
10, 1970-01-01 00:00:00,16,1.13,-9.75,23.56,24.09,24,12.62,0,0,1.3,1,0,0.25,0,0,0,22235, 999
10, 1970-01-01 00:00:00,16,1.14,-9.75,23.61,24.19,24.04,12.64,0,0,1.3,1,0,0.25,0,0,0,21234, 999
10, 1970-01-01 00:00:00,16,1.13,-9.74,23.56,24.19,24.07,12.64,0,0,1.3,1,0,0.25,0,0,0,20234, 999
