OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1109.00,1970-01-01 00:00:01.109,23.28,5.68,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.63,49.84,67.71,151.07,0.00,-0.09,17.00,10.00,0.00
2215.00,1970-01-01 00:00:02.215,23.67,12.93,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.81,67.68,150.63,0.00,-0.10,17.00,10.00,0.00
3321.00,1970-01-01 00:00:03.321,23.37,20.13,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.79,67.76,150.07,0.00,-0.12,17.00,10.00,0.00
4433.00,1970-01-01 00:00:04.433,23.22,27.39,0.00,0.35,0.00,2.00,1.00,999.00,0.00,12.58,49.72,67.66,149.62,0.00,-0.10,17.00,10.00,0.00
5433.00,1970-01-01 00:00:05.433,23.20,33.76,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.70,67.64,149.23,0.00,-0.09,17.00,10.00,0.00
6433.00,1970-01-01 00:00:06.433,23.14,40.26,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.71,67.66,148.66,0.00,-0.11,17.00,10.00,0.00
7433.00,1970-01-01 00:00:07.433,23.16,46.70,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.59,49.69,67.64,148.20,0.00,-0.08,17.00,10.00,0.00
8433.00,1970-01-01 00:00:08.433,23.50,53.25,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.59,67.52,147.78,0.00,-0.12,17.00,10.00,0.00
9433.00,1970-01-01 00:00:09.433,23.82,59.86,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.61,49.64,67.53,147.34,0.00,-0.08,17.00,10.00,0.00
10433.00,1970-01-01 00:00:10.433,23.15,66.36,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.58,49.57,67.43,146.90,0.00,-0.10,17.00,10.00,0.00
11433.00,1970-01-01 00:00:11.433,22.66,72.68,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.52,67.38,146.40,0.00,-0.10,17.00,10.00,0.00
12433.00,1970-01-01 00:00:12.433,22.48,79.00,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.47,67.38,146.18,0.00,-0.10,17.00,10.00,0.00
13433.00,1970-01-01 00:00:13.433,22.27,85.14,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.57,67.34,145.71,0.00,-0.10,17.00,10.00,0.00
14433.00,1970-01-01 00:00:14.433,21.85,91.29,0.00,0.35,0.00,2.00,1.00,999.00,0.00,12.59,49.51,67.37,145.36,0.00,-0.11,17.00,10.00,0.00
15509.00,1970-01-01 00:00:15.509,21.72,97.84,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.44,67.36,144.74,0.00,-0.11,17.00,10.00,0.00
16621.00,1970-01-01 00:00:16.621,21.51,104.51,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.41,67.27,144.33,0.00,-0.10,17.00,10.00,0.00
17727.00,1970-01-01 00:00:17.727,21.49,111.12,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.40,67.20,144.00,0.00,-0.10,17.00,10.00,0.00
18727.00,1970-01-01 00:00:18.727,21.14,117.03,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.61,49.42,67.16,143.64,0.00,-0.11,17.00,10.00,0.00
19727.00,1970-01-01 00:00:19.727,20.93,122.89,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.35,67.09,143.19,0.00,-0.09,17.00,10.00,0.00
20727.00,1970-01-01 00:00:20.727,20.95,128.68,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.38,67.13,142.89,0.00,-0.09,17.00,10.00,0.00
21727.00,1970-01-01 00:00:21.727,20.68,134.47,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.35,67.04,142.58,0.00,-0.10,17.00,10.00,0.00
22727.00,1970-01-01 00:00:22.727,20.55,140.21,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.31,66.97,142.05,0.00,-0.11,17.00,10.00,0.00
23727.00,1970-01-01 00:00:23.727,20.49,145.88,0.00,0.29,0.00,2.00,1.00,999.00,0.00,12.56,49.26,66.99,141.70,0.00,-0.10,17.00,10.00,0.00
24727.00,1970-01-01 00:00:24.727,20.22,151.50,0.00,0.35,0.00,2.00,1.00,999.00,0.00,12.56,49.31,66.90,141.28,0.00,-0.09,17.00,10.00,0.00
25727.00,1970-01-01 00:00:25.727,20.09,157.12,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.58,49.33,66.88,141.05,0.00,-0.11,17.00,10.00,0.00
26727.00,1970-01-01 00:00:26.727,19.80,162.62,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.54,49.34,66.91,140.66,0.00,-0.12,17.00,10.00,0.00
27727.00,1970-01-01 00:00:27.727,18.81,167.89,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.26,66.83,140.27,0.00,-0.11,17.00,10.00,0.00
28811.00,1970-01-01 00:00:28.811,18.23,173.45,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.59,49.21,66.80,139.95,0.00,-0.12,17.00,10.00,0.00
29923.00,1970-01-01 00:00:29.923,18.17,179.00,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.60,49.24,66.75,139.52,0.00,-0.10,17.00,10.00,0.00
31029.00,1970-01-01 00:00:31.029,17.80,184.56,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.60,49.13,66.73,139.09,0.00,-0.04,17.00,10.00,0.00
32135.00,1970-01-01 00:00:32.135,17.52,190.01,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.61,49.15,66.73,138.69,0.00,0.85,17.00,10.00,0.00
33241.00,1970-01-01 00:00:33.241,14.31,194.80,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.58,49.15,66.68,138.38,0.00,3.44,17.00,10.00,0.00
34346.00,1970-01-01 00:00:34.346,7.44,197.73,0.00,0.33,0.00,1.00,1.00,999.00,0.00,12.39,49.08,66.59,138.02,0.00,3.73,17.00,10.00,0.00
35451.00,1970-01-01 00:00:35.451,2.50,198.67,0.00,0.33,0.00,1.00,1.00,999.00,0.00,12.53,49.08,66.54,137.62,0.00,3.05,17.00,10.00,0.00
36563.00,1970-01-01 00:00:36.563,0.00,198.73,0.00,0.34,0.00,1.00,1.00,999.00,0.00,12.42,49.10,66.57,137.23,0.00,3.01,1.00,10.00,0.00
37675.00,1970-01-01 00:00:37.675,-0.00,198.73,0.00,0.34,0.00,1.00,1.00,999.00,0.00,12.54,49.02,66.52,136.94,0.00,0.46,1.00,10.00,0.00
37866.00,1970-01-01 00:00:37.866,-0.00,198.73,0.00,0.37,0.00,1.00,1.00,999.00,0.00,12.57,49.02,66.52,136.94,0.00,-0.46,5.00,10.00,0.00
37966.00,1970-01-01 00:00:37.966,0.00,198.73,0.00,0.37,1.00,1.00,1.00,999.00,0.00,9.77,49.06,66.45,136.80,0.00,-0.44,7.00,10.00,0.00
