OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1120.00,1970-01-01 00:00:01.120,2.05,0.35,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.69,60.12,87.89,-0.01,1.90,2.92,17.00,10.00,0.00,0.00
1730.00,1970-01-01 00:00:01.730,0.00,0.47,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.68,60.23,87.83,-0.01,0.87,1.91,21.00,10.00,0.00,1.00
1830.00,1970-01-01 00:00:01.830,0.00,0.47,0.00,0.80,1.00,1.00,1.00,999.00,0.00,10.30,60.14,87.82,-0.01,-0.21,0.18,23.00,10.00,0.00,1.00
2251.00,1970-01-01 00:00:02.251,0.00,0.47,1147.95,0.80,1.00,1.00,1.00,31.74,0.01,12.61,60.32,87.85,-0.01,-0.57,-0.07,23.00,6006.00,-40.00,1.00
2351.00,1970-01-01 00:00:02.351,0.00,0.47,1147.95,0.80,1.00,1.00,1.00,31.74,0.01,10.27,60.16,87.83,-0.01,-0.47,-0.11,23.00,6006.00,-40.00,1.00
2451.00,1970-01-01 00:00:02.451,0.00,0.47,404.84,0.81,1.00,1.00,1.00,21.16,0.02,10.37,60.16,87.83,-0.01,-0.62,-0.10,23.00,6006.00,-27.00,1.00
2551.00,1970-01-01 00:00:02.551,0.00,0.47,794.69,0.80,1.00,1.00,1.00,15.87,0.02,11.76,60.16,87.83,-0.01,-0.53,-0.11,23.00,6006.00,-34.00,1.00
2651.00,1970-01-01 00:00:02.651,0.00,0.47,1277.67,0.82,0.00,1.00,1.00,12.69,0.03,11.51,60.16,87.76,-0.01,-0.52,-0.07,21.00,6006.00,-42.00,1.00
2751.00,1970-01-01 00:00:02.751,0.00,0.47,1791.18,0.80,0.00,1.00,1.00,10.73,0.03,12.50,60.16,87.76,-0.01,-0.58,-0.08,21.00,5421.89,-58.00,1.00
2851.00,1970-01-01 00:00:02.851,0.00,0.47,1901.35,0.80,0.00,1.00,1.00,8.17,0.04,12.50,60.20,87.76,-0.01,-0.57,-0.07,21.00,5466.00,-65.00,1.00
2951.00,1970-01-01 00:00:02.951,0.00,0.47,1838.38,0.80,0.00,1.00,1.00,7.31,0.05,12.54,60.20,87.76,-0.01,-0.59,-0.07,21.00,5440.79,-61.00,1.00
3051.00,1970-01-01 00:00:03.051,0.00,0.47,1790.51,0.81,0.00,1.00,1.00,6.03,0.06,12.52,60.20,87.76,-0.01,-0.57,-0.07,21.00,5421.62,-58.00,1.00
3151.00,1970-01-01 00:00:03.151,1.30,0.59,1805.54,0.80,0.00,1.00,1.00,6.94,0.06,12.56,60.23,87.76,-0.01,-0.54,-0.08,21.00,5427.64,-59.00,1.00
3251.00,1970-01-01 00:00:03.251,1.30,0.59,1789.68,0.80,0.00,1.00,1.00,5.98,0.07,12.56,60.23,87.76,-0.01,-0.58,-0.06,21.00,5421.29,-58.00,1.00
3379.00,1970-01-01 00:00:03.379,1.30,0.59,1757.75,0.80,0.00,1.00,1.00,5.25,0.08,12.56,60.11,87.76,-0.01,-0.56,-0.07,21.00,5408.50,-56.00,1.00
