OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1000.00,1970-01-01 00:00:01.000,24.60,4.33,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.83,43.63,66.88,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
2000.00,1970-01-01 00:00:02.000,25.87,11.59,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.82,43.78,66.92,-0.01,-0.50,-0.04,17.00,10.00,0.00,0.00
3000.00,1970-01-01 00:00:03.000,25.35,18.73,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.81,43.75,66.89,-0.01,-0.46,-0.05,17.00,10.00,0.00,0.00
4000.00,1970-01-01 00:00:04.000,24.97,25.63,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.75,43.65,66.88,-0.01,-0.47,-0.05,17.00,10.00,0.00,0.00
5000.00,1970-01-01 00:00:05.000,24.52,32.54,0.00,0.83,0.00,2.00,1.00,999.00,0.00,12.75,43.63,66.91,-0.01,-0.48,-0.02,17.00,10.00,0.00,0.00
6000.00,1970-01-01 00:00:06.000,24.17,39.21,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.75,43.64,66.87,-0.01,-0.48,-0.03,17.00,10.00,0.00,0.00
7000.00,1970-01-01 00:00:07.000,24.34,45.99,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.74,43.58,66.91,-0.01,-0.54,-0.05,17.00,10.00,0.00,0.00
8000.00,1970-01-01 00:00:08.000,24.23,52.78,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.78,43.64,66.88,-0.01,-0.53,-0.03,17.00,10.00,0.00,0.00
9000.00,1970-01-01 00:00:09.000,24.03,59.45,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.76,43.59,66.77,-0.01,-0.47,-0.06,17.00,10.00,0.00,0.00
10022.00,1970-01-01 00:00:10.022,23.85,66.24,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.74,43.66,66.70,-0.01,-0.48,-0.06,17.00,10.00,0.00,0.00
11137.00,2019-05-24 17:08:27.137,23.59,73.61,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.74,43.58,66.62,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
12252.00,2019-05-24 17:08:28.252,23.36,80.87,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.72,43.59,66.66,-0.01,-0.49,-0.06,17.00,10.00,0.00,0.00
13371.00,2019-05-24 17:08:29.371,23.12,88.01,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.73,43.64,66.59,-0.01,-0.49,-0.05,17.00,10.00,0.00,0.00
14489.00,2019-05-24 17:08:30.489,22.83,95.15,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.77,43.65,66.59,-0.01,-0.50,-0.06,17.00,10.00,0.00,0.00
15597.00,2019-05-24 17:08:31.597,22.52,102.17,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.79,43.46,66.49,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
16597.00,2019-05-24 17:08:32.597,22.19,108.26,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.80,43.50,66.36,-0.01,-0.49,-0.06,17.00,10.00,0.00,0.00
17597.00,2019-05-24 17:08:33.597,21.78,114.34,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.80,43.55,66.41,-0.01,-0.49,-0.06,17.00,10.00,0.00,0.00
18597.00,2019-05-24 17:08:34.597,21.39,120.31,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.79,43.52,66.33,-0.01,-0.47,-0.07,17.00,10.00,0.00,0.00
19597.00,2019-05-24 17:08:35.597,21.19,126.28,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.78,43.48,66.34,-0.01,-0.50,-0.07,17.00,10.00,0.00,0.00
20597.00,2019-05-24 17:08:36.597,20.94,132.13,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.78,43.41,66.28,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
21597.00,2019-05-24 17:08:37.597,20.82,137.87,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.65,43.40,66.23,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
22597.00,2019-05-24 17:08:38.597,20.61,143.72,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.74,43.48,66.17,-0.01,-0.49,-0.06,17.00,10.00,0.00,0.00
23597.00,2019-05-24 17:08:39.597,20.29,149.34,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.74,43.40,66.10,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
24597.00,2019-05-24 17:08:40.597,20.32,154.95,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.63,43.41,66.12,-0.01,-0.46,-0.06,17.00,10.00,0.00,0.00
25620.00,2019-05-24 17:08:41.620,20.41,160.81,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.61,43.50,66.07,-0.01,-0.48,-0.05,17.00,10.00,0.00,0.00
26738.00,2019-05-24 17:08:42.738,20.73,167.13,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.76,43.39,66.02,-0.01,-0.52,-0.06,17.00,10.00,0.00,0.00
27850.00,2019-05-24 17:08:43.850,21.21,173.68,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.76,43.38,65.95,-0.01,-0.47,-0.06,17.00,10.00,0.00,0.00
28962.00,2019-05-24 17:08:44.962,21.60,180.35,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.63,43.33,65.84,-0.01,-0.53,-0.05,17.00,10.00,0.00,0.00
30077.00,2019-05-24 17:08:46.077,21.76,187.02,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.76,43.46,65.84,-0.01,-0.47,-0.07,17.00,10.00,0.00,0.00
31192.00,2019-05-24 17:08:47.192,22.01,193.81,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.77,43.41,65.77,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
32307.00,2019-05-24 17:08:48.307,21.92,200.60,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.75,43.38,65.70,-0.01,-0.47,-0.05,17.00,10.00,0.00,0.00
33422.00,2019-05-24 17:08:49.422,21.82,207.39,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.59,43.38,65.61,-0.01,-0.53,-0.05,17.00,10.00,0.00,0.00
34537.00,2019-05-24 17:08:50.537,21.78,214.17,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.76,43.44,65.67,-0.01,-0.46,-0.07,17.00,10.00,0.00,0.00
35655.00,2019-05-24 17:08:51.655,21.78,220.84,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.77,43.33,65.59,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
36655.00,2019-05-24 17:08:52.655,21.55,226.93,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.63,43.35,65.51,-0.01,-0.52,-0.06,17.00,10.00,0.00,0.00
37655.00,2019-05-24 17:08:53.655,21.48,232.90,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.78,43.42,65.46,-0.01,-0.50,-0.07,17.00,10.00,0.00,0.00
38655.00,2019-05-24 17:08:54.655,21.27,238.75,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.60,43.33,65.44,-0.01,-0.49,-0.05,17.00,10.00,0.00,0.00
39655.00,2019-05-24 17:08:55.655,21.09,244.60,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.61,43.42,65.44,-0.01,-0.49,-0.04,17.00,10.00,0.00,0.00
40655.00,2019-05-24 17:08:56.655,20.94,250.45,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.77,43.44,65.28,-0.01,-0.49,-0.06,17.00,10.00,0.00,0.00
41655.00,2019-05-24 17:08:57.655,20.84,256.31,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.64,43.41,65.29,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
42655.00,2019-05-24 17:08:58.655,20.61,262.04,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.74,43.32,65.26,-0.01,-0.50,-0.04,17.00,10.00,0.00,0.00
43655.00,2019-05-24 17:08:59.655,20.33,267.66,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.60,43.35,65.24,-0.01,-0.32,0.14,17.00,10.00,0.00,0.00
44655.00,2019-05-24 17:09:00.655,20.13,273.28,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.60,43.39,65.15,-0.01,0.53,1.16,17.00,10.00,0.00,0.00
45678.00,2019-05-24 17:09:01.678,18.57,278.78,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.57,43.41,65.13,-0.01,4.11,4.20,17.00,10.00,0.00,0.00
46790.00,2019-05-24 17:09:02.790,11.93,283.22,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.74,43.44,65.05,-0.01,9.91,8.23,17.00,10.00,0.00,0.00
47902.00,2019-05-24 17:09:03.902,4.27,284.75,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.72,43.26,65.02,-0.01,7.43,7.88,17.00,10.00,0.00,0.00
48652.00,2019-05-24 17:09:04.652,0.00,284.75,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.61,43.32,64.97,-0.01,-0.56,-0.07,21.00,10.00,0.00,1.00
48752.00,2019-05-24 17:09:04.752,0.00,284.75,0.00,1.51,1.00,1.00,1.00,999.00,0.00,10.33,43.32,64.97,-0.01,-0.63,-0.14,23.00,10.00,0.00,1.00
48852.00,2019-05-24 17:09:04.852,0.00,284.75,2.46,1.51,1.00,1.00,1.00,999.00,0.01,10.89,43.32,64.97,-0.01,-0.53,-0.11,23.00,6006.00,-20.00,1.00
49020.00,2019-05-24 17:09:05.020,0.00,284.75,1260.01,1.51,0.00,1.00,1.00,999.00,0.02,11.46,43.33,64.97,-0.01,-0.60,-0.12,23.00,6006.00,-42.00,1.00
49120.00,2019-05-24 17:09:05.120,0.00,284.75,1711.23,1.51,0.00,1.00,1.00,999.00,0.02,12.56,43.33,64.97,-0.01,-0.54,-0.07,21.00,5498.54,-55.00,1.00
49220.00,2019-05-24 17:09:05.220,0.00,284.75,1823.18,1.51,0.00,1.00,1.00,999.00,0.03,12.58,43.33,64.97,-0.01,-0.54,-0.06,21.00,5434.70,-59.00,1.00
49320.00,2019-05-24 17:09:05.320,1.05,284.86,1820.17,1.51,0.00,1.00,1.00,999.00,0.04,12.50,43.38,64.97,-0.01,-0.54,-0.07,21.00,5433.49,-59.00,1.00
49420.00,2019-05-24 17:09:05.420,1.05,284.86,1821.96,1.51,0.00,1.00,1.00,999.00,0.05,12.61,43.38,64.97,-0.01,-0.53,-0.08,21.00,5434.21,-59.00,1.00
49520.00,2019-05-24 17:09:05.520,1.05,284.86,1825.26,1.51,0.00,1.00,1.00,999.00,0.05,12.64,43.38,64.97,-0.01,-0.53,-0.07,21.00,5435.53,-60.00,1.00
49620.00,2019-05-24 17:09:05.620,1.05,284.86,1805.92,1.51,0.00,1.00,1.00,999.00,0.06,12.50,43.32,64.97,-0.01,-0.50,-0.06,21.00,5427.79,-59.00,1.00
49720.00,2019-05-24 17:09:05.720,1.90,284.98,1766.99,1.51,0.00,1.00,1.00,999.00,0.07,12.63,43.32,64.97,-0.01,-0.57,-0.06,21.00,5412.20,-56.00,1.00
49820.00,2019-05-24 17:09:05.820,1.90,284.98,1776.49,1.51,0.00,1.00,1.00,999.00,0.08,12.66,43.30,64.97,-0.01,-0.54,-0.07,21.00,5416.01,-57.00,1.00
49920.00,2019-05-24 17:09:05.920,1.90,284.98,1784.31,1.51,0.00,1.00,1.00,999.00,0.08,12.49,43.30,64.97,-0.01,-0.53,-0.06,21.00,5419.14,-58.00,1.00
50147.00,2019-05-24 17:09:06.147,2.04,285.21,1771.35,1.51,0.00,1.00,1.00,999.00,0.10,12.67,43.41,64.97,-0.01,-0.52,-0.05,21.00,5413.95,-56.00,1.00
50247.00,2019-05-24 17:09:06.247,2.04,285.21,1788.96,1.51,0.00,1.00,1.00,999.00,0.11,12.66,43.41,64.97,-0.01,-0.54,-0.06,21.00,5421.00,-58.00,1.00
50347.00,2019-05-24 17:09:06.347,2.35,285.33,1786.43,1.51,0.00,1.00,1.00,999.00,0.11,12.54,43.41,64.97,-0.01,-0.55,-0.06,21.00,5419.99,-58.00,1.00
50447.00,2019-05-24 17:09:06.447,2.66,285.45,1775.02,1.51,0.00,1.00,1.00,999.00,0.12,12.66,43.33,64.97,-0.01,-0.52,-0.05,21.00,5415.42,-57.00,1.00
50547.00,2019-05-24 17:09:06.547,2.66,285.45,1769.08,1.51,0.00,1.00,1.00,999.00,0.13,12.68,43.33,64.97,-0.01,-0.55,-0.05,21.00,5413.04,-56.00,1.00
50647.00,2019-05-24 17:09:06.647,2.94,285.56,1787.12,1.51,0.00,1.00,1.00,999.00,0.14,12.54,43.33,64.97,-0.01,-0.53,-0.07,21.00,5420.26,-58.00,1.00
50747.00,2019-05-24 17:09:06.747,3.21,285.68,1793.45,1.51,0.00,1.00,1.00,999.00,0.14,12.66,43.33,64.97,-0.01,-0.57,-0.07,21.00,5422.80,-58.00,1.00
50847.00,2019-05-24 17:09:06.847,3.46,285.80,1764.65,1.51,0.00,1.00,1.00,999.00,0.15,12.63,43.33,64.97,-0.01,-0.52,-0.05,21.00,5411.27,-56.00,1.00
50947.00,2019-05-24 17:09:06.947,3.68,285.92,1750.29,1.51,0.00,1.00,1.00,999.00,0.16,12.60,43.33,65.02,-0.01,-0.53,-0.07,21.00,5405.52,-56.00,1.00
51047.00,2019-05-24 17:09:07.047,3.88,286.03,1790.30,1.51,0.00,1.00,1.00,999.00,0.17,12.66,43.33,65.02,-0.01,-0.52,-0.07,21.00,5421.53,-58.00,1.00
51272.00,2019-05-24 17:09:07.272,4.47,286.38,1784.04,1.51,0.00,1.00,1.00,999.00,0.18,12.66,43.32,64.95,-0.01,-0.54,-0.07,21.00,5419.03,-58.00,1.00
51372.00,2019-05-24 17:09:07.372,4.66,286.50,1747.11,1.51,0.00,1.00,1.00,999.00,0.19,12.68,43.32,64.95,-0.01,-0.53,-0.07,21.00,5412.35,-56.00,1.00
51472.00,2019-05-24 17:09:07.472,4.82,286.62,1755.64,1.51,0.00,1.00,1.00,999.00,0.20,12.69,43.32,64.95,-0.01,-0.52,-0.08,21.00,5407.66,-56.00,1.00
51572.00,2019-05-24 17:09:07.572,4.99,286.74,1755.75,1.51,0.00,1.00,1.00,999.00,0.20,12.67,43.35,64.95,-0.01,-0.53,-0.06,21.00,5407.70,-56.00,1.00
51672.00,2019-05-24 17:09:07.672,5.30,286.97,1758.45,1.51,0.00,1.00,1.00,999.00,0.21,12.70,43.35,64.95,-0.01,-0.48,-0.06,21.00,5408.78,-56.00,1.00
51772.00,2019-05-24 17:09:07.772,5.47,287.09,1775.65,1.51,0.00,1.00,1.00,981.03,0.22,12.70,43.35,64.95,-0.01,-0.56,-0.06,21.00,5415.67,-57.00,1.00
51872.00,2019-05-24 17:09:07.872,5.61,287.20,1771.95,1.49,0.00,1.00,1.00,938.11,0.23,12.68,43.34,64.95,-0.01,-0.53,-0.06,21.00,5414.19,-56.00,1.00
51972.00,2019-05-24 17:09:07.972,5.91,287.44,1748.28,1.47,0.00,1.00,1.00,918.61,0.23,12.69,43.34,64.95,-0.01,-0.52,-0.06,21.00,5409.54,-56.00,1.00
52072.00,2019-05-24 17:09:08.072,6.02,287.55,1765.30,1.47,0.00,1.00,1.00,880.95,0.24,12.65,43.37,64.95,-0.01,-0.54,-0.07,21.00,5411.53,-56.00,1.00
52172.00,2019-05-24 17:09:08.172,6.27,287.79,1782.56,1.49,0.00,1.00,1.00,863.78,0.25,12.67,43.37,64.95,-0.01,-0.53,-0.07,21.00,5418.44,-58.00,1.00
52272.00,2019-05-24 17:09:08.272,6.49,288.02,1778.75,1.48,0.00,1.00,1.00,830.78,0.26,12.67,43.37,64.95,-0.01,-0.53,-0.05,21.00,5416.91,-58.00,1.00
52404.00,2019-05-24 17:09:08.404,6.74,288.26,1797.03,1.48,0.00,1.00,1.00,800.25,0.27,12.67,43.32,64.95,-0.01,-0.54,-0.05,21.00,5424.23,-58.00,1.00
52504.00,2019-05-24 17:09:08.504,6.95,288.49,1840.74,1.46,0.00,1.00,1.00,786.09,0.27,12.70,43.32,64.95,-0.01,-0.51,-0.07,21.00,5441.73,-61.00,1.00
