OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1107.00,1970-01-01 00:00:01.107,26.56,6.38,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.54,52.63,73.03,170.58,0.00,-0.19,17.00,10.00,0.00
2213.00,1970-01-01 00:00:02.213,26.54,14.63,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.58,52.55,73.13,169.70,0.00,-0.18,17.00,10.00,0.00
3213.00,1970-01-01 00:00:03.213,25.26,21.71,0.00,0.37,0.00,2.00,1.00,999.00,0.00,12.59,52.52,73.11,168.96,0.00,-0.21,17.00,10.00,0.00
4213.00,1970-01-01 00:00:04.213,24.09,28.50,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.57,52.43,73.04,168.04,0.00,-0.18,17.00,10.00,0.00
5213.00,1970-01-01 00:00:05.213,23.12,34.99,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.58,52.34,73.06,167.05,0.00,-0.18,17.00,10.00,0.00
6213.00,1970-01-01 00:00:06.213,22.10,41.20,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.56,52.27,73.08,166.37,0.00,-0.22,17.00,10.00,0.00
7213.00,1970-01-01 00:00:07.213,20.91,47.05,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.56,52.34,73.05,165.58,0.00,-0.21,17.00,10.00,0.00
8213.00,1970-01-01 00:00:08.213,19.84,52.67,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.56,52.24,73.01,164.95,0.00,-0.19,17.00,10.00,0.00
9213.00,1970-01-01 00:00:09.213,18.88,57.93,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.54,52.11,72.99,164.25,0.00,-0.18,17.00,10.00,0.00
10213.00,1970-01-01 00:00:10.213,17.96,63.02,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.55,52.13,72.95,163.70,0.00,-0.21,17.00,10.00,0.00
11213.00,1970-01-01 00:00:11.213,16.68,67.76,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.56,52.07,72.98,162.82,0.00,-0.19,17.00,10.00,0.00
12213.00,1970-01-01 00:00:12.213,15.68,72.21,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.57,52.06,72.88,162.14,0.00,-0.19,17.00,10.00,0.00
13299.00,1970-01-01 00:00:13.299,15.26,76.83,0.00,0.35,0.00,1.00,1.00,999.00,0.00,12.51,51.97,72.88,161.43,0.00,-0.23,17.00,10.00,0.00
14405.00,1970-01-01 00:00:14.405,14.76,81.40,0.00,0.33,0.00,1.00,1.00,999.00,0.00,12.50,51.95,72.88,160.74,0.00,-0.17,17.00,10.00,0.00
15511.00,1970-01-01 00:00:15.511,14.39,85.85,0.00,0.36,0.00,1.00,1.00,999.00,0.00,12.35,51.83,72.79,160.13,0.00,-0.18,17.00,10.00,0.00
16620.00,1970-01-01 00:00:16.620,14.12,90.18,0.00,0.37,0.00,1.00,1.00,999.00,0.00,12.38,51.93,72.71,159.44,0.00,-0.33,17.00,10.00,0.00
17727.00,1970-01-01 00:00:17.727,14.10,94.51,0.00,0.27,0.00,1.00,1.00,999.00,0.00,12.51,51.89,72.72,158.91,0.00,-0.22,17.00,10.00,0.00
18839.00,1970-01-01 00:00:18.839,14.18,98.84,0.00,0.36,0.00,1.00,1.00,999.00,0.00,12.50,51.83,72.73,158.34,0.00,-0.25,17.00,10.00,0.00
19951.00,1970-01-01 00:00:19.951,14.58,103.28,0.00,0.36,0.00,1.00,1.00,999.00,0.00,12.49,51.71,72.69,157.67,0.00,-0.25,17.00,10.00,0.00
20951.00,1970-01-01 00:00:20.951,15.00,107.38,0.00,0.33,0.00,1.00,1.00,999.00,0.00,12.37,51.73,72.60,157.28,0.00,-0.17,17.00,10.00,0.00
21513.00,1970-01-01 00:00:21.513,15.26,109.72,0.00,0.31,0.00,1.00,1.00,999.00,0.00,12.50,51.80,72.63,156.95,0.00,-0.21,21.00,10.00,0.00
22435.00,1970-01-01 00:00:22.435,15.38,113.64,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.54,51.75,72.55,156.28,0.00,-0.19,21.00,10.00,0.00
22995.00,1970-01-01 00:00:22.995,16.02,116.16,0.00,0.36,0.00,2.00,1.00,999.00,0.00,12.51,51.58,72.65,156.14,0.00,-0.18,21.00,10.00,0.00
23095.00,1970-01-01 00:00:23.095,15.89,116.57,0.00,0.36,1.00,2.00,1.00,999.00,0.00,10.24,51.58,72.65,156.14,0.00,-0.18,23.00,10.00,0.00
23327.00,1970-01-01 00:00:23.327,16.08,117.62,5.16,0.36,0.00,2.00,1.00,999.00,0.01,12.38,51.73,72.55,156.00,0.00,-0.19,21.00,7100.00,-20.00
23427.00,1970-01-01 00:00:23.427,16.29,118.09,5.16,0.34,1.00,2.00,1.00,999.00,0.01,8.38,51.73,72.55,156.00,0.00,-0.26,23.00,7100.00,-20.00
23527.00,1970-01-01 00:00:23.527,16.40,118.56,5.16,0.33,1.00,2.00,1.00,999.00,0.01,8.09,51.73,72.55,156.00,0.00,-0.23,23.00,7100.00,-20.00
