OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1095.00,1970-01-01 00:00:01.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.76,32.31,36.67,-0.01,1.45,2.10,17.00,10.00,0.00,0.00
2095.00,1970-01-01 00:00:02.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.75,32.45,36.70,-0.01,1.41,2.08,17.00,10.00,0.00,0.00
3095.00,1970-01-01 00:00:03.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.69,32.41,36.81,-0.01,1.30,2.03,17.00,10.00,0.00,0.00
4095.00,1970-01-01 00:00:04.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.64,32.45,36.77,-0.01,1.26,2.02,17.00,10.00,0.00,0.00
5095.00,1970-01-01 00:00:05.095,0.00,0.00,0.00,0.83,0.00,1.00,1.15,0.00,0.00,12.63,32.47,36.80,-0.01,1.30,2.02,17.00,10.00,0.00,0.00
6095.00,1970-01-01 00:00:06.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.62,32.45,36.81,-0.01,1.29,2.01,17.00,10.00,0.00,0.00
7095.00,1970-01-01 00:00:07.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.60,32.42,36.75,-0.01,1.30,2.00,17.00,10.00,0.00,0.00
8095.00,1970-01-01 00:00:08.095,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.59,32.49,36.80,-0.01,1.10,1.87,17.00,10.00,0.00,0.00
9095.00,1970-01-01 00:00:09.095,0.00,0.00,0.00,0.81,0.00,1.00,1.15,0.00,0.00,12.58,32.50,36.74,-0.01,-0.65,-0.22,17.00,10.00,0.00,0.00
10095.00,1970-01-01 00:00:10.095,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.55,32.52,36.82,-0.01,-0.75,-0.15,17.00,10.00,0.00,0.00
11095.00,1970-01-01 00:00:11.095,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.58,32.56,36.79,-0.01,-0.76,-0.14,17.00,10.00,0.00,0.00
12095.00,1970-01-01 00:00:12.095,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.54,32.53,36.75,-0.01,-1.09,-0.14,17.00,10.00,0.00,0.00
13095.00,1970-01-01 00:00:13.095,0.00,0.00,0.00,0.80,0.00,1.00,1.15,0.00,0.00,12.55,32.52,36.80,-0.01,-0.71,-0.13,17.00,10.00,0.00,0.00
14179.00,1970-01-01 00:00:14.179,0.00,0.00,0.00,0.82,0.00,1.00,1.15,0.00,0.00,12.52,32.56,36.66,-0.01,-1.18,-0.13,17.00,10.00,0.00,0.00
14940.00,1970-01-01 00:00:14.940,0.00,0.00,0.00,0.81,1.00,1.00,1.15,0.00,0.00,12.53,32.55,36.74,-0.01,-1.13,-0.13,21.00,10.00,0.00,1.00
15040.00,1970-01-01 00:00:15.040,0.00,0.00,0.00,0.81,1.00,1.00,1.15,0.00,0.00,9.52,32.52,36.67,-0.01,-1.12,-0.16,23.00,10.00,0.00,1.00
15140.00,1970-01-01 00:00:15.140,0.00,0.00,0.00,0.81,1.00,1.00,1.15,0.00,0.00,11.27,32.52,36.67,-0.01,-1.21,-0.15,23.00,10.00,0.00,1.00
15285.00,1970-01-01 00:00:15.285,0.00,0.00,1134.35,0.81,1.00,1.00,1.15,0.00,0.01,11.42,32.55,36.70,-0.01,-1.17,-0.16,23.00,6894.00,-40.00,1.00
15385.00,1970-01-01 00:00:15.385,0.00,0.00,1489.02,0.81,0.00,1.00,1.15,0.00,0.02,11.86,32.55,36.70,-0.01,-1.17,-0.14,21.00,6894.00,-50.00,1.00
15485.00,1970-01-01 00:00:15.485,0.00,0.00,1557.73,0.81,0.00,1.00,1.15,0.00,0.02,12.36,32.55,36.70,-0.01,-1.20,-0.14,21.00,6734.79,-53.00,1.00
15585.00,1970-01-01 00:00:15.585,0.00,0.00,1635.77,0.81,0.00,1.00,1.15,0.00,0.04,12.39,32.48,36.70,-0.01,-1.14,-0.14,21.00,6519.60,-54.00,1.00
