 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
4.12,14.98,1770.41,1.47,0,1,1.28,21.11,0.86,12.65,37.11,33.28,132.52,0,-0.24,20,5603.98,0
5.5,16.62,376.06,1.47,0,1,1.28,21.77,0.93,12.73,37.16,33.23,142.36,0,-0.24,16,0,0
5.21,18.26,0,1.47,0,1,1.28,23.52,0.94,12.74,37.17,33.3,129.25,0,-0.24,16,8932,0
4.98,19.78,1133.58,1.47,0,1,1.28,25.25,0.95,10.56,37.2,33.21,120.93,0,-0.27,22,8932,0
6.47,21.53,1783.27,1.47,0,1,1.28,25.07,1.05,12.69,37.25,33.32,137.73,0,-0.21,20,5597.42,0
7.43,23.76,0,1.47,0,1,1.28,26.54,1.09,12.73,37.33,33.26,140.09,0,-0.22,16,8932,0
7.17,25.98,0,1.47,0,1,1.28,29.03,1.09,12.74,37.38,33.28,128.8,0,-0.22,16,8932,0
6.89,28.09,0,1.47,0,1,1.28,31.38,1.09,12.75,37.34,33.27,121.24,0,-0.22,16,8932,0
6.78,30.19,0,1.47,0,1,1.28,33.73,1.09,12.76,37.38,33.2,115.2,0,-0.24,16,8932,0
6.66,32.3,0,1.47,0,1,1.28,36.09,1.09,12.78,37.46,33.23,110.16,0,-0.23,16,8932,0
6.54,34.29,0,1.47,0,1,1.28,38.31,1.09,12.77,37.54,33.3,105.84,0,-0.23,16,8932,0
6.43,36.05,0,1.47,0,1,1.28,40.27,1.09,12.78,37.48,33.28,102.93,0,-0.22,16,8932,0
6.31,37.8,0,1.47,0,1,1.28,42.23,1.09,12.78,37.53,33.17,99.37,0,-0.22,16,8932,0
6.18,39.56,0,1.47,0,1,1.28,44.19,1.09,12.78,37.56,33.21,96.17,0,-0.22,16,8932,0
6.01,41.2,0,1.47,0,1,1.28,46.03,1.09,12.81,37.7,33.23,93.9,0,-0.21,16,8932,0
5.87,42.83,0,1.47,0,1,1.28,47.86,1.09,12.8,37.66,33.15,91.26,0,-0.21,16,8932,0
5.68,44.36,0,1.47,0,1,1.28,49.56,1.09,12.81,37.72,33.2,89.42,0,-0.21,16,8932,0
5.41,45.99,0,1.47,0,1,1.28,51.39,1.09,12.8,37.81,33.28,87.13,0,-0.21,16,8932,0
5.13,47.4,0,1.47,0,1,1.28,52.96,1.09,12.81,37.76,33.25,85.03,0,-0.21,16,8932,0
5.91,48.92,0,1.47,0,1,1.28,54.65,1.09,12.81,37.78,33.13,83.69,0,-0.21,16,8932,0
4.9,50.21,1873.07,1.21,0,1,1.28,54.75,1.12,12.67,37.84,33.14,81.85,0,-0.21,20,5551.59,0
6.71,51.96,1755.44,1.47,0,1,1.28,52.76,1.2,12.64,37.8,33.15,114.16,0,-0.18,20,5611.62,0
7.41,54.3,1235.8,1.47,0,1,1.28,52.91,1.25,12.75,37.83,33.16,122.74,0,-0.19,16,8932,0
7.16,56.53,0,1.47,0,1,1.28,55.08,1.25,12.75,37.84,33.16,113.3,0,-0.21,16,8932,0
6.98,58.63,0,1.47,0,1,1.28,57.13,1.25,12.75,37.88,33.17,107.4,0,-0.21,16,8932,0
6.82,60.74,0,1.47,0,1,1.28,59.18,1.25,12.76,37.85,33.15,102.73,0,-0.2,16,8932,0
6.62,62.73,0,1.47,0,1,1.28,61.12,1.25,12.76,37.94,33.21,98.87,0,-0.21,16,8932,0
6.38,64.72,0,1.47,0,1,1.28,63.06,1.25,12.78,37.94,33.15,95.49,0,-0.21,16,8932,0
6.16,66.59,0,1.47,0,1,1.28,64.89,1.25,12.78,37.98,33.12,92.68,0,-0.21,16,8932,0
5.91,68.47,0,1.47,0,1,1.28,66.71,1.25,12.78,38.04,33.21,89.98,0,-0.2,16,8932,0
5.76,70.22,0,1.47,0,1,1.28,68.42,1.25,12.79,38.05,33.27,87.63,0,-0.2,16,8932,0
5.62,71.98,0,1.47,0,1,1.28,70.13,1.25,12.79,38.09,33.23,85.49,0,-0.2,16,8932,0
5.42,73.61,0,1.47,0,1,1.28,71.73,1.25,12.78,38.14,33.3,83.6,0,-0.2,16,8932,0
5.22,75.25,0,1.47,0,1,1.28,73.32,1.25,12.81,38.19,33.23,81.85,0,-0.2,16,8932,0
5.3,76.89,0,1.47,0,1,1.28,74.92,1.25,12.78,38.14,33.3,80.16,0,-0.2,16,8932,0
5.56,78.53,0,1.47,0,1,1.28,76.52,1.25,12.81,38.26,33.23,78.67,0,-0.2,16,8932,0
5.65,80.29,0,1.47,0,1,1.28,78.23,1.25,12.79,38.3,33.26,77.28,0,-0.2,16,8932,0
5.98,82.04,0,1.47,0,1,1.28,79.94,1.25,12.79,38.34,33.3,75.94,0,-0.19,16,8932,0
6.29,83.91,0,1.47,0,1,1.28,81.76,1.25,12.8,38.35,33.21,74.77,0,-0.19,16,8932,0
6.99,86.02,0,1.47,0,1,1.28,83.82,1.25,12.79,38.4,33.17,73.69,0,-0.19,16,8932,0
4.9,87.78,0,1.47,0,1,1.28,85.53,1.25,12.82,38.4,33.27,72.71,0,0.12,16,8932,0
4.69,89.06,0,1.47,0,1,1.28,86.78,1.25,12.79,38.4,33.23,72,0,-0.36,16,8932,0
4.93,90.47,0,1.47,0,1,1.28,88.15,1.25,12.81,38.4,33.27,71.06,0,-0.31,16,8932,0
5.28,91.87,0,1.47,0,1,1.28,89.52,1.25,12.81,38.34,33.25,70.13,0,-0.28,16,8932,0
5.29,93.39,0,1.47,0,1,1.28,91,1.25,12.84,38.41,33.21,69.52,0,-0.25,16,8932,0
5.04,94.8,0,1.47,0,1,1.28,92.37,1.25,12.81,38.31,33.25,68.71,0,-0.25,16,8932,0
4.86,96.2,0,1.47,1,1,1.28,93.74,1.25,10.73,38.35,33.26,68.19,0,-0.32,22,8932,0
5.85,97.72,1773.47,1.47,0,1,1.28,90.31,1.32,12.67,38.4,33.25,83.16,0,-0.17,20,5602.42,0
7.67,99.71,1226.5,1.47,0,1,1.28,87.06,1.39,12.75,38.4,33.34,117.71,0,-0.23,16,8932,0
7.73,101.82,0,1.47,0,1,1.28,87.91,1.41,12.77,38.44,33.37,110.23,0,-0.23,16,8932,0
7.56,103.93,0,1.47,0,1,1.28,89.73,1.41,12.76,38.38,33.41,103.02,0,-0.23,16,8932,0
7.6,106.15,0,1.47,0,1,1.28,91.65,1.41,12.79,38.41,33.44,98.37,0,-0.22,16,8932,0
7.49,108.14,0,1.47,0,1,1.28,93.37,1.41,12.79,38.38,33.45,95.59,0,0.2,16,8932,0
7.35,110.25,0,1.47,0,1,1.28,95.19,1.41,12.8,38.28,33.4,92.24,0,-0.24,16,8932,0
7.24,112.24,0,1.47,0,1,1.28,96.91,1.41,12.77,38.42,33.37,89.51,0,-0.24,16,8932,0
7.15,114.23,0,1.47,0,1,1.28,98.63,1.41,12.78,38.35,33.39,87.59,0,-0.23,16,8932,0
7.14,116.22,0,1.47,0,1,1.28,100.34,1.41,12.78,38.42,33.51,85.34,0,-0.22,16,8932,0
7.24,118.21,0,1.47,0,1,1.28,102.06,1.41,12.78,38.44,33.46,83.83,0,-0.23,16,8932,0
6.89,120.19,0,1.47,0,1,1.28,103.78,1.41,12.78,38.33,33.39,81.98,0,5.38,16,8932,0
3.71,121.37,0,1.47,1,1,1.28,104.79,1.41,12.73,38.36,33.48,80.21,0,-0.46,22,8932,0
4.35,122.42,1816.72,1.47,0,1,1.28,100.84,1.48,12.65,38.48,33.39,88.2,0,-0.31,20,5580.34,0
6.46,124.06,1800.34,1.47,0,1,1.28,97.09,1.56,12.65,38.46,33.41,122.62,0,-0.3,20,5588.71,0
7.2,126.05,1878.67,1.47,0,1,1.28,96.04,1.6,12.75,38.35,33.39,125,0,0.37,16,5548.73,0
7.02,128.04,0,1.47,0,1,1.28,97.56,1.6,12.74,38.41,33.42,117.97,0,-0.3,16,5548.73,0
6.79,130.03,0,1.47,0,1,1.28,99.07,1.6,12.76,38.51,33.42,111.41,0,-0.27,16,5548.73,0
6.79,131.9,0,1.47,0,1,1.28,100.5,1.6,12.77,38.35,33.5,106.29,0,-0.24,16,5548.73,0
6.63,133.77,0,1.47,0,1,1.28,101.93,1.6,12.76,38.41,33.34,103.15,0,-0.24,16,5548.73,0
6.26,135.64,0,1.47,0,1,1.28,103.36,1.6,12.78,38.33,33.33,99.39,0,-0.23,16,5548.73,0
6.03,137.28,0,1.47,0,1,1.28,104.6,1.6,12.76,38.36,33.39,96.84,0,-0.23,16,5548.73,0
5.9,138.92,0,1.47,0,1,1.28,105.85,1.6,12.76,38.44,33.38,94.03,0,-0.23,16,5548.73,0
5.83,140.56,0,1.47,0,1,1.28,107.1,1.6,12.78,38.51,33.39,91.31,0,-0.22,16,5548.73,0
5.84,142.2,0,1.47,0,1,1.28,108.35,1.6,12.76,38.47,33.41,89.65,0,-0.23,16,5548.73,0
5.77,143.84,0,1.47,0,1,1.28,109.6,1.6,12.77,38.45,33.41,87.41,0,-0.22,16,5548.73,0
5.53,145.36,0,1.47,0,1,1.28,110.76,1.6,12.8,38.45,33.38,85.45,0,-0.21,16,5548.73,0
5.22,147,0,1.47,0,1,1.28,112.01,1.6,12.77,38.53,33.53,83.76,0,-0.22,16,5548.73,0
4.99,148.52,9.04,1.47,1,1,1.28,113.11,1.6,11.43,38.47,33.45,82.01,0,-0.26,22,0,0
4.72,150.04,1707.36,0.87,0,1,1.28,112.19,1.63,12.47,38.59,33.57,80.27,0,-0.21,20,6180.27,0
6.2,151.56,1777.94,1.47,0,1,1.28,108.17,1.71,12.52,38.58,33.57,104.48,0,-0.22,20,5600.14,0
7.49,153.67,1231.68,1.47,0,1,1.28,105.59,1.77,12.66,38.63,33.59,127.05,0,-0.2,16,8932,0
7.36,155.66,0,1.47,0,1,1.28,106.96,1.77,12.67,38.58,33.62,117.53,0,-0.2,16,8932,0
7.18,157.65,0,1.47,0,1,1.28,108.33,1.77,12.7,38.62,33.66,110.71,0,-0.2,16,8932,0
6.88,159.64,0,1.47,0,1,1.28,109.7,1.77,12.72,38.72,33.66,105.59,0,1.41,16,8932,0
3.42,160.81,0,1.47,0,1,1.28,110.5,1.77,12.72,38.78,33.63,102.35,0,-0.49,16,8932,0
2.84,161.63,24.09,1.47,1,1,1.28,111.01,1.77,11.67,38.66,33.66,98.7,0,-0.38,22,0,0
3.8,162.56,1812.47,1.47,0,1,1.28,106.83,1.85,12.61,38.78,33.64,113.97,0,-0.3,20,5582.52,0
5.79,163.97,1454.6,1.47,0,1,1.28,103.55,1.93,12.67,38.76,33.63,132.73,0,-0.26,16,8932,0
6.41,165.72,1546.97,1.47,0,1,1.28,102.98,1.96,12.7,38.84,33.75,130.77,0,-0.27,16,8308.69,0
5.76,167.48,0,1.47,0,1,1.28,104.07,1.96,12.72,38.8,33.71,122.33,0,-0.24,16,8308.69,0
5.8,169.23,0,1.47,0,1,1.28,105.16,1.96,12.74,38.92,33.79,116.42,0,-0.23,16,8308.69,0
5.25,170.87,0,1.47,0,1,1.28,106.18,1.96,12.74,38.98,33.71,111.51,0,-0.23,16,8308.69,0
4.73,172.28,0,1.47,0,1,1.28,107.05,1.96,12.75,39.22,33.95,108.36,0,-0.23,16,8308.69,0
4.25,173.45,0,1.47,0,1,1.28,107.78,1.96,12.76,39.44,34.07,104.74,0,-0.23,16,8308.69,0
3.66,174.5,0,1.47,0,1,1.28,108.43,1.96,12.77,39.59,34.31,101.55,0,-0.22,16,8308.69,0
3.18,175.44,0,1.47,0,1,1.28,109.01,1.96,12.76,39.84,34.43,99.45,0,-0.22,16,8308.69,0
3.54,176.37,1523.52,1.47,0,1,1.28,108.7,1.98,12.6,39.95,34.53,96.73,0,-0.21,20,8619.89,0
3.74,177.31,1803.56,1.47,0,1,1.28,105.03,2.06,12.64,40.12,34.51,116.45,0,-0.22,20,5587.06,0
5.58,178.83,1474.47,1.47,0,1,1.28,101.95,2.14,12.7,40.21,34.38,142.15,0,-0.22,16,8932,0
4.39,180.12,1463.99,1.47,0,1,1.28,101.91,2.15,12.74,40.26,34.51,131.84,0,-0.21,16,8932,0
2.86,181.05,0,1.47,0,1,1.28,102.44,2.15,12.74,40.3,34.77,126.09,0,-0.21,16,8932,0
2.24,181.64,1787.12,1.47,0,1,1.28,99.96,2.21,12.62,40.44,35.1,124.39,0,-0.2,20,5595.45,0
3.23,182.46,1794.37,1.47,0,1,1.28,96.99,2.29,12.57,40.55,35.3,148.84,0,0.8,20,5591.76,0
0,182.69,1576.85,1.47,0,1,1.28,94.65,2.35,12.73,40.59,35.8,149.49,0,8.82,16,7912.14,0
0,182.69,0,1.47,0,1,1.28,94.65,2.35,12.74,40.55,36.01,140.48,0,4.72,16,7912.14,0
0,182.69,0,1.47,0,1,1.28,94.65,2.35,12.74,40.63,36.2,132.47,0,2.51,16,7912.14,0
0,182.69,0,1.47,0,1,1.28,94.65,2.35,12.74,40.67,36.38,126.16,0,1.85,16,7912.14,0
0,182.69,0,1.47,0,1,1.28,94.65,2.35,12.76,40.7,36.49,122.09,0,1.41,16,7912.14,0
0,182.69,0,1.47,0,1,1.28,94.65,2.35,12.77,40.88,36.56,117.43,0,-0.25,16,7912.14,0
1.39,183.04,0,1.47,0,1,1.28,94.83,2.35,12.78,40.72,36.72,114.2,0,-0.36,16,7912.14,0
2.2,183.63,0,1.47,0,1,1.28,95.14,2.35,12.78,40.93,36.68,110.5,0,-0.36,16,7912.14,0
2.95,184.33,0,1.47,0,1,1.28,95.5,2.35,12.78,40.96,36.74,107.1,0,-0.31,16,7912.14,0
4.22,185.38,0,1.47,0,1,1.28,96.05,2.35,12.79,41.01,36.81,104.97,0,0.16,16,7912.14,0
4.06,186.67,0,1.47,0,1,1.28,96.71,2.35,12.78,41.08,36.84,102.23,0,1.15,16,7912.14,0
2.58,187.49,0,1.47,0,1,1.28,97.14,2.35,12.78,41.16,36.7,99.61,0,1.07,16,7912.14,0
1.9,187.84,0,1.47,0,1,1.28,97.32,2.35,12.78,41.27,36.59,97.3,0,0.63,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.79,41.28,36.31,95.19,0,0.41,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.78,41.31,35.98,93.14,0,2.26,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.19,35.8,91.38,0,2.2,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.79,41.34,35.62,89.59,0,2.05,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.79,41.39,35.51,88.15,0,1.56,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.43,35.33,86.54,0,1.24,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.79,41.53,35.26,85.27,0,1.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.41,35.2,84.04,0,1.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.55,35.05,82.92,0,1.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.55,34.9,82.06,0,1.12,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.52,34.88,80.98,0,0.97,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.55,34.74,80.05,0,3.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.53,34.7,79.36,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.57,34.63,78.53,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.62,34.55,77.73,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.58,34.49,77.1,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.55,34.56,76.46,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.57,34.48,75.86,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.52,34.36,75.31,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.79,41.6,34.38,74.69,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.55,34.31,74.09,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.5,34.16,73.58,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.37,34.22,73.06,0,3.07,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.55,34.14,72.48,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.55,34.09,72.03,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.46,34.09,71.73,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.52,34.09,71.22,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.38,34.05,70.74,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.41,34.02,70.46,0,3.08,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.44,34.07,70.23,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.44,33.96,69.81,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.48,34.02,69.5,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.48,33.86,69.15,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.34,33.91,68.89,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.45,33.91,68.65,0,3.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.45,33.88,68.34,0,3.09,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.36,33.84,68.05,0,3.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.46,33.89,67.85,0,3.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.36,33.8,67.55,0,3.1,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.32,33.77,67.45,0,3.11,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.37,33.77,67.16,0,3.11,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.34,33.81,66.99,0,3.11,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.83,41.28,33.73,66.71,0,3.11,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,41.34,33.73,66.5,0,3.12,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.16,33.62,66.38,0,3.12,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.2,33.57,66.24,0,3.12,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.83,41.16,33.57,65.98,0,3.13,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,41.05,33.62,65.88,0,3.13,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,41.01,33.57,65.77,0,3.13,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.83,40.83,33.42,65.58,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.76,33.33,65.34,0,3.13,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.73,33.4,65.24,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.71,33.38,65.02,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.88,33.38,64.95,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.9,33.48,64.61,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.89,33.48,64.51,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.88,33.44,64.3,0,3.14,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.89,33.48,64.14,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.93,33.46,64.12,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.73,33.5,63.95,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.8,33.44,63.84,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.7,33.39,63.73,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.63,33.35,63.47,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.64,33.32,63.32,0,3.15,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.72,33.33,63.27,0,3.16,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.78,33.3,63.12,0,3.16,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.75,33.45,62.99,0,3.17,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.83,40.77,33.45,62.88,0,3.17,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.76,33.5,62.65,0,3.17,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.83,33.48,62.5,0,3.17,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.82,33.5,62.34,0,3.18,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.75,33.46,62.25,0,3.18,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.83,33.41,62.09,0,3.18,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.83,40.72,33.57,62.02,0,3.19,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.69,33.5,61.97,0,3.19,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.75,33.44,61.73,0,3.19,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.75,33.45,61.8,0,3.19,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.76,33.53,61.59,0,3.19,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.75,33.48,61.48,0,3.2,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.8,33.57,61.39,0,3.2,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.73,33.52,61.27,0,3.2,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.78,33.48,61.13,0,3.21,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.72,33.41,60.92,0,3.21,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.71,33.42,60.98,0,3.22,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.8,40.7,33.38,60.93,0,3.21,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.82,40.69,33.51,60.7,0,3.22,16,7912.14,0
0,187.84,0,1.47,0,1,1.28,97.32,2.35,12.81,40.65,33.48,60.65,0,3.22,16,7912.14,0
