OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1098.00,1970-01-01 00:00:01.098,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.75,52.99,79.05,-0.01,-0.52,0.17,17.00,10.00,0.00,0.00
1738.00,1970-01-01 00:00:01.738,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.76,53.02,79.10,-0.01,-0.57,-0.07,21.00,10.00,0.00,1.00
1838.00,1970-01-01 00:00:01.838,0.00,0.00,0.00,0.80,1.00,1.00,1.00,0.00,0.00,10.53,53.05,79.05,-0.01,-0.68,-0.10,23.00,10.00,0.00,1.00
2197.00,1970-01-01 00:00:02.197,0.00,0.00,1141.95,0.80,0.00,1.00,1.00,0.00,0.02,12.67,53.04,79.00,-0.01,-0.56,-0.06,21.00,6006.00,-40.00,1.00
2297.00,1970-01-01 00:00:02.297,0.00,0.00,1141.95,0.80,1.00,1.00,1.00,0.00,0.02,9.65,53.09,78.98,-0.01,-0.65,-0.07,23.00,6006.00,-40.00,1.00
2397.00,1970-01-01 00:00:02.397,0.00,0.00,863.69,0.80,1.00,1.00,1.00,0.00,0.02,10.74,53.09,78.98,-0.01,-0.57,-0.12,23.00,6006.00,-35.00,1.00
2497.00,1970-01-01 00:00:02.497,0.00,0.00,742.12,0.80,1.00,1.00,1.00,0.00,0.03,11.73,53.09,78.98,-0.01,-0.57,-0.10,23.00,6006.00,-33.00,1.00
2597.00,1970-01-01 00:00:02.597,0.00,0.00,1238.63,0.80,0.00,1.00,1.00,0.00,0.03,12.36,53.06,79.03,-0.01,-0.63,-0.08,21.00,6006.00,-42.00,1.00
2697.00,1970-01-01 00:00:02.697,0.00,0.00,1884.57,0.80,0.00,1.00,1.00,0.00,0.04,12.53,53.06,79.03,-0.01,-0.58,-0.07,21.00,5459.28,-63.00,1.00
2797.00,1970-01-01 00:00:02.797,1.25,0.12,1897.65,0.80,0.00,1.00,1.00,1.81,0.05,12.56,53.06,79.03,-0.01,-0.60,-0.05,21.00,5464.52,-64.00,1.00
2897.00,1970-01-01 00:00:02.897,1.25,0.12,1788.16,0.80,0.00,1.00,1.00,1.50,0.06,12.57,53.13,79.03,-0.01,-0.57,-0.06,21.00,5420.68,-58.00,1.00
2997.00,1970-01-01 00:00:02.997,1.25,0.12,1784.78,0.81,0.00,1.00,1.00,1.38,0.06,12.60,53.13,79.03,-0.01,-0.54,-0.07,21.00,5419.33,-58.00,1.00
3097.00,1970-01-01 00:00:03.097,1.25,0.12,1817.85,0.80,0.00,1.00,1.00,1.19,0.07,12.59,53.04,79.03,-0.01,-0.58,-0.07,21.00,5432.57,-59.00,1.00
3316.00,1970-01-01 00:00:03.316,1.76,0.23,1767.83,0.80,0.00,1.00,1.00,1.97,0.09,12.60,53.04,79.03,-0.01,-0.54,-0.08,21.00,5412.54,-56.00,1.00
3416.00,1970-01-01 00:00:03.416,1.76,0.23,1790.88,0.82,0.00,1.00,1.00,1.87,0.09,12.62,53.04,79.03,-0.01,-0.58,-0.06,21.00,5421.77,-58.00,1.00
