 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1.83,0,0,12.28,35.01,35.26,51.12,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.83,0,0,12.27,35.08,35.39,50.24,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.83,0,0,12.25,35.16,35.47,49.47,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.83,0,0,12.25,35.13,35.44,48.81,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.83,0,0,12.25,35.16,35.38,48.37,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.83,0,0,12.22,35.16,35.4,47.72,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.83,0,0,12.21,35.17,35.45,47.02,0,-0.21,16,10,0
0,0,0,0.25,0,1,1.83,0,0,12.21,35.26,35.37,46.65,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.83,0,0,12.23,35.3,35.33,46.16,0,-0.2,16,10,0
0,0,0,0.26,0,1,1.83,0,0,12.21,35.21,35.34,45.54,0,-0.21,16,10,0
0,0,0,0.27,0,0,1.83,0,0,12.2,35.22,35.37,45.01,0,-0.21,0,10,0
0,0.09,0,0.27,0,1,1.83, inf,0,12.23,35.28,35.35,44.67,0,-0.2,16,10,0
0,0.09,0,0.27,0,1,1.83, inf,0,12.22,35.33,35.37,44.32,0,-0.2,16,10,0
0,0.09,0,0.27,0,1,1.83, inf,0,12.22,35.34,35.33,43.93,0,-0.2,16,10,0
0,0.09,0,0.27,0,1,1.83, inf,0,12.22,35.34,35.27,43.69,0,-0.2,16,10,0
0,0.09,0,0.25,0,1,1.83, inf,0,12.23,35.28,35.23,43.3,0,-0.2,16,10,0
0,0.09,0,0.25,0,1,1.83, inf,0,12.27,35.32,35.26,42.95,0,-0.2,16,10,0
0,0.09,0,0.25,0,1,1.83, inf,0,12.23,35.28,35.3,42.55,0,-0.2,16,10,0
0,0.09,0,0.25,0,1,1.83, inf,0,12.23,35.3,35.26,42.21,0,-0.2,16,10,0
0,0.09,0,1.47,0,1,1.83, inf,0,12.26,35.27,35.26,42.03,0,-0.2,16,10,0
0,0.09,0,1.47,0,1,1.83, inf,0,12.25,35.24,35.23,41.71,0,-0.2,16,10,0
0,0.09,0,1.47,0,1,2.02, inf,0,12.24,35.28,35.28,41.46,0,-0.21,16,10,0
0,0.09,0,1.47,0,1,2.02, inf,0,12.24,35.22,35.15,41.3,0,-0.21,16,10,0
0,0.09,1445.83,1.47,0,1,2.02,0.01,0.02,11.23,35.26,35.26,41.07,0,-0.23,22,14133,0
0,0.09,2579.78,1.47,0,1,2.02,0,0.16,12.16,35.26,35.2,64.04,0,-0.2,20,8530.28,0
0,0.09,3275,1.47,0,1,2.02,0,0.43,12.15,35.28,35.21,111.8,0,-0.21,16,8530.28,0
0,0.09,1258.73,1.47,0,1,2.02,0,0.55,12.16,35.26,35.09,88.31,0,-0.24,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.18,35.24,35.08,79.77,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.18,35.3,35.08,76.49,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.28,35.09,73.01,0,-0.22,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.27,35.1,70.05,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.2,35.28,35.05,68.11,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.2,35.28,35.15,65.8,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.3,35.13,63.88,0,-0.25,16,80.76,0
0,0.09,0,1.47,0,0,2.02,0,0.55,12.21,35.33,35.13,62.48,0,-0.22,0,80.76,0
0,0.09,0,1.47,0,0,2.02,0,0.55,12.21,35.37,35.09,60.8,0,-0.23,0,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.23,35.34,35.1,59.27,0,-0.22,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.16,35.3,35.09,58.36,0,-0.24,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.38,35.13,57.05,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.47,35.12,55.89,0,-0.26,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.37,35.1,54.72,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.23,35.44,35.09,53.76,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.37,35.1,52.93,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.21,35.46,35.08,52.02,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.23,35.42,35.12,51.09,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.2,35.44,35.04,50.59,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.41,35.01,49.93,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.37,35.03,49.23,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.24,35.41,35.01,48.66,0,-0.22,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.23,35.42,35.04,48.21,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.38,35.03,47.49,0,-0.23,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.34,35.05,47.13,0,-0.25,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.22,35.4,34.99,46.73,0,-0.22,16,80.76,0
0,0.09,0,1.47,0,1,2.02,0,0.55,12.23,35.42,35.08,46.2,0,-0.23,16,80.76,0
