OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1095.00,1970-01-01 00:00:01.095,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.94,17.39,18.31,-0.01,-0.64,-0.09,17.00,10.00,0.00,0.00
2095.00,1970-01-01 00:00:02.095,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.93,17.41,18.35,-0.01,-0.63,-0.10,17.00,10.00,0.00,0.00
3095.00,1970-01-01 00:00:03.095,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.83,17.43,18.35,-0.01,-0.65,-0.11,17.00,10.00,0.00,0.00
4095.00,1970-01-01 00:00:04.095,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.72,17.48,18.46,-0.01,-0.70,-0.13,17.00,10.00,0.00,0.00
5095.00,1970-01-01 00:00:05.095,0.00,0.00,0.00,0.85,0.00,1.00,1.00,0.00,0.00,12.70,17.45,18.43,-0.01,-0.65,-0.10,17.00,10.00,0.00,0.00
6095.00,1970-01-01 00:00:06.095,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.75,17.41,18.37,-0.01,-0.62,-0.14,17.00,10.00,0.00,0.00
6822.00,1970-01-01 00:00:06.822,0.00,0.00,0.00,0.84,1.00,0.00,1.00,0.00,0.00,12.75,17.45,18.40,-0.01,-0.64,-0.10,5.00,10.00,0.00,1.00
6922.00,1970-01-01 00:00:06.922,0.00,0.00,0.00,0.84,1.00,0.00,1.00,0.00,0.00,9.82,17.45,18.40,-0.01,-0.55,-0.14,7.00,10.00,0.00,1.00
7022.00,1970-01-01 00:00:07.022,0.00,0.00,0.00,0.84,1.00,0.00,1.00,0.00,0.00,11.36,17.45,18.40,-0.01,-0.63,-0.10,7.00,10.00,0.00,1.00
7122.00,1970-01-01 00:00:07.122,0.00,0.00,16.96,0.80,1.00,0.00,1.00,0.00,0.01,10.66,17.48,18.46,-0.01,-0.62,-0.09,7.00,12012.00,-20.00,1.00
7222.00,1970-01-01 00:00:07.222,0.00,0.00,16.96,0.80,1.00,0.00,1.00,0.00,0.01,11.46,17.48,18.46,-0.01,-0.68,-0.09,7.00,12012.00,-20.00,1.00
7322.00,1970-01-01 00:00:07.322,0.00,0.00,755.03,0.83,1.00,0.00,1.00,0.00,0.02,11.20,17.48,18.46,-0.01,-0.68,-0.09,7.00,12012.00,-33.00,1.00
7422.00,1970-01-01 00:00:07.422,0.00,0.00,770.82,0.80,1.00,0.00,1.00,0.00,0.03,11.71,17.43,18.38,-0.01,-0.59,-0.09,7.00,12012.00,-33.00,1.00
7522.00,1970-01-01 00:00:07.522,0.00,0.00,770.82,0.84,1.00,0.00,1.00,0.00,0.03,11.59,17.43,18.38,-0.01,-0.70,-0.08,7.00,12012.00,-33.00,1.00
7668.00,1970-01-01 00:00:07.668,0.00,0.00,777.40,0.84,1.00,0.00,1.00,0.00,0.04,11.49,17.50,18.45,-0.01,-0.72,-0.09,7.00,12012.00,-33.00,1.00
7768.00,1970-01-01 00:00:07.768,0.00,0.00,781.50,0.84,1.00,0.00,1.00,0.00,0.05,10.85,17.50,18.45,-0.01,-0.69,-0.09,7.00,12012.00,-34.00,1.00
7868.00,1970-01-01 00:00:07.868,0.00,0.00,782.09,0.83,1.00,0.00,1.00,0.00,0.06,11.48,17.50,18.45,-0.01,-0.63,-0.09,7.00,12012.00,-34.00,1.00
8868.00,2019-05-25 10:55:04.868,0.00,0.00,0.00,0.84,0.00,0.00,1.00,0.00,0.07,12.58,17.49,18.46,-0.01,-0.69,-0.09,1.00,6006.00,-33.00,0.00
9868.00,2019-05-25 10:55:05.868,0.00,0.00,0.00,0.84,0.00,0.00,1.00,0.00,0.07,12.62,17.52,18.37,-0.01,-0.65,-0.09,1.00,6006.00,-33.00,0.00
10968.00,2019-05-25 10:55:06.968,0.00,0.00,0.00,0.84,0.00,0.00,1.00,0.00,0.07,12.62,17.49,18.54,-0.01,-0.65,-0.09,1.00,6006.00,-33.00,0.00
12068.00,2019-05-25 10:55:08.068,0.00,0.00,0.00,0.81,0.00,0.00,1.00,0.00,0.07,12.63,17.43,18.46,-0.01,-0.62,-0.09,1.00,6006.00,-33.00,0.00
13168.00,2019-05-25 10:55:09.168,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.66,17.44,18.50,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
14268.00,2019-05-25 10:55:10.268,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.64,17.58,18.45,-0.01,-0.63,-0.09,1.00,6006.00,-33.00,0.00
15368.00,2019-05-25 10:55:11.368,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.66,17.49,18.48,-0.01,-0.66,-0.09,1.00,6006.00,-33.00,0.00
16468.00,2019-05-25 10:55:12.468,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.65,17.50,18.51,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
17568.00,2019-05-25 10:55:13.568,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.66,17.52,18.51,-0.01,-0.63,-0.09,1.00,6006.00,-33.00,0.00
18668.00,2019-05-25 10:55:14.668,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.65,17.49,18.41,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
19668.00,2019-05-25 10:55:15.668,0.00,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.07,12.71,17.44,18.55,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
20668.00,2019-05-25 10:55:16.668,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.07,12.76,17.49,18.45,-0.01,-0.65,-0.09,1.00,6006.00,-33.00,0.00
21668.00,2019-05-25 10:55:17.668,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.07,12.76,17.56,18.63,-0.01,-0.65,-0.09,1.00,6006.00,-33.00,0.00
22668.00,2019-05-25 10:55:18.668,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.07,12.77,17.52,18.50,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
23668.00,2019-05-25 10:55:19.668,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,0.07,12.78,17.55,18.59,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
24668.00,2019-05-25 10:55:20.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.61,17.48,18.50,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
25668.00,2019-05-25 10:55:21.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.57,17.52,18.54,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
26668.00,2019-05-25 10:55:22.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.59,17.52,18.54,-0.01,-0.61,-0.09,1.00,6006.00,-33.00,0.00
27668.00,2019-05-25 10:55:23.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.74,17.55,18.57,-0.01,-0.63,-0.09,1.00,6006.00,-33.00,0.00
28668.00,2019-05-25 10:55:24.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.73,17.61,18.52,-0.01,-0.63,-0.09,1.00,6006.00,-33.00,0.00
29668.00,2019-05-25 10:55:25.668,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.74,17.47,18.54,-0.01,-0.67,-0.09,1.00,6006.00,-33.00,0.00
30742.00,2019-05-25 10:55:26.742,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.70,17.50,18.59,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
31842.00,2019-05-25 10:55:27.842,0.00,0.00,0.00,1.51,0.00,0.00,1.00,0.00,0.07,12.57,17.55,18.67,-0.01,-0.64,-0.09,1.00,6006.00,-33.00,0.00
