OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1114.00,1970-01-01 00:00:01.114,31.41,6.32,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.75,60.83,86.77,-0.01,-0.51,-0.04,17.00,10.00,0.00,0.00
2232.00,1970-01-01 00:00:02.232,32.20,16.38,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.75,60.84,86.94,-0.01,-0.53,-0.08,17.00,10.00,0.00,0.00
3350.00,1970-01-01 00:00:03.350,31.96,26.33,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.69,60.69,87.03,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
4350.00,1970-01-01 00:00:04.350,32.26,35.23,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.68,60.70,87.11,-0.01,-0.50,-0.08,17.00,10.00,0.00,0.00
5350.00,1970-01-01 00:00:05.350,32.26,44.24,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.68,60.55,87.23,-0.01,-0.51,-0.07,17.00,10.00,0.00,0.00
6350.00,1970-01-01 00:00:06.350,32.45,53.25,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.66,60.53,87.30,-0.01,-0.52,-0.09,17.00,10.00,0.00,0.00
7350.00,1970-01-01 00:00:07.350,32.02,62.15,0.00,0.83,0.00,2.00,1.00,999.00,0.00,12.66,60.38,87.37,-0.01,-0.55,-0.08,17.00,10.00,0.00,0.00
8350.00,1970-01-01 00:00:08.350,31.03,70.92,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.70,60.27,87.51,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
9350.00,1970-01-01 00:00:09.350,30.00,79.23,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.69,60.20,87.52,-0.01,-0.51,-0.06,17.00,10.00,0.00,0.00
10350.00,1970-01-01 00:00:10.350,29.78,87.54,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.66,60.09,87.48,-0.01,-0.49,-0.05,17.00,10.00,0.00,0.00
11350.00,1970-01-01 00:00:11.350,29.68,95.85,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.66,60.12,87.43,-0.01,-0.52,-0.08,17.00,10.00,0.00,0.00
12350.00,1970-01-01 00:00:12.350,29.63,104.04,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.67,60.05,87.57,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
13393.00,1970-01-01 00:00:13.393,29.93,112.70,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.70,59.95,87.51,-0.01,-0.55,-0.06,17.00,10.00,0.00,0.00
14511.00,1970-01-01 00:00:14.511,29.90,121.95,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.74,59.84,87.55,-0.01,-0.53,-0.08,17.00,10.00,0.00,0.00
15620.00,1970-01-01 00:00:15.620,29.69,131.08,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.73,59.77,87.55,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
16739.00,1970-01-01 00:00:16.739,29.52,140.32,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.71,59.71,87.50,-0.01,-0.52,-0.06,17.00,10.00,0.00,0.00
17851.00,1970-01-01 00:00:17.851,29.24,149.34,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,59.62,87.60,-0.01,-0.57,-0.08,17.00,10.00,0.00,0.00
18851.00,1970-01-01 00:00:18.851,29.00,157.41,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.54,59.54,87.44,-0.01,-0.55,-0.07,17.00,10.00,0.00,0.00
19851.00,1970-01-01 00:00:19.851,28.40,165.37,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.70,59.42,87.39,-0.01,-0.52,-0.05,17.00,10.00,0.00,0.00
20851.00,1970-01-01 00:00:20.851,27.81,173.09,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,59.39,87.41,-0.01,-0.52,-0.08,17.00,10.00,0.00,0.00
21851.00,1970-01-01 00:00:21.851,27.14,180.70,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.72,59.20,87.39,-0.01,-0.48,-0.04,17.00,10.00,0.00,0.00
22851.00,1970-01-01 00:00:22.851,26.79,188.19,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.70,59.11,87.41,-0.01,-0.49,-0.04,17.00,10.00,0.00,0.00
23851.00,1970-01-01 00:00:23.851,26.37,195.57,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.69,59.02,87.31,-0.01,-0.51,-0.06,17.00,10.00,0.00,0.00
24851.00,1970-01-01 00:00:24.851,26.35,202.82,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.56,58.86,87.30,-0.01,-0.55,-0.08,17.00,10.00,0.00,0.00
25851.00,1970-01-01 00:00:25.851,26.34,210.19,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.67,58.77,87.17,-0.01,-0.53,-0.07,17.00,10.00,0.00,0.00
26851.00,1970-01-01 00:00:26.851,26.23,217.45,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.69,58.80,87.06,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
27884.00,1970-01-01 00:00:27.884,25.99,224.94,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.72,58.63,87.03,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
28884.00,1970-01-01 00:00:28.884,25.70,232.20,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,58.53,87.03,-0.01,-0.48,-0.07,17.00,10.00,0.00,0.00
29884.00,1970-01-01 00:00:29.884,25.39,239.22,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,58.51,86.96,-0.01,-0.50,-0.07,17.00,10.00,0.00,0.00
30884.00,1970-01-01 00:00:30.884,25.22,246.24,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.54,58.39,86.91,-0.01,-0.51,-0.06,17.00,10.00,0.00,0.00
31884.00,1970-01-01 00:00:31.884,24.97,253.26,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.72,58.34,86.94,-0.01,-0.54,-0.07,17.00,10.00,0.00,0.00
32884.00,1970-01-01 00:00:32.884,24.71,260.05,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,58.26,86.78,-0.01,-0.51,-0.07,17.00,10.00,0.00,0.00
33884.00,1970-01-01 00:00:33.884,24.37,266.84,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.72,58.24,86.78,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
34884.00,1970-01-01 00:00:34.884,24.00,273.63,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,58.15,86.73,-0.01,-0.49,-0.07,17.00,10.00,0.00,0.00
35884.00,1970-01-01 00:00:35.884,23.75,280.18,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,58.19,86.68,-0.01,-0.51,-0.07,17.00,10.00,0.00,0.00
36884.00,1970-01-01 00:00:36.884,23.44,286.74,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.59,58.14,86.50,-0.01,-0.53,-0.08,17.00,10.00,0.00,0.00
37916.00,1970-01-01 00:00:37.916,23.26,293.41,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,58.07,86.45,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
39028.00,1970-01-01 00:00:39.028,23.03,300.55,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.69,57.94,86.36,-0.01,-0.51,-0.07,17.00,10.00,0.00,0.00
40142.00,1970-01-01 00:00:40.142,22.75,307.57,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,57.91,86.22,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
41257.00,1970-01-01 00:00:41.257,22.84,314.59,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,57.86,86.21,-0.01,-0.52,-0.06,17.00,10.00,0.00,0.00
42369.00,1970-01-01 00:00:42.369,22.92,321.73,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.58,57.88,86.08,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
43369.00,1970-01-01 00:00:43.369,23.17,328.17,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,57.73,86.08,-0.01,-0.54,-0.07,17.00,10.00,0.00,0.00
44369.00,1970-01-01 00:00:44.369,23.58,334.60,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.58,57.73,86.00,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
45369.00,1970-01-01 00:00:45.369,23.82,341.27,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.55,57.64,85.94,-0.01,-0.52,-0.07,17.00,10.00,0.00,0.00
46369.00,1970-01-01 00:00:46.369,24.09,347.94,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.70,57.62,85.91,-0.01,-0.48,-0.07,17.00,10.00,0.00,0.00
47369.00,1970-01-01 00:00:47.369,24.10,354.62,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.70,57.59,85.75,-0.01,-0.50,-0.07,17.00,10.00,0.00,0.00
48369.00,1970-01-01 00:00:48.369,23.94,361.29,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.55,57.61,85.74,-0.01,-0.51,-0.07,17.00,10.00,0.00,0.00
49369.00,1970-01-01 00:00:49.369,24.01,367.96,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.72,57.55,85.59,-0.01,-0.55,-0.07,17.00,10.00,0.00,0.00
50369.00,1970-01-01 00:00:50.369,23.95,374.63,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.69,57.43,85.52,-0.01,-0.53,-0.07,17.00,10.00,0.00,0.00
51369.00,1970-01-01 00:00:51.369,23.81,381.18,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.58,57.48,85.56,-0.01,-0.53,-0.07,17.00,10.00,0.00,0.00
52394.00,1970-01-01 00:00:52.394,23.80,387.97,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,57.42,85.50,-0.01,-0.53,-0.07,17.00,10.00,0.00,0.00
53514.00,1970-01-01 00:00:53.514,23.48,395.34,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.68,57.40,85.38,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
54626.00,1970-01-01 00:00:54.626,23.33,402.60,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.57,57.31,85.29,-0.01,-0.52,-0.08,17.00,10.00,0.00,0.00
55738.00,1970-01-01 00:00:55.738,23.20,409.74,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.70,57.27,85.33,-0.01,-0.53,-0.06,17.00,10.00,0.00,0.00
56856.00,1970-01-01 00:00:56.856,23.00,416.88,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.71,57.30,85.24,-0.01,-0.47,-0.04,17.00,10.00,0.00,0.00
57856.00,1970-01-01 00:00:57.856,22.76,423.20,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.58,57.23,85.15,-0.01,-0.21,0.17,17.00,10.00,0.00,0.00
58856.00,1970-01-01 00:00:58.856,22.50,429.52,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.67,57.29,85.14,-0.01,0.42,1.12,17.00,10.00,0.00,0.00
59856.00,1970-01-01 00:00:59.856,21.08,435.49,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.69,57.15,85.05,-0.01,2.90,3.82,17.00,10.00,0.00,0.00
