OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1117.00,1970-01-01 00:00:01.117,20.45,4.10,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.30,61.51,89.09,-0.01,2.03,2.32,17.00,10.00,0.00,0.00
2232.00,1970-01-01 00:00:02.232,18.20,10.18,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.33,61.45,89.11,-0.01,3.91,4.77,17.00,10.00,0.00,0.00
3347.00,1970-01-01 00:00:03.347,12.55,14.75,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.29,61.48,89.09,-0.01,7.63,7.77,17.00,10.00,0.00,0.00
4459.00,1970-01-01 00:00:04.459,4.08,16.85,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.26,61.51,89.00,-0.01,8.62,8.85,17.00,10.00,0.00,0.00
5577.00,1970-01-01 00:00:05.577,0.00,16.85,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.25,61.48,88.90,-0.01,-0.63,-0.06,17.00,10.00,0.00,0.00
5677.00,1970-01-01 00:00:05.677,0.00,16.85,0.00,0.80,1.00,1.00,1.00,999.00,0.00,9.65,61.48,88.90,-0.01,-0.54,-0.07,23.00,10.00,0.00,1.00
5777.00,1970-01-01 00:00:05.777,0.00,16.85,0.00,0.82,1.00,1.00,1.00,999.00,0.00,10.59,61.48,88.90,-0.01,-0.68,-0.08,23.00,10.00,0.00,1.00
5877.00,1970-01-01 00:00:05.877,0.00,16.85,20.50,0.81,1.00,1.00,1.00,999.00,0.01,11.31,61.48,88.91,-0.01,-0.69,-0.08,23.00,6006.00,-20.00,1.00
5977.00,1970-01-01 00:00:05.977,0.00,16.85,20.50,0.82,1.00,1.00,1.00,999.00,0.01,11.26,61.48,88.91,-0.01,-0.71,-0.06,23.00,6006.00,-20.00,1.00
6077.00,1970-01-01 00:00:06.077,1.12,16.97,842.89,0.82,1.00,1.00,1.00,999.00,0.01,11.00,61.48,88.91,-0.01,-0.58,-0.08,23.00,6006.00,-35.00,1.00
6177.00,1970-01-01 00:00:06.177,1.12,16.97,1814.58,0.83,0.00,1.00,1.00,587.20,0.02,12.07,61.34,88.91,-0.01,-0.62,-0.02,21.00,5431.26,-59.00,1.00
6277.00,1970-01-01 00:00:06.277,1.12,16.97,1933.67,0.83,0.00,1.00,1.00,475.04,0.03,12.07,61.34,88.91,-0.01,-0.65,-0.02,21.00,5478.94,-66.00,1.00
6377.00,1970-01-01 00:00:06.377,1.12,16.97,1890.60,0.80,0.00,1.00,1.00,343.85,0.04,12.13,61.43,88.91,-0.01,-0.65,-0.02,21.00,5461.69,-64.00,1.00
6477.00,1970-01-01 00:00:06.477,0.00,16.97,1804.08,0.83,0.00,1.00,1.00,269.78,0.05,12.11,61.43,88.91,-0.01,-0.66,-0.04,21.00,5427.05,-59.00,1.00
6577.00,1970-01-01 00:00:06.577,0.00,16.97,1821.58,0.83,0.00,1.00,1.00,243.54,0.05,12.14,61.43,88.91,-0.01,-0.62,-0.03,21.00,5434.06,-59.00,1.00
6702.00,1970-01-01 00:00:06.702,1.27,17.09,1888.22,0.83,0.00,1.00,1.00,205.20,0.06,12.14,61.46,88.80,-0.01,-0.63,-0.03,21.00,5460.74,-63.00,1.00
