OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1094.00,1970-01-01 00:00:01.094,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.20,45.57,49.55,1372.05,-0.55,0.05,1.00,10.00,0.00
2094.00,1970-01-01 00:00:02.094,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.20,45.65,49.55,1372.05,-0.57,0.06,1.00,10.00,0.00
3094.00,1970-01-01 00:00:03.094,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.21,45.73,49.51,1372.05,-0.59,0.06,1.00,10.00,0.00
4094.00,1970-01-01 00:00:04.094,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.22,45.66,49.57,1372.05,-0.58,0.06,1.00,10.00,0.00
5094.00,1970-01-01 00:00:05.094,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.25,45.60,49.57,1372.05,-0.58,0.06,1.00,10.00,0.00
6094.00,1970-01-01 00:00:06.094,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.25,45.70,49.55,1372.05,-0.54,0.05,0.00,10.00,0.00
7094.00,1970-01-01 00:00:07.094,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.19,45.64,49.57,1372.05,-0.55,0.04,0.00,10.00,0.00
8094.00,1970-01-01 00:00:08.094,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.22,45.53,49.39,1372.05,-0.60,0.06,0.00,10.00,0.00
9094.00,1970-01-01 00:00:09.094,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.23,45.58,49.46,1372.05,-0.59,0.05,0.00,10.00,0.00
10094.00,1970-01-01 00:00:10.094,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.24,45.55,49.41,1372.05,-0.56,0.05,0.00,10.00,0.00
11094.00,1970-01-01 00:00:11.094,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.23,45.66,49.46,1372.05,-0.56,0.05,0.00,10.00,0.00
12094.00,1970-01-01 00:00:12.094,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.24,45.74,49.63,1372.05,-0.54,0.06,0.00,10.00,0.00
13120.00,1970-01-01 00:00:13.120,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.23,45.66,49.54,1372.05,-0.52,0.05,0.00,10.00,0.00
14213.00,1970-01-01 00:00:14.213,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.25,45.72,49.49,1372.05,-0.58,0.06,0.00,10.00,0.00
15308.00,1970-01-01 00:00:15.308,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.24,45.76,49.49,1372.05,-0.55,0.06,0.00,10.00,0.00
16401.00,1970-01-01 00:00:16.401,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.25,45.81,49.66,1372.05,-0.55,0.05,0.00,10.00,0.00
17494.00,1970-01-01 00:00:17.494,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.25,45.82,49.58,1372.05,-0.60,0.06,0.00,10.00,0.00
18587.00,1970-01-01 00:00:18.587,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.25,45.78,49.59,1372.05,-0.55,0.06,0.00,10.00,0.00
19680.00,1970-01-01 00:00:19.680,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.25,45.74,49.49,1372.05,-0.57,0.06,0.00,10.00,0.00
20773.00,1970-01-01 00:00:20.773,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.23,45.80,49.47,1372.05,-0.55,0.06,0.00,10.00,0.00
21866.00,1970-01-01 00:00:21.866,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.25,45.69,49.46,1372.05,-0.53,0.05,0.00,10.00,0.00
22959.00,1970-01-01 00:00:22.959,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.23,45.76,49.53,1372.05,-0.57,0.06,0.00,10.00,0.00
24054.00,1970-01-01 00:00:24.054,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.21,45.73,49.49,1372.05,-0.55,0.06,0.00,10.00,0.00
