OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1001.00,1970-01-01 00:00:01.001,19.33,3.28,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.73,58.55,86.41,-0.01,-0.51,-0.06,17.00,10.00,0.00,0.00
2001.00,1970-01-01 00:00:02.001,20.62,9.01,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.74,58.60,86.42,-0.01,-0.51,-0.05,17.00,10.00,0.00,0.00
3001.00,1970-01-01 00:00:03.001,20.35,14.63,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.71,58.56,86.36,-0.01,-0.48,-0.07,17.00,10.00,0.00,0.00
4001.00,1970-01-01 00:00:04.001,20.20,20.36,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.71,58.55,86.29,-0.01,-0.50,-0.05,17.00,10.00,0.00,0.00
5001.00,1970-01-01 00:00:05.001,20.08,25.86,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.71,58.55,86.24,-0.01,-0.40,0.03,17.00,10.00,0.00,0.00
6001.00,1970-01-01 00:00:06.001,19.39,31.37,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.68,58.47,86.13,-0.01,3.63,4.29,17.00,10.00,0.00,0.00
7001.00,1970-01-01 00:00:07.001,13.93,35.81,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.65,58.42,86.08,-0.01,7.51,7.43,17.00,10.00,0.00,0.00
8001.00,1970-01-01 00:00:08.001,6.55,38.04,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.63,58.47,86.15,-0.01,7.99,7.62,17.00,10.00,0.00,0.00
9001.00,1970-01-01 00:00:09.001,0.00,38.39,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.65,58.52,86.02,-0.01,-0.59,-0.32,17.00,10.00,0.00,0.00
9224.00,1970-01-01 00:00:09.224,0.00,38.39,0.00,0.81,1.00,1.00,1.00,999.00,0.00,12.62,58.45,85.95,-0.01,-0.61,-0.07,23.00,10.00,0.00,1.00
9324.00,1970-01-01 00:00:09.324,0.00,38.39,0.00,0.81,1.00,1.00,1.00,999.00,0.00,10.04,58.45,85.95,-0.01,-0.74,-0.15,23.00,10.00,0.00,1.00
9424.00,1970-01-01 00:00:09.424,0.00,38.39,12.85,0.81,1.00,1.00,1.00,999.00,0.01,10.48,58.45,85.95,-0.01,-0.63,-0.18,23.00,6006.00,-20.00,1.00
9524.00,1970-01-01 00:00:09.524,0.00,38.39,755.95,0.81,1.00,1.00,1.00,999.00,0.01,11.61,58.39,85.98,-0.01,-0.56,-0.15,23.00,6006.00,-33.00,1.00
9624.00,1970-01-01 00:00:09.624,0.00,38.39,1295.24,0.82,0.00,1.00,1.00,999.00,0.02,11.71,58.39,85.98,-0.01,-0.57,-0.10,21.00,6006.00,-43.00,1.00
9724.00,1970-01-01 00:00:09.724,0.00,38.39,1918.83,0.81,0.00,1.00,1.00,999.00,0.03,12.50,58.42,85.98,-0.01,-0.58,-0.08,21.00,5473.00,-65.00,1.00
9824.00,1970-01-01 00:00:09.824,0.00,38.39,1897.23,0.80,0.00,1.00,1.00,902.67,0.03,12.50,58.42,85.98,-0.01,-0.55,-0.09,21.00,5464.35,-64.00,1.00
10045.00,1970-01-01 00:00:10.045,1.87,38.50,1792.06,0.80,0.00,1.00,1.00,612.72,0.05,12.54,58.39,85.98,-0.01,-0.57,-0.09,21.00,5422.24,-58.00,1.00
10145.00,1970-01-01 00:00:10.145,1.87,38.50,1805.05,0.83,0.00,1.00,1.00,504.13,0.06,12.54,58.39,85.98,-0.01,-0.56,-0.07,21.00,5427.44,-59.00,1.00
10245.00,1970-01-01 00:00:10.245,1.87,38.50,1793.70,0.82,0.00,1.00,1.00,463.11,0.06,12.58,58.39,85.98,-0.01,-0.61,-0.07,21.00,5422.90,-58.00,1.00
10345.00,1970-01-01 00:00:10.345,1.29,38.62,1760.72,0.83,0.00,1.00,1.00,399.59,0.07,12.55,58.38,85.98,-0.01,-0.53,-0.08,21.00,5409.69,-56.00,1.00
10445.00,1970-01-01 00:00:10.445,1.29,38.62,1750.44,0.82,0.00,1.00,1.00,373.51,0.08,12.55,58.38,85.98,-0.01,-0.55,-0.08,21.00,5405.58,-56.00,1.00
10545.00,1970-01-01 00:00:10.545,1.71,38.74,1771.87,0.80,0.00,1.00,1.00,331.34,0.09,12.57,58.38,85.98,-0.01,-0.54,-0.08,21.00,5414.16,-56.00,1.00
10645.00,1970-01-01 00:00:10.645,1.71,38.74,1753.51,0.82,0.00,1.00,1.00,313.26,0.09,12.55,58.34,85.98,-0.01,-0.57,-0.07,21.00,5406.81,-56.00,1.00
10745.00,1970-01-01 00:00:10.745,2.09,38.86,1768.42,0.82,0.00,1.00,1.00,283.26,0.10,12.48,58.34,85.98,-0.01,-0.59,-0.07,21.00,5412.78,-56.00,1.00
10845.00,1970-01-01 00:00:10.845,2.43,38.97,1755.44,0.82,0.00,1.00,1.00,270.79,0.11,12.58,58.48,85.98,-0.01,-0.56,-0.09,21.00,5407.58,-56.00,1.00
10945.00,1970-01-01 00:00:10.945,2.43,38.97,1773.08,0.80,0.00,1.00,1.00,247.56,0.12,12.57,58.48,85.98,-0.01,-0.55,-0.07,21.00,5414.64,-56.00,1.00
11171.00,1970-01-01 00:00:11.171,3.01,39.21,1739.79,0.80,0.00,1.00,1.00,220.60,0.13,12.59,58.42,85.98,-0.01,-0.54,-0.06,21.00,5429.94,-56.00,1.00
