 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1.28,0,0,13.14,31.13,31,26.63,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.14,31.2,31.02,26.57,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.06,31.16,30.99,26.65,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13,31.19,31.1,26.67,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.02,31.17,31.08,26.76,0,-0.19,16,10,0
0,0,0,0.28,0,1,1.28,0,0,13.03,31.17,31.13,26.68,0,-0.19,16,10,0
0,0,0,0.28,0,1,1.28,0,0,13.01,31.23,31.09,26.76,0,-0.19,16,10,0
0,0,0,0.26,0,1,1.28,0,0,12.99,31.2,31.09,26.78,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.97,31.21,31.13,26.76,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.98,31.17,31.1,26.74,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.96,31.13,31.04,26.74,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.97,31.13,31.05,26.76,0,-0.19,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.97,31.17,31.06,26.76,0,-0.22,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.96,31.13,31.06,26.63,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.95,31.11,31.04,26.66,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.96,31.09,31.15,26.63,0,-0.19,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.94,31.1,31.02,26.67,0,-0.19,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.94,31.1,31.05,26.63,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13,31.16,31.15,26.7,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,13.01,31.2,31.05,26.67,0,-0.19,16,10,0
0,0,0,0.25,0,1,1.28,0,0,12.99,31.13,31.02,26.59,0,-0.19,16,10,0
0,0,0,0.27,0,1,1.28,0,0,12.96,31.04,30.99,26.63,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.96,31.05,30.99,26.61,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.96,31.09,30.97,26.66,0,-0.19,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.97,31.06,31.02,26.59,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.93,31.05,31.02,26.65,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.93,31.09,31.02,26.61,0,-0.22,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.96,31.09,31.04,26.66,0,-0.19,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.96,30.97,30.99,26.52,0,-0.19,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.96,31.06,31.02,26.48,0,-0.19,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.91,31.02,31.02,26.65,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.95,31.09,31.02,26.55,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.93,30.98,31.05,26.54,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.92,30.99,31.02,26.48,0,-0.19,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.91,30.99,31,26.65,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.28,0,0,12.92,31.04,31.06,26.56,0,-0.19,16,10,0
