 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1.49,0,0,12.2,40.2,39.13,38.72,0,-0.32,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.21,40.13,39.24,38.67,0,-0.22,16,10,0
0,0,0,0.26,0,1,1.49,0,0,12.18,40.16,39.2,38.66,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.15,40.17,39.24,38.73,0,-0.22,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.12,40.16,39.14,38.65,0,-0.32,16,10,0
0,0,0,0.26,0,1,1.49,0,0,12.04,40.16,39.16,38.62,0,-0.23,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.1,40.17,39.21,38.64,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.14,40.13,39.12,38.64,0,-0.2,16,10,0
0,0,0,0.26,0,1,1.49,0,0,12.15,40.09,39.06,38.62,0,-0.23,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.04,40.2,39.17,38.54,0,-0.24,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.12,40.12,39.15,38.56,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.17,40.05,39.27,38.42,0,-0.31,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.13,40.07,39.2,38.46,0,-0.2,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.15,40.08,39.19,38.38,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.1,40.05,39.1,38.41,0,-0.2,16,10,0
0,0,0,0.26,0,1,1.49,0,0,12.14,40.02,39.15,38.38,0,-0.32,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.06,39.96,39.09,38.44,0,-0.21,16,10,0
0,0,0,0.27,0,1,1.49,0,0,12.06,40.02,39.08,38.45,0,-0.23,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.13,39.98,39.06,38.42,0,-0.2,16,10,0
0,0,0,0.25,0,1,1.49,0,0,12.14,39.99,39.05,38.35,0,-0.32,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.12,39.89,39.03,38.33,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.11,39.92,39.06,38.23,0,-0.31,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.16,39.96,39.02,38.3,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.17,39.98,38.98,38.22,0,-0.25,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.05,39.96,39.09,38.24,0,-0.22,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.1,39.94,39.03,38.22,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.13,39.94,39.08,38.19,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.13,39.9,39,38.17,0,-0.32,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.09,39.91,39.12,38.12,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.18,39.88,39.09,38.05,0,-0.26,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.07,39.94,39.05,38.1,0,-0.22,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.11,39.91,39.06,38.01,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.15,39.88,39.2,38.02,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.1,39.95,39.1,38.05,0,-0.31,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.07,39.84,39.21,37.96,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.11,39.91,39.15,37.98,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.12,39.88,39.08,37.94,0,-0.2,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.17,39.8,39.1,37.9,0,-0.21,16,10,0
0,0,0,1.47,0,1,1.49,0,0,12.17,39.9,39.22,37.86,0,-0.22,16,10,0
