OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
331388,00:59.4,0,0.47,0,1.34,0,,1,0.36,1.56,13.01,35.76,36.21,38.04,0,1.66,0,6600,-42
332494,01:00.5,0,0.47,0,1.33,0,,1,0.36,1.56,13.02,35.87,36.26,38.01,0,1.66,0,6600,-42
333600,01:01.6,0,0.47,0,1.32,0,,1,0.36,1.56,13.01,35.76,36.16,38.08,0,1.66,0,6600,-42
334707,01:02.7,0,0.47,0,1.31,0,,1,0.36,1.56,13.01,35.86,36.2,38.02,0,1.66,0,6600,-42
335813,01:03.8,0,0.47,0,1.37,0,,1,0.36,1.56,13,35.75,36.19,38.02,0,1.65,0,6600,-42
336919,01:04.9,0,0.47,0,1.36,0,,1,0.36,1.56,12.98,35.83,36.2,37.98,0,1.66,0,6600,-42
338025,01:06.0,0,0.47,0,1.31,0,,1,0.36,1.56,13.02,35.71,36.25,38.02,0,1.65,0,6600,-42
339132,01:07.1,0,0.47,0,1.31,0,,1,0.36,1.56,12.99,35.77,36.16,37.92,0,1.66,0,6600,-42
340238,01:08.2,0,0.47,0,1.33,0,,1,0.36,1.56,13.01,35.7,36.2,37.95,0,1.66,0,6600,-42
341344,01:09.3,0,0.47,0,1.31,0,,1,0.36,1.56,13,35.75,36.3,37.96,0,1.64,0,6600,-42
342450,01:10.5,0,0.47,0,1.36,0,,1,0.36,1.56,12.98,35.82,36.25,37.99,0,1.65,0,6600,-42
343557,01:11.6,0,0.47,0,1.3,0,,1,0.36,1.56,13.02,35.73,36.26,37.94,0,1.64,0,6600,-42
344663,01:12.7,0,0.47,0,1.29,0,,1,0.36,1.56,13.02,35.8,36.23,37.95,0,1.65,0,6600,-42
345769,01:13.8,0,0.47,0,1.28,0,,1,0.36,1.56,12.99,35.76,36.25,37.86,0,1.65,0,6600,-42
346875,01:14.9,0,0.47,0,1.29,0,,1,0.36,1.56,13,35.78,36.21,37.9,0,1.63,0,6600,-42
347981,01:16.0,0,0.47,0,1.29,0,,1,0.36,1.56,13,35.83,36.19,37.9,0,1.63,0,6600,-42
349087,01:17.1,0,0.47,0,1.33,0,,1,0.36,1.56,12.97,35.8,36.26,37.91,0,1.64,0,6600,-42
350193,01:18.2,0,0.47,0,1.31,0,,1,0.36,1.56,12.99,35.82,36.26,37.85,0,1.63,0,6600,-42
351299,01:19.3,0,0.47,0,1.3,0,,1,0.36,1.56,13.02,35.86,36.23,37.86,0,1.63,0,6600,-42
352405,01:20.4,0,0.47,0,1.27,0,,1,0.36,1.56,12.99,35.83,36.21,37.81,0,1.64,0,6600,-42
353512,01:21.5,0,0.47,0,1.28,0,,1,0.36,1.56,12.98,35.8,36.23,37.83,0,1.66,0,6600,-42
354618,01:22.6,0,0.47,0,1.25,0,,1,0.36,1.56,13.01,35.8,36.18,37.83,0,1.65,0,6600,-42
355724,01:23.7,0,0.47,0,1.25,0,,1,0.36,1.56,13.01,35.77,36.16,37.7,0,1.65,0,6600,-42
356830,01:24.8,0,0.47,0,1.25,0,,1,0.36,1.56,13.01,35.82,36.23,37.8,0,1.64,0,6600,-42
357937,01:25.9,0,0.47,0,1.25,0,,1,0.36,1.56,12.99,35.73,36.23,37.76,0,1.65,0,6600,-42
359043,01:27.0,0,0.47,0,1.23,0,,1,0.36,1.56,13.01,35.8,36.21,37.79,0,1.64,0,6600,-42
360149,01:28.1,0,0.47,0,1.24,0,,1,0.36,1.56,12.98,35.82,36.26,37.79,0,1.65,0,6600,-42
361255,01:29.3,0,0.47,0,1.24,0,,1,0.36,1.56,12.99,35.76,36.18,37.78,0,1.64,0,6600,-42
362362,01:30.4,0,0.47,0,1.23,0,,1,0.36,1.56,12.98,35.77,36.34,37.63,0,1.65,0,6600,-42
363362,01:31.4,0,0.47,0,1.26,0,,1,0.36,1.56,12.99,35.77,36.23,37.73,0,1.64,0,6600,-42
364362,01:32.4,0,0.47,0,1.23,0,,1,0.36,1.56,13.02,35.77,36.19,37.83,0,1.64,0,6600,-42
365362,01:33.4,0,0.47,0,1.27,0,,1,0.36,1.56,12.98,35.77,36.19,37.81,0,1.65,0,6600,-42
366362,01:34.4,0,0.47,0,1.21,0,,1,0.36,1.56,13.01,35.8,36.14,37.83,0,1.64,0,6600,-42
367362,01:35.4,0,0.47,0,1.22,0,,1,0.36,1.56,13.02,35.86,36.2,37.85,0,1.65,0,6600,-42
368362,01:36.4,0,0.47,0,1.21,0,,1,0.36,1.56,12.98,35.82,36.25,37.85,0,1.64,0,6600,-42
369362,01:37.4,0,0.47,0,1.27,0,,1,0.36,1.56,13.01,35.8,36.16,37.77,0,1.64,0,6600,-42
370362,01:38.4,0,0.47,0,1.23,0,,1,0.36,1.56,13,35.84,36.12,37.76,0,1.65,0,6600,-42
371362,01:39.4,0,0.47,0,1.25,0,,1,0.36,1.56,13.01,35.83,36.21,37.76,0,1.64,0,6600,-42
372362,01:40.4,0,0.47,0,1.26,0,,1,0.36,1.56,13.01,35.71,36.23,37.68,0,1.64,0,6600,-42
373406,01:41.4,0,0.47,0,1.22,0,,1,0.36,1.56,12.99,35.71,36.18,37.79,0,1.64,0,6600,-42
374512,01:42.5,0,0.47,0,1.22,0,,1,0.36,1.56,13.01,35.73,36.1,37.74,0,1.64,0,6600,-42
375618,01:43.6,0,0.47,0,1.24,0,,1,0.36,1.56,12.98,35.73,36.09,37.79,0,1.64,0,6600,-42
376618,01:44.6,0,0.47,0,1.26,0,,1,0.36,1.56,13,35.75,36.13,37.8,0,1.64,0,6600,-42
377618,01:45.6,0,0.47,0,1.24,0,,1,0.36,1.56,12.98,35.8,36.16,37.67,0,1.63,0,6600,-42
378618,01:46.6,0,0.47,0,1.2,0,,1,0.36,1.56,13.01,35.77,36.25,37.68,0,1.64,0,6600,-42
379618,01:47.6,0,0.47,0,1.18,0,,1,0.36,1.56,13.01,35.69,36.14,37.65,0,1.63,0,6600,-42
380618,01:48.6,0,0.47,0,1.23,0,,1,0.36,1.56,12.98,35.78,36.16,37.7,0,1.63,0,6600,-42
381618,01:49.6,0,0.47,0,1.18,0,,1,0.36,1.56,12.99,35.73,36.13,37.67,0,1.64,0,6600,-42
382618,01:50.6,0,0.47,0,1.23,0,,1,0.36,1.56,13,35.8,36.08,37.7,0,1.63,0,6600,-42
383618,01:51.6,0,0.47,0,1.19,0,,1,0.36,1.56,13,35.8,36.13,37.58,0,1.64,0,6600,-42
384618,01:52.6,0,0.47,0,1.21,0,,1,0.36,1.56,13.02,35.82,36.18,37.63,0,1.64,0,6600,-42
385618,01:53.6,0,0.47,0,1.17,0,,1,0.36,1.56,12.98,35.8,36.16,37.61,0,1.64,0,6600,-42
386673,01:54.7,0,0.47,0,1.22,0,,1,0.36,1.56,12.98,35.78,36.21,37.72,0,1.63,0,6600,-42
387779,01:55.8,0,0.47,0,1.17,0,,1,0.36,1.56,12.98,35.8,36.18,37.63,0,1.63,0,6600,-42
388885,01:56.9,0,0.47,0,1.21,0,,1,0.36,1.56,12.98,35.77,36.23,37.73,0,1.64,0,6600,-42
389992,01:58.0,0,0.47,0,1.21,0,,1,0.36,1.56,13,35.78,36.2,37.74,0,1.62,0,6600,-42
391098,01:59.1,0,0.47,0,1.17,0,,1,0.36,1.56,13.01,35.8,36.16,37.58,0,1.63,0,6600,-42
392204,02:00.2,0,0.47,0,1.16,0,,1,0.36,1.56,13.01,35.84,36.16,37.63,0,1.63,0,6600,-42
393310,02:01.3,0,0.47,0,1.15,0,,1,0.36,1.56,13.02,35.8,36.19,37.61,0,1.63,0,6600,-42
394417,02:02.4,0,0.47,0,1.14,0,,1,0.36,1.56,13,35.87,36.12,37.59,0,1.62,0,6600,-42
395523,02:03.5,0,0.47,0,1.17,0,,1,0.36,1.56,12.99,35.77,36.16,37.59,0,1.62,0,6600,-42
396523,02:04.5,0,0.47,0,1.2,0,,1,0.36,1.56,13.01,35.8,36.19,37.51,0,1.62,0,6600,-42
397523,02:05.5,0,0.47,0,1.19,0,,1,0.36,1.56,12.98,35.87,36.23,37.49,0,1.62,0,6600,-42
398523,02:06.5,0,0.47,0,1.15,0,,1,0.36,1.56,13.01,35.76,36.23,37.54,0,1.62,0,6600,-42
399523,02:07.5,0,0.47,0,1.14,0,,1,0.36,1.56,13.01,35.86,36.31,37.6,0,1.61,0,6600,-42
400523,02:08.5,0,0.47,0,1.16,0,,1,0.36,1.56,13,35.84,36.25,37.47,0,1.61,0,6600,-42
401523,02:09.5,0,0.47,0,1.19,0,,1,0.36,1.56,13.01,35.87,36.3,37.47,0,1.61,0,6600,-42
402523,02:10.5,0,0.47,0,1.13,0,,1,0.36,1.56,13.01,35.78,36.3,37.51,0,1.64,0,6600,-42
403523,02:11.5,0,0.47,0,1.17,0,,1,0.36,1.56,12.98,35.89,36.23,37.54,0,1.64,0,6600,-42
404523,02:12.5,0,0.47,0,1.12,0,,1,0.36,1.56,13.01,35.77,36.23,37.51,0,1.62,0,6600,-42
405523,02:13.5,0,0.47,0,1.18,0,,1,0.36,1.56,12.98,35.8,36.26,37.47,0,1.63,0,6600,-42
406578,02:14.6,0,0.47,0,1.13,0,,1,0.36,1.56,12.98,35.84,36.28,37.46,0,1.63,0,6600,-42
407684,02:15.7,0,0.47,0,1.14,0,,1,0.36,1.56,13.01,35.88,36.32,37.38,0,1.63,0,6600,-42
408790,02:16.8,0,0.47,0,1.13,0,,1,0.36,1.56,12.99,35.96,36.3,37.46,0,1.63,0,6600,-42
409790,02:17.8,0,0.47,0,1.13,0,,1,0.36,1.56,12.98,35.91,36.3,37.38,0,1.63,0,6600,-42
410790,02:18.8,0,0.47,0,1.12,0,,1,0.36,1.56,13,35.91,36.31,37.47,0,1.62,0,6600,-42
411790,02:19.8,0,0.47,0,1.17,0,,1,0.36,1.56,12.99,35.95,36.38,37.41,0,1.63,0,6600,-42
412790,02:20.8,0,0.47,0,1.11,0,,1,0.36,1.56,12.99,35.93,36.37,37.43,0,1.63,0,6600,-42
413790,02:21.8,0,0.47,0,1.17,0,,1,0.36,1.56,13.01,35.93,36.41,37.43,0,1.63,0,6600,-42
414790,02:22.8,0,0.47,0,1.12,0,,1,0.36,1.56,12.98,35.96,36.34,37.43,0,1.62,0,6600,-42
415790,02:23.8,0,0.47,0,1.15,0,,1,0.36,1.56,13.01,35.93,36.36,37.42,0,1.62,0,6600,-42
416790,02:24.8,0,0.47,0,1.12,0,,1,0.36,1.56,13.02,35.86,36.34,37.42,0,1.62,0,6600,-42
417790,02:25.8,0,0.47,0,1.13,0,,1,0.36,1.56,13.01,35.89,36.31,37.43,0,1.62,0,6600,-42
418790,02:26.8,0,0.47,0,1.16,0,,1,0.36,1.56,12.98,35.95,36.34,37.45,0,1.62,0,6600,-42
419847,02:27.8,0,0.47,0,1.15,0,,1,0.36,1.56,12.98,35.98,36.3,37.48,0,1.62,0,6600,-42
420953,02:29.0,0,0.47,0,1.16,0,,1,0.36,1.56,12.99,35.86,36.27,37.51,0,1.63,0,6600,-42
422059,02:30.1,0,0.47,0,1.15,0,,1,0.36,1.56,12.98,35.91,36.31,37.43,0,1.69,0,6600,-42
423165,02:31.2,0,0.47,0,1.12,0,,1,0.36,1.56,13,35.87,36.32,37.41,0,1.65,0,6600,-42
424272,02:32.3,0,0.47,0,1.15,0,,1,0.36,1.56,12.97,35.91,36.3,37.51,0,1.64,0,6600,-42
425378,02:33.4,0,0.47,0,1.08,0,,1,0.36,1.56,13.01,35.89,36.28,37.38,0,1.64,0,6600,-42
426484,02:34.5,0,0.47,0,1.1,0,,1,0.36,1.56,13.01,35.84,36.31,37.42,0,1.64,0,6600,-42
427590,02:35.6,0,0.47,0,1.1,0,,1,0.36,1.56,12.99,35.96,36.36,37.41,0,1.62,0,6600,-42
428696,02:36.7,0,0.47,0,1.12,0,,1,0.36,1.56,13,35.87,36.34,37.38,0,1.62,0,6600,-42
429696,02:37.7,0,0.47,0,1.08,0,,1,0.36,1.56,13.01,35.89,36.36,37.41,0,1.62,0,6600,-42
430696,02:38.7,0,0.47,0,1.11,0,,1,0.36,1.56,12.97,35.87,36.37,37.36,0,1.62,0,6600,-42
431696,02:39.7,0,0.47,0,1.08,0,,1,0.36,1.56,13,35.82,36.19,37.38,0,1.66,0,6600,-42
432696,02:40.7,0,0.47,0,1.08,0,,1,0.36,1.56,12.99,35.89,36.32,37.3,0,1.64,0,6600,-42
433696,02:41.7,0,0.47,0,1.1,0,,1,0.36,1.56,12.99,35.88,36.27,37.28,0,1.64,0,6600,-42
434696,02:42.7,0,0.47,0,1.04,0,,1,0.36,1.56,13,35.89,36.32,37.31,0,1.62,0,6600,-42
435696,02:43.7,0,0.47,0,1.1,0,,1,0.36,1.56,12.99,35.91,36.28,37.33,0,1.65,0,6600,-42
436696,02:44.7,0,0.47,0,1.08,0,,1,0.36,1.56,12.99,35.91,36.26,37.22,0,1.64,0,6600,-42
437696,02:45.7,0,0.47,0,1.1,0,,1,0.36,1.56,12.98,35.98,36.28,37.29,0,1.65,0,6600,-42
438696,02:46.7,0,0.47,0,1.11,0,,1,0.36,1.56,13,35.96,36.34,37.23,0,1.64,0,6600,-42
439757,02:47.8,0,0.47,0,1.06,0,,1,0.36,1.56,12.99,35.94,36.38,37.23,0,1.64,0,6600,-42
440863,02:48.9,0,0.47,0,1.06,0,,1,0.36,1.56,13.01,35.88,36.27,37.23,0,1.63,0,6600,-42
441969,02:50.0,0,0.47,0,1.05,0,,1,0.36,1.56,13,35.95,36.37,37.34,0,1.63,0,6600,-42
443075,02:51.1,0,0.47,0,1.06,0,,1,0.36,1.56,12.98,35.93,36.34,37.28,0,1.64,0,6600,-42
444182,02:52.2,0,0.47,0,1.08,0,,1,0.36,1.56,13.01,35.98,36.27,37.17,0,1.64,0,6600,-42
445288,02:53.3,0,0.47,0,1.06,0,,1,0.36,1.56,13,35.87,36.25,37.25,0,1.64,0,6600,-42
446388,02:54.4,0,0.47,0,1.05,0,,1,0.36,1.56,12.99,35.96,36.37,37.24,0,1.64,0,6600,-42
447494,02:55.5,0,0.47,0,1.06,0,,1,0.36,1.56,13,35.91,36.32,37.24,0,1.64,0,6600,-42
448600,02:56.6,0,0.47,0,1.1,0,,1,0.36,1.56,13.01,35.95,36.3,37.13,0,1.63,0,6600,-42
449707,02:57.7,0,0.47,0,1.08,0,,1,0.36,1.56,13.01,35.91,36.32,37.17,0,1.63,0,6600,-42
450813,02:58.8,0,0.47,0,1.1,0,,1,0.36,1.56,13,35.93,36.28,37.15,0,1.64,0,6600,-42
451813,02:59.8,0,0.47,0,1.05,0,,1,0.36,1.56,13.01,35.87,36.31,37.23,0,1.63,0,6600,-42
452813,03:00.8,0,0.47,0,1.08,0,,1,0.36,1.56,12.96,35.91,36.23,37.23,0,1.63,0,6600,-42
453813,03:01.8,0,0.47,0,1.04,0,,1,0.36,1.56,13,35.91,36.2,37.2,0,1.63,0,6600,-42
454813,03:02.8,0,0.47,0,1.11,0,,1,0.36,1.56,12.97,35.91,36.3,37.13,0,1.63,0,6600,-42
455813,03:03.8,0,0.47,0,1.06,0,,1,0.36,1.56,13,35.88,36.25,37.05,0,1.64,0,6600,-42
456813,03:04.8,0,0.47,0,1.06,0,,1,0.36,1.56,12.98,35.87,36.19,37.05,0,1.64,0,6600,-42
457813,03:05.8,0,0.47,0,1.05,0,,1,0.36,1.56,13,36,36.19,37.07,0,1.64,0,6600,-42
458813,03:06.8,0,0.47,0,1.13,0,,1,0.36,1.56,13.01,35.89,36.23,37.06,0,1.68,0,6600,-42
459813,03:07.8,0,0.47,0,1.04,0,,1,0.36,1.56,12.97,35.94,36.3,37.13,0,1.68,0,6600,-42
460813,03:08.8,0,0.47,0,1.13,0,,1,0.36,1.56,13,35.87,36.28,37.13,0,1.69,0,6600,-42
461875,03:09.9,0,0.47,0,1.05,0,,1,0.36,1.56,13,35.88,36.28,37.13,0,1.68,0,6600,-42
462969,03:11.0,0,0.47,0,1.13,0,,1,0.36,1.56,12.97,35.91,36.25,37.06,0,1.69,0,6600,-42
464075,03:12.1,0,0.47,0,1.09,0,,1,0.36,1.56,12.97,35.94,36.32,37.09,0,1.68,0,6600,-42
465176,03:13.2,0,0.47,0,1.07,0,,1,0.36,1.56,12.98,35.86,36.41,37.1,0,1.68,0,6600,-42
466176,03:14.2,0,0.47,0,1.04,0,,1,0.36,1.56,13.01,35.84,36.25,37.11,0,1.68,0,6600,-42
467176,03:15.2,0,0.47,0,1.09,0,,1,0.36,1.56,12.98,35.91,36.26,37.05,0,1.67,0,6600,-42
468176,03:16.2,0,0.47,0,1.11,0,,1,0.36,1.56,12.96,35.94,36.36,37.2,0,1.67,0,6600,-42
469176,03:17.2,0,0.47,0,1.1,0,,1,0.36,1.56,12.98,35.91,36.25,37.17,0,1.68,0,6600,-42
470176,03:18.2,0,0.47,0,1.04,0,,1,0.36,1.56,12.97,35.91,36.27,37.06,0,1.68,0,6600,-42
471176,03:19.2,0,0.47,0,1.02,0,,1,0.36,1.56,12.99,35.94,36.34,37.13,0,1.68,0,6600,-42
472176,03:20.2,0,0.47,0,1.1,0,,1,0.36,1.56,13,35.98,36.26,37.05,0,1.68,0,6600,-42
473176,03:21.2,0,0.47,0,1.04,0,,1,0.36,1.56,12.98,35.89,36.31,37.04,0,1.67,0,6600,-42
474176,03:22.2,0,0.47,0,1.1,0,,1,0.36,1.56,13.01,35.98,36.32,36.98,0,1.68,0,6600,-42
475176,03:23.2,0,0.47,0,1.05,0,,1,0.36,1.56,12.97,35.91,36.34,37.05,0,1.68,0,6600,-42
476232,03:24.2,0,0.47,0,1.1,0,,1,0.36,1.56,12.98,35.94,36.37,37,0,1.67,0,6600,-42
477338,03:25.3,0,0.47,0,1.02,0,,1,0.36,1.56,13,35.95,36.34,37.05,0,1.68,0,6600,-42
,,,,,,,,,,,,,,,,,,,
1000,00:01.0,0,0,0,0.25,0,,1,0,0,13.07,35.76,36.06,40.27,0,1.66,16,10,0
2000,00:02.0,0,0,0,0.25,0,,1,0,0,13.07,35.83,36.12,40.08,0,1.67,16,10,0
3000,00:03.0,0,0,0,0.3,0,,1,0,0,13.04,35.8,36.16,39.92,0,1.67,16,10,0
4000,00:04.0,0,0,0,0.25,0,,1,0,0,13.03,35.86,36.2,39.73,0,1.67,16,10,0
5000,00:05.0,0,0,0,0.33,0,,1,0,0,12.96,35.88,36.26,39.62,0,1.67,16,10,0
6000,00:06.0,0,0,0,0.26,0,,1,0,0,13,35.93,36.18,39.39,0,1.66,16,10,0
7000,00:07.0,0,0,0,0.32,0,,1,0,0,12.97,35.86,36.3,39.23,0,1.66,16,10,0
8000,00:08.0,0,0,0,0.31,0,,1,0,0,12.99,35.89,36.14,39.17,0,1.66,16,10,0
9000,00:09.0,0,0,0,0.29,0,,1,0,0,12.96,35.89,36.16,39.06,0,1.66,16,10,0
10000,00:10.0,0,0,0,0.32,0,,1,0,0,12.95,35.89,36.2,38.89,0,1.66,16,10,0
11000,00:11.0,0,0,0,0.31,0,,1,0,0,12.97,35.87,36.13,38.87,0,1.67,0,10,0
12000,00:12.0,0,0,0,0.3,0,,1,0,0,12.93,35.87,36.23,38.74,0,1.66,16,10,0
13010,00:13.0,0,0,0,0.27,0,,1,0,0,12.95,35.95,36.21,38.66,0,1.66,16,10,0
14097,00:14.1,0,0,0,0.31,0,,1,0,0,12.94,35.88,36.18,38.55,0,1.67,16,10,0
14908,00:14.9,0,0,0,0.27,0,,1,0,0,12.95,35.84,36.19,38.53,0,1.66,20,10,0
15008,00:15.0,0,0,0,0.3,1,,1,0,0,11.11,35.84,36.19,38.53,0,1.67,22,10,0
15190,00:15.2,0,0,1151.17,0.25,1,,1,0,0.01,11.05,35.86,36.18,38.46,0,1.66,22,6679.07,-40
15290,00:15.3,0,0,1780.02,0.29,0,,1,0,0.02,12.84,35.86,36.18,38.46,0,1.64,20,5375.98,-58
15390,00:15.4,0.54,0.06,1821.47,0.25,0,,1,2.52,0.03,12.89,35.86,36.18,38.46,0,1.71,20,5342.83,-59
16390,00:16.4,0.63,0.12,0,0.25,0,,1,2.45,0.06,12.94,35.94,36.19,55.66,0,1.65,16,6632.55,-41
17426,00:17.4,0,0.12,0,0.29,0,,1,2.45,0.06,12.92,35.95,36.26,51.78,0,1.65,16,6632.55,-41
18544,00:18.5,0,0.12,0,0.32,0,,1,2.45,0.06,12.93,35.91,36.12,49.69,0,-0.29,16,6632.55,-41
19662,00:19.7,0,0.12,0,0.32,0,,1,2.45,0.06,12.94,35.84,36.07,48.1,0,-0.28,16,6632.55,-41
20407,00:20.4,0,0.12,0,0.25,0,,1,2.45,0.06,12.95,35.83,36.19,47.47,0,-0.28,20,6632.55,-41
20507,00:20.5,0,0.12,0,0.3,1,,1,2.45,0.06,10.96,35.91,36.28,47.2,0,-0.27,22,6632.55,-41
20607,00:20.6,0,0.12,25.59,0.25,1,,1,2.21,0.06,11.69,35.91,36.28,47.2,0,-0.29,22,6900,-20
20787,00:20.8,0,0.12,846.94,0.25,1,,1,2.01,0.07,11.98,35.94,36.14,46.95,0,-0.29,22,6861.22,-35
20887,00:20.9,0,0.12,1638.49,0.32,0,,1,1.73,0.08,12.79,35.94,36.14,46.95,0,-0.26,20,5935.23,-54
20987,00:21.0,0.96,0.18,1703.24,0.32,0,,1,2.43,0.09,12.8,35.94,36.14,46.95,0,-0.28,20,5624.45,-55
21087,00:21.1,0.96,0.18,1745.89,0.25,0,,1,2.18,0.1,12.86,35.86,36.23,48.78,0,-0.3,20,5419.75,-56
21187,00:21.2,0.96,0.18,1733.25,0.31,0,,1,2.07,0.1,12.83,35.86,36.23,48.78,0,-0.28,20,5480.39,-56
21287,00:21.3,0.96,0.18,1729.01,0.27,0,,1,1.97,0.11,12.86,35.86,36.23,48.78,0,-0.28,20,5500.77,-56
21387,00:21.4,0.97,0.23,1725.82,0.25,0,,1,2.39,0.12,12.76,35.86,36.26,59.23,0,-0.31,20,5516.04,-56
21487,00:21.5,0.97,0.23,1703.99,0.29,0,,1,2.29,0.12,12.84,35.86,36.26,59.23,0,-0.28,20,5620.85,-55
21587,00:21.6,1.06,0.29,1709.28,0.25,0,,1,2.64,0.13,12.85,35.89,36.16,68.93,0,-0.29,20,5595.46,-55
21687,00:21.7,1.06,0.29,1731.33,0.31,0,,1,2.54,0.14,12.85,35.89,36.16,68.93,0,-0.29,20,5489.63,-56
21905,00:21.9,1.38,0.41,1705.81,0.25,0,,1,3.2,0.15,12.89,35.95,36.19,77.38,0,-0.31,20,5612.13,-55
22005,00:22.0,1.49,0.47,1730.18,0.31,0,,1,3.42,0.16,12.88,35.95,36.19,77.38,0,-0.3,20,5495.14,-56
22105,00:22.1,1.72,0.53,1746.01,0.31,0,,1,3.74,0.17,12.86,35.95,36.19,77.38,0,-0.29,20,5419.14,-56
22205,00:22.2,1.81,0.59,1756.41,0.25,0,,1,3.92,0.18,12.9,35.89,36.12,87.82,0,-0.33,20,5394.87,-56
22305,00:22.3,2.01,0.64,1759.38,0.3,0,,1,4.19,0.18,12.86,35.89,36.12,87.82,0,-0.29,20,5392.5,-56
22405,00:22.4,2.11,0.7,1762.32,0.3,0,,1,4.33,0.19,12.88,35.89,36.12,87.82,0,-0.3,20,5390.14,-56
22505,00:22.5,2.3,0.76,1770.54,0.3,0,,1,4.58,0.2,12.88,35.91,36.12,95.07,0,-0.31,20,5383.57,-56
22605,00:22.6,2.55,0.88,1773.13,0.25,0,,1,5.02,0.21,12.87,35.91,36.12,95.07,0,-0.3,20,5381.5,-56
22705,00:22.7,2.62,0.94,1769.78,0.25,0,,1,5.23,0.21,12.9,35.93,36.16,101.73,0,-0.3,20,5384.18,-56
22805,00:22.8,2.88,1.05,1771.71,0.3,0,,1,5.75,0.22,12.87,35.93,36.16,101.73,0,-0.3,20,5382.63,-56
23023,00:23.0,3.27,1.23,1771.19,0.31,0,,1,6.14,0.24,12.88,35.86,36.16,108.17,0,-0.3,20,5383.05,-56
23123,00:23.1,3.48,1.35,1773.29,0.25,0,,1,6.59,0.24,12.9,35.86,36.16,108.17,0,-0.28,20,5381.37,-56
23223,00:23.2,3.69,1.46,1778.3,0.3,0,,1,6.88,0.25,12.88,35.86,36.16,108.17,0,-0.33,20,5377.36,-58
23323,00:23.3,3.9,1.58,1791.04,0.3,0,,1,7.29,0.26,12.91,35.91,36.12,115.76,0,-0.3,20,5367.16,-58
23423,00:23.4,4.09,1.7,1780.12,0.3,0,,1,7.53,0.27,12.88,35.91,36.12,115.76,0,-0.32,20,5375.9,-58
23523,00:23.5,4.29,1.81,1776.36,0.25,0,,1,7.91,0.27,12.9,35.91,36.12,115.76,0,-0.33,20,5378.91,-57
23623,00:23.6,4.49,1.99,1793.7,0.31,0,,1,8.36,0.28,12.9,35.94,36.14,121.22,0,-0.31,20,5365.04,-58
23723,00:23.7,4.68,2.11,1793.19,0.3,0,,1,8.7,0.29,12.88,35.94,36.14,121.22,0,-0.35,20,5365.45,-58
23823,00:23.8,4.97,2.28,1779.52,0.27,0,,1,9.11,0.3,12.91,35.93,36.16,126.38,0,-0.29,20,5376.39,-58
23923,00:23.9,5.1,2.4,1777.94,0.27,0,,1,9.42,0.3,12.88,35.93,36.16,126.38,0,-0.31,20,5377.65,-58
24141,00:24.1,5.52,2.75,1792.01,0.25,0,,1,10.29,0.32,12.93,35.91,36.16,130.96,0,-0.3,20,5366.39,-58
24241,00:24.2,5.63,2.93,1797.54,0.32,0,,1,10.61,0.33,12.92,35.91,36.16,130.96,0,-0.33,20,5361.97,-58
24341,00:24.3,5.89,3.1,1785.82,0.25,0,,1,11.08,0.33,12.88,35.91,36.16,130.96,0,-0.35,20,5371.34,-58
24441,00:24.4,6.03,3.28,1797.27,0.25,0,,1,11.37,0.34,12.92,35.91,36.16,136.59,0,-0.33,20,5362.19,-58
24541,00:24.5,6.32,3.45,1797.03,0.31,0,,1,11.8,0.35,12.9,35.91,36.16,136.59,0,-0.31,20,5362.38,-58
24641,00:24.6,6.47,3.63,1800.94,0.25,0,,1,12.06,0.36,12.91,35.91,36.16,136.59,0,-0.3,20,5359.25,-59
24741,00:24.7,6.7,3.86,1803.86,0.25,0,,1,12.66,0.36,12.91,35.83,36.16,140.8,0,-0.29,20,5356.91,-59
24841,00:24.8,6.98,4.04,1806.93,0.25,0,,1,12.88,0.37,12.9,35.83,36.16,140.8,0,-0.33,20,5354.46,-59
24941,00:24.9,7.18,4.27,1816.34,0.29,0,,1,13.44,0.38,12.93,35.89,36.16,144.91,0,-0.37,20,5346.93,-59
25041,00:25.0,7.27,4.45,1844.82,0.31,0,,1,13.64,0.39,12.91,35.89,36.16,144.91,0,-0.31,20,5324.14,-61
25259,00:25.3,7.78,4.97,1878.17,1.15,0,,1,14.69,0.4,12.94,35.91,36.23,148.79,0,-0.38,20,5297.46,-63
25359,00:25.4,8,5.21,1910.98,1.03,0,,1,15.01,0.41,12.91,35.91,36.23,148.79,0,-0.32,20,5271.22,-65
25459,00:25.5,8.25,5.44,1937.2,1.01,0,,1,15.32,0.42,12.89,35.91,36.23,148.79,0,-0.3,20,5250.24,-66
25559,00:25.6,8.43,5.68,1947.51,0.88,0,,1,15.8,0.43,12.93,35.83,36.13,154.1,0,-0.32,20,5241.99,-67
25659,00:25.7,8.65,5.91,1996.81,0.88,0,,1,16.08,0.44,12.88,35.83,36.13,154.1,0,-0.35,20,5202.56,-69
25759,00:25.8,8.78,6.14,2009.95,0.81,0,,1,16.54,0.44,12.92,35.83,36.13,154.1,0,-0.32,20,5209.95,-71
