OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1117.00,2019-05-25 10:52:49.117,5.46,1.17,0.00,0.80,0.00,1.00,1.00,999.00,0.00,13.07,17.28,17.80,-0.01,-0.72,-0.16,17.00,10.00,0.00,0.00
2232.00,2019-05-25 10:52:50.232,5.35,2.81,0.00,0.80,0.00,1.00,1.00,999.00,0.00,13.01,17.26,17.83,-0.01,-0.71,-0.16,17.00,10.00,0.00,0.00
3347.00,2019-05-25 10:52:51.347,5.10,4.45,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.87,17.28,17.89,-0.01,-0.64,-0.17,17.00,10.00,0.00,0.00
4462.00,2019-05-25 10:52:52.462,4.86,5.97,0.00,0.85,0.00,1.00,1.00,999.00,0.00,12.86,17.34,17.89,-0.01,-0.71,-0.18,17.00,10.00,0.00,0.00
5574.00,2019-05-25 10:52:53.574,4.60,7.37,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.89,17.30,17.89,-0.01,-0.66,-0.16,17.00,10.00,0.00,0.00
6692.00,2019-05-25 10:52:54.692,4.32,8.78,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.80,17.37,17.94,-0.01,-0.72,-0.16,17.00,10.00,0.00,0.00
7810.00,2019-05-25 10:52:55.810,4.00,10.06,0.00,0.84,0.00,1.00,1.00,999.00,0.00,12.74,17.39,17.98,-0.01,-0.67,-0.16,17.00,10.00,0.00,0.00
8925.00,2019-05-25 10:52:56.925,3.80,11.24,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.78,17.34,17.96,-0.01,-0.70,-0.17,17.00,10.00,0.00,0.00
9925.00,2019-05-25 10:52:57.925,3.49,12.17,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.80,17.34,17.95,-0.01,-0.73,-0.16,17.00,10.00,0.00,0.00
10925.00,2019-05-25 10:52:58.925,3.27,13.11,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.78,17.38,17.88,-0.01,-0.74,-0.18,17.00,10.00,0.00,0.00
11925.00,2019-05-25 10:52:59.925,2.98,13.93,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.79,17.33,17.94,-0.01,-0.67,-0.21,17.00,10.00,0.00,0.00
12925.00,2019-05-25 10:53:00.925,2.77,14.75,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.80,17.33,17.89,-0.01,-0.68,-0.16,17.00,10.00,0.00,0.00
13925.00,2019-05-25 10:53:01.925,2.40,15.45,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.78,17.34,17.91,-0.01,-0.73,-0.18,17.00,10.00,0.00,0.00
14925.00,2019-05-25 10:53:02.925,2.27,16.03,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.71,17.34,18.01,-0.01,-0.70,-0.23,17.00,10.00,0.00,0.00
15925.00,2019-05-25 10:53:03.925,2.01,16.62,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.74,17.41,17.95,-0.01,-0.72,-0.17,17.00,10.00,0.00,0.00
16925.00,2019-05-25 10:53:04.925,1.60,17.09,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.70,17.37,17.96,-0.01,-0.70,-0.16,17.00,10.00,0.00,0.00
17925.00,2019-05-25 10:53:05.925,1.44,17.56,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.72,17.38,18.00,-0.01,-0.69,-0.17,17.00,10.00,0.00,0.00
18992.00,2019-05-25 10:53:06.992,1.21,17.91,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.70,17.38,17.98,-0.01,-0.72,-0.16,17.00,10.00,0.00,0.00
20100.00,2019-05-25 10:53:08.100,1.98,18.26,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.76,17.44,18.01,-0.01,-0.71,-0.24,17.00,10.00,0.00,0.00
21206.00,2019-05-25 10:53:09.206,1.31,18.49,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.83,17.44,18.01,-0.01,-0.70,-0.16,17.00,10.00,0.00,0.00
22315.00,2019-05-25 10:53:10.315,1.76,18.61,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.75,17.37,17.96,-0.01,-0.71,-0.16,17.00,10.00,0.00,0.00
23428.00,2019-05-25 10:53:11.428,0.00,18.61,0.00,0.81,0.00,1.00,1.00,999.00,0.00,12.82,17.38,18.02,-0.01,-0.73,-0.16,17.00,10.00,0.00,0.00
24533.00,2019-05-25 10:53:12.533,0.00,18.61,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.75,17.38,18.01,-0.01,-0.74,-0.16,17.00,10.00,0.00,0.00
25646.00,2019-05-25 10:53:13.646,0.00,18.61,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.73,17.34,18.04,-0.01,-0.21,0.14,17.00,10.00,0.00,0.00
26751.00,2019-05-25 10:53:14.751,0.00,18.61,0.00,0.82,0.00,1.00,1.00,999.00,0.00,12.75,17.47,17.96,-0.01,0.28,0.81,17.00,10.00,0.00,0.00
27751.00,2019-05-25 10:53:15.751,1.21,18.73,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.71,17.38,17.98,-0.01,0.25,0.73,17.00,10.00,0.00,0.00
28751.00,2019-05-25 10:53:16.751,0.00,18.73,0.00,0.83,0.00,1.00,1.00,999.00,0.00,12.75,17.43,17.96,-0.01,-0.62,-0.12,17.00,10.00,0.00,0.00
29751.00,2019-05-25 10:53:17.751,0.00,18.73,0.00,0.80,0.00,1.00,1.00,999.00,0.00,12.76,17.41,18.04,-0.01,-0.62,-0.09,17.00,10.00,0.00,0.00
30751.00,2019-05-25 10:53:18.751,0.00,18.73,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.65,17.41,18.02,-0.01,-0.64,-0.10,17.00,10.00,0.00,0.00
31751.00,2019-05-25 10:53:19.751,0.00,18.73,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.62,17.37,17.93,-0.01,-0.66,-0.15,17.00,10.00,0.00,0.00
32751.00,2019-05-25 10:53:20.751,0.00,18.73,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.58,17.48,17.98,-0.01,-0.69,-0.10,17.00,10.00,0.00,0.00
33751.00,2019-05-25 10:53:21.751,0.00,18.84,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.72,17.43,18.04,-0.01,-0.66,-0.14,17.00,10.00,0.00,0.00
34751.00,2019-05-25 10:53:22.751,0.00,18.84,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.71,17.43,18.01,-0.01,-0.66,-0.10,17.00,10.00,0.00,0.00
35751.00,2019-05-25 10:53:23.751,0.00,18.84,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.75,17.43,18.00,-0.01,-0.62,-0.10,17.00,10.00,0.00,0.00
