OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1098.00,1970-01-01 00:00:01.098,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.26,53.35,80.13,-0.01,-0.66,-0.04,17.00,10.00,0.00,0.00
2191.00,1970-01-01 00:00:02.191,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.28,53.39,80.13,-0.01,-0.64,-0.05,17.00,10.00,0.00,0.00
2421.00,1970-01-01 00:00:02.421,0.00,0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,12.25,53.39,80.13,-0.01,-0.66,-0.07,21.00,10.00,0.00,1.00
2521.00,1970-01-01 00:00:02.521,0.00,0.00,0.00,0.81,1.00,1.00,1.00,0.00,0.00,10.20,53.41,80.14,-0.01,-0.60,-0.08,23.00,10.00,0.00,1.00
2621.00,1970-01-01 00:00:02.621,0.00,0.00,47.31,0.80,1.00,1.00,1.00,0.00,0.01,10.45,53.41,80.14,-0.01,-0.74,-0.07,23.00,6006.00,-20.00,1.00
2721.00,1970-01-01 00:00:02.721,0.00,0.00,761.47,0.81,1.00,1.00,1.00,0.00,0.01,11.48,53.39,80.14,-0.01,-0.71,-0.16,23.00,6006.00,-33.00,1.00
2821.00,1970-01-01 00:00:02.821,0.00,0.00,1277.53,0.81,0.00,1.00,1.00,0.00,0.02,11.50,53.39,80.14,-0.01,-0.62,-0.04,21.00,6006.00,-42.00,1.00
2921.00,1970-01-01 00:00:02.921,0.00,0.00,1927.40,0.83,0.00,1.00,1.00,0.00,0.03,12.18,53.39,80.14,-0.01,-0.68,-0.04,21.00,5476.43,-66.00,1.00
3021.00,1970-01-01 00:00:03.021,0.00,0.00,1927.56,0.80,0.00,1.00,1.00,0.00,0.03,12.19,53.48,80.14,-0.01,-0.65,-0.05,21.00,5476.49,-66.00,1.00
3121.00,1970-01-01 00:00:03.121,0.00,0.00,1807.94,0.82,0.00,1.00,1.00,0.00,0.04,12.20,53.48,80.14,-0.01,-0.70,-0.03,21.00,5428.60,-59.00,1.00
3322.00,1970-01-01 00:00:03.322,1.23,0.12,1840.04,0.80,0.00,1.00,1.00,1.53,0.06,12.18,53.30,80.14,-0.01,-0.65,-0.06,21.00,5441.45,-61.00,1.00
3422.00,1970-01-01 00:00:03.422,1.23,0.12,1834.95,0.80,0.00,1.00,1.00,1.41,0.06,12.24,53.30,80.14,-0.01,-0.69,-0.04,21.00,5439.41,-61.00,1.00
3522.00,1970-01-01 00:00:03.522,1.34,0.23,1818.26,0.83,0.00,1.00,1.00,2.42,0.07,12.22,53.30,80.14,-0.01,-0.65,-0.05,21.00,5432.73,-59.00,1.00
3622.00,1970-01-01 00:00:03.622,1.34,0.23,1809.52,0.80,0.00,1.00,1.00,2.26,0.08,12.20,53.39,80.14,-0.01,-0.66,-0.05,21.00,5429.23,-59.00,1.00
3722.00,1970-01-01 00:00:03.722,2.02,0.35,1831.47,0.80,0.00,1.00,1.00,3.00,0.09,12.17,53.39,80.14,-0.01,-0.65,-0.06,21.00,5438.02,-60.00,1.00
3822.00,1970-01-01 00:00:03.822,2.02,0.35,1827.93,0.82,0.00,1.00,1.00,2.83,0.09,12.22,53.39,80.14,-0.01,-0.67,-0.05,21.00,5436.60,-60.00,1.00
3922.00,1970-01-01 00:00:03.922,2.15,0.47,1838.83,0.82,0.00,1.00,1.00,3.41,0.10,12.18,53.37,80.14,-0.01,-0.73,-0.05,21.00,5440.97,-61.00,1.00
4022.00,1970-01-01 00:00:04.022,2.15,0.47,1836.29,0.83,0.00,1.00,1.00,3.25,0.11,12.20,53.37,80.14,-0.01,-0.64,-0.04,21.00,5439.95,-61.00,1.00
4122.00,1970-01-01 00:00:04.122,2.49,0.59,1797.24,0.80,0.00,1.00,1.00,3.71,0.12,12.20,53.40,80.16,-0.01,-0.68,-0.05,21.00,5424.31,-58.00,1.00
4222.00,1970-01-01 00:00:04.222,2.79,0.70,1811.16,0.80,0.00,1.00,1.00,4.27,0.12,12.24,53.40,80.16,-0.01,-0.66,-0.03,21.00,5429.89,-59.00,1.00
4453.00,1970-01-01 00:00:04.453,3.30,0.94,1796.41,0.82,0.00,1.00,1.00,4.89,0.14,12.22,53.40,80.16,-0.01,-0.67,-0.05,21.00,5423.98,-58.00,1.00
4553.00,1970-01-01 00:00:04.553,3.54,1.05,1820.06,0.80,0.00,1.00,1.00,5.31,0.15,12.25,53.40,80.16,-0.01,-0.63,-0.05,21.00,5433.45,-59.00,1.00
4653.00,1970-01-01 00:00:04.653,3.75,1.17,1813.92,0.82,0.00,1.00,1.00,5.52,0.16,12.11,53.40,80.16,-0.01,-0.66,-0.04,21.00,5430.99,-59.00,1.00
4753.00,1970-01-01 00:00:04.753,3.94,1.29,1794.85,0.81,0.00,1.00,1.00,5.89,0.16,12.21,53.40,80.16,-0.01,-0.66,-0.04,21.00,5423.36,-58.00,1.00
4853.00,1970-01-01 00:00:04.853,4.14,1.40,1790.59,0.81,0.00,1.00,1.00,6.05,0.17,12.16,53.40,80.16,-0.01,-0.63,-0.04,21.00,5421.65,-58.00,1.00
4953.00,1970-01-01 00:00:04.953,4.32,1.52,1791.21,0.81,0.00,1.00,1.00,6.37,0.18,12.21,53.40,80.16,-0.01,-0.67,-0.04,21.00,5421.90,-58.00,1.00
5053.00,1970-01-01 00:00:05.053,4.49,1.64,1797.78,0.82,0.00,1.00,1.00,6.49,0.19,12.17,53.40,80.16,-0.01,-0.66,-0.04,21.00,5424.53,-58.00,1.00
5153.00,1970-01-01 00:00:05.153,4.67,1.76,1801.29,0.83,0.00,1.00,1.00,6.77,0.19,12.22,53.40,80.16,-0.01,-0.66,-0.04,21.00,5425.94,-59.00,1.00
5253.00,1970-01-01 00:00:05.253,4.99,1.99,1804.10,0.80,0.00,1.00,1.00,7.29,0.20,12.16,53.44,80.16,-0.01,-0.66,-0.06,21.00,5427.06,-59.00,1.00
5353.00,1970-01-01 00:00:05.353,5.12,2.11,1784.17,0.83,0.00,1.00,1.00,7.53,0.21,12.20,53.44,80.16,-0.01,-0.65,-0.06,21.00,5419.08,-58.00,1.00
5578.00,1970-01-01 00:00:05.578,5.61,2.46,1793.29,0.82,0.00,1.00,1.00,8.01,0.23,12.22,53.38,80.16,-0.01,-0.62,-0.06,21.00,5422.73,-58.00,1.00
5678.00,1970-01-01 00:00:05.678,5.75,2.57,1787.47,0.83,0.00,1.00,1.00,8.22,0.23,12.22,53.38,80.16,-0.01,-0.66,-0.07,21.00,5420.40,-58.00,1.00
5778.00,1970-01-01 00:00:05.778,6.02,2.81,1788.75,0.83,0.00,1.00,1.00,8.59,0.24,12.24,53.38,80.16,-0.01,-0.68,-0.08,21.00,5420.91,-58.00,1.00
5878.00,1970-01-01 00:00:05.878,6.15,2.93,1792.06,0.80,0.00,1.00,1.00,8.77,0.25,12.23,53.45,80.16,-0.01,-0.65,-0.09,21.00,5422.24,-58.00,1.00
5978.00,1970-01-01 00:00:05.978,6.41,3.16,1809.71,0.81,0.00,1.00,1.00,9.10,0.26,12.24,53.45,80.16,-0.01,-0.69,-0.05,21.00,5429.31,-59.00,1.00
6078.00,1970-01-01 00:00:06.078,6.64,3.39,1803.37,0.83,0.00,1.00,1.00,9.59,0.26,12.25,53.45,80.16,-0.01,-0.62,-0.04,21.00,5426.77,-59.00,1.00
6178.00,1970-01-01 00:00:06.178,6.77,3.51,1817.66,0.80,0.00,1.00,1.00,9.55,0.27,12.24,53.39,80.15,-0.01,-0.65,-0.03,21.00,5432.49,-59.00,1.00
6278.00,1970-01-01 00:00:06.278,7.02,3.75,1827.51,0.80,0.00,1.00,1.00,10.00,0.28,12.24,53.39,80.15,-0.01,-0.66,-0.04,21.00,5436.44,-60.00,1.00
6378.00,1970-01-01 00:00:06.378,7.21,3.98,1855.89,0.82,0.00,1.00,1.00,10.26,0.29,12.16,53.45,80.15,-0.01,-0.65,-0.04,21.00,5447.80,-62.00,1.00
6478.00,1970-01-01 00:00:06.478,7.46,4.21,1851.08,0.83,0.00,1.00,1.00,10.67,0.29,12.20,53.45,80.15,-0.01,-0.68,-0.04,21.00,5445.87,-62.00,1.00
