OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1000.00,1970-01-01 00:00:01.000,23.36,3.98,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.38,51.44,77.83,-0.01,-0.61,-0.00,17.00,10.00,0.00,0.00
2000.00,1970-01-01 00:00:02.000,24.96,11.00,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.38,51.50,77.83,-0.01,-0.60,-0.03,17.00,10.00,0.00,0.00
3000.00,1970-01-01 00:00:03.000,24.86,17.91,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.37,51.48,77.82,-0.01,-0.57,-0.01,17.00,10.00,0.00,0.00
4000.00,1970-01-01 00:00:04.000,24.85,24.81,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.32,51.50,77.83,-0.01,-0.60,-0.02,17.00,10.00,0.00,0.00
5000.00,1970-01-01 00:00:05.000,25.05,31.72,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.31,51.48,77.76,-0.01,-0.60,-0.01,17.00,10.00,0.00,0.00
6000.00,1970-01-01 00:00:06.000,25.50,38.74,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.31,51.38,77.66,-0.01,-0.61,-0.03,17.00,10.00,0.00,0.00
7000.00,1970-01-01 00:00:07.000,25.66,45.88,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.30,51.41,77.62,-0.01,-0.63,-0.02,17.00,10.00,0.00,0.00
8000.00,1970-01-01 00:00:08.000,25.90,53.02,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.30,51.44,77.66,-0.01,-0.62,-0.01,17.00,10.00,0.00,0.00
9000.00,1970-01-01 00:00:09.000,25.83,60.27,0.00,0.81,0.00,2.00,1.00,999.00,0.00,12.29,51.32,77.55,-0.01,-0.57,-0.01,17.00,10.00,0.00,0.00
10037.00,1970-01-01 00:00:10.037,25.68,67.65,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.31,51.28,77.52,-0.01,-0.61,-0.03,17.00,10.00,0.00,0.00
11152.00,1970-01-01 00:00:11.152,25.63,75.60,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.28,51.41,77.47,-0.01,-0.60,-0.03,17.00,10.00,0.00,0.00
12260.00,1970-01-01 00:00:12.260,25.56,83.45,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.30,51.35,77.38,-0.01,-0.60,-0.02,17.00,10.00,0.00,0.00
13379.00,1970-01-01 00:00:13.379,25.37,91.40,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.28,51.35,77.31,-0.01,-0.61,-0.02,17.00,10.00,0.00,0.00
14497.00,1970-01-01 00:00:14.497,25.09,99.13,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.32,51.30,77.23,-0.01,-0.62,-0.02,17.00,10.00,0.00,0.00
15612.00,1970-01-01 00:00:15.612,24.96,106.97,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.35,51.33,77.26,-0.01,-0.60,-0.03,17.00,10.00,0.00,0.00
16727.00,1970-01-01 00:00:16.727,24.78,114.58,0.00,0.82,0.00,2.00,1.00,999.00,0.00,12.34,51.28,77.20,-0.01,-0.39,0.04,17.00,10.00,0.00,0.00
17835.00,1970-01-01 00:00:17.835,24.54,122.18,0.00,0.80,0.00,2.00,1.00,999.00,0.00,12.32,51.23,77.09,-0.01,-0.23,0.23,17.00,10.00,0.00,0.00
18948.00,1970-01-01 00:00:18.948,24.01,129.67,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.32,51.30,77.05,-0.01,1.54,2.46,17.00,10.00,0.00,0.00
20053.00,1970-01-01 00:00:20.053,22.18,136.70,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.16,51.30,76.91,-0.01,3.38,3.40,17.00,10.00,0.00,0.00
21053.00,1970-01-01 00:00:21.053,16.83,141.96,0.00,1.51,0.00,2.00,1.00,999.00,0.00,12.16,51.26,76.98,-0.01,9.51,9.02,17.00,10.00,0.00,0.00
22053.00,1970-01-01 00:00:22.053,8.99,145.01,0.00,1.51,0.00,1.00,1.00,999.00,0.00,12.09,51.20,76.91,-0.01,9.44,9.05,17.00,10.00,0.00,0.00
