 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.27,0,1,1,0,0,12.27,35.69,35.91,31.55,0,-0.2,16,10,0
0,0,0,0.27,0,1,1,0,0,12.26,35.55,35.91,31.45,0,-0.21,16,10,0
0,0,0,0.26,0,1,1,0,0,12.25,35.64,35.93,31.41,0,-0.2,16,10,0
0,0,0,0.27,0,1,1,0,0,12.25,35.62,35.83,31.55,0,-0.2,16,10,0
0,0,0,0.27,0,1,1,0,0,12.25,35.65,35.86,31.53,0,-0.21,16,10,0
0,0,0,0.25,0,1,1,0,0,12.31,35.64,35.94,31.52,0,-0.21,16,10,0
0,0,0,0.25,0,1,1,0,0,12.28,35.59,35.94,31.47,0,-0.2,16,10,0
0,0,0,0.25,0,1,1,0,0,12.27,35.62,35.91,31.44,0,-0.21,16,10,0
0,0,0,0.27,0,1,1,0,0,12.28,35.63,35.87,31.53,0,-0.2,16,10,0
0,0,0,0.27,0,1,1,0,0,12.28,35.62,35.87,31.53,0,-0.2,16,10,0
0,0,0,0.25,0,1,1,0,0,12.26,35.58,35.86,31.48,0,-0.21,16,10,0
0,0,0,0.25,0,1,1,0,0,12.27,35.59,35.84,31.59,0,-0.2,16,10,0
0,0,0,0.27,0,1,1,0,0,12.27,35.58,35.94,31.51,0,-0.21,16,10,0
0,0,0,0.27,0,1,1,0,0,12.3,35.55,35.88,31.55,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.57,35.91,31.48,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.62,35.88,31.47,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.59,35.87,31.55,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.55,35.91,31.39,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.62,35.88,31.51,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.59,35.94,31.46,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.55,35.93,31.48,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.57,36,31.52,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.55,35.86,31.55,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.53,35.96,31.45,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.51,35.87,31.55,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.59,35.94,31.53,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.48,35.88,31.55,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.55,35.94,31.52,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.52,35.93,31.51,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.58,35.89,31.58,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.53,35.94,31.53,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.52,35.87,31.46,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.55,35.89,31.48,0,-0.39,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.55,35.95,31.57,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.52,35.91,31.51,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.55,35.88,31.55,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.46,35.91,31.48,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.44,35.88,31.49,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.45,35.77,31.51,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.48,35.84,31.48,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.46,35.89,31.45,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.4,35.8,31.38,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.45,35.73,31.42,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.44,35.78,31.44,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.45,35.78,31.4,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.39,35.82,31.38,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.33,35.73,31.36,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.38,35.71,31.4,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.38,35.75,31.29,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.35,35.7,31.26,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.33,35.77,31.3,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.39,35.78,31.36,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.22,35.39,35.75,31.31,0,-0.22,16,10,0
0,0,0,1.47,0,1,1,0,0,12.28,35.39,35.76,31.36,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.35,35.77,31.29,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.35,35.8,31.41,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.32,35.73,31.34,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.19,35.66,31.31,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.2,35.71,31.22,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,35.26,35.73,31.23,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.22,35.73,31.2,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.27,35.7,31.2,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.21,35.71,31.3,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.2,35.7,31.29,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.24,35.73,31.26,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.26,35.62,31.34,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.23,35.71,31.28,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.24,35.67,31.27,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.27,35.23,35.69,31.24,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.3,35.7,31.29,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,35.16,35.67,31.24,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.19,35.65,31.2,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,35.2,35.65,31.16,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.21,35.62,31.13,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.08,35.67,31.09,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.14,35.63,31.15,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.08,35.65,31.09,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.08,35.66,31.13,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.16,35.66,31.13,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.24,35.15,35.65,31.19,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.1,35.65,31.1,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,35.12,35.67,31.17,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.16,35.63,31.13,0,-0.2,16,10,0
0,0,0,1.47,0,1,1,0,0,12.23,35.12,35.64,31.15,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.25,35.12,35.64,31.08,0,-0.21,16,10,0
0,0,0,1.47,0,1,1,0,0,12.26,35.09,35.67,31.13,0,-0.21,16,10,0
