 Speed (km/h), Distance (m), RPM, Lambda, Starter, Gear, Fuel correction, Fuel consumption (km/l), Fuel consumed (g), Battery voltage (V), Oil temperature (C), Water temperature (C), Exhaust temperature (C), Brake front (bar), Brake rear (bar), State, Injection duration (us),Ignition angle
0,0,0,0.25,0,1,1,0,0,12.98,39.96,34.94,58.07,0,2.18,16,10,0
0,0,0,0.25,0,1,1,0,0,12.97,39.95,34.92,58.08,0,2.18,16,10,0
0,0,0,0.25,0,1,1,0,0,12.94,40.02,35.02,57.96,0,2.18,16,10,0
0,0,0,0.29,0,1,1,0,0,12.93,40.05,35.02,57.98,0,2.18,16,10,0
0,0,0,0.28,0,1,1,0,0,12.91,40.02,35.06,57.89,0,2.18,16,10,0
0,0,0,0.25,0,1,1,0,0,12.86,39.94,35.08,57.84,0,2.17,16,10,0
0,0,0,0.28,0,1,1,0,0,12.88,39.94,34.96,57.8,0,2.18,16,10,0
0,0,0,0.27,0,1,1,0,0,12.86,39.98,34.98,57.64,0,2.17,16,10,0
0,0,0,0.25,0,1,1,0,0,12.85,40.01,35.05,57.66,0,2.17,16,10,0
0,0,0,0.25,0,1,1,0,0,12.85,39.89,35.05,57.59,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.87,39.94,34.97,57.54,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.87,39.95,35.01,57.38,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.84,39.95,34.96,57.41,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.84,39.95,34.96,57.34,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.84,39.92,34.96,57.27,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.85,39.8,34.95,57.22,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.83,39.92,34.99,57.17,0,2.17,16,10,0
0,0,0,0.27,0,1,1,0,0,12.88,39.84,34.94,57.09,0,2.17,16,10,0
0,0,0,0.25,0,1,1,0,0,12.88,39.8,34.9,57.08,0,2.17,16,10,0
0,0,0,0.25,0,1,1,0,0,12.86,39.8,34.94,56.91,0,2.17,16,10,0
0,0,0,0.25,0,1,1,0,0,12.88,39.82,34.88,56.99,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.87,39.75,34.88,56.78,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.86,39.8,34.92,56.8,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.85,39.68,34.99,56.73,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.86,39.71,34.94,56.64,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.86,39.73,34.99,56.52,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.85,39.6,34.92,56.46,0,2.17,16,10,0
0,0,0,1.47,0,1,1,0,0,12.86,39.69,34.97,56.37,0,2.17,16,10,0
