OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle,burning
1098.00,1970-01-01 00:00:01.098,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.81,32.01,31.91,-0.01,-0.51,-0.04,17.00,10.00,0.00,0.00
2191.00,1970-01-01 00:00:02.191,0.00,0.00,0.00,0.80,0.00,1.00,1.00,0.00,0.00,12.85,32.07,31.91,-0.01,-0.51,-0.02,17.00,10.00,0.00,0.00
3191.00,1970-01-01 00:00:03.191,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.80,32.09,31.86,-0.01,-0.51,-0.02,17.00,10.00,0.00,0.00
3525.00,1970-01-01 00:00:03.525,0.00,0.00,0.00,0.84,0.00,1.00,1.00,0.00,0.00,12.79,32.03,31.94,-0.01,-0.52,-0.02,21.00,10.00,0.00,1.00
3625.00,1970-01-01 00:00:03.625,0.00,0.00,0.00,0.83,1.00,1.00,1.00,0.00,0.00,9.78,32.07,31.96,-0.01,-0.61,-0.07,23.00,10.00,0.00,1.00
3725.00,1970-01-01 00:00:03.725,0.00,0.00,0.00,0.82,1.00,1.00,1.00,0.00,0.00,11.49,32.07,31.96,-0.01,-0.50,-0.10,23.00,10.00,0.00,1.00
3825.00,1970-01-01 00:00:03.825,0.00,0.00,31.93,0.80,1.00,1.00,1.00,0.00,0.01,10.93,32.07,31.96,-0.01,-0.51,-0.07,23.00,6006.00,-20.00,1.00
3925.00,1970-01-01 00:00:03.925,0.00,0.00,1169.51,0.81,1.00,1.00,1.00,0.00,0.01,11.80,32.05,31.96,-0.01,-0.54,-0.08,23.00,6006.00,-41.00,1.00
4025.00,1970-01-01 00:00:04.025,0.00,0.00,1547.11,0.84,0.00,1.00,1.00,0.00,0.02,12.59,32.05,31.96,-0.01,-0.48,-0.02,21.00,5892.82,-52.00,1.00
4125.00,1970-01-01 00:00:04.125,2.05,0.12,1668.36,0.84,0.00,1.00,1.00,3.22,0.03,12.62,32.01,31.96,-0.01,-0.49,-0.04,21.00,5601.54,-55.00,1.00
4225.00,1970-01-01 00:00:04.225,2.05,0.12,1618.91,0.80,0.00,1.00,1.00,2.70,0.03,12.63,32.01,31.96,-0.01,-0.53,-0.05,21.00,5720.33,-54.00,1.00
4416.00,1970-01-01 00:00:04.416,2.05,0.12,1602.97,0.84,0.00,1.00,1.00,1.81,0.05,12.63,32.05,31.96,-0.01,-0.53,-0.04,21.00,5758.62,-53.00,1.00
5416.00,1970-01-01 00:00:05.416,0.00,0.23,0.00,0.80,0.00,1.00,1.00,2.49,0.07,12.71,32.02,31.96,-0.01,-0.50,-0.02,17.00,6006.00,-48.00,0.00
6416.00,1970-01-01 00:00:06.416,1.53,0.47,0.00,0.83,0.00,1.00,1.00,4.98,0.07,12.71,32.13,31.96,-0.01,-0.46,-0.01,17.00,6006.00,-48.00,0.00
7416.00,1970-01-01 00:00:07.416,1.66,0.70,0.00,0.83,0.00,1.00,1.00,7.47,0.07,12.71,32.02,31.96,-0.01,-0.45,0.03,17.00,6006.00,-48.00,0.00
8416.00,1970-01-01 00:00:08.416,1.79,0.94,0.00,0.82,0.00,1.00,1.00,9.97,0.07,12.72,32.09,31.96,-0.01,-0.45,0.05,17.00,6006.00,-48.00,0.00
8988.00,1970-01-01 00:00:08.988,0.00,1.05,0.00,0.81,0.00,1.00,1.00,11.21,0.07,12.74,32.02,31.93,-0.01,-0.42,0.03,21.00,6006.00,-48.00,1.00
9088.00,1970-01-01 00:00:09.088,1.71,1.17,0.00,0.80,1.00,1.00,1.00,12.46,0.07,10.44,32.02,31.93,-0.01,-0.57,-0.03,23.00,6006.00,-48.00,1.00
9188.00,1970-01-01 00:00:09.188,1.71,1.17,27.58,0.82,1.00,1.00,1.00,11.55,0.08,11.05,32.03,31.94,-0.01,-0.41,-0.01,23.00,6006.00,-20.00,1.00
9288.00,1970-01-01 00:00:09.288,1.71,1.17,748.14,0.82,1.00,1.00,1.00,10.77,0.08,11.58,32.03,31.94,-0.01,-0.45,-0.01,23.00,6006.00,-33.00,1.00
9388.00,1970-01-01 00:00:09.388,1.71,1.17,748.14,0.80,1.00,1.00,1.00,10.77,0.08,11.62,32.03,31.94,-0.01,-0.44,-0.00,23.00,6006.00,-33.00,1.00
9488.00,1970-01-01 00:00:09.488,0.00,1.17,962.14,0.82,1.00,1.00,1.00,10.08,0.09,11.53,32.09,32.01,-0.01,-0.39,-0.03,23.00,6006.00,-37.00,1.00
9588.00,1970-01-01 00:00:09.588,1.70,1.29,1474.26,0.80,0.00,1.00,1.00,9.84,0.10,12.54,32.09,32.01,-0.01,-0.45,0.03,21.00,6006.00,-50.00,1.00
9688.00,1970-01-01 00:00:09.688,1.70,1.29,1372.40,0.83,0.00,1.00,1.00,9.31,0.10,12.56,32.00,32.01,-0.01,-0.42,0.03,21.00,6006.00,-46.00,1.00
9788.00,1970-01-01 00:00:09.788,1.70,1.29,1338.78,0.83,0.00,1.00,1.00,8.84,0.11,12.60,32.00,32.01,-0.01,-0.42,0.03,21.00,6006.00,-45.00,1.00
10002.00,1970-01-01 00:00:10.002,1.89,1.40,1357.24,0.83,0.00,1.00,1.00,8.76,0.12,12.61,32.05,32.01,-0.01,-0.43,0.03,21.00,6006.00,-46.00,1.00
10102.00,1970-01-01 00:00:10.102,1.89,1.40,1308.20,0.82,0.00,1.00,1.00,8.37,0.12,12.61,32.05,32.01,-0.01,-0.45,0.02,21.00,6006.00,-44.00,1.00
10202.00,1970-01-01 00:00:10.202,1.89,1.40,1442.05,0.83,0.00,1.00,1.00,7.70,0.14,12.62,32.05,32.01,-0.01,-0.42,0.04,21.00,6006.00,-48.00,1.00
10302.00,1970-01-01 00:00:10.302,1.89,1.40,1352.54,0.83,0.00,1.00,1.00,7.40,0.14,12.61,32.05,32.01,-0.01,-0.45,0.02,21.00,6006.00,-46.00,1.00
10402.00,1970-01-01 00:00:10.402,1.07,1.52,1372.34,0.80,0.00,1.00,1.00,7.71,0.15,12.64,32.05,32.01,-0.01,-0.45,0.01,21.00,6006.00,-46.00,1.00
10502.00,1970-01-01 00:00:10.502,1.07,1.52,1384.67,0.83,0.00,1.00,1.00,7.44,0.15,12.63,32.05,32.01,-0.01,-0.44,0.01,21.00,6006.00,-46.00,1.00
10602.00,1970-01-01 00:00:10.602,1.07,1.52,1420.08,0.83,0.00,1.00,1.00,7.18,0.16,12.62,32.03,32.01,-0.01,-0.45,0.01,21.00,6006.00,-48.00,1.00
10702.00,1970-01-01 00:00:10.702,1.18,1.64,1469.47,0.83,0.00,1.00,1.00,7.23,0.17,12.63,32.03,32.01,-0.01,-0.43,0.01,21.00,6006.00,-50.00,1.00
10802.00,1970-01-01 00:00:10.802,1.18,1.64,1399.30,0.83,0.00,1.00,1.00,7.00,0.17,12.61,32.12,32.01,-0.01,-0.44,-0.01,21.00,6006.00,-47.00,1.00
10902.00,1970-01-01 00:00:10.902,1.18,1.64,1435.85,0.83,0.00,1.00,1.00,6.79,0.18,12.63,32.12,32.01,-0.01,-0.46,-0.00,21.00,6006.00,-48.00,1.00
11133.00,1970-01-01 00:00:11.133,1.31,1.76,1516.42,0.83,0.00,1.00,1.00,6.66,0.20,12.62,32.07,32.01,-0.01,-0.44,-0.03,21.00,5966.56,-52.00,1.00
11233.00,1970-01-01 00:00:11.233,1.31,1.76,1487.69,0.83,0.00,1.00,1.00,6.48,0.20,12.66,32.07,32.01,-0.01,-0.44,0.03,21.00,6006.00,-50.00,1.00
11333.00,1970-01-01 00:00:11.333,1.47,1.87,1561.61,0.83,0.00,1.00,1.00,6.73,0.21,12.63,32.07,32.01,-0.01,-0.44,0.01,21.00,5858.00,-53.00,1.00
11433.00,1970-01-01 00:00:11.433,1.47,1.87,1583.18,0.81,0.00,1.00,1.00,6.40,0.22,12.66,32.00,32.05,-0.01,-0.48,0.02,21.00,5806.18,-53.00,1.00
11533.00,1970-01-01 00:00:11.533,1.47,1.87,1614.36,0.83,0.00,1.00,1.00,6.25,0.22,12.66,32.00,32.05,-0.01,-0.44,0.02,21.00,5731.27,-54.00,1.00
11633.00,1970-01-01 00:00:11.633,1.67,1.99,1543.39,0.83,0.00,1.00,1.00,6.49,0.23,12.63,32.00,32.05,-0.01,-0.45,-0.01,21.00,5901.76,-52.00,1.00
11733.00,1970-01-01 00:00:11.733,1.67,1.99,1578.18,0.82,0.00,1.00,1.00,6.20,0.24,12.63,32.02,32.05,-0.01,-0.43,0.02,21.00,5818.18,-53.00,1.00
11833.00,1970-01-01 00:00:11.833,1.84,2.11,1578.80,0.82,0.00,1.00,1.00,6.42,0.24,12.64,32.02,32.05,-0.01,-0.45,0.01,21.00,5816.69,-53.00,1.00
11933.00,1970-01-01 00:00:11.933,1.84,2.11,1601.35,0.82,0.00,1.00,1.00,6.28,0.25,12.68,32.01,32.01,-0.01,-0.45,0.03,21.00,5762.53,-53.00,1.00
12033.00,1970-01-01 00:00:12.033,2.00,2.22,1573.85,0.82,0.00,1.00,1.00,6.36,0.26,12.64,32.01,32.01,-0.01,-0.45,0.04,21.00,5828.58,-53.00,1.00
12258.00,1970-01-01 00:00:12.258,2.18,2.34,1569.78,0.80,0.00,1.00,1.00,6.31,0.28,12.65,32.01,32.07,-0.01,-0.43,0.02,21.00,5838.37,-53.00,1.00
12358.00,1970-01-01 00:00:12.358,2.33,2.46,1603.14,0.80,0.00,1.00,1.00,6.50,0.28,12.65,32.01,32.07,-0.01,-0.44,0.02,21.00,5758.21,-53.00,1.00
12458.00,1970-01-01 00:00:12.458,2.33,2.46,1605.52,0.81,0.00,1.00,1.00,6.38,0.29,12.65,32.01,32.07,-0.01,-0.47,0.01,21.00,5752.49,-53.00,1.00
12558.00,1970-01-01 00:00:12.558,2.46,2.57,1596.21,0.82,0.00,1.00,1.00,6.44,0.30,12.64,32.05,32.01,-0.01,-0.46,0.04,21.00,5774.86,-53.00,1.00
12658.00,1970-01-01 00:00:12.658,2.59,2.69,1613.08,0.82,0.00,1.00,1.00,6.62,0.30,12.67,32.05,32.01,-0.01,-0.45,0.02,21.00,5734.34,-54.00,1.00
12758.00,1970-01-01 00:00:12.758,2.59,2.69,1600.17,0.83,0.00,1.00,1.00,6.50,0.31,12.64,32.05,32.01,-0.01,-0.43,0.05,21.00,5765.35,-53.00,1.00
12858.00,1970-01-01 00:00:12.858,2.73,2.81,1640.71,0.83,0.00,1.00,1.00,6.56,0.32,12.63,32.05,32.06,-0.01,-0.44,0.02,21.00,5667.95,-54.00,1.00
12958.00,1970-01-01 00:00:12.958,2.84,2.93,1603.70,0.82,0.00,1.00,1.00,6.72,0.32,12.68,32.05,32.06,-0.01,-0.46,0.00,21.00,5756.87,-53.00,1.00
13058.00,1970-01-01 00:00:13.058,2.84,2.93,1611.56,0.83,0.00,1.00,1.00,6.62,0.33,12.64,32.06,32.06,-0.01,-0.44,0.02,21.00,5737.99,-54.00,1.00
13158.00,1970-01-01 00:00:13.158,2.98,3.04,1623.75,0.80,0.00,1.00,1.00,6.67,0.34,12.66,32.06,32.06,-0.01,-0.48,0.02,21.00,5708.70,-54.00,1.00
13377.00,1970-01-01 00:00:13.377,3.23,3.28,1635.86,0.80,0.00,1.00,1.00,6.86,0.36,12.67,32.03,31.93,-0.01,-0.44,-0.01,21.00,5679.61,-54.00,1.00
13477.00,1970-01-01 00:00:13.477,3.37,3.39,1655.31,0.83,0.00,1.00,1.00,7.01,0.36,12.66,32.03,31.93,-0.01,-0.45,0.02,21.00,5632.88,-54.00,1.00
13577.00,1970-01-01 00:00:13.577,3.49,3.51,1676.42,0.83,0.00,1.00,1.00,7.15,0.37,12.64,32.03,31.93,-0.01,-0.45,0.02,21.00,5582.16,-55.00,1.00
13677.00,1970-01-01 00:00:13.677,3.59,3.63,1624.04,0.83,0.00,1.00,1.00,7.18,0.38,12.66,32.00,32.01,-0.01,-0.44,0.02,21.00,5708.02,-54.00,1.00
13777.00,1970-01-01 00:00:13.777,3.59,3.63,1665.26,0.80,0.00,1.00,1.00,7.08,0.38,12.69,32.00,32.01,-0.01,-0.43,0.03,21.00,5608.99,-54.00,1.00
13877.00,1970-01-01 00:00:13.877,3.70,3.75,1653.76,0.82,0.00,1.00,1.00,7.11,0.39,12.65,32.00,32.01,-0.01,-0.45,0.02,21.00,5636.61,-54.00,1.00
13977.00,1970-01-01 00:00:13.977,3.78,3.86,1635.97,0.82,0.00,1.00,1.00,7.24,0.40,12.65,32.02,31.98,-0.01,-0.40,0.02,21.00,5679.35,-54.00,1.00
14077.00,1970-01-01 00:00:14.077,3.86,3.98,1671.15,0.82,0.00,1.00,1.00,7.36,0.40,12.68,32.02,31.98,-0.01,-0.44,0.02,21.00,5594.84,-55.00,1.00
14177.00,1970-01-01 00:00:14.177,3.97,4.10,1612.49,0.82,0.00,1.00,1.00,7.38,0.41,12.63,31.98,31.98,-0.01,-0.45,0.03,21.00,5735.75,-54.00,1.00
14277.00,1970-01-01 00:00:14.277,4.04,4.21,1697.74,0.83,0.00,1.00,1.00,7.50,0.42,12.67,31.98,31.98,-0.01,-0.44,0.02,21.00,5530.94,-55.00,1.00
14504.00,1970-01-01 00:00:14.504,4.30,4.56,1699.16,0.82,0.00,1.00,1.00,7.84,0.43,12.67,32.03,32.02,-0.01,-0.46,0.01,21.00,5527.53,-55.00,1.00
14604.00,1970-01-01 00:00:14.604,4.35,4.68,1654.92,0.82,0.00,1.00,1.00,7.85,0.44,12.67,32.03,32.02,-0.01,-0.46,0.01,21.00,5633.82,-54.00,1.00
14704.00,1970-01-01 00:00:14.704,4.44,4.80,1685.30,0.83,0.00,1.00,1.00,7.96,0.45,12.67,32.03,32.02,-0.01,-0.44,0.02,21.00,5560.84,-55.00,1.00
14804.00,1970-01-01 00:00:14.804,4.49,4.92,1611.67,0.83,0.00,1.00,1.00,8.05,0.45,12.66,32.11,32.03,-0.01,-0.44,0.03,21.00,5737.73,-54.00,1.00
14904.00,1970-01-01 00:00:14.904,4.58,5.03,1693.62,0.82,0.00,1.00,1.00,8.06,0.46,12.65,32.11,32.03,-0.01,-0.44,0.05,21.00,5540.84,-55.00,1.00
15004.00,1970-01-01 00:00:15.004,4.65,5.15,1723.02,0.82,0.00,1.00,1.00,8.16,0.47,12.67,32.11,32.03,-0.01,-0.43,0.03,21.00,5470.21,-56.00,1.00
15104.00,1970-01-01 00:00:15.104,4.76,5.27,1707.02,0.80,0.00,1.00,1.00,8.17,0.48,12.69,32.12,32.09,-0.01,-0.46,-0.00,21.00,5508.66,-55.00,1.00
15204.00,1970-01-01 00:00:15.204,4.83,5.38,1710.08,0.80,0.00,1.00,1.00,8.26,0.49,12.69,32.12,32.09,-0.01,-0.44,0.02,21.00,5501.29,-55.00,1.00
15304.00,1970-01-01 00:00:15.304,4.98,5.62,1686.74,0.80,0.00,1.00,1.00,8.53,0.49,12.72,32.00,32.05,-0.01,-0.44,0.02,21.00,5557.37,-55.00,1.00
15404.00,1970-01-01 00:00:15.404,5.07,5.73,1703.14,0.80,0.00,1.00,1.00,8.53,0.50,12.67,32.00,32.05,-0.01,-0.44,0.01,21.00,5517.97,-55.00,1.00
15617.00,1970-01-01 00:00:15.617,5.32,6.09,1699.14,0.80,0.00,1.00,1.00,8.79,0.52,12.72,32.02,31.98,-0.01,-0.44,0.04,21.00,5527.59,-55.00,1.00
15717.00,1970-01-01 00:00:15.717,5.41,6.20,1690.64,0.81,0.00,1.00,1.00,8.87,0.52,12.73,32.02,31.98,-0.01,-0.44,0.03,21.00,5548.00,-55.00,1.00
15817.00,1970-01-01 00:00:15.817,5.50,6.32,1693.79,0.80,0.00,1.00,1.00,8.86,0.53,12.72,32.02,31.98,-0.01,-0.44,0.01,21.00,5540.44,-55.00,1.00
15917.00,1970-01-01 00:00:15.917,5.63,6.55,1718.78,0.80,0.00,1.00,1.00,9.10,0.54,12.74,32.07,31.98,-0.01,-0.46,-0.02,21.00,5480.40,-55.00,1.00
16017.00,1970-01-01 00:00:16.017,5.70,6.67,1657.80,0.80,0.00,1.00,1.00,9.09,0.55,12.72,32.07,31.98,-0.01,-0.45,-0.01,21.00,5626.90,-54.00,1.00
16117.00,1970-01-01 00:00:16.117,5.83,6.91,1732.78,0.80,0.00,1.00,1.00,9.32,0.55,12.74,32.07,31.98,-0.01,-0.45,0.02,21.00,5446.78,-56.00,1.00
16217.00,1970-01-01 00:00:16.217,5.91,7.02,1720.82,0.80,0.00,1.00,1.00,9.39,0.56,12.74,32.05,32.01,-0.01,-0.44,0.03,21.00,5475.49,-55.00,1.00
16317.00,1970-01-01 00:00:16.317,6.06,7.26,1701.45,0.80,0.00,1.00,1.00,9.53,0.57,12.72,32.05,32.01,-0.01,-0.45,0.02,21.00,5522.03,-55.00,1.00
16417.00,1970-01-01 00:00:16.417,6.13,7.37,1716.98,0.80,0.00,1.00,1.00,9.60,0.57,12.74,32.07,31.98,-0.01,-0.45,-0.05,21.00,5484.72,-55.00,1.00
16517.00,1970-01-01 00:00:16.517,6.30,7.61,1701.40,0.80,0.00,1.00,1.00,9.73,0.58,12.70,32.07,31.98,-0.01,-0.44,-0.00,21.00,5522.15,-55.00,1.00
16744.00,1970-01-01 00:00:16.744,6.55,7.96,1663.66,0.81,0.00,1.00,1.00,9.92,0.60,12.72,32.07,32.03,-0.01,-0.49,-0.05,21.00,5612.82,-54.00,1.00
