OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
749.00,1970-00-00 00:00:00.749,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,0.00,0.00,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
855.00,1970-00-00 00:00:00.855,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.28,0.00,0.00,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
955.00,1970-00-00 00:00:00.955,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.22,0.00,0.00,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
1055.00,1970-01-01 00:00:01.055,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.19,52.53,69.29,0.00,0.00,-0.57,0.07,17.00,10.00,0.00
1155.00,1970-01-01 00:00:01.155,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.16,52.53,69.29,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
1255.00,1970-01-01 00:00:01.255,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.23,52.53,69.29,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
1355.00,1970-01-01 00:00:01.355,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.21,52.49,69.31,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
1455.00,1970-01-01 00:00:01.455,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.15,52.49,69.31,0.00,0.00,-0.63,0.08,17.00,10.00,0.00
1555.00,1970-01-01 00:00:01.555,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.21,52.50,69.33,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
1655.00,1970-01-01 00:00:01.655,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.22,52.50,69.33,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
1755.00,1970-01-01 00:00:01.755,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.16,52.50,69.33,0.00,0.00,-0.56,0.07,17.00,10.00,0.00
1855.00,1970-01-01 00:00:01.855,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.22,52.45,69.23,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
1955.00,1970-01-01 00:00:01.955,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.22,52.45,69.23,0.00,0.00,-0.63,0.07,17.00,10.00,0.00
2055.00,1970-01-01 00:00:02.055,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.16,52.50,69.21,0.00,0.00,-0.59,0.07,17.00,10.00,0.00
2155.00,1970-01-01 00:00:02.155,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.28,52.50,69.21,0.00,0.00,-0.63,0.07,17.00,10.00,0.00
2336.00,1970-01-01 00:00:02.336,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.23,52.54,69.28,0.00,0.00,-0.65,0.07,17.00,10.00,0.00
2466.00,1970-01-01 00:00:02.466,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.13,52.54,69.28,0.00,0.00,-0.58,0.08,17.00,10.00,0.00
2602.00,1970-01-01 00:00:02.602,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.25,52.48,69.28,0.00,0.00,-0.57,0.08,17.00,10.00,0.00
2729.00,1970-01-01 00:00:02.729,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.27,52.48,69.28,0.00,0.00,-0.61,0.05,17.00,10.00,0.00
2854.00,1970-01-01 00:00:02.854,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.11,52.49,69.21,0.00,0.00,-0.61,0.08,17.00,10.00,0.00
2976.00,1970-01-01 00:00:02.976,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.20,52.49,69.21,0.00,0.00,-0.60,0.04,17.00,10.00,0.00
3117.00,1970-01-01 00:00:03.117,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.24,52.41,69.07,0.00,0.00,-0.59,0.04,17.00,10.00,0.00
3217.00,1970-01-01 00:00:03.217,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.23,52.41,69.07,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
3317.00,1970-01-01 00:00:03.317,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.09,52.41,69.07,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
3485.00,1970-01-01 00:00:03.485,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.12,52.34,69.13,0.00,0.00,-0.63,0.07,17.00,10.00,0.00
3619.00,1970-01-01 00:00:03.619,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.22,52.34,69.13,0.00,0.00,-0.54,0.08,17.00,10.00,0.00
3747.00,1970-01-01 00:00:03.747,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.09,52.30,69.13,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
3887.00,1970-01-01 00:00:03.887,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.23,52.30,69.13,0.00,0.00,-0.60,0.01,17.00,10.00,0.00
4031.00,1970-01-01 00:00:04.031,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.14,52.35,69.15,0.00,0.00,-0.63,0.00,17.00,10.00,0.00
4131.00,1970-01-01 00:00:04.131,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.17,52.35,69.15,0.00,0.00,-0.57,0.07,17.00,10.00,0.00
4275.00,1970-01-01 00:00:04.275,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.16,52.36,69.09,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
4404.00,1970-01-01 00:00:04.404,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.08,52.36,69.09,0.00,0.00,-0.60,0.03,1.00,10.00,0.00
4547.00,1970-01-01 00:00:04.547,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.27,52.35,69.05,0.00,0.00,-0.65,0.08,1.00,10.00,0.00
4715.00,1970-01-01 00:00:04.715,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.26,52.35,69.05,0.00,0.00,-0.65,0.08,1.00,10.00,0.00
4815.00,1970-01-01 00:00:04.815,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.24,52.30,69.09,0.00,0.00,-0.57,0.07,1.00,10.00,0.00
4947.00,1970-01-01 00:00:04.947,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.24,52.30,69.09,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
5071.00,1970-01-01 00:00:05.071,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.24,52.34,69.00,0.00,0.00,-0.59,0.08,1.00,10.00,0.00
5200.00,1970-01-01 00:00:05.200,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.34,69.00,0.00,0.00,-0.61,0.08,1.00,10.00,0.00
5338.00,1970-01-01 00:00:05.338,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.29,52.36,69.05,0.00,0.00,-0.57,0.07,1.00,10.00,0.00
5464.00,1970-01-01 00:00:05.464,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.36,69.05,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
5587.00,1970-01-01 00:00:05.587,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.28,52.36,69.05,0.00,0.00,-0.64,0.08,1.00,10.00,0.00
5687.00,1970-01-01 00:00:05.687,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.28,52.34,69.05,0.00,0.00,-0.55,0.07,1.00,10.00,0.00
5854.00,1970-01-01 00:00:05.854,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.29,52.34,69.05,0.00,0.00,-0.56,0.07,1.00,10.00,0.00
5987.00,1970-01-01 00:00:05.987,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.26,52.40,69.02,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
6119.00,1970-01-01 00:00:06.119,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.25,52.40,69.02,0.00,0.00,-0.60,0.07,1.00,10.00,0.00
6244.00,1970-01-01 00:00:06.244,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.24,52.41,69.10,0.00,0.00,-0.62,0.07,1.00,10.00,0.00
6367.00,1970-01-01 00:00:06.367,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.26,52.41,69.10,0.00,0.00,-0.55,0.07,1.00,10.00,0.00
6495.00,1970-01-01 00:00:06.495,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.38,69.05,0.00,0.00,-0.62,0.08,1.00,10.00,0.00
6595.00,1970-01-01 00:00:06.595,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.38,69.05,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
6731.00,1970-01-01 00:00:06.731,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.26,52.38,69.05,0.00,0.00,-0.60,0.07,1.00,10.00,0.00
6867.00,1970-01-01 00:00:06.867,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.40,69.19,0.00,0.00,-0.58,0.08,1.00,10.00,0.00
7043.00,1970-01-01 00:00:07.043,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.27,52.45,69.08,0.00,0.00,-0.57,0.07,1.00,10.00,0.00
7167.00,1970-01-01 00:00:07.167,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.24,52.45,69.08,0.00,0.00,-0.64,0.07,1.00,10.00,0.00
7267.00,1970-01-01 00:00:07.267,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.45,69.08,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
7434.00,1970-01-01 00:00:07.434,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.31,52.54,69.17,0.00,0.00,-0.62,0.08,1.00,10.00,0.00
7572.00,1970-01-01 00:00:07.572,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.27,52.48,69.07,0.00,0.00,-0.56,0.07,1.00,10.00,0.00
7713.00,1970-01-01 00:00:07.713,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.27,52.48,69.07,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
7836.00,1970-01-01 00:00:07.836,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.27,52.53,69.19,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
7965.00,1970-01-01 00:00:07.965,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.30,52.53,69.19,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
8065.00,1970-01-01 00:00:08.065,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.53,69.19,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
8260.00,1970-01-01 00:00:08.260,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.54,69.20,0.00,0.00,-0.56,0.07,1.00,10.00,0.00
8384.00,1970-01-01 00:00:08.384,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.29,52.55,69.05,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
8516.00,1970-01-01 00:00:08.516,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.27,52.55,69.05,0.00,0.00,-0.63,0.08,1.00,10.00,0.00
8684.00,1970-01-01 00:00:08.684,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.54,69.09,0.00,0.00,-0.64,0.08,1.00,10.00,0.00
8853.00,1970-01-01 00:00:08.853,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.27,52.54,69.09,0.00,0.00,-0.63,0.08,1.00,10.00,0.00
9010.00,1970-01-01 00:00:09.010,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.27,52.59,69.13,0.00,0.00,-0.62,0.07,1.00,10.00,0.00
9110.00,1970-01-01 00:00:09.110,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.25,52.59,69.13,0.00,0.00,-0.56,0.07,1.00,10.00,0.00
9266.00,1970-01-01 00:00:09.266,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.29,52.52,69.02,0.00,0.00,-0.57,0.08,1.00,10.00,0.00
9366.00,1970-01-01 00:00:09.366,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.52,69.02,0.00,0.00,-0.63,0.08,1.00,10.00,0.00
9508.00,1970-01-01 00:00:09.508,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.28,52.52,69.02,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
9636.00,1970-01-01 00:00:09.636,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.50,69.10,0.00,0.00,-0.56,0.08,1.00,10.00,0.00
9757.00,1970-01-01 00:00:09.757,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.50,69.10,0.00,0.00,-0.58,0.07,1.00,10.00,0.00
9883.00,1970-01-01 00:00:09.883,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.29,52.48,69.03,0.00,0.00,-0.62,0.08,1.00,10.00,0.00
9983.00,1970-01-01 00:00:09.983,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.26,52.48,69.03,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
10102.00,1970-01-01 00:00:10.102,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.48,69.03,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
10245.00,2019-04-29 13:37:14.245,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.28,52.43,68.98,0.00,0.00,-0.60,0.08,1.00,10.00,0.00
10367.00,2019-04-29 13:37:14.367,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.30,52.43,68.98,0.00,0.00,-0.62,0.07,1.00,10.00,0.00
10493.00,2019-04-29 13:37:14.493,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.27,52.43,68.98,0.00,0.00,-0.61,0.08,1.00,10.00,0.00
10593.00,2019-04-29 13:37:14.593,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.25,52.47,68.91,0.00,0.00,-0.59,0.07,1.00,10.00,0.00
10746.00,2019-04-29 13:37:14.746,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.28,52.47,68.91,0.00,0.00,-0.64,0.07,1.00,10.00,0.00
10870.00,2019-04-29 13:37:14.870,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.25,52.38,68.89,0.00,0.00,-0.60,0.07,1.00,10.00,0.00
10993.00,2019-04-29 13:37:14.993,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.38,68.89,0.00,0.00,-0.55,0.07,1.00,10.00,0.00
11120.00,2019-04-29 13:37:15.120,0.00,0.00,0.00,0.26,0.00,0.00,1.00,0.00,0.00,12.30,52.45,68.91,0.00,0.00,-0.58,0.08,1.00,10.00,0.00
11244.00,2019-04-29 13:37:15.244,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.26,52.45,68.91,0.00,0.00,-0.64,0.07,1.00,10.00,0.00
11369.00,2019-04-29 13:37:15.369,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.24,52.45,68.91,0.00,0.00,-0.59,0.08,1.00,10.00,0.00
11496.00,2019-04-29 13:37:15.496,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.40,68.91,0.00,0.00,-0.58,0.08,1.00,10.00,0.00
11596.00,2019-04-29 13:37:15.596,0.00,0.00,0.00,0.27,0.00,0.00,1.00,0.00,0.00,12.27,52.40,68.91,0.00,0.00,-0.62,0.07,1.00,10.00,0.00
11758.00,2019-04-29 13:37:15.758,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.40,68.91,0.00,0.00,-0.63,0.07,1.00,10.00,0.00
11902.00,2019-04-29 13:37:15.902,0.00,0.00,0.00,0.25,0.00,0.00,1.00,0.00,0.00,12.29,52.40,68.91,0.00,0.00,-0.61,0.07,21.00,10.00,0.00
12029.00,2019-04-29 13:37:16.029,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.28,52.42,68.89,0.00,0.00,-0.54,0.07,21.00,10.00,0.00
12167.00,2019-04-29 13:37:16.167,0.00,0.00,0.00,0.25,1.00,1.00,1.00,0.00,0.00,12.15,52.42,68.89,0.00,0.00,-0.76,0.07,23.00,10.00,0.00
12293.00,2019-04-29 13:37:16.293,0.00,0.00,9.79,0.25,1.00,1.00,1.00,0.00,0.01,9.41,52.27,68.94,0.00,0.00,-0.72,0.04,23.00,7000.00,-20.00
12393.00,2019-04-29 13:37:16.393,0.00,0.00,9.79,0.25,1.00,1.00,1.00,0.00,0.01,6.87,52.27,68.94,0.00,0.00,-0.62,-0.06,23.00,7000.00,-20.00
12493.00,2019-04-29 13:37:16.493,0.00,0.00,9.79,0.25,1.00,1.00,1.00,0.00,0.01,6.90,52.27,68.94,0.00,0.00,-0.62,-0.06,23.00,7000.00,-20.00
12625.00,2019-04-29 13:37:16.625,0.00,0.00,9.79,0.25,1.00,1.00,1.00,0.00,0.01,6.89,52.27,68.87,0.00,0.00,-0.67,-0.06,23.00,7000.00,-20.00
12792.00,2019-04-29 13:37:16.792,0.00,0.00,226.20,0.26,1.00,1.00,1.00,0.00,0.01,9.62,52.27,68.87,0.00,0.00,-0.69,0.05,23.00,7000.00,-24.00
12976.00,2019-04-29 13:37:16.976,0.00,0.00,834.20,0.25,1.00,1.00,1.00,0.00,0.02,10.25,52.27,68.79,0.00,0.00,-0.64,-0.04,23.00,7000.00,-35.00
13161.00,2019-04-29 13:37:17.161,1.12,0.12,1921.23,0.27,0.00,1.00,1.00,3.90,0.04,11.90,52.27,68.79,0.00,0.00,-0.59,0.02,21.00,5657.54,-65.00
13261.00,2019-04-29 13:37:17.261,1.12,0.12,1952.27,0.25,0.00,1.00,1.00,3.40,0.04,12.07,52.27,68.80,0.00,0.00,-0.62,0.09,21.00,5595.47,-68.00
13361.00,2019-04-29 13:37:17.361,1.12,0.12,1922.61,0.26,0.00,1.00,1.00,2.71,0.05,12.03,52.27,68.80,0.00,0.00,-0.54,0.09,21.00,5654.77,-65.00
13535.00,2019-04-29 13:37:17.535,1.33,0.23,1917.55,0.26,0.00,1.00,1.00,4.15,0.07,12.06,52.33,68.79,0.00,0.00,-0.58,0.08,21.00,5664.91,-65.00
13707.00,2019-04-29 13:37:17.707,1.76,0.35,1918.71,0.25,0.00,1.00,1.00,5.39,0.08,12.05,52.33,68.79,0.00,0.00,-0.60,0.08,21.00,5662.58,-65.00
13861.00,2019-04-29 13:37:17.861,2.46,0.47,1912.26,0.27,0.00,1.00,1.00,5.97,0.09,12.15,52.27,68.81,0.00,0.00,-0.60,0.10,21.00,5675.48,-65.00
14018.00,2019-04-29 13:37:18.018,2.69,0.59,1920.58,0.28,0.00,1.00,1.00,6.71,0.10,12.06,52.27,68.81,0.00,0.00,-0.58,0.09,21.00,5658.83,-65.00
14176.00,2019-04-29 13:37:18.176,3.45,0.82,1930.91,0.25,0.00,1.00,1.00,8.17,0.12,12.17,52.23,68.76,0.00,0.00,-0.59,0.08,21.00,5638.19,-66.00
14335.00,2019-04-29 13:37:18.335,4.11,1.05,1899.52,0.25,0.00,1.00,1.00,9.65,0.13,12.04,52.23,68.76,0.00,0.00,-0.58,0.10,21.00,5700.97,-64.00
14435.00,2019-04-29 13:37:18.435,4.66,1.17,1923.11,0.27,0.00,1.00,1.00,9.92,0.14,12.16,52.25,68.78,0.00,0.00,-0.57,0.09,21.00,5653.78,-65.00
14535.00,2019-04-29 13:37:18.535,4.71,1.29,1925.14,0.25,0.00,1.00,1.00,10.16,0.15,12.10,52.25,68.78,0.00,0.00,-0.59,0.10,21.00,5649.71,-66.00
14644.00,2019-04-29 13:37:18.644,5.22,1.52,1938.20,0.27,0.00,1.00,1.00,11.61,0.16,12.15,52.25,68.78,0.00,0.00,-0.61,0.10,21.00,5623.59,-66.00
14805.00,2019-04-29 13:37:18.805,5.73,1.76,1952.52,0.25,0.00,1.00,1.00,12.17,0.17,12.16,52.34,68.79,0.00,0.00,-0.60,0.09,21.00,5594.96,-68.00
14954.00,2019-04-29 13:37:18.954,6.64,2.11,1920.77,0.27,0.00,1.00,1.00,13.77,0.18,12.16,52.42,68.82,0.00,0.00,-0.56,0.08,21.00,5658.46,-65.00
15127.00,2019-04-29 13:37:19.127,6.99,2.46,1927.80,0.27,0.00,1.00,1.00,14.79,0.20,12.18,52.42,68.82,0.00,0.00,-0.58,0.09,21.00,5644.39,-66.00
15266.00,2019-04-29 13:37:19.266,4.85,2.57,1914.46,0.27,0.00,1.00,1.00,14.72,0.21,12.18,52.45,68.73,0.00,0.00,-0.57,0.10,21.00,5671.09,-65.00
15395.00,2019-04-29 13:37:19.395,4.65,2.69,1938.64,0.28,0.00,1.00,1.00,14.65,0.22,12.18,52.45,68.73,0.00,0.00,-0.59,0.09,21.00,5622.72,-66.00
15495.00,2019-04-29 13:37:19.495,4.57,2.81,1930.97,0.28,0.00,1.00,1.00,14.59,0.23,12.18,52.45,68.73,0.00,0.00,-0.61,0.10,21.00,5638.06,-66.00
15595.00,2019-04-29 13:37:19.595,4.60,2.93,1933.89,0.27,0.00,1.00,1.00,14.54,0.24,12.14,52.47,68.77,0.00,0.00,-0.59,0.09,21.00,5632.21,-66.00
15743.00,2019-04-29 13:37:19.743,4.83,3.16,1906.15,0.27,0.00,1.00,1.00,15.04,0.25,12.18,52.47,68.77,0.00,0.00,-0.59,0.09,21.00,5687.69,-65.00
15912.00,2019-04-29 13:37:19.912,5.09,3.39,1905.00,0.28,0.00,1.00,1.00,15.20,0.27,12.17,52.38,68.72,0.00,0.00,-0.59,0.10,21.00,5689.99,-65.00
16012.00,2019-04-29 13:37:20.012,5.17,3.57,1897.47,0.28,0.00,1.00,1.00,15.68,0.27,12.16,52.38,68.72,0.00,0.00,-0.61,0.08,21.00,5705.05,-64.00
16157.00,2019-04-29 13:37:20.157,5.42,3.80,1930.91,0.27,0.00,1.00,1.00,15.79,0.29,12.19,52.45,68.82,0.00,0.00,-0.58,0.09,21.00,5638.19,-66.00
16334.00,2019-04-29 13:37:20.334,5.83,4.10,1939.96,0.27,0.00,1.00,1.00,16.41,0.30,12.08,52.40,68.81,0.00,0.00,-0.60,0.09,21.00,5620.08,-66.00
16434.00,2019-04-29 13:37:20.434,5.91,4.27,1920.46,0.25,0.00,1.00,1.00,16.53,0.31,12.20,52.40,68.81,0.00,0.00,-0.58,0.10,21.00,5659.08,-65.00
16534.00,2019-04-29 13:37:20.534,6.17,4.45,1920.25,0.25,0.00,1.00,1.00,16.64,0.32,12.15,52.40,68.81,0.00,0.00,-0.61,0.09,21.00,5659.51,-65.00
16691.00,2019-04-29 13:37:20.691,6.34,4.74,1912.05,0.27,0.00,1.00,1.00,17.17,0.33,12.17,52.54,68.81,0.00,0.00,-0.61,0.08,21.00,5675.91,-65.00
16863.00,2019-04-29 13:37:20.863,6.77,5.03,1928.05,0.25,0.00,1.00,1.00,17.40,0.34,12.21,52.45,68.79,0.00,0.00,-0.61,0.09,21.00,5643.90,-66.00
17019.00,2019-04-29 13:37:21.019,7.08,5.38,1926.16,0.25,0.00,1.00,1.00,18.06,0.35,12.06,52.45,68.79,0.00,0.00,-0.60,0.10,21.00,5647.67,-66.00
17195.00,2019-04-29 13:37:21.195,7.40,5.73,1934.39,0.28,0.00,1.00,1.00,18.43,0.37,12.20,52.47,68.80,0.00,0.00,-0.61,0.10,21.00,5631.22,-66.00
17366.00,2019-04-29 13:37:21.366,7.66,6.09,1944.08,0.27,0.00,1.00,1.00,18.77,0.39,12.20,52.47,68.80,0.00,0.00,-0.61,0.09,21.00,5611.85,-66.00
17466.00,2019-04-29 13:37:21.466,7.81,6.32,1960.91,0.25,0.00,1.00,1.00,18.98,0.40,12.18,52.42,68.77,0.00,0.00,-0.59,0.10,21.00,5578.18,-68.00
17566.00,2019-04-29 13:37:21.566,7.99,6.55,1954.33,0.27,0.00,1.00,1.00,19.43,0.40,12.20,52.42,68.77,0.00,0.00,-0.63,0.09,21.00,5591.33,-68.00
17666.00,2019-04-29 13:37:21.666,8.20,6.79,1958.42,0.27,0.00,1.00,1.00,19.62,0.41,12.21,52.42,68.77,0.00,0.00,-0.57,0.09,21.00,5583.17,-68.00
17776.00,2019-04-29 13:37:21.776,8.38,7.02,2036.73,0.25,0.00,1.00,1.00,19.80,0.42,12.22,52.47,68.84,0.00,0.00,-0.55,0.10,21.00,5470.62,-71.00
17946.00,2019-04-29 13:37:21.946,9.14,7.55,2047.89,0.28,0.00,1.00,1.00,20.54,0.44,12.22,52.47,68.84,0.00,0.00,-0.58,0.10,21.00,5461.69,-71.00
18110.00,2019-04-29 13:37:22.110,9.03,7.96,2066.51,0.27,0.00,1.00,1.00,21.17,0.45,12.18,52.43,68.78,0.00,0.00,-0.58,0.10,21.00,5446.79,-72.00
18270.00,2019-04-29 13:37:22.270,9.28,8.37,2100.10,0.27,0.00,1.00,1.00,21.53,0.46,12.21,52.43,68.78,0.00,0.00,-0.60,0.10,21.00,5419.92,-72.00
18411.00,2019-04-29 13:37:22.411,9.51,8.72,2173.32,0.25,0.00,1.00,1.00,21.73,0.48,12.22,52.59,68.81,0.00,0.00,-0.59,0.10,21.00,5361.34,-74.00
18583.00,2019-04-29 13:37:22.583,9.82,9.19,2218.77,0.27,0.00,1.00,1.00,22.20,0.49,12.24,52.59,68.81,0.00,0.00,-0.67,0.09,21.00,5324.98,-74.00
18683.00,2019-04-29 13:37:22.683,9.88,9.48,2235.18,0.25,0.00,1.00,1.00,22.45,0.50,12.21,52.48,68.84,0.00,0.00,-0.57,0.08,21.00,5311.86,-75.00
18783.00,2019-04-29 13:37:22.783,10.10,9.77,2259.33,0.25,0.00,1.00,1.00,22.70,0.51,12.22,52.48,68.84,0.00,0.00,-0.61,0.08,21.00,5300.00,-75.00
18894.00,2019-04-29 13:37:22.894,10.33,10.12,2295.38,0.28,0.00,1.00,1.00,23.07,0.52,12.19,52.48,68.84,0.00,0.00,-0.61,0.08,21.00,5300.00,-76.00
19070.00,2019-04-29 13:37:23.070,10.56,10.65,2367.66,0.26,0.00,1.00,1.00,23.59,0.54,12.24,52.59,68.80,0.00,0.00,-0.61,0.08,21.00,5300.00,-77.00
