OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1087.00,2018-07-06 22:21:53.087,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.54,35.12,34.66,31.67,0.00,-0.13,17.00,10.00,0.00
2173.00,2018-07-06 22:21:54.173,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.52,35.23,34.74,31.70,0.00,-0.13,17.00,10.00,0.00
3254.00,2018-07-06 22:21:55.254,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.46,35.20,34.67,31.75,0.00,-0.13,17.00,10.00,0.00
4335.00,2018-07-06 22:21:56.335,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.37,35.19,34.76,31.75,0.00,-0.14,17.00,10.00,0.00
5335.00,2018-07-06 22:21:57.335,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.39,35.21,34.68,31.75,0.00,-0.14,17.00,10.00,0.00
6335.00,2018-07-06 22:21:58.335,0.00,0.00,0.00,0.31,0.00,1.00,1.00,0.00,0.00,12.36,35.30,34.72,31.78,0.00,-0.13,17.00,10.00,0.00
7335.00,2018-07-06 22:21:59.335,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.36,35.19,34.70,31.78,0.00,-0.14,17.00,10.00,0.00
8335.00,2018-07-06 22:22:00.335,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.30,35.26,34.78,31.80,0.00,-0.14,17.00,10.00,0.00
9335.00,2018-07-06 22:22:01.335,0.00,0.00,0.00,0.30,0.00,1.00,1.00,0.00,0.00,12.31,35.30,34.73,31.75,0.00,-0.13,17.00,10.00,0.00
10335.00,2018-07-06 22:22:02.335,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.31,35.22,34.67,31.80,0.00,-0.14,17.00,10.00,0.00
11335.00,2018-07-06 22:22:03.335,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.29,35.26,34.76,31.83,0.00,-0.14,17.00,10.00,0.00
12335.00,2018-07-06 22:22:04.335,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.29,35.30,34.68,31.77,0.00,-0.14,17.00,10.00,0.00
13335.00,2018-07-06 22:22:05.335,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.28,35.30,34.72,31.82,0.00,-0.14,17.00,10.00,0.00
14335.00,2018-07-06 22:22:06.335,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.28,35.26,34.67,31.83,0.00,-0.14,17.00,10.00,0.00
15335.00,2018-07-06 22:22:07.335,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.29,35.26,34.73,31.77,0.00,-0.14,17.00,10.00,0.00
16335.00,2018-07-06 22:22:08.335,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.27,35.21,34.68,31.78,0.00,-0.14,17.00,10.00,0.00
17383.00,2018-07-06 22:22:09.383,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.27,35.28,34.67,31.78,0.00,-0.14,17.00,10.00,0.00
18470.00,2018-07-06 22:22:10.470,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.27,35.23,34.70,31.80,0.00,-0.14,17.00,10.00,0.00
19551.00,2018-07-06 22:22:11.551,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.36,35.22,34.72,31.77,0.00,-0.14,17.00,10.00,0.00
20632.00,2018-07-06 22:22:12.632,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.35,35.21,34.66,31.80,0.00,-0.14,17.00,10.00,0.00
21719.00,2018-07-06 22:22:13.719,0.00,0.00,0.00,0.29,0.00,1.00,1.00,0.00,0.00,12.32,35.26,34.70,31.77,0.00,-0.14,17.00,10.00,0.00
22806.00,2018-07-06 22:22:14.806,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.31,35.30,34.68,31.84,0.00,-0.14,17.00,10.00,0.00
23887.00,2018-07-06 22:22:15.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.19,35.26,34.73,31.86,0.00,-0.14,17.00,10.00,0.00
24887.00,2018-07-06 22:22:16.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.33,35.30,34.76,31.86,0.00,-0.14,17.00,10.00,0.00
25887.00,2018-07-06 22:22:17.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.15,35.27,34.73,31.80,0.00,-0.14,17.00,10.00,0.00
26887.00,2018-07-06 22:22:18.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.32,35.32,34.65,31.80,0.00,-0.14,17.00,10.00,0.00
27887.00,2018-07-06 22:22:19.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.16,35.23,34.63,31.80,0.00,-0.14,17.00,10.00,0.00
28887.00,2018-07-06 22:22:20.887,0.00,0.00,0.00,1.47,0.00,1.00,1.00,0.00,0.00,12.33,35.23,34.61,31.80,0.00,-0.14,17.00,10.00,0.00
29887.00,2018-07-06 22:22:21.887,-0.00,0.06,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.32,35.20,34.70,31.80,0.00,-0.14,17.00,10.00,0.00
30887.00,2018-07-06 22:22:22.887,0.68,0.18,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.31,35.21,34.79,31.86,0.00,-0.14,17.00,10.00,0.00
31887.00,2018-07-06 22:22:23.887,-0.00,0.29,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.21,34.67,31.86,0.00,-0.14,17.00,10.00,0.00
32887.00,2018-07-06 22:22:24.887,0.91,0.53,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.30,35.15,34.67,31.84,0.00,-0.14,17.00,10.00,0.00
33887.00,2018-07-06 22:22:25.887,0.68,0.76,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.27,34.58,31.77,0.00,-0.14,17.00,10.00,0.00
34887.00,2018-07-06 22:22:26.887,1.01,0.88,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.31,35.23,34.72,31.80,0.00,-0.14,17.00,10.00,0.00
35982.00,2018-07-06 22:22:27.982,0.54,0.99,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.19,34.70,31.73,0.00,-0.14,17.00,10.00,0.00
37094.00,2018-07-06 22:22:29.094,-0.00,0.99,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.30,34.66,31.88,0.00,-0.14,17.00,10.00,0.00
38206.00,2018-07-06 22:22:30.206,-0.00,0.99,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.16,35.24,34.67,31.83,0.00,-0.14,17.00,10.00,0.00
39206.00,2018-07-06 22:22:31.206,-0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.24,34.63,31.78,0.00,-0.14,17.00,10.00,0.00
40206.00,2018-07-06 22:22:32.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.29,35.19,34.63,31.83,0.00,-0.14,17.00,10.00,0.00
41206.00,2018-07-06 22:22:33.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.29,35.23,34.68,31.88,0.00,-0.14,17.00,10.00,0.00
42206.00,2018-07-06 22:22:34.206,-0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.19,35.21,34.70,31.91,0.00,-0.14,17.00,10.00,0.00
43206.00,2018-07-06 22:22:35.206,-0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.29,35.26,34.76,31.83,0.00,-0.14,17.00,10.00,0.00
44206.00,2018-07-06 22:22:36.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.32,35.20,34.72,31.80,0.00,-0.14,17.00,10.00,0.00
45206.00,2018-07-06 22:22:37.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.33,35.26,34.66,31.83,0.00,-0.14,17.00,10.00,0.00
46206.00,2018-07-06 22:22:38.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.31,35.26,34.66,31.82,0.00,-0.14,17.00,10.00,0.00
47206.00,2018-07-06 22:22:39.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.30,35.32,34.78,31.88,0.00,-0.14,17.00,10.00,0.00
48206.00,2018-07-06 22:22:40.206,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.28,35.30,34.78,31.91,0.00,-0.14,17.00,10.00,0.00
49271.00,2018-07-06 22:22:41.271,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.15,35.23,34.73,31.80,0.00,-0.14,17.00,10.00,0.00
50371.00,2018-07-06 22:22:42.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.17,35.30,34.73,31.82,0.00,-0.14,17.00,10.00,0.00
51371.00,2018-07-06 22:22:43.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.32,35.33,34.83,31.86,0.00,-0.14,17.00,10.00,0.00
52371.00,2018-07-06 22:22:44.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.28,35.32,34.79,31.84,0.00,-0.14,17.00,10.00,0.00
53371.00,2018-07-06 22:22:45.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.18,35.26,34.73,31.87,0.00,-0.14,17.00,10.00,0.00
54371.00,2018-07-06 22:22:46.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.18,35.22,34.72,31.76,0.00,-0.14,17.00,10.00,0.00
55371.00,2018-07-06 22:22:47.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.30,35.23,34.67,31.80,0.00,-0.14,17.00,10.00,0.00
56371.00,2018-07-06 22:22:48.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.31,35.17,34.78,31.80,0.00,-0.14,17.00,10.00,0.00
57371.00,2018-07-06 22:22:49.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.29,35.24,34.74,31.82,0.00,-0.14,17.00,10.00,0.00
58371.00,2018-07-06 22:22:50.371,0.00,1.05,0.00,1.47,0.00,1.00,1.00,999.00,0.00,12.28,35.21,34.78,31.77,0.00,-0.14,17.00,10.00,0.00
